,SEMA4C (54910)
ACH-000004,-0.055277813176300004
ACH-000007,-0.263674717859
ACH-000009,-0.26832595849199997
ACH-000011,-0.0586290482602
ACH-000012,-0.228079986448
ACH-000013,-0.205515783533
ACH-000014,-0.18929772526799998
ACH-000015,-0.23445070434700002
ACH-000017,-0.148118165459
ACH-000018,-0.16841424036
ACH-000019,-0.2971768866
ACH-000021,-0.0553805198554
ACH-000022,-0.251795056136
ACH-000025,0.07736419946880001
ACH-000028,-0.167058999047
ACH-000030,-0.301926043755
ACH-000035,-0.35788740397200003
ACH-000036,-0.210860493407
ACH-000037,-0.315051270022
ACH-000039,-0.42870373328199995
ACH-000040,-0.015342584221700001
ACH-000041,-0.047804708262400006
ACH-000042,-0.160454873102
ACH-000045,-0.18424033931699998
ACH-000047,-0.19468762308499998
ACH-000052,-0.272940849817
ACH-000053,-0.209763030873
ACH-000054,-0.160987147258
ACH-000055,-0.323990889082
ACH-000060,-0.295103862524
ACH-000067,0.192678805476
ACH-000070,-0.075073999096
ACH-000075,-0.22898407096700002
ACH-000078,-0.174681536941
ACH-000082,-0.257721470977
ACH-000085,-0.260912124266
ACH-000086,-0.356109490842
ACH-000087,0.0337700045208
ACH-000092,-0.498578175787
ACH-000095,-0.234050431758
ACH-000097,-0.269799618802
ACH-000098,-0.326967652178
ACH-000099,0.022989031312899998
ACH-000108,-0.330024961297
ACH-000113,-0.233324619123
ACH-000115,-0.217481223153
ACH-000116,-0.0837654992845
ACH-000118,-0.19388204319699998
ACH-000120,-0.0767831260782
ACH-000123,-0.256563249994
ACH-000127,-0.14900299072999998
ACH-000128,-0.24551170576499998
ACH-000132,-0.15695841407299999
ACH-000133,-0.268709863256
ACH-000137,-0.29403837918000003
ACH-000138,-0.136174420036
ACH-000142,0.0412547341178
ACH-000143,-0.48882262434600005
ACH-000146,-0.025767694828
ACH-000148,-0.144990492507
ACH-000150,0.06208598155069999
ACH-000152,-0.177125827511
ACH-000153,-0.161653203548
ACH-000159,-0.18842115026099998
ACH-000160,-0.162862551506
ACH-000163,-0.198498558694
ACH-000167,-0.15031251123
ACH-000168,-0.103246168627
ACH-000169,-0.178101187069
ACH-000178,0.027121118061000003
ACH-000182,-0.313994776671
ACH-000183,-0.09588516966180001
ACH-000188,-0.16128569610500001
ACH-000189,-0.25994940588300003
ACH-000190,-0.023413251727400004
ACH-000198,-0.22096228738899998
ACH-000204,-0.104981296895
ACH-000206,-0.294096201984
ACH-000207,-0.00612632102022
ACH-000211,-0.312704224218
ACH-000215,-0.136187131155
ACH-000221,-0.375247590298
ACH-000222,-0.0411416888486
ACH-000223,-0.201669766535
ACH-000226,-0.247737819842
ACH-000227,-0.0012918817605999998
ACH-000228,-0.441066681065
ACH-000231,-0.147888515681
ACH-000232,-0.150707652061
ACH-000233,-0.0948703692004
ACH-000234,-0.393432555748
ACH-000235,-0.138556435198
ACH-000237,-0.0895244903242
ACH-000238,-0.030346007639599996
ACH-000243,-0.234859729362
ACH-000244,-0.41179276011200006
ACH-000246,-0.0088775788444
ACH-000248,-0.299592969392
ACH-000250,-0.22643827858600002
ACH-000251,-0.463404260617
ACH-000253,-0.152615479174
ACH-000255,-0.400989073842
ACH-000256,-0.319499712264
