,CPPED1 (55313)
ACH-000004,0.21185099598499998
ACH-000007,0.233177485205
ACH-000009,0.145708152831
ACH-000011,-0.0924762381064
ACH-000012,-0.102709593911
ACH-000013,0.206378277903
ACH-000014,0.193296196879
ACH-000015,0.09225081032469999
ACH-000017,0.291368621393
ACH-000018,0.471345529043
ACH-000019,0.0776139190945
ACH-000021,0.16380919959100002
ACH-000022,0.19797837282000003
ACH-000025,0.139877677423
ACH-000028,0.109979092729
ACH-000030,0.0890253367877
ACH-000035,0.21362778125300003
ACH-000036,0.244404905367
ACH-000037,0.0468926232926
ACH-000039,0.370268056407
ACH-000040,0.13102737198
ACH-000041,0.171618279405
ACH-000042,0.233216989877
ACH-000045,0.260534546933
ACH-000047,0.220241784096
ACH-000052,0.0308559396911
ACH-000053,0.35456331489799997
ACH-000054,0.100698392377
ACH-000055,0.140855014517
ACH-000060,0.07158295302739999
ACH-000067,0.0969575151413
ACH-000070,0.119525903218
ACH-000075,-0.0972084920105
ACH-000078,0.46806394867299994
ACH-000082,0.131254433183
ACH-000085,-0.0158063685464
ACH-000086,0.209864796761
ACH-000087,0.22174452204700001
ACH-000092,0.048289476182
ACH-000095,0.137130140174
ACH-000097,0.0245939780609
ACH-000098,0.10097017817199999
ACH-000099,0.302291202688
ACH-000108,0.114717372882
ACH-000113,0.12444239090399999
ACH-000115,0.048478164786800004
ACH-000116,0.115834604836
ACH-000118,0.139747421586
ACH-000120,0.310459046548
ACH-000123,0.188534353165
ACH-000127,0.157518695196
ACH-000128,0.20593750270999997
ACH-000132,0.16310580515999998
ACH-000133,0.0934893913644
ACH-000137,0.025469522675799997
ACH-000138,0.13907733207
ACH-000142,0.16885722211399998
ACH-000143,-0.015779897637799998
ACH-000146,0.130128213347
ACH-000148,0.160525292846
ACH-000150,0.286845703025
ACH-000152,0.27799065700500003
ACH-000153,0.160508696825
ACH-000159,0.174853792427
ACH-000160,0.184328841248
ACH-000163,0.0977751384543
ACH-000167,0.0684264614146
ACH-000168,0.634221741055
ACH-000169,0.0881257512401
ACH-000178,0.178038012616
ACH-000182,0.214223021686
ACH-000183,0.129877281764
ACH-000188,0.244906225895
ACH-000189,0.315834957646
ACH-000190,-0.0158833957696
ACH-000198,0.203020383738
ACH-000204,0.09586432641989999
ACH-000206,0.353781666725
ACH-000207,0.348794901932
ACH-000211,0.261909068786
ACH-000215,0.118313774015
ACH-000221,0.0723612993684
ACH-000222,0.11618418034900001
ACH-000223,0.17961348081
ACH-000226,0.168987746842
ACH-000227,0.085819951258
ACH-000228,0.179056955126
ACH-000231,0.0397647171185
ACH-000232,0.116765400575
ACH-000233,0.250245594084
ACH-000234,-0.116815532028
ACH-000235,0.10382160183
ACH-000237,0.141093089155
ACH-000238,0.21694345183400002
ACH-000243,0.10652489492900001
ACH-000244,0.325283047145
ACH-000246,0.264524339882
ACH-000248,0.296182002446
ACH-000250,0.123674339778
ACH-000251,0.036150407710099995
ACH-000253,0.104988140285
ACH-000255,0.125020069398
ACH-000256,0.124571283481
ACH-000257,-0.141347873997
ACH-000258,-0.18117950434
ACH-000259,0.174489984232
ACH-000260,0.18061718492800002
ACH-000261,0.117809480079
ACH-000262,0.104401203268
ACH-000263,0.118153858449
ACH-000264,0.136910830347
ACH-000265,0.171021842805
ACH-000266,0.16295656331
ACH-000272,0.112475282183
ACH-000273,0.113137346891
ACH-000274,-0.012042966728299999
ACH-000277,0.180540613605
ACH-000278,0.23459917639000002
ACH-000279,0.0571205488573
ACH-000280,0.16997222438700002
ACH-000281,0.368857954961
ACH-000288,0.173662187093
ACH-000291,0.16475039242999998
ACH-000293,0.139826132314
ACH-000294,0.285784213656
ACH-000295,-0.125744582127
ACH-000296,0.52386250571
ACH-000302,0.156015107593
ACH-000304,-0.0806668206262
ACH-000307,0.269834801966
ACH-000308,0.10026529430299999
ACH-000310,0.055631673421400005
ACH-000311,0.155894146212
ACH-000312,0.124477993934
ACH-000315,0.279010746784
ACH-000316,0.166726103391
ACH-000317,0.183224172508
ACH-000318,-0.0625471695933
ACH-000319,0.22888512666400002
ACH-000320,0.31764022463
ACH-000322,-0.09831790079769999
ACH-000323,0.191720066816
ACH-000324,0.0386593405208
ACH-000329,-0.0564320882673
ACH-000330,0.180702571529
ACH-000331,-0.0436167051466
ACH-000332,0.148475875939
ACH-000334,-0.21299257314800002
ACH-000335,0.0925247943781
ACH-000336,-0.023337255622
ACH-000337,0.159454447862
ACH-000339,0.15392938689000002
ACH-000341,0.153019525698
ACH-000348,-0.0748997150378
ACH-000350,0.22511388287300002
ACH-000352,0.0590046579994
ACH-000356,0.151211865359
ACH-000361,0.129833116787
ACH-000362,0.25943747104200005
ACH-000363,0.155079196507
ACH-000364,0.198705450537
ACH-000365,0.253312058776
