,GRAMD1C (54762)
ACH-000004,0.155222994128
ACH-000007,0.20410532346000002
ACH-000009,0.013290899508799999
ACH-000011,0.163925869253
ACH-000012,0.22370181342300002
ACH-000013,0.174414715223
ACH-000014,-0.000118140403529
ACH-000015,0.121556832857
ACH-000017,0.321534237308
ACH-000018,0.111348326467
ACH-000019,0.221610991
ACH-000021,0.0893689662983
ACH-000022,0.228933611301
ACH-000025,0.029702050145999997
ACH-000028,0.025267893106800002
ACH-000030,0.15818719094699998
ACH-000035,0.00768041636771
ACH-000036,0.142542412293
ACH-000037,0.397497944604
ACH-000039,-0.100120277837
ACH-000040,0.114903099276
ACH-000041,0.241135012384
ACH-000042,0.035958781384499997
ACH-000045,0.17340594082199998
ACH-000047,0.151220466126
ACH-000052,0.366820853005
ACH-000053,0.0877008002554
ACH-000054,0.294897827125
ACH-000055,0.217018304919
ACH-000060,0.168198101113
ACH-000067,0.17345398725299999
ACH-000070,0.04665076149209999
ACH-000075,-0.143962000726
ACH-000078,0.119802695441
ACH-000082,0.08397349372860001
ACH-000085,0.07717406658489999
ACH-000086,0.11199924559699999
ACH-000087,0.214345456961
ACH-000092,0.056656107780499995
ACH-000095,0.190002971598
ACH-000097,0.24212820435
ACH-000098,0.17888917431200002
ACH-000099,0.214899046251
ACH-000108,0.0449156984282
ACH-000113,0.13162264116
ACH-000115,0.362665957808
ACH-000116,0.383381068612
ACH-000118,0.12649938922700002
ACH-000120,0.32761052559099996
ACH-000123,0.0116384565901
ACH-000127,0.174971917468
ACH-000128,0.0408167970675
ACH-000132,0.124324485977
ACH-000133,0.08603948499900001
ACH-000137,0.469949750059
ACH-000138,0.10062134080099999
ACH-000142,0.191123512797
ACH-000143,-0.033757292869000005
ACH-000146,0.17207186451099998
ACH-000148,0.18621749815699998
ACH-000150,0.197653725788
ACH-000152,0.24733583542100002
ACH-000153,0.281765420568
ACH-000159,0.05153164625580001
ACH-000160,0.017516339009900003
ACH-000163,0.164081552423
ACH-000167,0.20036795942000002
ACH-000168,0.0769994042969
ACH-000169,0.28181918611900003
ACH-000178,0.08913601597580001
ACH-000182,0.145714085409
ACH-000183,0.173424264888
ACH-000188,0.132605398057
ACH-000189,-0.09442023401960001
ACH-000190,0.28828398606600003
ACH-000198,0.08742439183689998
ACH-000204,0.22613843768800002
ACH-000206,0.299619720122
ACH-000207,-0.00480576627693
ACH-000211,0.0992398437819
ACH-000215,0.169569975044
ACH-000221,0.17967054841
ACH-000222,0.19820445708599999
ACH-000223,0.176360554039
ACH-000226,0.119005319107
ACH-000227,0.389115694855
ACH-000228,0.24727308289299998
ACH-000231,0.16939891213599997
ACH-000232,0.141292337846
ACH-000233,0.287142773492
ACH-000234,0.232293741491
ACH-000235,0.09773200104900001
ACH-000237,0.141344369519
ACH-000238,0.18449123879999998
ACH-000243,0.184979211505
ACH-000244,0.0934014044589
ACH-000246,-0.0273401843854
ACH-000248,0.0879557466287
ACH-000250,0.0675924896706
ACH-000251,0.0982470543255
ACH-000253,0.20773550800700002
ACH-000255,0.237088434659
ACH-000256,0.354533192514
ACH-000257,0.106138861483
ACH-000258,0.0633002975161
ACH-000259,0.276660698695
ACH-000260,0.152589326622
ACH-000261,0.103755514056
ACH-000262,0.021023136036099996
ACH-000263,0.128401681924
ACH-000264,0.147673686898
ACH-000265,0.17378385457400003
ACH-000266,0.247042848493
ACH-000272,0.09470559417300001
ACH-000273,0.22698820450100002
ACH-000274,0.115955594636
ACH-000277,0.225994564854
ACH-000278,0.152086601357
ACH-000279,0.112262123521
ACH-000280,-0.0635222958761
ACH-000281,0.119729822943
ACH-000288,0.183506881792
ACH-000291,0.104048211569
ACH-000293,0.312702471365
ACH-000294,-0.0230933849856
ACH-000295,0.24158976779
ACH-000296,-0.069829406626
ACH-000302,0.153673638626
ACH-000304,0.0493145238335
ACH-000307,0.05853272651909999
ACH-000308,0.10394075892000001
ACH-000310,0.227371011166
ACH-000311,0.0134746024235
ACH-000312,0.111381502862
ACH-000315,0.119746681239
ACH-000316,0.286195421203
ACH-000317,-0.08856238500739999
ACH-000318,0.146027383013
ACH-000319,0.12046337795800001
ACH-000320,0.218605409696
ACH-000322,-0.0199609331264
ACH-000323,0.0933522035809
ACH-000324,0.101504922931
ACH-000329,0.0576192423128
ACH-000330,0.21300964385200002
ACH-000331,0.242556514954
ACH-000332,0.21639302147199999
ACH-000334,0.418449986161
ACH-000335,0.338271807127
ACH-000336,-0.269197448072
ACH-000337,0.028705164885
ACH-000339,0.0812033730355
ACH-000341,0.11589439275
ACH-000348,0.190463434554
ACH-000350,0.32395820101100004
ACH-000352,0.226857563889
ACH-000356,0.0558664198074
ACH-000361,0.17539328441500002
ACH-000362,0.10106823247999999
ACH-000363,0.164070068904
ACH-000364,0.13692893996799999
ACH-000365,0.164577363617
ACH-000366,0.109885039452
ACH-000368,0.142440100903
ACH-000374,0.332762718
ACH-000375,0.0842438469441
ACH-000376,0.269155683838
ACH-000381,0.000619311612591
ACH-000383,0.155100635088
ACH-000387,0.10695477112099999
ACH-000389,0.203643330517
