,CSTF1 (1477)
ACH-000004,-1.38427296775
ACH-000007,-1.39564548639
ACH-000009,-1.17608875937
ACH-000011,-1.17985357745
ACH-000012,-0.9893431144149999
ACH-000013,-0.980237903317
ACH-000014,-1.2790160861
ACH-000015,-0.9783606469689999
ACH-000017,-1.00475783104
ACH-000018,-1.0692584401799998
ACH-000019,-1.1472014103000001
ACH-000021,-1.13883637069
ACH-000022,-0.682695053741
ACH-000025,-1.26238051069
ACH-000028,-0.941658939665
ACH-000030,-0.981703615158
ACH-000035,-1.0056780106999998
ACH-000036,-0.773179542069
ACH-000037,-0.949535125697
ACH-000039,-0.879375561683
ACH-000040,-1.10356458838
ACH-000041,-1.0666320304299999
ACH-000042,-1.1818645213799999
ACH-000045,-1.0063920473
ACH-000047,-1.2065741242
ACH-000052,-1.2337758395799998
ACH-000053,-1.2852614547499999
ACH-000054,-1.4746708801800001
ACH-000055,-1.13882275058
ACH-000060,-1.20276776013
ACH-000067,-1.1854316587
ACH-000070,-1.20217753342
ACH-000075,-1.00928420665
ACH-000078,-1.1038528136399999
ACH-000082,-1.2104978787799998
ACH-000085,-0.9982621344299999
ACH-000086,-1.32341184585
ACH-000087,-1.30674695942
ACH-000092,-1.30849525959
ACH-000095,-1.19788378931
ACH-000097,-0.937660802265
ACH-000098,-1.17866719476
ACH-000099,-1.21495598576
ACH-000108,-1.0324532422
ACH-000113,-1.06292961363
ACH-000115,-1.2755129835799999
ACH-000116,-1.41841171049
ACH-000118,-0.985936579911
ACH-000120,-1.25420134934
ACH-000123,-1.185406535
ACH-000127,-0.8302403139219999
ACH-000128,-1.2981540039100001
ACH-000132,-0.8469868977249999
ACH-000133,-1.3402016431700001
ACH-000137,-1.23946512443
ACH-000138,-1.2201835311
ACH-000142,-0.907432464903
ACH-000143,-1.2265568015700001
ACH-000146,-0.848247365796
ACH-000148,-1.2003218895999999
ACH-000150,-1.0486578973799998
ACH-000152,-0.979294615262
ACH-000153,-0.896410221001
ACH-000159,-1.2053251703
ACH-000160,-0.7751278391099999
ACH-000163,-1.0699672334299999
ACH-000167,-0.700923055529
ACH-000168,-0.857557280054
ACH-000169,-1.15506327626
ACH-000178,-0.871632396026
ACH-000182,-0.747464329814
ACH-000183,-1.34466746882
ACH-000188,-1.10751797615
ACH-000189,-1.40751114359
ACH-000190,-0.7577199791249999
ACH-000198,-1.24698477965
ACH-000204,-1.00077165373
ACH-000206,-1.36853259264
ACH-000207,-1.3075503027700002
ACH-000211,-1.36429519206
ACH-000215,-1.1806523061399998
ACH-000221,-1.2224587175900001
ACH-000222,-1.17542508677
ACH-000223,-1.02276133263
ACH-000226,-1.09919974666
ACH-000227,-1.5967970704899999
ACH-000228,-0.6711209429699999
ACH-000231,-1.2238682964799998
ACH-000232,-1.29794772745
ACH-000233,-1.09266337859
ACH-000234,-1.07025800078
ACH-000235,-0.8421837255399999
ACH-000237,-1.21648954526
ACH-000238,-1.26049619201
ACH-000243,-1.1004640276100002
ACH-000244,-1.02202419719
ACH-000246,-1.1393752342299999
ACH-000248,-1.11052605307
ACH-000250,-1.16320988925
ACH-000251,-1.02575341251
ACH-000253,-0.844661157964
ACH-000255,-1.3578856476199999
ACH-000256,-1.06709637801
ACH-000257,-1.20294303578
ACH-000258,-1.3010380075499999
ACH-000259,-1.05685088957
ACH-000260,-1.2008320878299998
ACH-000261,-1.32856163396
ACH-000262,-1.20905964295
ACH-000263,-1.3037327804
ACH-000264,-1.00333914678
ACH-000265,-1.0934799321100002
ACH-000266,-0.7724094127310001
ACH-000272,-1.3684877699200002
ACH-000273,-1.25744634945
ACH-000274,-1.3848701522799998
