,GPANK1 (7918)
ACH-000004,-0.36409785532
ACH-000007,-0.117230579747
ACH-000009,-0.0337167673897
ACH-000011,-0.166385645977
ACH-000012,-0.161359197168
ACH-000013,-0.10736722808299999
ACH-000014,-0.130806051087
ACH-000015,-0.073187969753
ACH-000017,-0.107942070398
ACH-000018,-0.214390386469
ACH-000019,0.18763545505399998
ACH-000021,-0.0985539491395
ACH-000022,-0.0414432099131
ACH-000025,-0.011483901529200001
ACH-000028,-0.07149958556239999
ACH-000030,-0.058266191638
ACH-000035,-0.0031137895631599996
ACH-000036,-0.0567266149556
ACH-000037,-0.0198335928422
ACH-000039,-0.184742190859
ACH-000040,0.027602091455799997
ACH-000041,0.0526665746294
ACH-000042,-0.0501520295438
ACH-000045,-0.108024942725
ACH-000047,0.175381966648
ACH-000052,0.120300889002
ACH-000053,-0.030197846715700003
ACH-000054,-0.0636552294865
ACH-000055,-0.0107606077921
ACH-000060,-0.145957368128
ACH-000067,-0.0330878714739
ACH-000070,-0.0659838503261
ACH-000075,0.0015810844566700002
ACH-000078,-0.0616671578089
ACH-000082,-0.0820966453013
ACH-000085,0.194385580247
ACH-000086,-0.139789649598
ACH-000087,0.0438590421494
ACH-000092,-0.10679495352099999
ACH-000095,-0.194190734427
ACH-000097,-0.0124616533141
ACH-000098,0.0380724266176
ACH-000099,-0.158761292161
ACH-000108,-0.23933667675099998
ACH-000113,-0.13534830395
ACH-000115,-0.200009415498
ACH-000116,-0.154588375932
ACH-000118,-0.0337211650708
ACH-000120,-0.07263639191589999
ACH-000123,-0.139519775441
ACH-000127,-0.218937557801
ACH-000128,-0.0867875794474
ACH-000132,-0.0875281608845
ACH-000133,-0.279384708398
ACH-000137,0.06989766229450001
ACH-000138,-0.0315675727153
ACH-000142,-0.276684575967
ACH-000143,-0.100308871479
ACH-000146,-0.06328591080950001
ACH-000148,0.132492836822
ACH-000150,0.0035767608968199998
ACH-000152,-0.218481945718
ACH-000153,0.297941917577
ACH-000159,-0.183438946404
ACH-000160,-0.0412278873778
ACH-000163,0.18907090276
ACH-000167,-0.17093203288199998
ACH-000168,-0.0664643541192
ACH-000169,0.0443509171555
ACH-000178,-0.11664793720899999
ACH-000182,-0.156154151551
ACH-000183,0.08583057866930001
ACH-000188,-0.0215898958836
ACH-000189,0.0566639417387
ACH-000190,-0.292228445914
ACH-000198,-0.0303504931747
ACH-000204,-0.0448475961603
ACH-000206,-0.2051260453
ACH-000207,-0.0802241509638
ACH-000211,-0.0775096650618
ACH-000215,-0.0547571778883
ACH-000221,0.0989162495
ACH-000222,0.17596463188
ACH-000223,-0.011398953870299999
ACH-000226,-0.12315515489600001
ACH-000227,-0.20801308021099998
ACH-000228,-0.152500315129
ACH-000231,-0.09650234316860001
ACH-000232,0.08671623761639999
ACH-000233,-0.15435186644999999
ACH-000234,0.0931389118227
ACH-000235,-0.0671072628533
ACH-000237,-0.0670659745026
ACH-000238,-0.09509865643899999
ACH-000243,-0.10442223064999999
ACH-000244,0.0790528108571
ACH-000246,-0.109260807988
ACH-000248,0.101049986195
ACH-000250,-0.106765515468
ACH-000251,-0.178809406754
ACH-000253,-0.23164248641
ACH-000255,-0.234225892146
ACH-000256,0.0345101239264
ACH-000257,0.198722045564
ACH-000258,0.360531550775
ACH-000259,-0.05790357399130001
ACH-000260,-0.125517799446
ACH-000261,-0.07685960991169999
ACH-000262,0.194756185482
ACH-000263,0.0652297926776
ACH-000264,-0.144051841824
ACH-000265,-0.165876876784
ACH-000266,0.000404386696039
ACH-000272,-0.0987390823098
ACH-000273,-0.299761798491
ACH-000274,-0.0642033046094
ACH-000277,-0.0419235601763
ACH-000278,0.0039321163090400004
ACH-000279,-0.0348291229446
ACH-000280,-0.00859277740216
ACH-000281,0.023435766208200003
ACH-000288,-0.102394067314
ACH-000291,-0.0831581090762
ACH-000293,-0.198204190907
ACH-000294,0.0773659974349
ACH-000295,-0.33674171979199996
ACH-000296,-0.10026085732899999
ACH-000302,-0.15191188976199999
ACH-000304,-0.103195687388
ACH-000307,-0.037833445762699994
ACH-000308,-0.12509729700799999
ACH-000310,-0.152184639787
ACH-000311,0.102406416876
ACH-000312,0.022941429125099996
ACH-000315,0.149898263358
ACH-000316,0.0243343773774
ACH-000317,-0.12412313042199999
ACH-000318,-0.0637433334649
ACH-000319,-0.113816703302
ACH-000320,-0.12387335422700001
ACH-000322,0.00421954343274
ACH-000323,-0.130226619703
ACH-000324,-0.119107037595
ACH-000329,-0.163435605898
ACH-000330,-0.122790324456
ACH-000331,-0.036338047602199997
ACH-000332,-0.105966377653
ACH-000334,-0.18475215762000002
ACH-000335,-0.00285768108383
ACH-000336,-0.0421816696229
ACH-000337,-0.260799542391
ACH-000339,-0.181555366808
ACH-000341,0.29517188164999997
ACH-000348,-0.11703526848899999
ACH-000350,-0.030532562494600003
ACH-000352,0.00855378931209
ACH-000356,0.274971857318
ACH-000361,-0.152207103359
ACH-000362,-0.0288967494292
ACH-000363,-0.07410870514739999
ACH-000364,0.0203476990132
ACH-000365,-0.12806550081700002
ACH-000366,-0.0401317040666
ACH-000368,-0.114541344597
ACH-000374,-0.366410660021
ACH-000375,-0.0605140375
ACH-000376,-0.038878850567199995
ACH-000381,-0.021957515312999998
ACH-000383,-0.065200479459
ACH-000387,0.07252734035519999
ACH-000389,-0.205529375315
ACH-000390,-0.20396868887800002
ACH-000393,-0.40832450607
ACH-000395,0.0681023175562
ACH-000397,-0.005650262122569999
ACH-000401,-0.148770560945
ACH-000402,0.10660760982999999
ACH-000403,-0.09759980147679999
ACH-000404,-0.371606275778
ACH-000406,-0.17264372176399997
ACH-000407,-0.17188536784800001
ACH-000408,-0.186008342892
ACH-000410,-0.10110358966800001
ACH-000411,0.0449454307488
ACH-000414,0.0094061533423
ACH-000415,0.043688204859400004
ACH-000416,0.059462421405800006
ACH-000420,0.09327907928089998
ACH-000421,-0.125207391203
ACH-000424,-0.282858337591
ACH-000425,-0.00986150338728
ACH-000426,0.0557232524654
ACH-000427,0.0116318718885
ACH-000433,-0.23715376470199998
ACH-000436,-0.359801263817
ACH-000444,-0.014558020660700001
ACH-000445,0.0119097951041
ACH-000448,-0.058627479538199995
ACH-000450,0.16554861767999998
ACH-000452,-0.116868653433
ACH-000454,-0.0885284264237
ACH-000458,0.0136176124183
ACH-000459,-0.182369696548
ACH-000460,-0.227789971456
ACH-000461,0.06922147950410001
ACH-000463,-0.0210383817986
ACH-000464,0.0319170931742
ACH-000466,0.09706848426439998
ACH-000467,-0.046064113235599995
ACH-000468,-0.0093977611991
ACH-000469,-0.0339430623086
ACH-000470,-0.07244105265610001
ACH-000471,-0.025659211653999998
ACH-000472,0.0152698673028
ACH-000473,-0.12330825064300001
ACH-000475,-0.026572150249799996
ACH-000476,-0.09026362739350001
ACH-000477,-0.218250469278
ACH-000480,0.0355576067371
ACH-000481,-0.101811833884
ACH-000483,0.056542866984000004
ACH-000484,-0.180731376437
ACH-000485,0.041315400102300004
ACH-000486,-0.15339776528
ACH-000487,-0.0666774808215
ACH-000488,-0.0763479811543
ACH-000490,-0.0207220123483
ACH-000491,-0.169791023363
ACH-000495,-0.18844955302000002
ACH-000496,-0.015069015096
ACH-000499,0.309699908522
ACH-000500,-0.746464616294
ACH-000502,-0.0786374560633
ACH-000503,0.23345633970600002
ACH-000505,0.051688232743100006
ACH-000507,-0.009086320035860001
ACH-000510,-0.0816911080462
ACH-000511,-0.196409904306
ACH-000512,-0.31103701568000003
ACH-000516,-0.369527935907
ACH-000517,-0.129335182628
ACH-000518,-0.18154490461699999
ACH-000520,-0.291889254335
