,QARS (5859)
ACH-000294,-1.3738958408700002
ACH-000295,-1.6215659057700003
ACH-000296,-1.9049830478599998
ACH-000302,-1.43122498016
ACH-000304,-1.06109036711
ACH-000307,-1.28806053919
ACH-000308,-1.4580157845200001
ACH-000310,-1.58277645928
ACH-000311,-1.41567906867
ACH-000312,-1.5121403031099998
ACH-000315,-1.38889176659
ACH-000316,-1.6981136453999999
ACH-000317,-1.01276798352
ACH-000318,-1.45432907018
ACH-000319,-1.3310191543
ACH-000320,-1.54139562128
ACH-000322,-1.5069652482700002
ACH-000323,-1.6855933858399998
ACH-000324,-1.3425851227399999
ACH-000329,-1.72257606482
ACH-000330,-1.31479978434
ACH-000331,-1.24785840626
ACH-000332,-1.52948144449
ACH-000334,-1.9122727357499998
ACH-000335,-1.4072410314100001
ACH-000336,-1.4573165566400001
ACH-000337,-1.3574598522299999
ACH-000339,-1.2391614798700001
ACH-000341,-1.4013037593000002
ACH-000348,-1.28088714926
ACH-000350,-1.46563470474
ACH-000352,-1.40551324134
ACH-000356,-1.1761110107700001
ACH-000361,-1.0829155117799998
ACH-000362,-1.23347184335
ACH-000363,-1.54825110304
ACH-000364,-1.18909322254
ACH-000365,-1.4653203082799997
ACH-000366,-1.44515644644
ACH-000368,-1.32011686909
ACH-000374,-1.2113040782
ACH-000375,-1.63836974599
ACH-000376,-1.3466756907
ACH-000381,-1.40274272648
ACH-000383,-1.5919465270500002
ACH-000387,-1.38579288369
ACH-000389,-1.45412331939
ACH-000390,-1.5032793635600001
ACH-000393,-1.5547959929799997
ACH-000395,-1.2267483804200001
ACH-000397,-1.4295180461800001
ACH-000401,-1.2610718674099999
ACH-000402,-1.57066086128
ACH-000403,-1.5006818770700001
ACH-000404,-1.1930399264
ACH-000406,-1.42824916248
ACH-000407,-1.1136975474600002
ACH-000408,-1.2745029509999999
ACH-000410,-1.3775714973700002
ACH-000411,-1.52249972386
ACH-000414,-1.60334873365
ACH-000415,-1.26546911521
ACH-000416,-1.39007840288
ACH-000420,-1.4606715027700001
ACH-000421,-1.4186039123899998
ACH-000424,-1.5087303019100002
ACH-000425,-1.5766605625
ACH-000426,-1.28544989307
ACH-000427,-1.5431020625799998
ACH-000433,-1.5032553236300001
ACH-000436,-1.42723052783
ACH-000444,-1.29592099971
ACH-000445,-1.3203117960500002
ACH-000448,-1.12152385067
ACH-000450,-1.6395318346899999
ACH-000452,-1.39403885086
ACH-000454,-1.2841437513
ACH-000458,-1.28783172371
ACH-000459,-1.3609223039700002
ACH-000460,-1.28313122925
ACH-000461,-1.53550109652
ACH-000463,-1.29696808996
ACH-000464,-1.4560184103100002
ACH-000466,-1.2239197961900001
ACH-000467,-1.41256368391
ACH-000468,-1.2889098813700002
ACH-000469,-1.6759246722799999
ACH-000470,-1.33589910479
ACH-000471,-1.3562676071899997
ACH-000472,-1.7600992365099999
ACH-000473,-1.4178399796799999
ACH-000475,-1.37503080617
ACH-000476,-1.45062650849
ACH-000477,-1.9512208710900003
ACH-000480,-1.33005248695
ACH-000481,-1.6410926005500002
ACH-000483,-1.27870737843
ACH-000484,-2.35840117487
ACH-000485,-1.50721037257
ACH-000486,-1.69215504609
ACH-000487,-1.47079999579
ACH-000488,-1.3804670620700001
ACH-000490,-1.26575478871
ACH-000491,-1.47301377134
ACH-000495,-1.49657973823
ACH-000496,-1.36482859696
ACH-000499,-1.2437946649299998
ACH-000500,-1.03723757001
ACH-000502,-1.34369094412
ACH-000503,-0.963552258997
ACH-000505,-1.2350580139899998
ACH-000507,-1.46771522713
ACH-000510,-1.4104911516799998
ACH-000511,-1.3791376632799999
ACH-000512,-1.4107755579899999
ACH-000516,-1.2637493885100002
ACH-000517,-1.37777387957
ACH-000518,-1.3081311290000002
ACH-000520,-1.35270076345
ACH-000521,-1.28779610958
ACH-000522,-1.47793572959
ACH-000524,-1.5295230701299998
ACH-000527,-1.27215014524
ACH-000528,-1.1654990682700002
ACH-000537,-1.18379982484
ACH-000541,-0.9540501979770001
ACH-000542,-1.30037655637
ACH-000544,-1.4029872641699999
ACH-000545,-0.970097753155
ACH-000547,-1.27166730002
ACH-000548,-1.11932020259
ACH-000549,-1.3429800338999998
ACH-000550,-1.3344149484799999
ACH-000552,-1.44641914611
ACH-000556,-1.58810612535
ACH-000557,-1.3212481016500002
ACH-000570,-1.59596932539
ACH-000571,-2.1197203553599997
ACH-000573,-1.4306474838299998
ACH-000576,-1.42387193335
ACH-000580,-1.64874871856
ACH-000584,-1.3044217752399998
ACH-000585,-1.09126367817
ACH-000588,-1.3955659700999998
ACH-000589,-1.32570874821
ACH-000591,-1.30302292158
ACH-000593,-1.4261820392299998
ACH-000600,-1.52484492908
ACH-000601,-1.39402200391
ACH-000604,-1.43498317106
ACH-000605,-1.3284869547700002
ACH-000606,-1.24510323468
ACH-000608,-1.4183620716499998
ACH-000614,-0.935941310618
ACH-000616,-1.36663051218
ACH-000618,-1.2491602359
ACH-000619,-1.3995342951299998
ACH-000620,-1.35047775847
ACH-000621,-1.36101974962
ACH-000622,-1.90187941773
ACH-000623,-1.39577010938
ACH-000624,-1.388578342
ACH-000627,-1.13096778753
ACH-000630,-1.38871566928
ACH-000632,-1.25238728884
ACH-000633,-1.5696837442899998
ACH-000637,-1.08030115665
ACH-000638,-1.4718825203
ACH-000646,-1.34984859099
ACH-000647,-1.21771071823
ACH-000648,-1.42503268371
ACH-000649,-1.53703552772
ACH-000651,-1.50828416241
ACH-000652,-1.45729388727
ACH-000653,-1.4848242604700002
ACH-000657,-1.44532620893
ACH-000658,-1.8222227867099998
ACH-000661,-1.26785260951
ACH-000662,-1.3755173887
ACH-000663,-1.25549765166
ACH-000665,-1.37179052606
ACH-000671,-1.68963380662
ACH-000673,-1.4830057208200003
ACH-000676,-1.37487701901
ACH-000677,-1.06474432419
ACH-000681,-1.44483125683
ACH-000682,-1.25156435551
ACH-000683,-1.55789822026
ACH-000684,-1.39382935616
ACH-000688,-1.1423166886
ACH-000693,-1.28369941656
ACH-000694,-1.35220841016
ACH-000695,-1.47840833322
ACH-000696,-1.20016224459
ACH-000697,-1.6665786624899999
ACH-000699,-1.8622297050999999
ACH-000701,-1.5554958691999998
ACH-000706,-1.13046009049
ACH-000711,-1.1166453031299999
ACH-000713,-1.29290640901
ACH-000714,-1.46094649553
ACH-000718,-1.6311447416799998
ACH-000720,-1.69595461484
ACH-000721,-1.53682365894
ACH-000724,-1.6779260906600002
ACH-000725,-1.2719303107
ACH-000732,-1.03331400214
ACH-000734,-1.57275668951
ACH-000735,-1.30545968601
ACH-000736,-1.5706978884
ACH-000738,-1.1943943431
ACH-000746,-2.03277314965
ACH-000747,-1.30458640173
ACH-000748,-1.33838578941
ACH-000753,-1.3025871472700001
ACH-000756,-1.0965390785100002
ACH-000757,-1.5696469505000001
ACH-000758,-1.3372010206799998
ACH-000760,-1.0738990606399998
ACH-000763,-1.53979716101
ACH-000764,-1.73515708225
ACH-000765,-1.4095856326499998
ACH-000766,-1.53548642879
ACH-000767,-1.4668188575299999
ACH-000768,-1.22071488536
ACH-000769,-1.3558905260499998
ACH-000770,-1.33475738007
ACH-000771,-1.2449521107
ACH-000773,-1.30108586172
ACH-000776,-1.3931377148299997
ACH-000777,-1.28042617622
ACH-000778,-1.3124464298799998
ACH-000781,-1.30518269668
ACH-000782,-1.25271646699
ACH-000783,-1.4807390719600002
ACH-000784,-1.26742532172
ACH-000785,-1.1493204814799998
ACH-000787,-1.4113507241999999
ACH-000788,-1.3548057066499999
ACH-000791,-1.62016511224
ACH-000792,-1.54381854958
ACH-000794,-1.4504068890200001
ACH-000796,-1.41382524789
ACH-000799,-1.37219549003
ACH-000800,-1.43536014732
ACH-000802,-1.19698546971
ACH-000804,-1.4759490994799997
ACH-000805,-1.3394769530600001
ACH-000809,-1.27746959896
ACH-000810,-1.2725893656899998
ACH-000811,-1.8679200413900003
ACH-000817,-1.5069647049200001
ACH-000819,-1.27872461869
ACH-000820,-1.14803188783
ACH-000821,-1.63669323402
ACH-000822,-1.9349712397599999
ACH-000823,-1.49614884472
ACH-000824,-1.40390184133
ACH-000827,-1.39352781932
ACH-000829,-1.28258416139
ACH-000831,-1.1582920933299998
ACH-000832,-1.45371160279
ACH-000833,-1.6436876796700002
ACH-000834,-1.47485963119
ACH-000835,-1.30917595494
ACH-000836,-1.3379589487399999
ACH-000837,-1.3048065036
ACH-000838,-1.58006318503
ACH-000839,-1.3465979934099999
ACH-000840,-1.3613631539
ACH-000841,-1.62541202639
ACH-000843,-1.39402075735
ACH-000846,-1.39960586201
ACH-000847,-1.3208899602500002
ACH-000848,-1.3636987854799998
ACH-000849,-1.4042264764899999
ACH-000851,-1.19992638577
ACH-000855,-1.2721636150700002
ACH-000856,-1.3754883922
ACH-000858,-1.35288316389
ACH-000859,-1.40620790241
ACH-000861,-1.4059082961700002
ACH-000862,-1.48846359966
ACH-000865,-1.31106082669
ACH-000866,-1.3481554998299998
ACH-000867,-1.41987826911
ACH-000869,-0.843096320132
ACH-000872,-1.16030151192
ACH-000873,-1.3607654664
ACH-000876,-1.4752681750999999
ACH-000878,-1.52117948495
ACH-000880,-1.3798939000600001
ACH-000881,-1.4863059918000001
ACH-000882,-1.35704815574
ACH-000884,-1.60242304965
ACH-000885,-1.39388395831
ACH-000887,-1.2167403709
ACH-000888,-1.2866430872299999
ACH-000889,-1.65527882132
ACH-000890,-0.926682634355
ACH-000896,-1.29353900755
ACH-000898,-1.3841803707700002
ACH-000900,-1.27348777905
ACH-000901,-1.3648652139500002
ACH-000905,-1.31923777845
ACH-000906,-1.3780440699399998
ACH-000907,-1.48785297667
ACH-000910,-1.14834719199
ACH-000911,-1.37597988266
ACH-000912,-1.31860124775
ACH-000913,-1.26397673499
ACH-000915,-1.4856560460400001
ACH-000916,-1.4480762341
ACH-000917,-1.7018654738699999
ACH-000921,-1.47169638361
ACH-000924,-1.51952854201
ACH-000926,-1.8063746550400002
ACH-000928,-1.3476457727700002
ACH-000929,-0.966973194639
ACH-000932,-1.4883554152
ACH-000935,-0.9340929015330001
ACH-000936,-1.55575780747
ACH-000937,-1.3676458545399999
ACH-000938,-1.20320452744
ACH-000939,-1.6022465101499999
ACH-000941,-1.73777221586
ACH-000943,-1.45782397386
ACH-000946,-1.01525163233
ACH-000947,-1.40613698743
ACH-000948,-1.27679279655
ACH-000950,-1.30464711472
ACH-000953,-1.4304530906900002
ACH-000957,-1.6868278019999998
ACH-000958,-1.59123595898
ACH-000960,-1.7114352430000002
ACH-000963,-1.16232679203
ACH-000968,-1.22566945291
ACH-000969,-1.16520819389
ACH-000973,-1.43887386588
ACH-000974,-1.5591420964700002
ACH-000975,-1.0902131745499999
ACH-000976,-1.0414713179600001
ACH-000978,-1.22029016652
ACH-000980,-1.27648391586
ACH-000984,-1.8351776144099998
ACH-000986,-1.04455031122
ACH-000988,-1.4621302856
ACH-000993,-1.40866259511
ACH-000994,-0.952574698389
ACH-000996,-1.2623122038299999
ACH-001001,-1.5194166065799999
ACH-001020,-1.4055940074000002
ACH-001028,-1.15870652028
ACH-001031,-1.23090689577
ACH-001038,-1.3083452932200001
ACH-001048,-1.4824570101499999
ACH-001050,-1.13333097876
ACH-001053,-1.15938806074
ACH-001054,-1.43142709178
ACH-001061,-1.23620262145
ACH-001067,-1.46326888836
ACH-001075,-1.13596405134
ACH-001096,-1.2768083705500002
ACH-001128,-1.32999290447
ACH-001134,-1.14895353776
ACH-001151,-1.4389160204700002
ACH-001163,-1.4800210984399997
ACH-001164,-0.96406475735
ACH-001173,-1.2055020788700002
ACH-001183,-1.5688998724899998
ACH-001184,-1.51895035364
ACH-001190,-1.38579530429
ACH-001192,-1.34151598292
ACH-001193,-0.89162598389
ACH-001196,-1.2938062636499998
ACH-001197,-1.3128064027200002
ACH-001205,-1.26400777937
ACH-001211,-1.25076709516
ACH-001212,-1.3669800053
ACH-001228,-1.49953878549
ACH-001232,-1.16699304441
ACH-001239,-1.4167953645299998
ACH-001274,-1.3492959745200002
ACH-001275,-1.8557278287799999
ACH-001277,-1.65731779822
ACH-001278,-1.4908131956400001
ACH-001280,-1.56674460358
ACH-001283,-1.43099555399
ACH-001289,-1.33239608596
ACH-001295,-1.3799745848299998
ACH-001300,-1.45358771281
ACH-001301,-1.47872695615
ACH-001302,-1.4646160774399999
ACH-001303,-1.05541394201
ACH-001306,-1.00228520415
ACH-001318,-1.35266038933
ACH-001322,-1.2444050336
ACH-001328,-1.42624387976
ACH-001332,-1.08691350612
ACH-001333,-1.6334972814200002
ACH-001336,-1.2664618791700002
ACH-001340,-1.2552566894
ACH-001346,-1.15113192707
ACH-001353,-1.24596367919
ACH-001354,-1.40358218067
ACH-001367,-0.956662575884
ACH-001368,-1.2790111875799999
ACH-001374,-1.21564164755
ACH-001375,-1.4122761147100003
ACH-001377,-1.29949483958
ACH-001380,-1.33509789919
ACH-001391,-1.47432655377
ACH-001407,-1.315291389
ACH-001408,-1.24153470355
ACH-001413,-1.26390252611
ACH-001430,-1.5091154822400001
ACH-001431,-1.4858305071200002
ACH-001450,-1.58715632722
ACH-001496,-1.559617616
ACH-001500,-1.0188078162
ACH-001521,-1.13514453176
ACH-001523,-1.15717662582
ACH-001532,-1.2492657967299998
ACH-001536,-1.12805064202
ACH-001550,-1.3586754910699999
ACH-001552,-1.1476964523200002
ACH-001554,-1.3902042577200002
ACH-001645,-1.6624254778
ACH-001654,-1.29445991282
ACH-001715,-1.05385219432
ACH-001735,-1.49567460654
ACH-001736,-1.06557728619
ACH-001737,-1.6766928613699998
ACH-001740,-1.37920718944
ACH-001745,-1.4205848095200002
ACH-001750,-1.32905102497
ACH-001765,-1.42752775205
ACH-001956,-1.3612114120299998
ACH-001957,-1.24536608578
