,UBC (7316)
ACH-000407,-1.02107080243
ACH-000408,-0.821035297265
ACH-000410,-0.982214111648
ACH-000411,-0.871747141851
ACH-000414,-0.918273423669
ACH-000415,-0.8159908160070001
ACH-000416,-0.876506711406
ACH-000420,-0.608858800429
ACH-000421,-0.668910945017
ACH-000424,-0.846316158087
ACH-000425,-0.7958561485619999
ACH-000426,-0.48479901388999996
ACH-000427,-0.8949295110940001
ACH-000433,-0.9697810835680001
ACH-000436,-0.30485780323899997
ACH-000444,-0.723734583696
ACH-000445,-0.700709022577
ACH-000448,-1.0164221173799999
ACH-000450,-1.14271207454
ACH-000452,-0.584913131656
ACH-000454,-0.55224231532
ACH-000458,-0.753352887965
ACH-000459,-1.97880302711
ACH-000460,-1.11282711376
ACH-000461,-0.804641921676
ACH-000463,-0.7757960879800001
ACH-000464,-1.3278680362200002
ACH-000466,-0.452488244981
ACH-000467,-0.940556907848
ACH-000468,-0.423133941082
ACH-000469,-1.0421908281799999
ACH-000470,-0.7361478047460001
ACH-000471,-0.483221481618
ACH-000472,-0.9922454720180001
ACH-000473,-0.513581065306
ACH-000475,-0.924712636071
ACH-000476,-0.9330837533040001
ACH-000477,-0.9746647116689999
ACH-000480,-0.5587412491529999
ACH-000481,-0.79633452089
ACH-000483,-0.154425221844
ACH-000484,-0.87216746577
ACH-000485,-0.6630578489710001
ACH-000486,-0.623426631078
ACH-000487,-0.862147905832
ACH-000488,-1.02480778671
ACH-000490,-0.864434692258
ACH-000491,-0.884210333916
ACH-000495,-0.446925738649
ACH-000496,-0.9658948880789999
ACH-000499,-0.647123574853
ACH-000500,-1.1996951934
ACH-000502,-0.8959040669339999
ACH-000503,-0.78842539009
ACH-000505,-0.5637581236779999
ACH-000507,-0.921111942985
ACH-000510,-0.622222406395
ACH-000511,-0.746114020806
ACH-000512,-0.462639393293
ACH-000516,-1.19372879577
ACH-000517,-0.8402647088230001
ACH-000518,-1.47080620331
ACH-000520,-0.8237580512739999
ACH-000521,-0.431202728243
ACH-000522,-0.632748777109
ACH-000524,-1.45211678685
ACH-000527,-0.719273868168
ACH-000528,-0.798433034835
ACH-000537,-0.986553652299
ACH-000541,-0.887001726558
ACH-000542,-0.674070606944
ACH-000544,-0.7358097736079999
ACH-000545,-0.7104077861720001
ACH-000547,-1.13314064136
ACH-000548,-0.957369062912
ACH-000549,-0.842684344064
ACH-000550,-1.03434971513
ACH-000552,-1.05560426886
ACH-000556,-0.509561629934
ACH-000557,-0.745223844964
ACH-000570,-0.68835940022
ACH-000571,-1.2781959541799999
ACH-000573,-0.49812514303499994
ACH-000576,-0.7483011231810001
ACH-000580,-0.917649723567
ACH-000584,-1.2693229578799998
ACH-000585,-0.7754837739210001
ACH-000588,-0.24994191156800002
ACH-000589,-1.11325894328
ACH-000591,-0.7230334988930001
ACH-000593,-0.7139552553219999
ACH-000600,-0.63167040743
ACH-000601,-0.846031836903
ACH-000604,-1.00681249921
ACH-000605,-0.231030224978
ACH-000606,-0.7153189329530001
ACH-000608,-1.12037484682
ACH-000614,-0.814085933045
ACH-000616,-0.377657926649
ACH-000618,-0.9509244028910001
ACH-000619,-0.489741040647
ACH-000620,-1.0583706717499999
ACH-000621,-0.761148134577
ACH-000622,-0.449405271959
ACH-000623,-1.14462409946
ACH-000624,-0.7594375087980001
ACH-000627,-0.8643953013200001
ACH-000630,-0.355526307156
ACH-000632,-0.995976630815
ACH-000633,-1.16178480243
ACH-000637,-0.720258783591
ACH-000638,-1.0715160829500001
ACH-000646,-1.53265935699
ACH-000647,-0.419205371132
ACH-000648,-1.5248629549200001
ACH-000649,-0.615485782627
ACH-000651,-0.685688149003
ACH-000652,-0.628790167908
ACH-000653,-0.7477213469339999
ACH-000657,-0.837248550713
ACH-000658,-0.11067665357100001
ACH-000661,-1.35927243738
ACH-000662,-1.30384437369
ACH-000663,-0.270290656362
ACH-000665,-0.38825866916100005
ACH-000671,-0.628090443596
ACH-000673,-0.70963808169
ACH-000676,-0.980937468683
ACH-000677,-0.0910889603648
ACH-000681,-0.8286967730120001
ACH-000682,-0.92382119809
ACH-000683,-0.267134640995
ACH-000684,-0.9354571017450001
ACH-000688,-1.7467624651900002
ACH-000693,-0.8028221787100001
ACH-000694,-0.619926895842
ACH-000695,-1.01737430552
ACH-000696,-0.9957619664409999
ACH-000697,-0.784346757675
ACH-000699,-1.19733534416
ACH-000701,-0.894474924029
ACH-000706,-0.634204600874
ACH-000711,-0.813686822763
ACH-000713,-0.569990637053
ACH-000714,-0.880294177913
ACH-000718,-0.7136347329189999
ACH-000720,-0.958482352166
ACH-000721,-1.01452661109
ACH-000724,-0.731782857396
ACH-000725,-1.19367100144
ACH-000732,-0.630142420306
ACH-000734,-0.7493421323549999
ACH-000735,-0.722083899217
ACH-000736,-0.8277561177789999
ACH-000738,-1.03564325938
ACH-000746,-0.879426894005
ACH-000747,-0.7043087184960001
ACH-000748,-0.7606692836910001
ACH-000753,-0.91171935091
ACH-000756,-0.7137542606020001
ACH-000757,-0.376503779492
ACH-000758,-0.9405846450570001
ACH-000760,-0.5616945133219999
ACH-000763,-0.749427596419
ACH-000764,-0.669199721009
ACH-000765,-0.8805521593950001
ACH-000766,-0.639496696839
ACH-000767,-1.1451982404
ACH-000768,-0.776747600189
ACH-000769,-0.644984037877
ACH-000770,-0.777550251091
ACH-000771,-0.8407974061419999
ACH-000773,-0.920797308252
ACH-000776,-0.916681778477
ACH-000777,-0.412299574119
ACH-000778,-0.7097003229279999
ACH-000781,-0.7724322938439999
ACH-000782,-0.620074369404
ACH-000783,-2.13754239135
ACH-000784,-0.996599848257
ACH-000785,-1.28960729834
ACH-000787,-0.859407613289
ACH-000788,-0.713706237648
ACH-000791,-0.761406250056
ACH-000792,-0.989467725211
ACH-000794,-0.7610400860959999
ACH-000796,-0.858450710891
ACH-000799,-1.4346372509399998
ACH-000800,-1.19007651712
ACH-000802,-1.03136548546
ACH-000804,-1.31205857389
ACH-000805,-0.95122804781
ACH-000809,-0.8253536088160001
ACH-000810,-1.1671155264
ACH-000811,-0.622175244355
ACH-000817,-0.923477879232
ACH-000819,-0.543903823396
ACH-000820,-0.556952606597
ACH-000821,-0.347026511119
ACH-000822,-1.6031869787900002
ACH-000823,-0.9068859133
ACH-000824,-0.471074522746
ACH-000827,-0.9885660761339999
ACH-000829,-0.7837014086040001
ACH-000831,-0.63452567927
ACH-000832,-0.572684137268
ACH-000833,-0.601886912564
ACH-000834,-0.9829272353849999
ACH-000835,-0.545795339736
ACH-000836,-0.810999890861
ACH-000837,-1.00920171127
ACH-000838,-0.247473520552
ACH-000839,-0.922152850743
ACH-000840,-0.877035423028
ACH-000841,-0.6295157115259999
ACH-000843,-0.696495711105
ACH-000846,-0.505108660278
ACH-000847,-0.434887032965
ACH-000848,-0.810152793144
ACH-000849,-0.815057867723
ACH-000851,-0.7421882141859999
ACH-000855,-0.7143586646879999
ACH-000856,-0.915543210456
ACH-000858,-0.944158462429
ACH-000859,-0.879079732204
ACH-000861,-0.46625049413999997
ACH-000862,-0.557598516723
ACH-000865,-0.49658543193800003
ACH-000866,-0.452483902434
ACH-000867,-0.8317184231300001
ACH-000869,-0.723776231257
ACH-000872,-0.604725908952
ACH-000873,-0.527500039349
ACH-000876,-1.14872385747
ACH-000878,-0.658643912288
ACH-000880,-0.811359157093
ACH-000881,-0.717646585357
ACH-000882,-0.715377008414
ACH-000884,-1.46747120243
ACH-000885,-1.01427267521
ACH-000887,-0.673305157828
ACH-000888,-0.853703229723
ACH-000889,-0.8471972147779999
ACH-000890,-0.342845159603
ACH-000896,-0.459452632165
ACH-000898,-0.758469730218
ACH-000900,-1.35531848752
ACH-000901,-0.5813256706700001
ACH-000905,-0.7456127692769999
ACH-000906,-0.860938664313
ACH-000907,-0.484365715635
ACH-000910,-0.921194866734
ACH-000911,-0.963335858926
ACH-000912,-0.812801980468
ACH-000913,-0.9562503775650001
ACH-000915,-0.6912247328579999
ACH-000916,-0.874999519832
ACH-000917,-0.394439997178
ACH-000921,-0.804577324605
ACH-000924,-0.7871258463259999
ACH-000926,-0.52751084335
ACH-000928,-1.14286927912
ACH-000929,-0.6145364338699999
ACH-000932,-0.8369480877159999
ACH-000935,-0.722518813537
ACH-000936,-0.274447348163
ACH-000937,-0.810919776627
ACH-000938,-0.9450376849169999
ACH-000939,-1.58952256734
ACH-000941,-1.1102150787799998
ACH-000943,-0.516670177014
ACH-000946,-0.655528097316
ACH-000947,-1.3784540604799997
ACH-000948,-0.700156056709
ACH-000950,-0.525127012785
ACH-000953,-0.876563813271
ACH-000957,-0.615056090966
ACH-000958,-0.596925864903
ACH-000960,-1.03941602002
ACH-000963,-0.393018488534
ACH-000968,-1.13121194675
ACH-000969,-0.5099558537409999
ACH-000973,-0.5722712460639999
ACH-000974,-0.605660323377
ACH-000975,-0.517117647504
ACH-000976,-1.0791273614299999
ACH-000978,-0.493018428007
ACH-000980,-0.726558758328
ACH-000984,-0.5826122984250001
ACH-000986,-0.808790827787
ACH-000988,0.015228540774
ACH-000993,-1.04056296317
ACH-000994,-1.42859145759
ACH-000996,-1.27337288714
ACH-001001,-0.735086161487
ACH-001020,-0.992999870111
ACH-001028,-0.836647179234
ACH-001031,-1.0055744682799999
ACH-001038,-1.13018648426
ACH-001048,-0.720789409607
ACH-001050,-0.63564404323
ACH-001053,-0.509216479349
ACH-001054,-0.536821239744
ACH-001061,-0.5464831785459999
ACH-001067,-1.07861229559
ACH-001075,-0.920592715015
ACH-001096,-0.816357818515
ACH-001128,-1.36779809478
ACH-001134,-0.903779175462
ACH-001151,-0.8802191934170001
ACH-001163,-0.46198193026100004
ACH-001164,-1.03860149131
ACH-001173,-0.789333367753
ACH-001183,-0.41320067165200003
ACH-001184,-0.9776690219700002
ACH-001190,-0.981023972662
ACH-001192,-0.266695865951
ACH-001193,-0.843679477121
ACH-001196,-1.07416147577
ACH-001197,-0.611494360598
ACH-001205,-1.06624229433
ACH-001211,-1.1265004843700002
ACH-001212,-0.886595962975
ACH-001228,-0.5891069460499999
ACH-001232,-0.713779233729
ACH-001239,-0.881030317533
ACH-001274,-1.18153929359
ACH-001275,-0.789553973608
ACH-001277,-0.945925166491
ACH-001278,-0.799339915819
ACH-001280,-1.08387166756
ACH-001283,-0.8941523165559999
ACH-001289,-1.16335598887
ACH-001295,-0.8031310156300001
ACH-001300,-0.605052468386
ACH-001301,-0.8199210567309999
ACH-001302,-0.5827235292899999
ACH-001303,-0.573616255947
ACH-001306,-0.799787187433
ACH-001318,-0.478387605303
ACH-001322,-0.817151252436
ACH-001328,-1.02307322697
ACH-001332,-0.422187929509
ACH-001333,-1.07178987005
ACH-001336,-0.725224391772
ACH-001340,-1.19482168283
ACH-001346,-0.645643887807
ACH-001353,-0.595415984318
ACH-001354,-1.142407407
ACH-001367,-0.9129804680050001
ACH-001368,-0.867653632208
ACH-001374,-0.688568502474
ACH-001375,-0.891018964587
ACH-001377,-0.7595655430730001
ACH-001380,-0.630695307121
ACH-001391,-0.9573647667309999
ACH-001407,-0.461832424719
ACH-001408,-1.11529958745
ACH-001413,-1.0494050050200001
ACH-001430,-0.6781152015549999
ACH-001431,-0.7751465311669999
ACH-001450,-0.798511757278
ACH-001496,-0.7543298164069999
ACH-001500,-1.18558647615
ACH-001521,-1.3531611386000002
ACH-001523,-0.590454140108
ACH-001532,-0.940649459299
ACH-001536,-1.12167211994
ACH-001550,-0.30159095031800004
ACH-001552,-1.14962977578
ACH-001554,-0.834470203546
ACH-001645,-0.612494303259
ACH-001654,-0.862624973208
ACH-001715,-0.669250249505
ACH-001735,-0.40535533290799997
ACH-001736,-1.0663330957100001
ACH-001737,-0.393765604172
ACH-001740,-1.3644747997
ACH-001745,-1.32256938621
ACH-001750,-0.7973584986769999
ACH-001765,-0.7431631328
ACH-001956,-0.934386477061
ACH-001957,-0.740416068203
