,EAPP (55837)
ACH-000004,-0.923593151745
ACH-000007,-0.424433206935
ACH-000009,-0.463846954275
ACH-000011,-0.56976094643
ACH-000012,-0.737620895762
ACH-000013,-0.560883295902
ACH-000014,-0.513637595535
ACH-000015,-0.46088487346999996
ACH-000017,-0.46597953061700004
ACH-000018,-0.445684873723
ACH-000019,-0.362214210142
ACH-000021,-0.230350724628
ACH-000022,-0.371518204851
ACH-000025,-0.236455091036
ACH-000028,-0.25757519051800004
ACH-000030,-0.44883608592600005
ACH-000035,-0.645087115463
ACH-000036,-0.702550534498
ACH-000037,-0.405390148894
ACH-000039,-0.131554011
ACH-000040,-0.20031393842700002
ACH-000041,-0.7770656949789999
ACH-000042,-0.34058269742499997
ACH-000045,-0.45988586512400004
ACH-000047,-0.7768852647200001
ACH-000052,-0.352982218327
ACH-000053,-0.608720631289
ACH-000054,-0.5291262222850001
ACH-000055,-0.556619414227
ACH-000060,-0.44310996834399996
ACH-000067,-0.502929653129
ACH-000070,-0.19833973081099998
ACH-000075,-0.47421999039499996
ACH-000078,-0.196163749686
ACH-000082,-0.9046258263060001
ACH-000085,-0.265603768666
ACH-000086,-0.468992842936
ACH-000087,-0.608005789631
ACH-000092,-0.291045959543
ACH-000095,-0.49518501009300003
ACH-000097,-0.398285865717
ACH-000098,-0.55219391178
ACH-000099,-0.104704635975
ACH-000108,-0.415736719471
ACH-000113,-0.40187761063
ACH-000115,-0.498568232893
ACH-000116,-0.31938212565
ACH-000118,-0.407840184715
ACH-000120,-0.348347231707
ACH-000123,-0.271497310022
ACH-000127,-0.41938501905599995
ACH-000128,-0.365923171175
ACH-000132,-0.315234525057
ACH-000133,-0.537145124625
ACH-000137,-0.268446852094
ACH-000138,-0.22257212015500002
ACH-000142,-0.256377169757
ACH-000143,-0.385674569642
ACH-000146,-0.40394778034699996
ACH-000148,-0.55318313187
ACH-000150,-0.205497451759
ACH-000152,-0.323252264692
ACH-000153,-0.681199095158
ACH-000159,-0.4787719321600001
ACH-000160,-0.376807954406
ACH-000163,-0.535256907799
ACH-000167,-0.8391318814390001
ACH-000168,-0.389916971783
ACH-000169,-0.313112073263
ACH-000178,-0.37285178228200005
ACH-000182,-0.66238194088
ACH-000183,-0.555744015625
ACH-000188,-0.393375586756
ACH-000189,-0.412872681134
ACH-000190,-0.481529502776
ACH-000198,-0.6472143150199999
ACH-000204,-0.274749974692
ACH-000206,-0.43562370929899996
ACH-000207,-0.291327873726
ACH-000211,-0.27786616501600003
ACH-000215,-0.420536448178
ACH-000221,-0.154269809017
ACH-000222,-0.617918750045
ACH-000223,-0.6557619372810001
ACH-000226,-0.549046530708
ACH-000227,-0.6684199741619999
ACH-000228,-0.555858002298
ACH-000231,-0.668145238456
ACH-000232,-0.536312671853
ACH-000233,-0.803480333016
ACH-000234,-0.478551451954
ACH-000235,-0.376863188597
ACH-000237,-0.08270905726439999
ACH-000238,-0.241853433954
ACH-000243,-0.395794244089
ACH-000244,-0.529995273225
ACH-000246,-0.731272678453
ACH-000248,-0.399744312186
ACH-000250,-0.800642754587
ACH-000251,-0.179871646774
ACH-000253,-0.570342757373
ACH-000255,-0.353692892016
ACH-000256,-0.32569705370499996
ACH-000257,-0.5212287133169999
ACH-000258,-0.628744868887
ACH-000259,-0.25951690952100004
ACH-000260,-0.5548164374019999
ACH-000261,-0.42333418791199995
ACH-000262,-0.556641274924
ACH-000263,-0.7364049402089999
ACH-000264,-0.703529951057
ACH-000265,-0.300264050038
ACH-000266,-0.383855434441
ACH-000272,-0.5145901817759999
ACH-000273,-0.391781188726
ACH-000274,-0.5475180333640001
ACH-000277,-0.328957099416
ACH-000278,-0.524083990057
ACH-000279,-0.383697380303
ACH-000280,-0.305317738651
ACH-000281,-0.0626802711211
ACH-000288,-0.5056947371230001
ACH-000291,-0.559050720624
ACH-000293,-0.489183095736
ACH-000294,-0.435341775583
ACH-000295,-0.332167987528
ACH-000296,-0.216108813211
ACH-000302,-0.343807035985
ACH-000304,-0.30428102885200004
ACH-000307,-0.397668526085
ACH-000308,-0.230311856034
ACH-000310,-0.466717121268
ACH-000311,-0.307439677112
ACH-000312,-0.286983963728
ACH-000315,-0.37812542803800003
