,PRKRA (8575)
ACH-000004,-0.500632643816
ACH-000007,-0.488476495485
ACH-000009,-0.60565107995
ACH-000011,-0.35877345591
ACH-000012,-0.422519913244
ACH-000013,-0.907060559469
ACH-000014,-0.730828969585
ACH-000015,-0.5679098284740001
ACH-000017,-0.422258670294
ACH-000018,-0.547153625752
ACH-000019,-0.366394994536
ACH-000021,-0.23664535254799998
ACH-000022,-0.416560491937
ACH-000025,-0.384835539808
ACH-000028,-0.6724665384340001
ACH-000030,-0.985360669934
ACH-000035,-0.8467511709810001
ACH-000036,-1.06887629004
ACH-000037,-0.37313091541500004
ACH-000039,-0.351577737864
ACH-000040,-0.567389775929
ACH-000041,-0.35695493752400004
ACH-000042,-0.8190718816789999
ACH-000045,-0.6816438338549999
ACH-000047,-0.590997880273
ACH-000052,-0.6213317367360001
ACH-000053,-0.9356100223739999
ACH-000054,-0.759399812015
ACH-000055,-0.561066166292
ACH-000060,-0.777046877342
ACH-000067,-0.802411819283
ACH-000070,-0.601060465945
ACH-000075,-0.47154029997
ACH-000078,-0.61952178016
ACH-000082,-0.939735287098
ACH-000085,-0.8768424945730001
ACH-000086,-0.482143331386
ACH-000087,-0.396415706162
ACH-000092,-1.3063933339899998
ACH-000095,-0.6972907032619999
ACH-000097,-0.5276324815460001
ACH-000098,-1.02269367781
ACH-000099,-1.05899976085
ACH-000108,-0.662687617467
ACH-000113,-0.7449137855500001
ACH-000115,-0.617473024347
ACH-000116,-0.639163727403
ACH-000118,-1.27533309877
ACH-000120,-0.30260264811500004
ACH-000123,-0.802012402861
ACH-000127,-0.890281084984
ACH-000128,-0.48487239466700005
ACH-000132,-1.06494147342
ACH-000133,-0.6404115059359999
ACH-000137,-0.593200562525
ACH-000138,-1.1195796183
ACH-000142,-0.153947416346
ACH-000143,-2.01854736217
ACH-000146,-0.277063451738
ACH-000148,-0.615059545077
ACH-000150,-0.48842353458300003
ACH-000152,-0.8391885261800001
ACH-000153,-1.9168766555
ACH-000159,-0.34355188699199996
ACH-000160,-1.04872210112
