,PYHIN1 (149628)
ACH-000004,0.11240763529100001
ACH-000007,0.21451445734900002
ACH-000009,-0.06427929063400001
ACH-000011,0.070053572284
ACH-000012,0.0007239941235479999
ACH-000013,0.021637363008900002
ACH-000014,0.414009945458
ACH-000015,0.128908630096
ACH-000017,0.0299675273428
ACH-000018,0.22899416814399998
ACH-000019,0.448689091574
ACH-000021,0.10853218042099999
ACH-000022,0.018587649070700003
ACH-000025,0.0387036426136
ACH-000028,0.10419716740599999
ACH-000030,0.200007516148
ACH-000035,0.0394083420347
ACH-000036,0.035516989415
ACH-000037,-0.14676884777899998
ACH-000039,0.455030961205
ACH-000040,0.121767270755
ACH-000041,0.0170512510403
ACH-000042,0.18470186021200002
ACH-000045,0.0130624842732
ACH-000047,0.0998104299276
ACH-000052,0.360711925305
ACH-000053,0.0325511116884
ACH-000054,-0.00533042539767
ACH-000055,-0.0548073839729
ACH-000060,0.327905295471
ACH-000067,0.38426745635399995
ACH-000070,0.07089565784469999
ACH-000075,-0.0714822968501
ACH-000078,0.079695850563
ACH-000082,0.311908487558
ACH-000085,-0.0670282187399
ACH-000086,0.17909652998199999
ACH-000087,0.213505825937
ACH-000092,-0.0105011420175
ACH-000095,0.20643058561799998
ACH-000097,0.00018490666161
ACH-000098,0.07626248122710001
ACH-000099,0.159671283315
ACH-000108,0.200191396202
ACH-000113,0.0878871946294
ACH-000115,0.158199536114
ACH-000116,-0.0260079049936
ACH-000118,0.10731422988700001
ACH-000120,-0.018742227874099997
ACH-000123,0.32445135034600003
ACH-000127,-0.11755054898499999
ACH-000128,0.217566432914
ACH-000132,-0.0382914853348
ACH-000133,0.140892230786
ACH-000137,-0.013186073839499999
ACH-000138,0.0911325516034
ACH-000142,0.038217923737599996
ACH-000143,-0.186686079683
ACH-000146,0.208125455264
ACH-000148,-0.12624464974000002
ACH-000150,-0.0159434506062
ACH-000152,0.294508856105
ACH-000153,0.0897080032777
ACH-000159,0.042439338767800004
ACH-000160,0.299320827589
ACH-000163,-0.107429270826
ACH-000167,-0.12472686212999999
ACH-000168,0.152022072615
ACH-000169,0.248705118003
ACH-000178,-0.000484052813688
ACH-000182,0.260297607752
ACH-000183,-0.054214075696
ACH-000188,0.0736297825057
ACH-000189,-0.382332139387
ACH-000190,0.216690247725
ACH-000198,-0.108669922708
ACH-000204,-0.219538719247
ACH-000206,0.0193827405752
ACH-000207,0.317650643996
ACH-000211,0.21323651432
ACH-000215,0.043696731330199995
ACH-000221,0.015239034647600002
ACH-000222,0.306664696322
