,COPRS (55352)
ACH-000512,-0.126902727406
ACH-000516,-0.246123010306
ACH-000517,-0.113519429796
ACH-000518,-0.169116095508
ACH-000520,-0.23132243117899998
ACH-000521,-0.420965609719
ACH-000522,-0.12330526790799999
ACH-000524,-0.0738800596969
ACH-000527,-0.25872887533000005
ACH-000528,-0.22398430865
ACH-000537,-0.058972455577300006
ACH-000541,-0.20995276705899998
ACH-000542,-0.0636274872014
ACH-000544,-0.136883186588
ACH-000545,-0.0990094718037
ACH-000547,0.043092876266300005
ACH-000548,-0.108469302774
ACH-000549,-0.482867879595
ACH-000550,-0.229057117577
ACH-000552,-0.23106166515700002
ACH-000556,-0.453831514478
ACH-000557,0.12805048844699998
ACH-000570,-0.09779538221
ACH-000571,-0.043353317006
ACH-000573,0.0433833799957
ACH-000576,-0.27885359588
ACH-000580,-0.27905295300099997
ACH-000584,-0.102198707248
ACH-000585,-0.0871365034093
ACH-000588,-0.341236960693
ACH-000589,-0.261936605236
ACH-000591,-0.280403735441
ACH-000593,-0.21609736080699998
ACH-000600,-0.278481202878
ACH-000601,-0.19253707801800002
ACH-000604,-0.459287785019
ACH-000605,-0.340399017091
ACH-000606,-0.127808315467
ACH-000608,-0.125339658312
ACH-000614,-0.0406831294429
ACH-000616,-0.059891402083800005
ACH-000618,-0.291468580988
ACH-000619,-0.211608036916
ACH-000620,-0.097299528657
ACH-000621,-0.026357316661700003
ACH-000622,-0.152685024804
ACH-000623,-0.09352092160299999
ACH-000624,-0.269778778178
ACH-000627,-0.182209117003
ACH-000630,-0.17571187932399998
ACH-000632,-0.06110011549819999
ACH-000633,-0.15542124136399998
ACH-000637,-0.157989951391
ACH-000638,-0.217244324653
ACH-000646,-0.326043063124
ACH-000647,-0.35105319012900005
ACH-000648,-0.355460785711
ACH-000649,-0.08913188103039998
ACH-000651,-0.0220401442828
ACH-000652,0.010523043393500001
ACH-000653,-0.36763135907399996
ACH-000657,-0.270528241078
ACH-000658,-0.11721029125499999
ACH-000661,-0.17178782324
ACH-000662,-0.158034734738
ACH-000663,-0.277310242207
ACH-000665,-0.0431582024689
ACH-000671,-0.127358620002
ACH-000673,-0.165202714009
ACH-000676,-0.183212545721
ACH-000677,-0.143533922298
ACH-000681,-0.275533358574
ACH-000682,-0.100667829496
ACH-000683,0.0014463719332699998
ACH-000684,0.011796814333899999
ACH-000688,-0.182773806645
ACH-000693,-0.140952326708
ACH-000694,-0.379606500166
ACH-000695,-0.378737051704
ACH-000696,-0.22443888651799998
ACH-000697,-0.132559798325
ACH-000699,-0.161128897666
ACH-000701,-0.330722959007
ACH-000706,-0.28114440957
ACH-000711,-0.274016923161
ACH-000713,-0.405228345639
ACH-000714,-0.424484355784
ACH-000718,0.0657734769209
ACH-000720,-0.24788097529199998
ACH-000721,-0.130493249787
ACH-000724,-0.261106261252
ACH-000725,-0.0342085361744
ACH-000732,-0.378918496353
ACH-000734,-0.004037185572980001
ACH-000735,0.0175883556436
ACH-000736,-0.220621255878
ACH-000738,-0.10577896377
ACH-000746,-0.18039203432700002
ACH-000747,-0.38362997085699996
ACH-000748,-0.257939617256
ACH-000753,-0.154979148032
ACH-000756,-0.0809144171841
ACH-000757,-0.110406414005
ACH-000758,-0.16074924550699998
ACH-000760,-0.00552204456151
ACH-000763,-0.0834520911789
ACH-000764,0.165848682789
ACH-000765,-0.170722502833
ACH-000766,-0.0754758948915
ACH-000767,-0.0027210497407699997
ACH-000768,-0.12154513198799999
ACH-000769,-0.40844470787299997
ACH-000770,-0.245803124575
ACH-000771,-0.204885359254
ACH-000773,-0.394930319733
ACH-000776,-0.24578127126600002
ACH-000777,-0.0324065891921
ACH-000778,0.135755237097
ACH-000781,-0.114604619278
ACH-000782,-0.120449442294
ACH-000783,-0.1467568183
ACH-000784,-0.251796078249
ACH-000785,-0.264525058532
ACH-000787,-0.161231153922
ACH-000788,-0.135409342563
ACH-000791,-0.39872022451800004
ACH-000792,0.00832969076485
ACH-000794,-0.253607809699
ACH-000796,-0.0754190425818
ACH-000799,-0.252949726991
ACH-000800,-0.108750341676
ACH-000802,-0.262436788353
ACH-000804,-0.151491988646
ACH-000805,-0.105974511735
ACH-000809,-0.262649937267
ACH-000810,0.09598130406310001
ACH-000811,-0.273843685643
ACH-000817,-0.309619231931
ACH-000819,-0.114157812829
ACH-000820,0.0253698391116
ACH-000821,-0.48567885153499996
ACH-000822,-0.274828107892
ACH-000823,-0.32978106261
ACH-000824,0.0498312104885
ACH-000827,-0.254522368609
ACH-000829,-0.40960127979
ACH-000831,0.0008064107331339999
ACH-000832,-0.372625973605
ACH-000833,0.00752412594827
ACH-000834,-0.354920408656
ACH-000835,-0.231848460576
ACH-000836,0.215748833477
ACH-000837,-0.32046640713
ACH-000838,-0.23035558026900002
ACH-000839,-0.45443148400899996
ACH-000840,-0.303735927394
ACH-000841,-0.27966836536
ACH-000843,-0.19060278545
ACH-000846,-0.14587876666400001
ACH-000847,-0.25994988752799997
ACH-000848,0.16614204868
ACH-000849,-0.0627560792455
ACH-000851,-0.27029905206099997
ACH-000855,-0.0586748561949
ACH-000856,-0.377051557581
ACH-000858,-0.202359069563
ACH-000859,-0.398851658203
ACH-000861,-0.11341890182700001
ACH-000862,-0.0725493411313
ACH-000865,-0.0737854575018
ACH-000866,-0.21690554892499997
ACH-000867,-0.165153323322
ACH-000869,-0.377357696395
ACH-000872,-0.119284006247
ACH-000873,-0.0966287468884
ACH-000876,-0.19621481593100001
ACH-000878,-0.150050292764
ACH-000880,-0.327126881542
ACH-000881,-0.0532729250347
ACH-000882,-0.239036235394
ACH-000884,-0.06383997078300001
ACH-000885,-0.0917046448271
ACH-000887,-0.187705332976
ACH-000888,-0.12395818099099999
ACH-000889,-0.175289951743
ACH-000890,-0.23517391870700002
ACH-000896,-0.295222299929
ACH-000898,-0.077367591865
ACH-000900,-0.384727291615
ACH-000901,0.07319237078919999
ACH-000905,-0.141208231809
ACH-000906,-0.106142696599
ACH-000907,-0.167324556702
ACH-000910,-0.0878916767111
ACH-000911,-0.153615014174
ACH-000912,-0.381749546855
ACH-000913,-0.393357869757
ACH-000915,-0.25295756731400004
ACH-000916,-0.629121734293
ACH-000917,-0.196572415609
ACH-000921,-0.419407004182
ACH-000924,-0.0786550450442
ACH-000926,0.0621696917234
ACH-000928,-0.390005352739
ACH-000929,-0.21088076582899998
ACH-000932,-0.34988408367
ACH-000935,-0.392518821338
ACH-000936,-0.166390949676
ACH-000937,-0.12878747068399998
ACH-000938,-0.139904977175
ACH-000939,0.318266599544
ACH-000941,-0.118568460776
ACH-000943,-0.194132019871
ACH-000946,-0.412860892103
ACH-000947,-0.056276122662199994
ACH-000948,-0.148562611837
ACH-000950,-0.123574798403
ACH-000953,-0.20077791657900002
ACH-000957,-0.163052231865
ACH-000958,-0.097939849801
ACH-000960,0.06864362126019999
ACH-000963,-0.15331642863199998
ACH-000968,-0.19806723875399998
ACH-000969,-0.359303140312
ACH-000973,-0.159275379503
ACH-000974,-0.24123009125300002
ACH-000975,-0.339667679566
ACH-000976,-0.19003396410300002
ACH-000978,-0.153706172836
ACH-000980,-0.130501638991
ACH-000984,-0.17539534394200001
ACH-000986,-0.29200466902100003
ACH-000988,-0.267576410787
ACH-000993,-0.330266766845
ACH-000994,-0.202805734703
ACH-000996,-0.188671518271
ACH-001001,-0.21976542704
ACH-001020,0.203601610435
ACH-001028,-0.151263269462
ACH-001031,0.250595189645
ACH-001038,-0.27187396635899996
ACH-001048,-0.0483487533744
ACH-001050,-0.36404195954
ACH-001053,-0.436009030365
ACH-001054,-0.366709679904
ACH-001061,-0.10400070911499999
ACH-001067,-0.336657170179
ACH-001075,-0.314328563314
ACH-001096,-0.0783791898896
ACH-001128,1.1951125682400001
ACH-001134,-0.00116500675324
ACH-001151,-0.256276134835
ACH-001163,-0.270780445349
ACH-001164,0.04975959117190001
ACH-001173,-0.227720624613
ACH-001183,-0.349409164941
ACH-001184,-0.36732589337
ACH-001190,0.182764981375
ACH-001192,-0.163025737923
ACH-001193,-0.45875461784599997
ACH-001196,-0.141289707833
ACH-001197,-0.47902112663999996
ACH-001205,-0.08957471245729999
ACH-001211,-0.090995426568
ACH-001212,0.24282311122900002
ACH-001228,-0.293672852971
ACH-001232,0.021373422371900003
ACH-001239,-0.252432120785
ACH-001274,-0.255378473795
ACH-001275,-0.0365204001477
ACH-001277,0.00144633993173
ACH-001278,-0.07308180768460001
ACH-001280,-0.333972514231
ACH-001283,-0.18735921610800002
ACH-001289,-0.034061280169
ACH-001295,-0.20080360415999998
ACH-001300,-0.395970483618
ACH-001301,-0.127832694376
ACH-001302,-0.40337547020099995
ACH-001303,-0.464882803582
ACH-001306,-0.11565530702299999
ACH-001318,-0.287614988432
ACH-001322,-0.291922268956
ACH-001328,-0.112155191303
ACH-001332,-0.19746194029599998
ACH-001333,-0.573642217545
ACH-001336,0.025732999739999998
ACH-001340,-0.0312055523757
ACH-001346,-0.276778523744
ACH-001353,-0.0329541437678
ACH-001354,-0.310444129535
ACH-001367,-0.39516775154100003
ACH-001368,-0.25289201303000003
ACH-001374,-0.272381231683
ACH-001375,-0.00505155598413
ACH-001377,-0.289840023773
ACH-001380,-0.246087106369
ACH-001391,-0.0572863332703
ACH-001407,-0.035338961481400005
ACH-001408,0.00236257659321
ACH-001413,-0.431909677084
ACH-001430,0.11347389611400001
ACH-001431,-0.241297297817
ACH-001450,-0.0563494582274
ACH-001496,-0.05914391706569999
ACH-001500,-0.056641644546600006
ACH-001521,-0.09084076378239998
ACH-001523,-0.24815938171399998
ACH-001532,-0.316597418635
ACH-001536,-0.142335291606
ACH-001550,0.22404926966999997
ACH-001552,-0.0842965508869
ACH-001554,-0.177323517165
ACH-001645,-0.139271360107
ACH-001654,-0.138564707917
ACH-001715,0.201861987231
ACH-001735,-0.18697341803800002
ACH-001736,-0.060820561330500005
ACH-001737,0.269909280324
ACH-001740,0.0841346022019
ACH-001745,-0.0218246859944
ACH-001750,-0.132417098719
ACH-001765,-0.210468505107
ACH-001956,-0.189124640977
ACH-001957,-0.304795690786
