,DEFA6 (1671)
ACH-000004,0.0713967237646
ACH-000007,0.17495450141899999
ACH-000009,0.10943948567
ACH-000011,0.18027600308
ACH-000012,0.207049543644
ACH-000013,0.23963363654300002
ACH-000014,0.18886638304699999
ACH-000015,0.232217368896
ACH-000017,0.28039593709800004
ACH-000018,0.252443635936
ACH-000019,0.084398455266
ACH-000021,0.34907993781999996
ACH-000022,0.19036923964299998
ACH-000025,0.163198901609
ACH-000028,0.22662214973499997
ACH-000030,0.212177303152
ACH-000035,0.407529609324
ACH-000036,0.296452511508
ACH-000037,0.015096864081700002
ACH-000039,0.11043067112600001
ACH-000040,0.20911857665300002
ACH-000041,-0.142691311529
ACH-000042,0.327755288471
ACH-000045,0.217425956198
ACH-000047,0.182464555115
ACH-000052,0.267251863691
ACH-000053,0.19064827064800002
ACH-000054,0.186412269278
ACH-000055,0.271340068974
ACH-000060,0.107573053952
ACH-000067,0.081201193562
ACH-000070,-0.0176705276086
ACH-000075,-0.053082049921000005
ACH-000078,0.309853859214
ACH-000082,0.15143462765000001
ACH-000085,-0.0375621364575
ACH-000086,0.22872255051100002
ACH-000087,0.297730905918
ACH-000092,0.194733819406
ACH-000095,0.360977152914
ACH-000097,0.174298241611
ACH-000098,0.21185493730500002
ACH-000099,0.12824810958
ACH-000108,0.320790660238
ACH-000113,0.289294861879
ACH-000115,0.301433376533
ACH-000116,0.25273359843800003
ACH-000118,0.17521156096299997
ACH-000120,0.313035795173
ACH-000123,0.281804512977
ACH-000127,0.140471683818
ACH-000128,0.163944769572
ACH-000132,0.35086497937100003
ACH-000133,0.156551522328
ACH-000137,0.35184693245800003
ACH-000138,0.26428995489999996
ACH-000142,0.430216187305
ACH-000143,0.136326296381
ACH-000146,0.11769535802200001
ACH-000148,0.30319614341
ACH-000150,0.274620362908
ACH-000152,0.18417497174199998
ACH-000153,0.0510054057134
ACH-000159,0.189902750427
ACH-000160,0.058769363894400004
ACH-000163,-0.00837387724351
ACH-000167,-0.00519022693921
ACH-000168,0.187103046446
ACH-000169,0.188924912765
ACH-000178,0.156852945754
ACH-000182,0.128562419981
ACH-000183,0.0648759012601
ACH-000188,0.10257216726500001
ACH-000189,0.03891385915809999
ACH-000190,0.14345541245899998
ACH-000198,0.104500508542
ACH-000204,0.331976249833
ACH-000206,0.0670968155113
ACH-000207,0.274587162304
ACH-000211,0.131241005905
ACH-000215,0.17977648910500002
ACH-000221,0.147963946353
