,ERV3-1 (2086)
ACH-000004,-0.024501474520700003
ACH-000007,-0.152243541361
ACH-000009,-0.260635288374
ACH-000011,-0.287375939409
ACH-000012,-0.15279314985200002
ACH-000013,-0.0309599556722
ACH-000014,-0.282737840822
ACH-000015,-0.0802899881723
ACH-000017,-0.266905147478
ACH-000018,-0.166377896273
ACH-000019,-0.0443938679318
ACH-000021,-0.423198964627
ACH-000022,-0.214128698574
ACH-000025,-0.28252845227400003
ACH-000028,-0.310691946631
ACH-000030,-0.0395854612671
ACH-000035,-0.291963339165
ACH-000036,-0.13874212537299999
ACH-000037,-0.40076378547499997
ACH-000039,0.0476460451836
ACH-000040,-0.178833748972
ACH-000041,-0.07201848573960001
ACH-000042,-0.103211557938
ACH-000045,-0.21755886614999997
ACH-000047,0.00156107919498
ACH-000052,-0.00629009424319
ACH-000053,-0.236081882203
ACH-000054,-0.038809023632099995
ACH-000055,-0.036141480532999995
ACH-000060,-0.22613905608000004
ACH-000067,-0.0905133133783
ACH-000070,-0.339723958037
ACH-000075,-0.23198562036200002
ACH-000078,-0.238861049888
ACH-000082,0.060442956986100006
ACH-000085,-0.141332382572
ACH-000086,0.0711784365176
ACH-000087,-0.181991344949
ACH-000092,-0.020062885077200002
ACH-000095,-0.337029683777
ACH-000097,-0.117750542631
ACH-000098,-0.18636625514199998
ACH-000099,-0.269673864649
ACH-000108,-0.0771608292247
ACH-000113,-0.158152911658
ACH-000115,-0.101101122776
ACH-000116,-0.126381400105
ACH-000118,-0.0567503235568
ACH-000120,-0.121268010836
ACH-000123,-0.35815480037299996
ACH-000127,-0.131021292328
ACH-000128,-0.17502923754299998
ACH-000132,-0.10187573289999999
ACH-000133,-0.112369746522
ACH-000137,-0.09946788407510002
ACH-000138,-0.132438531264
ACH-000142,-0.35360839833999996
ACH-000143,-0.0400580318554
ACH-000146,-0.118720587948
ACH-000148,-0.264135292297
ACH-000150,0.0176548964783
ACH-000152,-0.100357625382
ACH-000153,-0.423672283055
ACH-000159,-0.116267801691
ACH-000160,-0.239848301743
ACH-000163,-0.114178340667
ACH-000167,-0.201297079542
ACH-000168,-0.343754881465
ACH-000169,-0.17770422472
ACH-000178,-0.0512903884545
ACH-000182,-0.0759493597524
ACH-000183,-0.07145289598669999
ACH-000188,-0.060123455290199995
ACH-000189,0.0218248939981
ACH-000190,-0.136990278707
ACH-000198,-0.237113494155
ACH-000204,-0.350579884541
ACH-000206,-0.168285424894
ACH-000207,0.0026958273192499997
ACH-000211,-0.171870339477
ACH-000215,-0.126476306944
ACH-000221,-0.226382095617
ACH-000222,-0.313173054738
ACH-000223,-0.33626102152099996
ACH-000226,-0.173738320632
ACH-000227,-0.294486796774
ACH-000228,-0.162864425712
ACH-000231,-0.259375066671
ACH-000232,-0.214658840948
ACH-000233,-0.150218079019
ACH-000234,-0.177386879399
ACH-000235,-0.166634199125
ACH-000237,-0.155348721746
ACH-000238,-0.296729213107
ACH-000243,-0.1542956378
ACH-000244,-0.33021812489
ACH-000246,-0.25049107794
ACH-000248,-0.44812582427299996
ACH-000250,0.0611175189394
ACH-000251,0.07661090244030001
ACH-000253,-0.197543879364
ACH-000255,-0.17735418538699999
ACH-000256,-0.017792428251599997
ACH-000257,-0.0386283080759
ACH-000258,-0.242777099375
ACH-000259,-0.158781714491
ACH-000260,-0.128787280533
ACH-000261,-0.113170783502
ACH-000262,-0.0292116354962
ACH-000263,-0.0889479955676
ACH-000264,-0.195107908022
ACH-000265,-0.00924280662148
ACH-000266,-0.279914854515
ACH-000272,-0.139781618178
ACH-000273,-0.0882192200154
ACH-000274,-0.286829256441
ACH-000277,-0.36035713035800004
ACH-000278,-0.187598376663
ACH-000279,-0.219392189998
ACH-000280,-0.0841601038463
ACH-000281,-0.0305223032932
ACH-000288,-0.22030891248799997
ACH-000291,-0.0284888695108
ACH-000293,-0.124162536054
ACH-000294,-0.208998331963
ACH-000295,-0.203520560381
ACH-000296,0.121308346402
ACH-000302,-0.176042222863
ACH-000304,-0.676252880431
ACH-000307,-0.09799092429060001
ACH-000308,-0.242332585842
ACH-000310,-0.241270175787
ACH-000311,-0.17740949098900002
ACH-000312,-0.159334971504
ACH-000315,-0.163466422648
ACH-000316,-0.16929710279500002
ACH-000317,-0.154840369536
ACH-000318,-0.24739802976199998
ACH-000319,0.028483357316400004
ACH-000320,-0.47374286510700003
ACH-000322,-0.120383853157
ACH-000323,-0.0309161235561
ACH-000324,-0.273830646721
ACH-000329,-0.128661108322
ACH-000330,-0.214499410819
ACH-000331,-0.228058387436
ACH-000332,-0.157592562716
ACH-000334,-0.110065477469
ACH-000335,-0.0433054479031
ACH-000336,-0.11290175602
ACH-000337,-0.26997485880100003
ACH-000339,-0.273427091937
ACH-000341,0.06991002706239999
ACH-000348,-0.052866842860699995
ACH-000350,0.0522273607219
ACH-000352,-0.21242453087299998
ACH-000356,-0.295916952924
ACH-000361,-0.278435434513
ACH-000362,-0.107007398823
ACH-000363,-0.051651276967900006
ACH-000364,-0.18373866488600002
ACH-000365,-0.22625587859700003
ACH-000366,-0.185177881907
ACH-000368,-0.37347467919699995
ACH-000374,-0.24024833566300002
ACH-000375,-0.282626892036
ACH-000376,-0.107212717333
ACH-000381,-0.09000199293510001
ACH-000383,-0.19624947158599998
ACH-000387,-0.285331287783
ACH-000389,-0.0103623319444
ACH-000390,-0.166795095493
ACH-000393,-0.141767979573
ACH-000395,-0.11788431486999999
ACH-000397,0.033236273730599994
ACH-000401,-0.19213408134799997
ACH-000402,-0.41631014011399997
ACH-000403,-0.21822683773
ACH-000404,-0.21896466026
ACH-000406,-0.24195989397300002
ACH-000407,-0.106799942515
ACH-000408,0.024761664363
ACH-000410,0.009718121725559999
ACH-000411,-0.18034810378
ACH-000414,-0.18226189899599998
ACH-000415,-0.297139532067
ACH-000416,-0.0901059099127
ACH-000420,-0.15554483625600002
ACH-000421,-0.180082922291
ACH-000424,-0.251204484811
ACH-000425,-0.39695364444200004
ACH-000426,0.0423381700064
ACH-000427,-0.154762933829
ACH-000433,-0.0314903213184
ACH-000436,-0.103888663867
ACH-000444,-0.2546161072
ACH-000445,-0.229987444501
ACH-000448,-0.145488902481
ACH-000450,-0.330956549421
ACH-000452,-0.264407581097
ACH-000454,0.0703135599936
ACH-000458,-0.0408033402932
