,B3GNT6 (192134)
ACH-000004,-0.159845490906
ACH-000007,-0.163509021952
ACH-000009,0.0612569616158
ACH-000011,-0.153384615635
ACH-000012,-0.00574775395733
ACH-000013,-0.21986715894499997
ACH-000014,-0.0292044931277
ACH-000015,-0.12648950144999999
ACH-000017,-0.15379544086400002
ACH-000018,-0.341939131505
ACH-000019,-0.258448600475
ACH-000021,-0.231138848715
ACH-000022,-0.047586100411099994
ACH-000025,0.0690888304229
ACH-000028,-0.307081294072
ACH-000030,-0.178935528356
ACH-000035,0.126540166619
ACH-000036,-0.26716996853700004
ACH-000037,-0.123084084214
ACH-000039,-0.5968744365649999
ACH-000040,-0.498811368422
ACH-000041,-0.09457438106519998
ACH-000042,-0.187614920942
ACH-000045,-0.186715458081
ACH-000047,-0.19385547522100002
ACH-000052,-0.405191466624
ACH-000053,-0.183453251811
ACH-000054,-0.245459553717
ACH-000055,-0.0293791830823
ACH-000060,-0.19868183775400003
ACH-000067,0.169192421461
ACH-000070,-0.16918204866099998
ACH-000075,-0.0208359682462
ACH-000078,-0.17731293938700002
ACH-000082,-0.00136955545699
ACH-000085,0.167451364167
ACH-000086,-0.40075851372
ACH-000087,0.009210329847469998
ACH-000092,-0.288670350338
ACH-000095,-0.118708818178
ACH-000097,-0.247522392611
ACH-000098,-0.10425104126700001
ACH-000099,-0.12029903335599999
ACH-000108,-0.04535050288
ACH-000113,-0.21538724399
ACH-000115,0.09057230876219999
ACH-000116,-0.24022309091299998
ACH-000118,-0.199258573723
ACH-000120,-0.24128551437600002
ACH-000123,-0.245205688902
ACH-000127,0.029651785531
ACH-000128,-0.117991380407
ACH-000132,-0.253033031448
ACH-000133,-0.189950838911
ACH-000137,-0.25740037099
ACH-000138,-0.171550580229
ACH-000142,-0.237089433844
ACH-000143,0.007400366403399999
ACH-000146,-0.204420405168
ACH-000148,-0.24170972858800002
ACH-000150,0.0839952146301
ACH-000152,-0.143139558272
ACH-000153,-0.391497106603
ACH-000159,-0.127878287581
ACH-000160,-0.12691784302
ACH-000163,-0.09008878327950001
ACH-000167,0.0678463621655
ACH-000168,-0.039747455563199995
ACH-000169,-0.00128402537368
ACH-000178,-0.343913833566
ACH-000182,-0.06461621393849999
ACH-000183,-0.0807118550821
ACH-000188,-0.167104905647
ACH-000189,-0.389943360629
ACH-000190,-0.5410882469100001
ACH-000198,-0.199235634446
ACH-000204,-0.230907242223
ACH-000206,0.156173194285
ACH-000207,-0.19901733046599998
ACH-000211,0.0365098133835
ACH-000215,-0.076237323569
ACH-000221,-0.250006585547
ACH-000222,0.24295777631499998
ACH-000223,0.10219775869999999
ACH-000226,-0.20590482958200002
ACH-000227,-0.469366429856
ACH-000228,-0.451489838767
ACH-000231,-0.10517575791400001
ACH-000232,-0.17488665016199997
ACH-000233,-0.171989658171
ACH-000234,-0.0338917168739
ACH-000235,-0.20065086336399998
ACH-000237,-0.303575036301
ACH-000238,-0.12193447694399999
ACH-000243,0.052092973697699996
ACH-000244,-0.197794582195
ACH-000246,-0.08270282381380001
ACH-000248,-0.277361197198
ACH-000250,-0.180073406597
ACH-000251,0.228569399175
ACH-000253,-0.290886830387
ACH-000255,-0.11698417453900001
ACH-000256,-0.148571582457
ACH-000257,-0.5793999182399999
ACH-000258,0.18814362692699999
ACH-000259,-0.12649093226299998
ACH-000260,-0.12328458654300001
ACH-000261,-0.0291518325292
ACH-000262,0.0267159579373
ACH-000263,-0.203302032874
ACH-000264,-0.212960627027
ACH-000265,-0.149442712644
ACH-000266,-0.17581921448899998
ACH-000272,-0.0768199292324
ACH-000273,-0.171808619221
ACH-000274,-0.264170723501
ACH-000277,-0.103912434131
ACH-000278,-0.257388814903
ACH-000279,-0.153234368704
ACH-000280,-0.214840628537
ACH-000281,-0.18382014573199998
ACH-000288,-0.123864476112
ACH-000291,-0.029529410929099997
ACH-000293,-0.286202026699
ACH-000294,-0.253782418802
ACH-000295,-0.18973658417599998
ACH-000296,-0.133777504956
ACH-000302,-0.007408822832109999
ACH-000304,0.289868478772
ACH-000307,-0.173561511755
ACH-000308,-0.22508741711199998
