,TMA7 (51372)
ACH-000004,-0.5060458094820001
ACH-000007,-0.555581472442
ACH-000009,-0.629674185746
ACH-000011,-0.231527811417
ACH-000012,-0.23904918505199999
ACH-000013,-0.10551829408800001
ACH-000014,-0.287086150048
ACH-000015,-0.123727553911
ACH-000017,-0.263055108815
ACH-000018,-0.592521194911
ACH-000019,-0.312560702204
ACH-000021,-0.31648710366099997
ACH-000022,-0.225833516434
ACH-000025,-0.330755058743
ACH-000028,-0.211967033122
ACH-000030,-0.239453561391
ACH-000035,-0.39741155385899996
ACH-000036,-0.31694297551999995
ACH-000037,-0.31128641778099997
ACH-000039,-0.231135872313
ACH-000040,-0.570890130054
ACH-000041,-0.166680738806
ACH-000042,-0.24301939905099998
ACH-000045,-0.13830289241
ACH-000047,-0.33773090936899997
ACH-000052,0.101101931375
ACH-000053,-0.237020296056
ACH-000054,-0.447360347615
ACH-000055,-0.367406921163
ACH-000060,-0.34904713083300004
ACH-000067,-0.6750819947810001
ACH-000070,-0.178761510133
ACH-000075,-0.453129412049
ACH-000078,-0.38819541070200003
ACH-000082,-0.292760779377
ACH-000085,-0.0834963628444
ACH-000086,-0.280150340557
ACH-000087,-0.620335861
ACH-000092,-0.386530633495
ACH-000095,-0.286273883108
ACH-000097,-0.206050062817
ACH-000098,-0.227459738836
ACH-000099,-0.283032361039
ACH-000108,-0.392886073311
ACH-000113,-0.115515105285
ACH-000115,-0.0955508460757
ACH-000116,-0.38557931043300003
ACH-000118,-0.287612938289
ACH-000120,-0.259431606225
ACH-000123,-0.487491297033
ACH-000127,-0.288517543913
ACH-000128,-0.586121591381
ACH-000132,-0.314501113864
ACH-000133,-0.484679433707
ACH-000137,-0.165013458017
ACH-000138,-0.24369665591899997
ACH-000142,-0.35908115163800003
ACH-000143,-0.17843251082199998
ACH-000146,-0.102876972474
ACH-000148,-0.360822903681
ACH-000150,-0.48380753181100006
ACH-000152,-0.47721176190399994
ACH-000153,-0.473415710498
ACH-000159,-0.294708250348
ACH-000160,-0.015029792491200001
ACH-000163,-0.292503529116
ACH-000167,-0.5351684700379999
ACH-000168,-0.0404503904082
ACH-000169,-0.534045125794
ACH-000178,-0.324496371666
ACH-000182,-0.166357525176
ACH-000183,-0.262472846064
ACH-000188,-0.450930235322
ACH-000189,-0.652013816335
ACH-000190,-0.4497183484100001
