,GOLGA8H (728498)
ACH-000004,0.135936140828
ACH-000007,-0.194916658264
ACH-000009,-0.29815272027600004
ACH-000011,-0.0468195322609
ACH-000012,-0.0716095481256
ACH-000013,-0.100972097448
ACH-000014,-0.0663819559518
ACH-000015,-0.0645334101735
ACH-000017,-0.14085406973
ACH-000018,0.159934789483
ACH-000019,-0.09789986857180001
ACH-000021,-0.174089201893
ACH-000022,-0.23572664901700002
ACH-000025,-0.239331269422
ACH-000028,0.0766939598377
ACH-000030,-0.186582683999
ACH-000035,0.07163618836360001
ACH-000036,-0.0214345106543
ACH-000037,0.140638208847
ACH-000039,-0.05278724090919999
ACH-000040,0.0106052811247
ACH-000041,-0.171551709896
ACH-000042,-0.0961795384158
ACH-000045,-0.198419252718
ACH-000047,0.0858255388428
ACH-000052,-0.10751082688300001
ACH-000053,-0.156061404772
ACH-000054,-0.217684509407
ACH-000055,0.000256238778442
ACH-000060,-0.17958410570799999
ACH-000067,-0.5015445849629999
ACH-000070,-0.151635459639
ACH-000075,0.0573975919695
ACH-000078,-0.18545050140299998
ACH-000082,0.0256065579129
ACH-000085,-0.25777673023200004
ACH-000086,-0.04629220067940001
ACH-000087,0.157699990311
ACH-000092,-0.08978889723169999
ACH-000095,-0.18847986879099998
ACH-000097,-0.24219197357799999
ACH-000098,0.0567223378484
ACH-000099,-0.124220818641
ACH-000108,-0.159686020794
ACH-000113,-0.0701155912642
ACH-000115,-0.017295428279599998
ACH-000116,-0.0388626885696
ACH-000118,-0.174151418437
ACH-000120,-0.054017358671699996
ACH-000123,-0.11631068283700001
ACH-000127,0.0053897584168499995
ACH-000128,-0.16350639070800002
ACH-000132,-0.126726360289
ACH-000133,0.0255708440759
ACH-000137,0.0501529679516
ACH-000138,0.0324103001798
ACH-000142,-0.0936488759421
ACH-000143,0.0185180462994
ACH-000146,-0.0878039607677
ACH-000148,0.0294642285035
ACH-000150,-0.10805343749000001
ACH-000152,0.0879762467713
ACH-000153,-0.305393906257
ACH-000159,0.0830740699008
ACH-000160,-0.17627894875300001
ACH-000163,-0.13348108055400001
ACH-000167,0.19349995530499997
ACH-000168,-0.17861007667999998
ACH-000169,0.0469441948985
ACH-000178,-0.0701987422419
ACH-000182,-0.16840309007800003
ACH-000183,-0.06297182713880001
ACH-000188,-0.173433567294
ACH-000189,0.128431826687
ACH-000190,-0.00422771467739
ACH-000198,-0.164257277523
ACH-000204,-0.179506810373
ACH-000206,-0.10826694955999998
ACH-000207,-0.0811754714911
ACH-000211,0.00867672963768
ACH-000215,-0.09096394718869999
ACH-000221,-0.253814960306
ACH-000222,-0.244200444685
ACH-000223,-0.282706150884
ACH-000226,-0.0896408169071
ACH-000227,-0.215150464585
ACH-000228,-0.15726181288899999
ACH-000231,-0.07595612363649999
ACH-000232,-0.134354244873
ACH-000233,-0.27558678033000006
ACH-000234,-0.15773014315
ACH-000235,-0.168720947586
ACH-000237,-0.0558229050627
ACH-000238,0.0106870407369
ACH-000243,-0.285549929243
ACH-000244,-0.50083034353
ACH-000246,-0.0492611952126
ACH-000248,0.0727996346213
ACH-000250,-0.0901864170378
ACH-000251,-0.216024311076
ACH-000253,-0.30594781737599996
ACH-000255,-0.28328398320099996
ACH-000256,-0.171554391928
ACH-000257,0.275134650698
ACH-000258,-0.232484317932
ACH-000259,-0.0564428470005
ACH-000260,-0.051221353651199994
ACH-000261,-0.0988793010798
ACH-000262,0.00038198603488599997
ACH-000263,0.13771814689099998
ACH-000264,-0.0021976883603600002
ACH-000265,-0.19954089152399998
ACH-000266,-0.22300317681200002
ACH-000272,-0.123459132663
ACH-000273,-0.20975730556400002
ACH-000274,-0.127634198896
ACH-000277,-0.030833922132099997
ACH-000278,-0.16954792382300002
ACH-000279,-0.125136680496
ACH-000280,-0.056779436211800004
ACH-000281,0.013935637408200002
ACH-000288,-0.067730071983
ACH-000291,-0.17065710249899999
ACH-000293,-0.0288975619443
ACH-000294,-0.41057977142499996
ACH-000295,-0.206910799153
ACH-000296,-0.24707150145100001
ACH-000302,-0.156426394141
ACH-000304,0.0432520500954
ACH-000307,-0.0006388016825989999
ACH-000308,-0.018384900214900003
ACH-000310,-0.409044359549
ACH-000311,-0.160124568736
ACH-000312,-0.053613028037
ACH-000315,-0.30850706291499996
ACH-000316,0.0662719132848
ACH-000317,-0.265186482858
ACH-000318,-0.133415831516
ACH-000319,-0.186545028011
ACH-000320,-0.17101025442
ACH-000322,-0.20233523060400002
ACH-000323,0.0787605358931
ACH-000324,-0.285706308672
ACH-000329,-0.015282456240900001
ACH-000330,-0.131004377762
ACH-000331,-0.269250193678
ACH-000332,-0.16849239256700002
ACH-000334,-0.393057400248
ACH-000335,-0.239395676679
ACH-000336,-0.0392206487585
ACH-000337,0.12261971233300001
ACH-000339,-0.083287002841
ACH-000341,-0.146518086458
ACH-000348,-0.0385277211515
ACH-000350,-0.18923639123
ACH-000352,-0.210451175297
ACH-000356,-0.28028882769499996
ACH-000361,-0.20849327674600002
ACH-000362,-0.22311142109
ACH-000363,-0.195998218816
ACH-000364,-0.0114627024532
ACH-000365,-0.06453203140580001
ACH-000366,-0.0420970110465
ACH-000368,-0.22814900382599998
ACH-000374,-0.122358635361
ACH-000375,0.0626982058861
ACH-000376,-0.12430600066
ACH-000381,-0.100414208923
ACH-000383,-0.0397856339428
ACH-000387,-0.216579647445
ACH-000389,-0.13931118013399998
ACH-000390,-0.0401469243345
ACH-000393,-0.170071717726
ACH-000395,-0.198425579721
ACH-000397,0.0156575205346
ACH-000401,-0.0214369932633
ACH-000402,0.0106537619331
ACH-000403,-0.31414146038400004
ACH-000404,0.0211840169099
ACH-000406,0.0145877075468
ACH-000407,-0.08673138486639999
ACH-000408,-0.23168208763300002
ACH-000410,-0.264175566517
ACH-000411,-0.165700134552
ACH-000414,-0.20888007065000003
ACH-000415,-0.22957682840799998
ACH-000416,-0.07654203195119999
ACH-000420,-0.057615206223300006
ACH-000421,-0.15536446446399998
ACH-000424,-0.08510169134130001
ACH-000425,-0.0850471393317
ACH-000426,-0.129375418639
ACH-000427,-0.05586580050769999
ACH-000433,-0.195724944881
ACH-000436,-0.37599116813699995
ACH-000444,-0.0163007562341
ACH-000445,-0.0143933466943
ACH-000448,-0.160037194572
ACH-000450,0.21241243509799998
ACH-000452,0.048854281086099995
ACH-000454,-0.14037189676200001
ACH-000458,0.182876807784
ACH-000459,-0.34561411735799996
ACH-000460,-0.125506760859
ACH-000461,-0.22389809526
ACH-000463,-0.16742742318499998
ACH-000464,-0.125179064588
ACH-000466,-0.287622953802
ACH-000467,-0.09569467234539998
ACH-000468,-0.22328040626200002
ACH-000469,-0.0864050800211
ACH-000470,-0.12308444865
ACH-000471,-0.00291329604674
ACH-000472,-0.195172872194
ACH-000473,-0.00822059021035
ACH-000475,-0.0875731240139
ACH-000476,0.0157152867565
ACH-000477,-0.1054862736
ACH-000480,-0.07935548658750001
ACH-000481,-0.146842086102
ACH-000483,-0.14457488104
ACH-000484,0.320874125828
ACH-000485,-0.278409158785
ACH-000486,-0.11959429242599999
ACH-000487,-0.366013734077
ACH-000488,-0.152575485845
ACH-000490,-0.156063419636
ACH-000491,-0.099006653709
ACH-000495,-0.176105503041
ACH-000496,-0.21006254365
ACH-000499,-0.181319026824
ACH-000500,-0.248642748352
ACH-000502,-0.17211744241500002
ACH-000503,0.05125959821909999
ACH-000505,-0.13248194513800002
ACH-000507,-0.216400233873
ACH-000510,-0.117163363859
ACH-000511,-0.204616048057
ACH-000512,0.12278905050000001
ACH-000516,0.133219971165
ACH-000517,-0.307407260995
ACH-000518,-0.0143251854312
