,PIKFYVE (200576)
ACH-000004,0.133299892038
ACH-000007,-0.054774849531300004
ACH-000009,-0.07486026047830001
ACH-000011,0.10486463578199999
ACH-000012,0.184555671334
ACH-000013,0.130800534286
ACH-000014,0.147079775112
ACH-000015,0.0185335018159
ACH-000017,0.0134214480202
ACH-000018,-0.214703783322
ACH-000019,0.09835457926130001
ACH-000021,0.152096981194
ACH-000022,0.10455381833900002
ACH-000025,0.142102622341
ACH-000028,0.22281343816399998
ACH-000030,0.196387343963
ACH-000035,0.5157163239620001
ACH-000036,0.0857450102675
ACH-000037,0.00710003613538
ACH-000039,0.146088466115
ACH-000040,0.212209056545
ACH-000041,0.207850209602
ACH-000042,0.050568935098
ACH-000045,0.128998461397
ACH-000047,0.09239566765360001
ACH-000052,-0.047833306576199996
ACH-000053,0.184966945246
ACH-000054,0.0346608376937
ACH-000055,-0.0824184955672
ACH-000060,0.108209107678
ACH-000067,0.19578492724899998
ACH-000070,0.277358027243
ACH-000075,0.0017144902881700002
ACH-000078,0.192090218084
ACH-000082,0.0387038759835
ACH-000085,-0.0032395104903799998
ACH-000086,0.134738983529
ACH-000087,0.122635219187
ACH-000092,-0.0210779480378
ACH-000095,0.10259752073100001
ACH-000097,0.045037035108199994
ACH-000098,-0.050442779189999995
ACH-000099,0.084826775648
ACH-000108,-0.0214165402328
ACH-000113,-0.00134949960169
ACH-000115,0.14307990656300001
ACH-000116,0.0579317867796
ACH-000118,0.0389952046248
ACH-000120,0.11909780498500001
ACH-000123,0.033020484977000004
ACH-000127,0.101870823061
ACH-000128,0.00905877227103
ACH-000132,0.036765402870400005
ACH-000133,-0.200813888846
ACH-000137,0.16198030650999998
ACH-000138,0.125444608078
ACH-000142,0.148666314237
ACH-000143,0.137764057339
ACH-000146,0.17221862743000002
ACH-000148,-0.00976457693688
ACH-000150,0.014744292752200001
ACH-000152,0.166588387945
ACH-000153,0.22196953066300001
ACH-000159,0.036049273706300004
ACH-000160,0.269372492544
ACH-000163,-0.10791267908
ACH-000167,-0.0694219905157
ACH-000168,0.116657838502
ACH-000169,0.15647237542099998
ACH-000178,0.0869977558733
ACH-000182,0.142183020972
ACH-000183,0.162628259872
ACH-000188,-0.0852781684959
ACH-000189,-0.04250800939180001
ACH-000190,-0.0010352370845800002
ACH-000198,0.17874891053800002
ACH-000204,0.048012991941400004
ACH-000206,0.139927674521
ACH-000207,0.33580579652
ACH-000211,-0.042836339987399996
ACH-000215,0.135523383868
ACH-000221,0.17395581629700002
ACH-000222,0.0259204474297
ACH-000223,0.0181607677904
ACH-000226,-0.0022840479275599997
ACH-000227,-0.00128707800093
ACH-000228,0.010319614967999999
ACH-000231,0.159694072422
ACH-000232,0.0697075179828
ACH-000233,0.16540590857999998
ACH-000234,-0.36833127599200005
ACH-000235,0.0334662632943
ACH-000237,0.0361335639363
ACH-000238,0.124865499563
ACH-000243,0.09837434747639999
ACH-000244,-0.447201199349
ACH-000246,0.0969473609238
