,AMBRA1 (55626)
ACH-000004,-1.2236073661799998
ACH-000007,1.2519082860500002
ACH-000009,-0.627059474539
ACH-000011,-0.12427372737
ACH-000012,0.133943272722
ACH-000013,-0.286540419592
ACH-000014,0.15476198185599999
ACH-000015,-0.7340701440909999
ACH-000017,-0.648329333499
ACH-000018,0.0140451365985
ACH-000019,-0.995704683303
ACH-000021,-0.209080679127
ACH-000022,0.0350248049006
ACH-000025,-0.0134077830737
ACH-000028,-0.505580186842
ACH-000030,-0.269421541278
ACH-000035,-0.179464166851
ACH-000036,0.197494600427
ACH-000037,0.13752424389
ACH-000039,-0.281927354422
ACH-000040,0.39462975801
ACH-000041,0.27698785921999997
ACH-000042,0.198670662412
ACH-000045,-0.108365254572
ACH-000047,-0.484072639314
ACH-000052,0.0591613267956
ACH-000053,0.00220717162168
ACH-000054,-0.250796309898
ACH-000055,0.08646935148710001
ACH-000060,0.351165639582
ACH-000067,-0.0738351274848
ACH-000070,0.514615353109
ACH-000075,-0.043872455248
ACH-000078,0.06070867196119999
ACH-000082,-0.409546372936
ACH-000085,-0.653288009957
ACH-000086,0.08952984437280001
ACH-000087,-0.23859864063499997
ACH-000092,0.0323470555453
ACH-000095,0.521034784347
ACH-000097,-0.503405570801
ACH-000098,0.26827564642900004
ACH-000099,0.0940333994894
ACH-000108,-0.00786231955739
ACH-000113,-0.851615013397
ACH-000115,1.20017722694
ACH-000116,-0.186096953699
ACH-000118,-0.384083162173
ACH-000120,-0.232030459712
ACH-000123,0.34897832219
ACH-000127,-0.0650996735555
ACH-000128,0.0761634133663
ACH-000132,0.0129388282092
ACH-000133,-0.306177459044
ACH-000137,-0.301759124343
ACH-000138,-0.464647835983
ACH-000142,0.5552125538699999
ACH-000143,1.0586447476
ACH-000146,-0.5316567200060001
ACH-000148,0.21524124462299998
ACH-000150,0.15583445953299999
ACH-000152,0.032556337113900005
ACH-000153,0.154755494461
ACH-000159,0.0469614807725
ACH-000160,-0.656686400612
ACH-000163,-0.027680240332999997
ACH-000167,-0.511710206174
ACH-000168,-0.763477231954
ACH-000169,-0.501126316955
ACH-000178,-0.45243487147600003
ACH-000182,-0.288489784579
ACH-000183,-0.63254081042
ACH-000188,-0.541852621719
ACH-000189,-0.674864056196
ACH-000190,0.0138013485406
ACH-000198,-0.68148834857
ACH-000204,-0.38939743518299996
ACH-000206,-0.148069000609
ACH-000207,-0.26184288249000004
ACH-000211,0.0719839408882
ACH-000215,0.00956114002386
ACH-000221,-0.156455872208
ACH-000222,-0.07668801592880001
ACH-000223,-0.29980433953
ACH-000226,-0.103127974855
ACH-000227,-0.575167486981
ACH-000228,-0.470584036784
ACH-000231,-0.192298387238
ACH-000232,0.665805189806
ACH-000233,0.27742003454
ACH-000234,0.8424283244930001
ACH-000235,-0.138921231742
ACH-000237,0.201760478622
ACH-000238,-0.647154406001
ACH-000243,-0.429892312821
ACH-000244,-0.164544293948
ACH-000246,0.042865788222900006
ACH-000248,-0.733571380329
ACH-000250,-0.8526378712
ACH-000251,0.396290559554
ACH-000253,-0.382038850918
ACH-000255,-0.024147156770200004
ACH-000256,-0.19799141463
ACH-000257,-0.36798333526199994
ACH-000258,-0.30736079839499997
ACH-000259,-0.0714701155055
ACH-000260,0.46903601682400003
ACH-000261,-0.445763815986
ACH-000262,-0.378967418372
ACH-000263,-0.582316726038
ACH-000264,-0.268904715264
ACH-000265,-0.351803793196
ACH-000266,-0.0258932749607
ACH-000272,0.00395906720113
ACH-000273,-0.17933927998100002
ACH-000274,-0.602112475334
ACH-000277,-0.6780868686910001
ACH-000278,-0.370097352567
ACH-000279,-0.0356415356209
ACH-000280,0.228477944996
