,POLM (27434)
ACH-000677,-0.00854783807392
ACH-000681,-0.19189021539700002
ACH-000682,-0.054916199849100004
ACH-000683,-0.0767234384257
ACH-000684,-0.382838908918
ACH-000688,0.0289409772811
ACH-000693,-0.16132932929000002
ACH-000694,-0.09327574502969999
ACH-000695,-0.24959185522100003
ACH-000696,-0.272285422614
ACH-000697,-0.285333821025
ACH-000699,-0.290340938082
ACH-000701,-0.40394911783299997
ACH-000706,0.0279342315731
ACH-000711,-0.08249331612989999
ACH-000713,-0.5400472334449999
ACH-000714,-0.130350416679
ACH-000718,-0.212986706569
ACH-000720,-0.150075688101
ACH-000721,-0.268859821638
ACH-000724,-0.367705609467
ACH-000725,-0.09221900087750001
ACH-000732,-0.0321435346897
ACH-000734,0.007524509209340001
ACH-000735,-0.22637031606199998
ACH-000736,-0.082672760693
ACH-000738,-0.175827103108
ACH-000746,-0.11149022396500001
ACH-000747,-0.12189284420499999
ACH-000748,-0.218080934161
ACH-000753,-0.122671568008
ACH-000756,-0.08000129322
ACH-000757,-0.137362118037
ACH-000758,-0.0366155843387
ACH-000760,-0.0797113143317
ACH-000763,-0.28340404587699997
ACH-000764,-0.13708897053
ACH-000765,-0.011743559833200001
ACH-000766,-0.27346651862300003
ACH-000767,-0.04572921416780001
ACH-000768,-0.191244745062
ACH-000769,0.00881960147807
ACH-000770,-0.20255462517700001
ACH-000771,-0.26266624222199997
ACH-000773,-0.08657500236940001
ACH-000776,-0.07467630839049999
ACH-000777,0.0304910255449
ACH-000778,-0.34130887812
ACH-000781,-0.27936623338000005
ACH-000782,0.113468500559
ACH-000783,-0.269876299375
ACH-000784,0.043190518523199994
ACH-000785,-0.0841489211524
ACH-000787,-0.0352282700701
ACH-000788,-0.256587589541
ACH-000791,-0.15681398740900002
ACH-000792,-0.13871230579500002
ACH-000794,-0.127606809042
ACH-000796,-0.154622734638
ACH-000799,-0.594639486197
ACH-000800,-0.34835402502999996
ACH-000802,-0.175129637517
ACH-000804,-0.31638790025400004
ACH-000805,-0.103883485254
ACH-000809,-0.09933064683260001
ACH-000810,-0.150705247496
ACH-000811,-0.238366215929
ACH-000817,-0.326629557265
ACH-000819,-0.021203708837599998
ACH-000820,-0.150297035434
ACH-000821,-0.390045369468
ACH-000822,-0.0182315684441
ACH-000823,-0.0290352995285
ACH-000824,-0.150011665568
ACH-000827,-0.151486775016
ACH-000829,-0.0577634791981
ACH-000831,-0.0945436607386
ACH-000832,-0.254448641766
ACH-000833,0.24675146881299997
ACH-000834,-0.08733119725239999
ACH-000835,-0.303380300837
ACH-000836,-0.225917404987
ACH-000837,-0.16922188186099998
ACH-000838,-0.11980232140000001
ACH-000839,-0.166121467547
ACH-000840,-0.294659141939
ACH-000841,-0.225953455544
ACH-000843,-0.036865521631300004
ACH-000846,-0.00822895043696
ACH-000847,-0.059494833326
ACH-000848,0.009586694814479999
ACH-000849,-0.119950951819
ACH-000851,-0.142937452875
ACH-000855,-0.30706698817899997
ACH-000856,-0.0875691558504
ACH-000858,-0.22043745268000003
ACH-000859,-0.101810214872
ACH-000861,0.10737024538699999
ACH-000862,-0.07353488838819999
ACH-000865,-0.0800879135408
ACH-000866,-0.118061118
ACH-000867,-0.20830961166099998
ACH-000869,-0.07095959646200001
ACH-000872,0.130131695493
ACH-000873,-0.386578860212
ACH-000876,-0.012528171194100001
ACH-000878,-0.261368117316
ACH-000880,-0.128060310048
ACH-000881,-0.284041245443
ACH-000882,-0.282298219793
ACH-000884,-0.081572962906
ACH-000885,-0.195631477415
ACH-000887,-0.17138466853
ACH-000888,-0.182465793798
ACH-000889,-0.13650811757200002
ACH-000890,-0.129077649082
ACH-000896,-0.306951532811
ACH-000898,-0.198214269395
ACH-000900,-0.328193684553
ACH-000901,-0.0280879916823
ACH-000905,-0.16008979706499998
ACH-000906,-0.105906229583
ACH-000907,-0.0891930285656
ACH-000910,-0.030046624142200003
ACH-000911,-0.16414637772399998
ACH-000912,-0.227615590892
ACH-000913,-0.049533053413199996
ACH-000915,-0.127501570553
ACH-000916,-0.230782494651
ACH-000917,-0.18166066510899997
ACH-000921,-0.180937866978
ACH-000924,-0.103170399773
ACH-000926,-0.19477796202199998
ACH-000928,-0.40064775594999996
ACH-000929,0.00337778639078
ACH-000932,0.00390854444629
ACH-000935,-0.126981603291
ACH-000936,-0.29844754839800003
ACH-000937,-0.13704221818700002
ACH-000938,-0.118792889124
ACH-000939,0.0739280727941
ACH-000941,0.0356848532076
ACH-000943,-0.0290938772874
ACH-000946,-0.192917907921
ACH-000947,-0.0728639681663
ACH-000948,-0.150483154542
ACH-000950,-0.272777128503
ACH-000953,0.161774266773
ACH-000957,-0.296691713737
ACH-000958,-0.193552848604
ACH-000960,-0.192659819389
ACH-000963,0.15633578550899999
ACH-000968,-0.012587231459600001
ACH-000969,-0.006809038626689999
ACH-000973,-0.2201362361
ACH-000974,-0.009766450807729999
ACH-000975,0.0809959523234
ACH-000976,-0.08231118934010001
ACH-000978,-0.198461051789
ACH-000980,-0.10313520114000001
ACH-000984,0.22496599690000002
ACH-000986,-0.0657198302532
ACH-000988,-0.158505965976
ACH-000993,-0.10855257964199999
ACH-000994,-0.022245144558799997
ACH-000996,-0.0276127431665
ACH-001001,-0.191717040709
ACH-001020,-0.15234777477
ACH-001028,-0.0810878938882
ACH-001031,0.0842537639782
ACH-001038,-0.156413441756
ACH-001048,-0.0598741647136
ACH-001050,-0.047434141676000005
ACH-001053,0.104946094012
ACH-001054,-0.0556108304328
ACH-001061,-0.142675239801
ACH-001067,-0.0351348920325
ACH-001075,-0.0304985940373
ACH-001096,0.104312855025
ACH-001128,-0.042873994593900004
ACH-001134,-0.135956741925
ACH-001151,-0.0740749470682
ACH-001163,-0.135263600386
ACH-001164,0.07017248149389999
ACH-001173,-0.0809191971403
ACH-001183,0.00702392779959
ACH-001184,-0.139578329021
ACH-001190,-0.314799926926
ACH-001192,0.024670538541700003
ACH-001193,-0.259379593974
ACH-001196,-0.23058264805300002
ACH-001197,-0.362618527115
ACH-001205,0.111331551182
ACH-001211,-0.142103833583
ACH-001212,-0.0167695821207
ACH-001228,-0.09925621316019999
ACH-001232,-0.17136103513599998
ACH-001239,-0.0908883802386
ACH-001274,0.0765366223317
ACH-001275,-0.103863156091
ACH-001277,-0.127261667731
ACH-001278,0.030290827916099997
ACH-001280,-0.42810045817599995
ACH-001283,-0.0821452451408
ACH-001289,-0.07814946145330001
ACH-001295,-0.13521291761600002
ACH-001300,-0.123199521117
ACH-001301,-0.142068942564
ACH-001302,-0.013022379606700002
ACH-001303,-0.0298725952368
ACH-001306,-0.295400502276
ACH-001318,-0.140259549245
ACH-001322,0.0717955277978
ACH-001328,-0.07061873737430001
ACH-001332,-0.34366996688600004
ACH-001333,-0.0885837711848
ACH-001336,-0.214684983328
ACH-001340,-0.32929044757599996
ACH-001346,-0.138625516231
ACH-001353,-0.14317286975500002
ACH-001354,-0.264480034269
ACH-001367,-0.041670907050099994
ACH-001368,-0.133711871382
ACH-001374,-0.00687900296708
ACH-001375,-0.283998601879
ACH-001377,0.00037706746383599996
ACH-001380,-0.19744057185199998
ACH-001391,-0.0705914104117
ACH-001407,0.0746027290577
ACH-001408,-0.150075513587
ACH-001413,-0.170257612068
ACH-001430,0.08040486115880001
ACH-001431,-0.14672625434
ACH-001450,0.0607724148206
ACH-001496,-0.24561064091200002
ACH-001500,0.0933619803503
ACH-001521,-0.254503239511
ACH-001523,-0.30968618844900003
ACH-001532,-0.187704635867
ACH-001536,-0.0392509210509
ACH-001550,-0.12389480191999999
ACH-001552,-0.138553891674
ACH-001554,-0.114213466173
ACH-001645,-0.029244498942900002
ACH-001654,-0.10468913488199999
ACH-001715,-0.266227191673
ACH-001735,0.022067107826099996
ACH-001736,-0.0856257606918
ACH-001737,-0.19962481416900002
ACH-001740,0.0291565796777
ACH-001745,0.132860592337
ACH-001750,-0.172515425302
ACH-001765,0.0164373018603
ACH-001956,-0.182977308289
ACH-001957,-0.0866918022817
