,IQCH (64799)
ACH-000169,-0.066217270834
ACH-000178,-0.17940098005199998
ACH-000182,-0.198972274769
ACH-000183,-0.178090652102
ACH-000188,-0.146731474524
ACH-000189,-0.509525810856
ACH-000190,-0.14691590137399999
ACH-000198,-0.20953906039
ACH-000204,-0.530826082774
ACH-000206,-0.164626887921
ACH-000207,-0.168296672854
ACH-000211,-0.23018926442600002
ACH-000215,-0.249861737414
ACH-000221,-0.10710956776799999
ACH-000222,-0.0534234790838
ACH-000223,-0.355910438531
ACH-000226,-0.166735281598
ACH-000227,-0.48263355532200003
ACH-000228,-0.40598989161300003
ACH-000231,-0.23600062856400003
ACH-000232,-0.140021129139
ACH-000233,-0.253617676898
ACH-000234,-0.250499715095
ACH-000235,-0.252590518695
ACH-000237,-0.188797549619
ACH-000238,-0.252328311426
ACH-000243,-0.368231025147
ACH-000244,-0.138559035326
ACH-000246,-0.18637355914
ACH-000248,-0.327968297362
ACH-000250,-0.139953562384
ACH-000251,-0.259720620643
ACH-000253,-0.22754076526500003
ACH-000255,-0.19256175174000004
ACH-000256,-0.06696405530730001
ACH-000257,-0.18434415083099998
ACH-000258,-0.439118943293
ACH-000259,-0.182611526329
ACH-000260,-0.354062923214
ACH-000261,-0.227162144857
ACH-000262,-0.16217143583
ACH-000263,-0.321933550748
ACH-000264,-0.199353705109
ACH-000265,-0.48602446878600003
ACH-000266,-0.348195897909
ACH-000272,-0.38297844045100005
ACH-000273,-0.144782603712
ACH-000274,-0.34355763339400003
ACH-000277,-0.211831983792
ACH-000278,-0.240621930357
ACH-000279,-0.08094265136189999
ACH-000280,-0.09370844626219998
ACH-000281,-0.42420062149000004
ACH-000288,-0.25264315364100004
ACH-000291,-0.264992912643
ACH-000293,-0.0105300127155
ACH-000294,-0.305477725222
ACH-000295,-0.38374212310500005
ACH-000296,-0.542664482288
ACH-000302,-0.162131671542
ACH-000304,-0.7403475449770001
ACH-000307,-0.33797464621600004
ACH-000308,-0.273088231607
ACH-000310,-0.557951853981
ACH-000311,-0.459034489502
ACH-000312,-0.23359337332600003
ACH-000315,-0.23009317818100003
ACH-000316,-0.390003417253
ACH-000317,-0.334079023103
ACH-000318,-0.47672042414099997
ACH-000319,-0.278622697947
ACH-000320,-0.6726179256020001
ACH-000322,-0.244213780477
ACH-000323,0.07023022478610001
ACH-000324,-0.12392027268200001
ACH-000329,-0.35835931475500005
ACH-000330,-0.25039929313000003
ACH-000331,-0.146605537443
ACH-000332,-0.35872718340599996
ACH-000334,-0.106672875523
ACH-000335,0.0221801623358
ACH-000336,-0.423559465062
ACH-000337,-0.149786521961
ACH-000339,-0.175897283501
ACH-000341,-0.122435926717
ACH-000348,-0.155588487118
ACH-000350,-0.28082881251999997
ACH-000352,-0.407228710547
ACH-000356,-0.19689527520199998
ACH-000361,-0.394199795133
ACH-000362,-0.16565402411900002
ACH-000363,-0.101500945801
ACH-000364,-0.197340498454
ACH-000365,-0.14219504786599999
ACH-000366,-0.19297465780499998
ACH-000368,-0.167935087885
ACH-000374,-0.038669325548999996
ACH-000375,-0.34774850600900004
ACH-000376,-0.259157301731
ACH-000381,-0.0701400088702
ACH-000383,-0.11757488932
ACH-000387,-0.253086324868
ACH-000389,-0.288454462483
ACH-000390,-0.357576406364
ACH-000393,-0.107425040679
ACH-000395,-0.7368693664899999
ACH-000397,-0.117302173509
ACH-000401,-0.130676848269
ACH-000402,0.0816058502436
ACH-000403,-0.246602100702
ACH-000404,-0.00454109437562
ACH-000406,-0.201800746719
ACH-000407,-0.162733460828
ACH-000408,-0.122650631066
ACH-000410,-0.23469093428100002
ACH-000411,-0.310026521093
ACH-000414,-0.347764880275
ACH-000415,-0.0919093846459
ACH-000416,-0.22826618751
ACH-000420,-0.0666639388621
ACH-000421,-0.277572542621
ACH-000424,0.10886810740599999
ACH-000425,-0.157049007543
ACH-000426,-0.023298043467900004
ACH-000427,-0.17423257430599998
ACH-000433,-0.195785370367
ACH-000436,-0.5181552545679999
ACH-000444,-0.237091917179
ACH-000445,-0.348564265894
ACH-000448,-0.299265944275
ACH-000450,0.0384060283809
ACH-000452,-0.19534114152899998
ACH-000454,-0.162290007161
ACH-000458,-0.11156534633300001
ACH-000459,0.244264084357
ACH-000460,-0.22541759669599998
ACH-000461,-0.260914789918
ACH-000463,-0.151744451079
ACH-000464,-0.455494201305
ACH-000466,-0.26404815511
ACH-000467,-0.158974659096
ACH-000468,-0.15586187648
ACH-000469,-0.149566870114
ACH-000470,-0.537342240172
ACH-000471,-0.352979135181
ACH-000472,-0.120574700053
ACH-000473,0.0242466493593
ACH-000475,-0.16604258143300002
ACH-000476,-0.156817598222
ACH-000477,-0.340213752702
ACH-000480,-0.37797588403099996
ACH-000481,-0.215227207784
ACH-000483,-0.39183383369
ACH-000484,-0.307323352479
ACH-000485,-0.146239249162
ACH-000486,-0.295630254481
ACH-000487,-0.18780487343199997
ACH-000488,-0.324677127161
ACH-000490,-0.263994965873
ACH-000491,-0.288440113607
ACH-000495,-0.409883477418
ACH-000496,-0.407720208586
ACH-000499,-0.404302216171
ACH-000500,-0.177040400686
ACH-000502,-0.22519382225200002
ACH-000503,0.0258095799764
ACH-000505,-0.31073221997699996
ACH-000507,-0.362419634233
ACH-000510,-0.326405421354
ACH-000511,-0.35386790257899997
ACH-000512,-0.242748444518
ACH-000516,-0.0770571863134
ACH-000517,-0.32501287517
ACH-000518,-0.0456374317907
ACH-000520,-0.131645218312
ACH-000521,-0.20531785392299998
ACH-000522,-0.290821679137
ACH-000524,-0.25706299131
ACH-000527,-0.352150723494
ACH-000528,-0.221586706921
ACH-000537,-0.39778327600900004
ACH-000541,-0.038310883892099995
ACH-000542,-0.1673223858
ACH-000544,-0.06307042636419999
ACH-000545,-0.18031601406
ACH-000547,-0.23001370149599998
ACH-000548,-0.10990042703299999
ACH-000549,-0.168140632407
ACH-000550,-0.31988960015
ACH-000552,-0.215167825673
ACH-000556,-0.15060286874099998
ACH-000557,-0.210262082923
ACH-000570,-0.14539136054500001
ACH-000571,-0.184261666714
ACH-000573,-0.44090662438199996
ACH-000576,-0.142399687614
ACH-000580,-0.14264415004699998
ACH-000584,-0.0918424164249
ACH-000585,-0.127786236084
ACH-000588,-0.106959755237
ACH-000589,-0.18869919827
ACH-000591,-0.0235910709817
ACH-000593,-0.0781928534582
ACH-000600,-0.326327974868
ACH-000601,-0.254605826701
ACH-000604,-0.229774589142
ACH-000605,-0.0923141104703
ACH-000606,-0.135051375474
ACH-000608,-0.19883728819200003
ACH-000614,-0.054000837595199996
ACH-000616,-0.1742519921
ACH-000618,0.04414676631659999
ACH-000619,-0.026149774305699997
ACH-000620,-0.21265205837499998
ACH-000621,-0.286672725759
ACH-000622,-0.48584491140600006
ACH-000623,-0.294520854996
ACH-000624,-0.240328433629
ACH-000627,-0.121287503406
ACH-000630,-0.195103562798
ACH-000632,-0.135586146088
ACH-000633,-0.024481593771599995
ACH-000637,-0.125990285487
ACH-000638,-0.298046533677
ACH-000646,-0.149369643811
ACH-000647,-0.07656533427489999
ACH-000648,-0.0620216588292
ACH-000649,-0.0625418774175
ACH-000651,-0.21388646177999998
ACH-000652,-0.102307695537
ACH-000653,-0.160226561747
ACH-000657,-0.153095307366
ACH-000658,-0.1783802989
ACH-000661,0.067886072009
ACH-000662,-0.0921503643892
ACH-000663,-0.23734683923
ACH-000665,-0.321997042937
ACH-000671,-0.258078587718
ACH-000673,-0.18346498274599998
ACH-000676,-0.27637178013
ACH-000677,-0.293765784396
ACH-000681,-0.344695203872
ACH-000682,-0.10491148620999999
ACH-000683,-0.27158394849
ACH-000684,-0.295273098445
ACH-000688,-0.194921134522
ACH-000693,-0.148597249406
ACH-000694,-0.09467545658
ACH-000695,-0.117621469979
ACH-000696,-0.256769618898
ACH-000697,-0.23698448672699998
ACH-000699,-0.27757730585
ACH-000701,-0.17432005341899998
ACH-000706,-0.0899736349212
ACH-000711,-0.230005697725
ACH-000713,-0.174767517174
ACH-000714,-0.283589301447
ACH-000718,-0.29903059397799997
ACH-000720,-0.24477897976799998
ACH-000721,-0.102404757889
ACH-000724,-0.351553023912
ACH-000725,-0.372815669299
ACH-000732,-0.401562485717
ACH-000734,-0.29062673347
ACH-000735,-0.256754503288
ACH-000736,-0.115588868967
ACH-000738,-0.195161846054
ACH-000746,-0.162962135121
ACH-000747,-0.24309807107200002
ACH-000748,-0.14377872086100002
ACH-000753,-0.239195971219
ACH-000756,-0.216157963271
ACH-000757,-0.380475863402
ACH-000758,-0.257170527019
ACH-000760,-0.24464162961999997
ACH-000763,-0.20022013438
ACH-000764,0.08971854551789998
ACH-000765,-0.262506555204
ACH-000766,-0.143201494837
ACH-000767,-0.299145124027
ACH-000768,-0.247613828149
ACH-000769,-0.216825508917
ACH-000770,-0.26727993138399997
ACH-000771,-0.0897243102765
ACH-000773,-0.272571699334
ACH-000776,-0.109533977507
ACH-000777,-0.20045225136599998
ACH-000778,-0.0285710307119
ACH-000781,-0.253243520274
ACH-000782,-0.186938801833
ACH-000783,-0.183822986873
ACH-000784,-0.105460169011
ACH-000785,-0.288905275868
ACH-000787,-0.272353321666
ACH-000788,-0.237314503053
ACH-000791,-0.326051048753
ACH-000792,-0.0820080311478
ACH-000794,-0.17524258504299997
ACH-000796,-0.364835694327
ACH-000799,-0.42436819833000006
ACH-000800,-0.110030224711
ACH-000802,-0.144944496746
ACH-000804,-0.44649328374499997
ACH-000805,-0.280231861044
ACH-000809,-0.177511005104
ACH-000810,0.0357944191351
ACH-000811,-0.17282848100499998
ACH-000817,-0.137205231329
ACH-000819,-0.0589789804012
ACH-000820,-0.154978178604
ACH-000821,-0.115553795509
ACH-000822,-0.41867495382200004
ACH-000823,-0.165551344865
ACH-000824,-0.159216119133
ACH-000827,-0.24009442749200002
ACH-000829,0.045876708056
ACH-000831,-0.14490009865599998
ACH-000832,-0.323450707709
ACH-000833,-0.10523723975600001
ACH-000834,-0.252581129226
ACH-000835,-0.132384165995
ACH-000836,-0.360192117305
ACH-000837,-0.29217146183000003
ACH-000838,-0.07451082148789999
ACH-000839,-0.128296860348
ACH-000840,-0.138721569231
ACH-000841,-0.32269488675
ACH-000843,0.0009943779900739998
ACH-000846,-0.280700823945
ACH-000847,-0.102948397306
ACH-000848,-0.208001763862
ACH-000849,-0.21624191260000003
ACH-000851,-0.468272455567
ACH-000855,-0.141738830471
ACH-000856,-0.274264224695
ACH-000858,-0.132271429859
ACH-000859,-0.156297762344
ACH-000861,-0.32388165475499997
ACH-000862,-0.277715717844
ACH-000865,-0.133575201776
ACH-000866,-0.178153269882
ACH-000867,-0.17991545790999997
ACH-000869,-0.34917781055299996
ACH-000872,-0.258569406931
ACH-000873,0.0332811875581
ACH-000876,-0.433192429093
ACH-000878,-0.0529188439587
ACH-000880,-0.06824877648830001
ACH-000881,-0.22624566433200002
ACH-000882,-0.207121606911
ACH-000884,-0.0143163891032
ACH-000885,-0.422450505607
ACH-000887,-0.31486574479400004
ACH-000888,-0.171056760705
ACH-000889,-0.105571771567
ACH-000890,-0.021760429367400004
ACH-000896,-0.279848818515
ACH-000898,-0.211872601049
ACH-000900,-0.223057232863
ACH-000901,-0.160682265274
ACH-000905,-0.187987126977
ACH-000906,-0.272425763097
ACH-000907,-0.140558825313
ACH-000910,-0.33952632914700004
ACH-000911,-0.0170843065637
ACH-000912,-0.31053880661899996
ACH-000913,-0.014980998023999999
ACH-000915,-0.295587980057
ACH-000916,-0.756469822658
ACH-000917,-0.107151924622
ACH-000921,-0.340199122555
ACH-000924,-0.15252710950999998
ACH-000926,-0.356795199672
ACH-000928,-0.22093741937
ACH-000929,0.130610232228
ACH-000932,-0.106157648535
ACH-000935,-0.36051221420999996
ACH-000936,-0.246559423111
ACH-000937,-0.214162407307
ACH-000938,-0.010936581846200001
ACH-000939,0.04741857145819999
ACH-000941,0.0175112074182
ACH-000943,0.0255569331838
ACH-000946,-0.362813652172
ACH-000947,-0.27307584556
ACH-000948,-0.43701442523999995
ACH-000950,-0.23206009195799998
ACH-000953,-0.09466443763480001
ACH-000957,-0.37311292093599996
ACH-000958,-0.09468887502039999
ACH-000960,-0.0435762859662
ACH-000963,-0.113982286398
ACH-000968,-0.222967928937
ACH-000969,-0.189374900973
ACH-000973,-0.288653257646
ACH-000974,-0.140955846543
ACH-000975,-0.21584705214699998
ACH-000976,-0.177919656298
ACH-000978,-0.494631470347
ACH-000980,-0.237804684443
ACH-000984,-0.415864054263
ACH-000986,-0.19017349593400001
ACH-000988,-0.252751175119
ACH-000993,-0.26192363729
ACH-000994,-0.29098747532499997
ACH-000996,-0.5631575148
ACH-001001,-0.17247506182999997
ACH-001020,-0.398789291883
ACH-001028,-0.271282722
ACH-001031,-0.265687310022
ACH-001038,-0.222614256645
ACH-001048,-0.159434021456
ACH-001050,-0.237428890232
ACH-001053,-0.125280027752
ACH-001054,-0.06336062064230001
ACH-001061,-0.19792605864
ACH-001067,-0.19526140677
ACH-001075,-0.0392144415694
ACH-001096,-0.0827845283439
ACH-001128,-0.239580513354
ACH-001134,-0.10152609215399999
ACH-001151,-0.30414422336999997
ACH-001163,-0.358946124981
ACH-001164,0.0701990443936
ACH-001173,-0.14436450015799998
ACH-001183,0.0801427228962
ACH-001184,-0.171284564412
ACH-001190,-0.240447190319
ACH-001192,-0.10267859822799999
ACH-001193,-0.153262574028
ACH-001196,-0.0766903011368
ACH-001197,-0.349914827435
ACH-001205,-0.40658016446999995
ACH-001211,-0.269727106662
ACH-001212,-0.04895650477030001
ACH-001228,-0.20171241345199997
ACH-001232,-0.162851373745
ACH-001239,-0.04107134796340001
ACH-001274,-0.221963283403
ACH-001275,-0.22277487698100001
ACH-001277,-0.235296645784
ACH-001278,-0.08386483050139999
ACH-001280,0.0820009717582
ACH-001283,-0.242992246776
ACH-001289,-0.186351212553
ACH-001295,-0.17675457464699998
ACH-001300,-0.0928280734739
ACH-001301,-0.5126840829689999
ACH-001302,-0.251362112444
ACH-001303,-0.21954967611900003
ACH-001306,-0.249398292259
ACH-001318,-0.0857835550547
ACH-001322,-0.25132264105
ACH-001328,-0.264312744414
ACH-001332,-0.038891664723699995
ACH-001333,-0.0024954057846
ACH-001336,-0.28573982361
ACH-001340,-0.156454352608
ACH-001346,-0.200285127133
ACH-001353,-0.196425298286
ACH-001354,-0.210826555536
ACH-001367,-0.588300875335
ACH-001368,-0.227692183468
ACH-001374,0.137405880008
ACH-001375,-0.164779165028
ACH-001377,-0.139158588593
ACH-001380,-0.24786347312600002
ACH-001391,-0.27659583381499997
ACH-001407,-0.285791786626
ACH-001408,-0.37100464572400005
ACH-001413,-0.366794988512
ACH-001430,-0.0644803561015
ACH-001431,-0.378443944762
ACH-001450,-0.107056279648
ACH-001496,-0.291002511361
ACH-001500,-0.36135717386200006
ACH-001521,-0.26979649098499997
ACH-001523,-0.117183486097
ACH-001532,-0.17555930253199997
ACH-001536,-0.162650292807
ACH-001550,-0.21148324351
ACH-001552,-0.19001203458299998
ACH-001554,-0.345762498612
ACH-001645,-0.269601993081
ACH-001654,-0.335362745555
ACH-001715,-0.119558449351
ACH-001735,-0.192757883375
ACH-001736,-0.20325187228500002
ACH-001737,-0.00744621463452
ACH-001740,-0.21499391877799998
ACH-001745,-0.209619759553
ACH-001750,-0.214531612221
ACH-001765,-0.22549474045499998
ACH-001956,-0.260708803682
ACH-001957,-0.171924668521
