,PTOV1 (53635)
ACH-000375,-0.167147378503
ACH-000376,-0.253010020771
ACH-000381,-0.27482926457699997
ACH-000383,-0.24792100001200001
ACH-000387,-0.23093295628199997
ACH-000389,-0.542398242954
ACH-000390,-0.101081658022
ACH-000393,-0.360584047333
ACH-000395,-0.444246966947
ACH-000397,-0.16902753539
ACH-000401,-0.525772289529
ACH-000402,-0.322903584535
ACH-000403,-0.205120526596
ACH-000404,-0.21760181134
ACH-000406,-0.309563486687
ACH-000407,-0.308341432729
ACH-000408,-0.251097713814
ACH-000410,-0.48970527017300003
ACH-000411,-0.18431374187
ACH-000414,-0.363437818668
ACH-000415,-0.203840345106
ACH-000416,-0.144785678927
ACH-000420,-0.30876431684300004
ACH-000421,-0.12028291271199999
ACH-000424,-0.0604458952831
ACH-000425,-0.116434172504
ACH-000426,-0.22950207872900003
ACH-000427,-0.145832755244
ACH-000433,-0.337860206616
ACH-000436,-0.199441541929
ACH-000444,-0.252225782892
ACH-000445,-0.0669570623153
ACH-000448,-0.196840808631
ACH-000450,0.0378282349378
ACH-000452,-0.22852434855
ACH-000454,-0.110861455921
ACH-000458,-0.15788588072899998
ACH-000459,-0.37330358422
ACH-000460,-0.354745238362
ACH-000461,-0.0697953475656
ACH-000463,-0.141663942918
ACH-000464,-0.429482362351
ACH-000466,-0.236396566803
ACH-000467,-0.294009476245
ACH-000468,-0.476290272762
ACH-000469,-0.166588215605
ACH-000470,-0.348822908978
ACH-000471,-0.0290599098434
ACH-000472,-0.300669750439
ACH-000473,-0.107043859826
ACH-000475,-0.294627630333
ACH-000476,-0.42645721281300003
ACH-000477,-0.38826762079899996
ACH-000480,-0.25210906046799997
ACH-000481,-0.299062185333
ACH-000483,-0.184874906063
ACH-000484,-0.565197140661
ACH-000485,-0.45700658548
ACH-000486,-0.276339250695
ACH-000487,-0.161363489483
ACH-000488,-0.229609823655
ACH-000490,-0.345472548652
ACH-000491,-0.00984115604539
ACH-000495,-0.28790227239300004
ACH-000496,-0.07930674122110001
ACH-000499,-0.409904756803
ACH-000500,0.0929556091246
ACH-000502,-0.246309582421
ACH-000503,0.07487335927689999
ACH-000505,-0.102631146677
ACH-000507,-0.23970726387400002
ACH-000510,-0.259199641014
ACH-000511,-0.269603358414
ACH-000512,-0.20617924119699998
ACH-000516,-0.320826718984
ACH-000517,-0.31671209147
ACH-000518,-0.172701383992
ACH-000520,-0.21017881509599998
ACH-000521,-0.22895373828600002
ACH-000522,-0.0973146317535
ACH-000524,-0.309756238038
ACH-000527,-0.243841288384
ACH-000528,-0.283838039591
ACH-000537,-0.050295629425900004
ACH-000541,-0.476323884738
ACH-000542,-0.176600462919
ACH-000544,-0.176701427076
ACH-000545,-0.161666988544
ACH-000547,-0.0479495603834
ACH-000548,-0.41614002608
ACH-000549,-0.41820254005699997
ACH-000550,-0.167967431368
ACH-000552,-0.341763943888
ACH-000556,-0.33753117646200004
ACH-000557,-0.0916901989258
ACH-000570,-0.21755814861499997
ACH-000571,-0.33160837830400003
ACH-000573,-0.331073395338
ACH-000576,-0.132571252551
ACH-000580,-0.259023972117
ACH-000584,-0.21257674388
ACH-000585,-0.328670196854
ACH-000588,-0.127472574709
ACH-000589,-0.152019807013
ACH-000591,-0.0420298560073
ACH-000593,-0.185212398405
ACH-000600,-0.39289203596199995
ACH-000601,-0.16790454108300001
ACH-000604,-0.35294530416000003
ACH-000605,-0.137956500044
ACH-000606,-0.108691074497
ACH-000608,-0.250552707214
ACH-000614,-0.146353778144
ACH-000616,-0.35704939219400006
ACH-000618,-0.285051377789
ACH-000619,-0.0401325603738
ACH-000620,-0.396544077779
ACH-000621,-0.296140429166
ACH-000622,0.011837157611200001
ACH-000623,-0.15104632755
ACH-000624,-0.409329080713
ACH-000627,-0.34680875194
ACH-000630,-0.177195100692
ACH-000632,-0.144918317738
ACH-000633,-0.139209411358
ACH-000637,-0.34377754285800005
ACH-000638,-0.18025541176399998
ACH-000646,-0.038362013232
ACH-000647,-0.0941411410506
ACH-000648,-0.07785839286989998
ACH-000649,-0.257403544794
ACH-000651,-0.132579454821
ACH-000652,-0.09693636406549999
ACH-000653,-0.24459644837699998
ACH-000657,-0.20605442710900002
ACH-000658,-0.22340686859099998
ACH-000661,-0.31912894885000004
ACH-000662,-0.750494148883
ACH-000663,-0.558025484851
ACH-000665,-0.272710191129
ACH-000671,0.0327393359104
ACH-000673,-0.214598890889
ACH-000676,-0.188177584774
ACH-000677,-0.20540299399999998
ACH-000681,-0.285018436566
ACH-000682,-0.19997049234900002
ACH-000683,-0.130124693266
ACH-000684,0.128565499439
ACH-000688,-0.273312406413
ACH-000693,-0.241124325719
ACH-000694,-0.24567098137200002
ACH-000695,-0.444770671017
ACH-000696,-0.171956970574
ACH-000697,-0.0071709651209500005
ACH-000699,-0.356505003812
ACH-000701,-0.5400593990829999
ACH-000706,-0.172058063021
ACH-000711,-0.259460500242
ACH-000713,-0.17371652120099998
ACH-000714,-0.118802768559
ACH-000718,-0.201241489251
ACH-000720,-0.246206876008
ACH-000721,-0.0821123987982
ACH-000724,0.153626271414
ACH-000725,-0.434172211675
ACH-000732,-0.09872292294960001
ACH-000734,-0.372215524891
ACH-000735,-0.37596624099799997
ACH-000736,-0.311462517923
ACH-000738,-0.315085254224
ACH-000746,0.00700517200178
ACH-000747,-0.100975598136
ACH-000748,-0.20294688238800002
ACH-000753,-0.166958907137
ACH-000756,-0.39566176305100004
ACH-000757,-0.34811082223300005
ACH-000758,-0.229815711178
ACH-000760,-0.199765604758
ACH-000763,-0.354987308948
ACH-000764,-0.13695007292199998
ACH-000765,-0.41207120947400006
ACH-000766,-0.271780744872
ACH-000767,-0.258504703929
ACH-000768,-0.386059388013
ACH-000769,-0.0874588267306
ACH-000770,-0.233043529084
ACH-000771,-0.22715615239999998
ACH-000773,-0.278381377027
ACH-000776,-0.294929700666
ACH-000777,-0.140050811113
ACH-000778,-0.41360247443099996
ACH-000781,-0.04900200134319999
ACH-000782,-0.20171254885099998
ACH-000783,-0.382403369678
ACH-000784,-0.253815426072
ACH-000785,-0.343429677074
ACH-000787,-0.267545413289
ACH-000788,-0.20119415148400002
ACH-000791,-0.376287788575
ACH-000792,-0.327796672339
ACH-000794,-0.08318369054010001
ACH-000796,-0.251113874997
ACH-000799,-0.22479864436799998
ACH-000800,-0.159972407299
ACH-000802,-0.07064809341739998
ACH-000804,-0.348038179184
ACH-000805,-0.28049704773
ACH-000809,-0.212984966796
ACH-000810,-0.0868000849023
ACH-000811,-0.129210578736
ACH-000817,-0.0498655718408
ACH-000819,-0.42066861204499995
ACH-000820,-0.185383540324
ACH-000821,-0.314742989775
ACH-000822,-0.406093313322
ACH-000823,-0.14570952654799998
ACH-000824,-0.420539961432
ACH-000827,-0.35794206130199996
ACH-000829,-0.269187899306
ACH-000831,-0.27547712855900003
ACH-000832,-0.08658008277389999
ACH-000833,-0.553076891027
ACH-000834,-0.228298916657
ACH-000835,-0.248596554234
ACH-000836,-0.25719697431899996
ACH-000837,-0.392839228438
ACH-000838,-0.030934854058
ACH-000839,-0.225882777071
ACH-000840,0.110149906667
ACH-000841,-0.119817652877
ACH-000843,-0.13233064039200002
ACH-000846,-0.19314485004
ACH-000847,-0.0364068593008
ACH-000848,-0.252778843689
ACH-000849,-0.35182628743600003
ACH-000851,-0.135239437957
ACH-000855,-0.452567989683
ACH-000856,-0.216144750592
ACH-000858,-0.271177036761
ACH-000859,-0.062386173209899996
ACH-000861,-0.26758919149599997
ACH-000862,-0.330886390058
ACH-000865,-0.28233719296
ACH-000866,-0.297349609308
ACH-000867,-0.108094524946
ACH-000869,-0.228154320865
ACH-000872,-0.314174803645
ACH-000873,-0.237231974811
ACH-000876,-0.0620001327825
ACH-000878,-0.244130958422
ACH-000880,-0.283018426627
ACH-000881,-0.302717240897
ACH-000882,-0.134537279077
ACH-000884,-0.165671526954
ACH-000885,-0.298449486853
ACH-000887,-0.30937416369000004
ACH-000888,-0.122633364635
ACH-000889,-0.19903885088799997
ACH-000890,-0.126085058543
ACH-000896,-0.24326706509799997
ACH-000898,-0.45634509041
ACH-000900,-0.274614430728
ACH-000901,-0.349493591396
ACH-000905,-0.159003634201
ACH-000906,-0.282930763119
ACH-000907,-0.252911461605
ACH-000910,-0.08290098409539999
ACH-000911,-0.341100572255
ACH-000912,-0.139101652955
ACH-000913,-0.137568677427
ACH-000915,-0.20739026397100002
ACH-000916,-0.0849163072572
ACH-000917,-0.432035432319
ACH-000921,-0.174888729517
ACH-000924,-0.0619625629033
ACH-000926,-0.14659481598500002
ACH-000928,-0.535356416435
ACH-000929,-0.0652901257479
ACH-000932,0.0008431978484369999
ACH-000935,-0.36188045715000006
ACH-000936,-0.416050160617
ACH-000937,-0.21419612702799998
ACH-000938,0.046340657842600004
ACH-000939,-0.21593938567600002
ACH-000941,-0.336636121206
ACH-000943,-0.187770416657
ACH-000946,-0.26474796676
ACH-000947,-0.061991334297
ACH-000948,-0.250914735343
ACH-000950,-0.222440987281
ACH-000953,-0.283188168916
ACH-000957,-0.239123411633
ACH-000958,-0.273666518753
ACH-000960,-0.0963346313717
ACH-000963,-0.556928566171
ACH-000968,-0.390661511765
ACH-000969,-0.313681451737
ACH-000973,-0.211761380282
ACH-000974,-0.300997771131
ACH-000975,-0.044536438332500004
ACH-000976,-0.309893609516
ACH-000978,-0.846527143246
ACH-000980,-0.33658491375
ACH-000984,-0.325591454283
ACH-000986,-0.19765880357299997
ACH-000988,-0.33183536315900003
ACH-000993,-0.36771950685099997
ACH-000994,-0.49571336950000006
ACH-000996,-0.41592463538
ACH-001001,-0.283877977023
ACH-001020,0.00031214374515099995
ACH-001028,-0.17360426244199997
ACH-001031,-0.421084162279
ACH-001038,-0.336101930532
ACH-001048,-0.309730820001
ACH-001050,-0.355576728158
ACH-001053,-0.306359745194
ACH-001054,-0.0988742424351
ACH-001061,-0.28473155398600003
ACH-001067,-0.41064526307800003
ACH-001075,-0.015484356608500002
ACH-001096,-0.20520802449900002
ACH-001128,-0.584712416946
ACH-001134,-0.365784936197
ACH-001151,-0.253100176396
ACH-001163,-0.22353765407099999
ACH-001164,-0.35285811475100004
ACH-001173,-0.186092778319
ACH-001183,-0.214912211327
ACH-001184,-0.06439882571790001
ACH-001190,-0.384794488835
ACH-001192,-0.131049490567
ACH-001193,0.135393043949
ACH-001196,-0.35021714574900004
ACH-001197,-0.0979582606158
ACH-001205,-0.0188475335713
ACH-001211,-0.340683599467
ACH-001212,0.08637820946560001
ACH-001228,-0.205475035795
ACH-001232,-0.10645702066099999
ACH-001239,-0.293329320719
ACH-001274,-0.324388507813
ACH-001275,-0.102788164802
ACH-001277,-0.141717880921
ACH-001278,-0.130436919801
ACH-001280,-0.269930855768
ACH-001283,-0.509312480238
ACH-001289,-0.700242064571
ACH-001295,-0.258764321276
ACH-001300,-0.246473594429
ACH-001301,-0.480548040242
ACH-001302,-0.101769010199
ACH-001303,-0.0683254985009
ACH-001306,-0.322559840467
ACH-001318,-0.025926225993699998
ACH-001322,-0.391290256703
ACH-001328,-0.0979061343784
ACH-001332,-0.505350893979
ACH-001333,-0.277386448954
ACH-001336,-0.220314727747
ACH-001340,-0.278854877758
ACH-001346,-0.17707221208
ACH-001353,-0.309520816652
ACH-001354,-0.0143799119386
ACH-001367,-0.27829122518800004
ACH-001368,-0.0938775366715
ACH-001374,-0.554314494663
ACH-001375,-0.32710075733000005
ACH-001377,-0.28819448574400003
ACH-001380,-0.219173146796
ACH-001391,-0.294753078306
ACH-001407,-0.24256409283100003
ACH-001408,-0.370507534316
ACH-001413,-0.42306642310099996
ACH-001430,-0.253480721704
ACH-001431,-0.201225703072
ACH-001450,0.10341847086400001
ACH-001496,-0.270921414419
ACH-001500,-0.202270941406
ACH-001521,-0.238724235008
ACH-001523,-0.250726533601
ACH-001532,-0.290613039642
ACH-001536,-0.315308621588
ACH-001550,-0.24877299385899998
ACH-001552,-0.47616953966799996
ACH-001554,-0.15523906277000002
ACH-001645,-0.261445240029
ACH-001654,-0.164033534242
ACH-001715,0.038555624505599996
ACH-001735,-0.19345905804900002
ACH-001736,-0.23934580944699999
ACH-001737,-0.17655675081799999
ACH-001740,-0.6050822983649999
ACH-001745,-0.538597374718
ACH-001750,-0.419362044895
ACH-001765,-0.0961416509175
ACH-001956,-0.27102581781
ACH-001957,-0.291976997704
