,CENPN (55839)
ACH-000169,-1.3928871702
ACH-000178,-1.2755721656899999
ACH-000182,-1.3961097217700003
ACH-000183,-1.46571935701
ACH-000188,-1.0914615333600002
ACH-000189,-1.39836157536
ACH-000190,-0.755954013642
ACH-000198,-1.52519636238
ACH-000204,-1.30453466279
ACH-000206,-1.27773348529
ACH-000207,-1.04811383434
ACH-000211,-1.643399135
ACH-000215,-1.58661813351
ACH-000221,-1.3031594614700002
ACH-000222,-1.4420893476199999
ACH-000223,-1.24392458547
ACH-000226,-1.3402930261700001
ACH-000227,-1.6913228493299999
ACH-000228,-0.8903451834139999
ACH-000231,-1.5560627915399998
ACH-000232,-1.34134914286
ACH-000233,-1.3414887204200001
ACH-000234,-1.63564762034
ACH-000235,-1.41979914655
ACH-000237,-1.18062851843
ACH-000238,-1.29582541018
ACH-000243,-1.17674469479
ACH-000244,-1.16296990224
ACH-000246,-1.2955021223899998
ACH-000248,-1.66618908288
ACH-000250,-1.33497548238
ACH-000251,-1.26228245099
ACH-000253,-1.20555290007
ACH-000255,-0.991919809841
ACH-000256,-1.35638735267
ACH-000257,-1.8792740264099996
ACH-000258,-1.4940379581099998
ACH-000259,-1.1500394349299998
ACH-000260,-1.3414223475
ACH-000261,-1.28343110972
ACH-000262,-1.26998761875
ACH-000263,-1.63496325243
ACH-000264,-1.6215311501700003
ACH-000265,-1.3561061935499998
ACH-000266,-1.41069656497
ACH-000272,-1.5101738308500001
ACH-000273,-1.5378247300799999
ACH-000274,-1.8962577356900001
ACH-000277,-1.24002397502
ACH-000278,-1.38419039294
ACH-000279,-1.5989735784299999
ACH-000280,-1.0538982616700001
ACH-000281,-1.5136388002799999
ACH-000288,-1.53449333146
ACH-000291,-1.38530118185
ACH-000293,-1.13294452831
ACH-000294,-1.29323103565
ACH-000295,-1.6055982040399999
ACH-000296,-1.5286747840200001
ACH-000302,-1.14830003123
ACH-000304,-1.0879460826799998
ACH-000307,-1.10561099066
ACH-000308,-1.4361865456
ACH-000310,-2.08915325725
ACH-000311,-1.3704282719799998
ACH-000312,-1.23554048225
ACH-000315,-1.37866309772
ACH-000316,-1.13084289412
ACH-000317,-0.950950882782
ACH-000318,-1.10891666169
ACH-000319,-1.42563689959
ACH-000320,-1.4098858897100002
ACH-000322,-1.41547720354
ACH-000323,-1.18300336566
ACH-000324,-1.38528916949
ACH-000329,-1.4353573795299999
ACH-000330,-1.33181597045
ACH-000331,-1.1927822311399998
ACH-000332,-1.20457639382
ACH-000334,-1.43745410692
ACH-000335,-1.40816451229
ACH-000336,-1.2860643758299999
ACH-000337,-1.6596880420299998
ACH-000339,-1.3856350877099999
ACH-000341,-1.4877754338799998
ACH-000348,-1.2984029213600001
ACH-000350,-1.1906049981
ACH-000352,-1.30813780775
ACH-000356,-1.57607406678
ACH-000361,-1.33834452877
ACH-000362,-1.2472990844499998
ACH-000363,-0.9180911950589999
ACH-000364,-1.22654438724
ACH-000365,-1.25845617406
ACH-000366,-1.37454625789
ACH-000368,-1.58420963785
ACH-000374,-1.56362527033
ACH-000375,-1.4085664436
ACH-000376,-1.29305993757
ACH-000381,-1.3135320525299998
ACH-000383,-1.66945665794
ACH-000387,-1.19023555979
ACH-000389,-1.0882658444700002
ACH-000390,-1.30584713494
ACH-000393,-1.6147791607
ACH-000395,-1.5709519701299999
ACH-000397,-1.35028312873
ACH-000401,-1.03013612628
ACH-000402,-1.31525580123
ACH-000403,-1.69211463301
ACH-000404,-1.2217976839799998
ACH-000406,-1.26010936774
ACH-000407,-1.36365319014
ACH-000408,-1.16362814216
ACH-000410,-0.978366718616
ACH-000411,-1.24757279519
ACH-000414,-1.28806849751
ACH-000415,-0.91912005948
ACH-000416,-1.4941133838799998
ACH-000420,-1.0093496396500001
ACH-000421,-0.9804305474889999
ACH-000424,-1.21855960619
ACH-000425,-1.67122521856
ACH-000426,-1.3437063951700001
ACH-000427,-1.07182515286
ACH-000433,-1.17185980621
ACH-000436,-1.23213103122
ACH-000444,-1.3185944462899999
ACH-000445,-1.2510778738200001
ACH-000448,-1.5462847787399998
ACH-000450,-1.64423580207
ACH-000452,-1.2885959949099999
ACH-000454,-1.20125315035
ACH-000458,-1.139092587
ACH-000459,-1.06151409524
ACH-000460,-1.20297812816
ACH-000461,-1.32685956753
ACH-000463,-1.3914661584
ACH-000464,-1.51512631304
ACH-000466,-1.14776438784
ACH-000467,-1.33461165801
ACH-000468,-1.5799544509
ACH-000469,-1.54983838468
ACH-000470,-1.5953337351499999
ACH-000471,-1.64080620492
ACH-000472,-1.72239309887
ACH-000473,-1.26328469281
ACH-000475,-1.49038431934
ACH-000476,-1.3559804211000002
ACH-000477,-0.9990390686949999
ACH-000480,-1.15209547828
ACH-000481,-1.41467896069
ACH-000483,-1.01220621329
ACH-000484,-1.35699313417
ACH-000485,-1.4387989285799998
ACH-000486,-0.955628220457
ACH-000487,-1.50164289217
ACH-000488,-1.2888191874200001
ACH-000490,-1.24414699785
ACH-000491,-1.1421535516399999
ACH-000495,-1.8602514705900002
ACH-000496,-1.29463764711
ACH-000499,-1.32766175719
ACH-000500,-1.36212594864
ACH-000502,-1.4001442228299998
ACH-000503,-1.30178650361
ACH-000505,-1.6161533067200002
ACH-000507,-1.19122738498
ACH-000510,-1.37925050513
ACH-000511,-1.48225377876
ACH-000512,-1.60867676544
ACH-000516,-1.2953581491700001
ACH-000517,-0.939374714912
ACH-000518,-1.09840433964
ACH-000520,-1.63762011546
ACH-000521,-0.803812693299
ACH-000522,-1.6729727596000001
ACH-000524,-1.25852894605
ACH-000527,-1.18210175569
ACH-000528,-1.27968599104
ACH-000537,-1.0321337754200002
ACH-000541,-1.38303537482
ACH-000542,-1.4315040458700001
ACH-000544,-1.1697676787
ACH-000545,-1.0151360709100001
ACH-000547,-1.2724390524299998
ACH-000548,-1.25545562357
ACH-000549,-1.38535024682
ACH-000550,-1.4635257919100002
ACH-000552,-1.40414787018
ACH-000556,-1.0202297710200001
ACH-000557,-1.66512631843
ACH-000570,-1.47149844664
ACH-000571,-1.42091765201
ACH-000573,-1.4329810361200002
ACH-000576,-1.1129635611700002
ACH-000580,-1.26709483161
ACH-000584,-1.21259186875
ACH-000585,-1.2373797096799999
ACH-000588,-0.9620075766670001
ACH-000589,-1.28543897404
ACH-000591,-1.41506979002
ACH-000593,-1.3738918804799998
ACH-000600,-0.9728375200730001
ACH-000601,-1.2720189147299998
ACH-000604,-1.7346538281200001
ACH-000605,-1.0527971415200001
ACH-000606,-1.2117313809999999
ACH-000608,-1.9552685658400002
ACH-000614,-0.9568151386820001
ACH-000616,-1.18002681208
ACH-000618,-1.0212031587200001
ACH-000619,-1.46730977774
ACH-000620,-1.28533377327
ACH-000621,-1.32072692436
ACH-000622,-1.6044844966
ACH-000623,-1.0730690338
ACH-000624,-1.43036020748
ACH-000627,-1.49364989678
ACH-000630,-1.07613787625
ACH-000632,-1.2815233542
ACH-000633,-1.28277893881
ACH-000637,-0.807442419011
ACH-000638,-1.18276014345
ACH-000646,-1.22348283573
ACH-000647,-1.42167618795
ACH-000648,-1.14659548725
ACH-000649,-1.18334944847
ACH-000651,-1.0162441216
ACH-000652,-1.1400461967
ACH-000653,-1.31150892812
ACH-000657,-1.25499119597
ACH-000658,-1.30480179006
ACH-000661,-1.2122505476899998
ACH-000662,-1.44110264012
ACH-000663,-0.898435576765
ACH-000665,-1.49416936871
ACH-000671,-1.2555314641
ACH-000673,-1.60240352569
ACH-000676,-1.1497198886
ACH-000677,-0.503259786546
ACH-000681,-1.00258233225
ACH-000682,-1.2118806470999999
ACH-000683,-1.24984415955
ACH-000684,-1.1968035481700001
ACH-000688,-1.61708718134
ACH-000693,-1.12029399441
ACH-000694,-1.34108844935
ACH-000695,-1.7387758411400003
ACH-000696,-1.34128973335
ACH-000697,-1.2483182897799998
ACH-000699,-1.30442751131
ACH-000701,-1.10656246982
ACH-000706,-1.1760469447600002
ACH-000711,-1.3501046615999999
ACH-000713,-1.49637759388
ACH-000714,-1.4949100147799999
ACH-000718,-1.57060940987
ACH-000720,-1.3679070742500001
ACH-000721,-1.51292984824
ACH-000724,-1.36745031451
ACH-000725,-2.16869227962
ACH-000732,-1.45020113803
ACH-000734,-1.38336928729
ACH-000735,-1.1633940924400001
ACH-000736,-1.25733474599
ACH-000738,-1.29857811794
ACH-000746,-1.64114173351
ACH-000747,-1.1666693477799999
ACH-000748,-0.915482776182
ACH-000753,-1.2826537365100001
ACH-000756,-1.46501610182
ACH-000757,-1.4895942021899997
ACH-000758,-1.0967828535600002
ACH-000760,-1.24460742418
ACH-000763,-1.38443096928
ACH-000764,-1.39221610927
ACH-000765,-1.2786352626000002
ACH-000766,-0.9319840948260001
ACH-000767,-1.85719446153
ACH-000768,-1.05469052943
ACH-000769,-1.3047927912100001
ACH-000770,-1.19216479906
ACH-000771,-1.15979876721
ACH-000773,-1.5157575296799999
ACH-000776,-1.09715578267
ACH-000777,-1.27332094547
ACH-000778,-1.22299919971
ACH-000781,-1.19319687362
ACH-000782,-1.03288105581
ACH-000783,-1.16785613359
ACH-000784,-1.40418173439
ACH-000785,-1.1828801176000001
ACH-000787,-1.2490000221
ACH-000788,-1.5368979334900001
ACH-000791,-1.28966721575
ACH-000792,-1.4008835446
ACH-000794,-1.26787628802
ACH-000796,-1.54784853458
ACH-000799,-1.6674336437700001
ACH-000800,-1.27488043264
ACH-000802,-1.15195559832
ACH-000804,-1.54250179657
ACH-000805,-1.39288711727
ACH-000809,-1.15973929704
ACH-000810,-1.28756002391
ACH-000811,-1.34669105224
ACH-000817,-1.56556115555
ACH-000819,-1.09658538862
ACH-000820,-1.08715493692
ACH-000821,-1.23117168407
ACH-000822,-1.1876385159899998
ACH-000823,-1.20859537796
ACH-000824,-1.4174729047299999
ACH-000827,-1.22151419528
ACH-000829,-1.30303721654
ACH-000831,-1.24410121921
ACH-000832,-1.3819261301499999
ACH-000833,-1.40107277291
ACH-000834,-1.14322150044
ACH-000835,-1.19840670572
ACH-000836,-0.7697626124879999
ACH-000837,-1.2496144716600002
ACH-000838,-1.5388371110199999
ACH-000839,-1.41363863801
ACH-000840,-0.9767296045909999
ACH-000841,-1.1578840459
ACH-000843,-1.0689893514700002
ACH-000846,-1.28444890877
ACH-000847,-1.04808547687
ACH-000848,-1.45674442025
ACH-000849,-1.3729096104700003
ACH-000851,-1.37470348671
ACH-000855,-0.985818906362
ACH-000856,-1.1312447778
ACH-000858,-1.26633810371
ACH-000859,-1.3721630921099999
ACH-000861,-1.00742968351
ACH-000862,-1.1984314890999999
ACH-000865,-1.21581467433
ACH-000866,-1.4989558830399998
ACH-000867,-1.32071704453
ACH-000869,-1.59545248965
ACH-000872,-1.04820533123
ACH-000873,-1.31953324411
ACH-000876,-1.50822047614
ACH-000878,-1.2186211390700001
ACH-000880,-1.1139100852200001
ACH-000881,-1.1808431107
ACH-000882,-1.13388680489
ACH-000884,-1.48737306854
ACH-000885,-1.45693949659
ACH-000887,-1.2262139933
ACH-000888,-1.3363993726799999
ACH-000889,-1.29064052641
ACH-000890,-1.12184652581
ACH-000896,-1.07008623383
ACH-000898,-1.17264389885
ACH-000900,-1.3934695361700002
ACH-000901,-1.23962442006
ACH-000905,-1.40119083636
ACH-000906,-1.3741932793
ACH-000907,-1.41835464413
ACH-000910,-1.4781259792299999
ACH-000911,-1.2529124512
ACH-000912,-1.10794915466
ACH-000913,-1.19215545184
ACH-000915,-1.25898306561
ACH-000916,-1.53512718476
ACH-000917,-1.0524744585999999
ACH-000921,-1.3176453171100002
ACH-000924,-1.17623750108
ACH-000926,-1.31311078862
ACH-000928,-1.4578824928999998
ACH-000929,-1.14761721269
ACH-000932,-1.37262195527
ACH-000935,-1.1612731624400001
ACH-000936,-1.3249664827
ACH-000937,-1.69777079742
ACH-000938,-1.34380376595
ACH-000939,-0.880512355729
ACH-000941,-1.33522030994
ACH-000943,-1.12749412856
ACH-000946,-1.41619152377
ACH-000947,-1.3586525687399997
ACH-000948,-0.9606159187450001
ACH-000950,-1.1388665384299999
ACH-000953,-1.4652364383
ACH-000957,-1.24354211904
ACH-000958,-1.0806453684100001
ACH-000960,-1.15343033801
ACH-000963,-1.19100462069
ACH-000968,-1.1639708902600001
ACH-000969,-1.09108634816
ACH-000973,-1.23468333058
ACH-000974,-1.4810362143
ACH-000975,-1.56321569708
ACH-000976,-1.6457770117200001
ACH-000978,-1.34842146444
ACH-000980,-1.32993577428
ACH-000984,-1.44106470525
ACH-000986,-1.2977843514
ACH-000988,-1.2247916438700002
ACH-000993,-1.25966020639
ACH-000994,-1.16802669154
ACH-000996,-1.27968632534
ACH-001001,-1.28089286217
ACH-001020,-1.2338430573499999
ACH-001028,-1.54488158313
ACH-001031,-1.0639047022600001
ACH-001038,-1.5976202695200001
ACH-001048,-1.28896427613
ACH-001050,-1.5205198841999998
ACH-001053,-1.30200829663
ACH-001054,-1.3401185916
ACH-001061,-1.31171001368
ACH-001067,-1.3497534216100002
ACH-001075,-0.996765285283
ACH-001096,-1.27441211619
ACH-001128,-0.564075999285
ACH-001134,-1.18216431033
ACH-001151,-1.4410063038499998
ACH-001163,-1.58709173067
ACH-001164,-1.14297683311
ACH-001173,-1.35156659914
ACH-001183,-1.37405477375
ACH-001184,-1.24999483946
ACH-001190,-1.4530748647799998
ACH-001192,-1.2890621079
ACH-001193,-1.3118246157100002
ACH-001196,-1.4413188164500002
ACH-001197,-1.63216022433
ACH-001205,-1.55451610743
ACH-001211,-1.2471721331
ACH-001212,-1.39508986345
ACH-001228,-1.66616896456
ACH-001232,-1.5442361084799998
ACH-001239,-1.33454289663
ACH-001274,-1.4023199261100001
ACH-001275,-1.48811169491
ACH-001277,-1.45385931995
ACH-001278,-1.2106998973999998
ACH-001280,-1.42458323385
ACH-001283,-1.48356407095
ACH-001289,-0.980194230586
ACH-001295,-1.42878017534
ACH-001300,-1.32960736859
ACH-001301,-1.32616528266
ACH-001302,-1.35330685581
ACH-001303,-1.4068525101499998
ACH-001306,-1.3642965746
ACH-001318,-1.47521856715
ACH-001322,-1.34396277309
ACH-001328,-1.4456146911899999
ACH-001332,-1.27622187849
ACH-001333,-1.20312719439
ACH-001336,-1.46550697857
ACH-001340,-1.2632958032100001
ACH-001346,-1.1349755888200002
ACH-001353,-1.28875804059
ACH-001354,-1.5627973440399998
ACH-001367,-1.4724745005200002
ACH-001368,-1.35815074787
ACH-001374,-1.7819880335299998
ACH-001375,-1.49017873056
ACH-001377,-1.3909359926499998
ACH-001380,-1.2772145111700002
ACH-001391,-1.3512691039200002
ACH-001407,-1.29203463262
ACH-001408,-1.0086795677
ACH-001413,-1.5154214446
ACH-001430,-1.50068249879
ACH-001431,-1.67679296618
ACH-001450,-1.3918714500799998
ACH-001496,-0.896778696405
ACH-001500,-1.05708367942
ACH-001521,-0.9921929727940001
ACH-001523,-1.0269009787799999
ACH-001532,-1.27091591597
ACH-001536,-1.3851934286399998
ACH-001550,-0.830657827279
ACH-001552,-1.4371040494799998
ACH-001554,-1.25549421845
ACH-001645,-1.44557061347
ACH-001654,-1.26147322536
ACH-001715,-1.11623804791
ACH-001735,-1.21075501863
ACH-001736,-1.48049712924
ACH-001737,-1.5900172170700002
ACH-001740,-1.37840923848
ACH-001745,-1.2895376198100001
ACH-001750,-1.16726716593
ACH-001765,-1.44994816008
ACH-001956,-1.2593251705600002
ACH-001957,-1.2818291395899999
