,CCBE1 (147372)
ACH-000004,-0.205447496595
ACH-000007,0.14058836974199998
ACH-000009,-0.05258058863469999
ACH-000011,-0.0464711292019
ACH-000012,0.0175471429322
ACH-000013,-0.10877660267599999
ACH-000014,-0.210516903796
ACH-000015,0.10156765167099999
ACH-000017,0.150202768982
ACH-000018,0.053641914599900004
ACH-000019,6.88831665993e-05
ACH-000021,0.154774735121
ACH-000022,-0.116293053523
ACH-000025,-0.093427392496
ACH-000028,0.16584815868
ACH-000030,-0.0749589773197
ACH-000035,0.0405920297417
ACH-000036,-0.339916185294
ACH-000037,-0.137128958134
ACH-000039,-0.0281638642558
ACH-000040,0.011749208508799997
ACH-000041,-0.140288090939
ACH-000042,0.16466177454199998
ACH-000045,-0.100205795339
ACH-000047,0.0750471560992
ACH-000052,0.0493374983184
ACH-000053,-0.016654470606
ACH-000054,-0.0420929626619
ACH-000055,-0.129397883498
ACH-000060,-0.0601420564249
ACH-000067,-0.06660293689180001
ACH-000070,0.191244694785
ACH-000075,-0.170860765918
ACH-000078,0.124303108965
ACH-000082,-0.115830830166
ACH-000085,-0.263031290779
ACH-000086,0.021001792605400003
ACH-000087,0.0453325127713
ACH-000092,0.06919209818819999
ACH-000095,0.09932744476669998
ACH-000097,0.015167221076200001
ACH-000098,-0.106031060879
ACH-000099,0.011463204854600001
ACH-000108,0.139758578978
ACH-000113,-0.081567905136
ACH-000115,-0.11132661497099999
ACH-000116,-0.04494224042219999
ACH-000118,0.13160698194599998
ACH-000120,0.177662833976
ACH-000123,-0.132936872777
ACH-000127,0.032378479147999996
ACH-000128,-0.0260811043396
ACH-000132,0.0159869432731
ACH-000133,0.0274684092407
ACH-000137,-0.138652130798
ACH-000138,0.126638554365
ACH-000142,0.17434770227000002
ACH-000143,-0.187392000777
ACH-000146,0.029226642888599996
ACH-000148,0.061192325060000004
ACH-000150,0.251931125064
ACH-000152,-0.0661738652982
ACH-000153,0.018348844754700003
ACH-000159,-0.14710816535399998
ACH-000160,0.0100146853033
ACH-000163,0.0286985700885
ACH-000167,-0.18632469221
ACH-000168,-0.32114318735999997
ACH-000169,-0.024481060459500003
ACH-000178,0.0729179093485
ACH-000182,-0.148882319179
ACH-000183,-0.044104946907
ACH-000188,-0.07734310243669999
ACH-000189,0.169891051013
ACH-000190,-0.430895840476
ACH-000198,0.049763570446100004
ACH-000204,0.06909885525949999
ACH-000206,-0.11450685135199999
ACH-000207,-0.253672516337
ACH-000211,-0.16341546194
ACH-000215,-0.026347583889500002
ACH-000221,-0.102180240532
ACH-000222,-0.036025357139
ACH-000223,-0.164488495592
ACH-000226,0.110072051243
ACH-000227,-0.245351014419
ACH-000228,-0.0916287266704
ACH-000231,-0.0312087095139
ACH-000232,-0.05290507697769999
ACH-000233,0.11955948464600001
ACH-000234,-0.0218530298452
ACH-000235,-0.011223279212
ACH-000237,0.0770598324036
ACH-000238,0.043409314692
ACH-000243,0.111676305235
ACH-000244,-0.434719429083
ACH-000246,-0.139377021732
ACH-000248,0.114640940908
ACH-000250,-0.0283943831384
ACH-000251,-0.04499004312990001
ACH-000253,-0.10947658887
ACH-000255,0.0350167932343
ACH-000256,-0.0676524487559
ACH-000257,-0.240904965481
ACH-000258,0.255985629655
ACH-000259,0.03850002729159999
ACH-000260,0.09201464769510001
ACH-000261,-0.114870767508
ACH-000262,-0.107107816262
ACH-000263,-0.277246887191
ACH-000264,-0.09540156215510001
ACH-000265,0.0647409924451
ACH-000266,0.0327009380557
ACH-000272,-0.0957448040365
ACH-000273,-0.0861556452418
ACH-000274,-0.0163299956556
ACH-000277,0.0114972372184
ACH-000278,-0.135731518553
ACH-000279,-0.012107714044299998
ACH-000280,0.23462081964
ACH-000281,-0.0157005504508
ACH-000288,0.036408795899699996
ACH-000291,-0.004749140890930001
ACH-000293,0.162348644176
ACH-000294,0.045225967654
ACH-000295,-0.0050222420433
ACH-000296,0.186085028704
ACH-000302,-0.0887137342591
ACH-000304,0.132247168691
ACH-000307,-0.130749419968
ACH-000308,-0.00520933030057
ACH-000310,0.00799021392733
ACH-000311,0.151153297203
ACH-000312,0.21211421142
ACH-000315,-0.36349434056999996
ACH-000316,-0.13669663547900002
ACH-000317,-0.022425432652099998
ACH-000318,-0.06660500675919999
ACH-000319,-0.0638238019057
ACH-000320,0.09759510045
ACH-000322,-0.23522604128199998
ACH-000323,-0.105660818184
ACH-000324,0.0614592977164
ACH-000329,-0.0178769092927
ACH-000330,0.0958213530246
ACH-000331,-0.0764178107849
ACH-000332,0.0701787109451
ACH-000334,0.21665499940000002
ACH-000335,-0.012194369901600001
ACH-000336,-0.111292857623
