,EFHD1 (80303)
ACH-000004,0.07353525444180001
ACH-000007,0.0649899539579
ACH-000009,0.07396228996399999
ACH-000011,0.34394774160999997
ACH-000012,0.18287715882199998
ACH-000013,0.155484303909
ACH-000014,0.274655445314
ACH-000015,0.08192572416060001
ACH-000017,0.178086576641
ACH-000018,0.15539770930500002
ACH-000019,0.26915510323
ACH-000021,0.210124338206
ACH-000022,0.0985218482652
ACH-000025,0.23133740609200001
ACH-000028,0.306015908559
ACH-000030,0.106786757845
ACH-000035,0.10103624330399999
ACH-000036,0.10387087957900001
ACH-000037,-0.0848125738622
ACH-000039,0.242739535017
ACH-000040,0.11266547534600001
ACH-000041,0.0872838877073
ACH-000042,0.00689285045455
ACH-000045,0.159980322456
ACH-000047,0.0954085267556
ACH-000052,0.32440358296300004
ACH-000053,0.120122328422
ACH-000054,0.161075391882
ACH-000055,0.320290083098
ACH-000060,0.1378335741
ACH-000067,0.000676768949219
ACH-000070,0.155000334192
ACH-000075,0.130513724623
ACH-000078,0.24918811431899998
ACH-000082,0.0933607111383
ACH-000085,0.23837583287300002
ACH-000086,0.27096613340500003
ACH-000087,-0.126527350225
ACH-000092,0.11854286114700001
ACH-000095,0.260169609899
ACH-000097,0.191605475434
ACH-000098,0.0140712820285
ACH-000099,0.198392188741
ACH-000108,0.0806125925074
ACH-000113,0.190356417772
ACH-000115,0.19617736877099998
ACH-000116,0.183982343293
ACH-000118,0.126685945405
ACH-000120,0.156030801985
ACH-000123,0.175879046644
ACH-000127,0.24229137172499998
ACH-000128,-0.00947311427144
ACH-000132,0.20156942801199998
ACH-000133,0.255324694222
ACH-000137,0.233150997071
ACH-000138,0.192950120938
ACH-000142,0.185139137852
ACH-000143,0.173529018673
ACH-000146,0.128591698745
ACH-000148,0.0697772580309
ACH-000150,0.15905585072999998
ACH-000152,0.175810514197
ACH-000153,0.0015352629699599998
ACH-000159,0.09955289649039999
ACH-000160,0.274282289822
ACH-000163,0.155203526738
ACH-000167,0.051054139141100005
ACH-000168,0.10383228818399999
ACH-000169,0.0486812462686
ACH-000178,0.118450997743
ACH-000182,0.0298359079245
ACH-000183,0.123054824686
ACH-000188,0.0171769287301
ACH-000189,0.18706176965500002
ACH-000190,0.125647160397
ACH-000198,0.124197768973
ACH-000204,-0.05188295714369999
ACH-000206,0.104530487016
ACH-000207,0.23287473560600003
ACH-000211,0.0838384092639
ACH-000215,0.0714250774301
ACH-000221,0.22220972961999996
ACH-000222,0.213983106234
ACH-000223,0.13904109950500002
ACH-000226,0.251221643508
ACH-000227,0.0987078969551
ACH-000228,0.209681095352
ACH-000231,0.25922661885000003
ACH-000232,0.218740461969
ACH-000233,0.0466963578861
ACH-000234,-0.161054700336
ACH-000235,0.0797657555315
ACH-000237,0.20252192909000002
ACH-000238,0.264247868
ACH-000243,0.0945300776
ACH-000244,0.243469489985
ACH-000246,0.164440447687
ACH-000248,0.203704714289
ACH-000250,0.07789779176030001
ACH-000251,0.259668982666
ACH-000253,-0.0007778503240110001
ACH-000255,0.026882465267
ACH-000256,0.20320526369199998
ACH-000257,0.334185148836
ACH-000258,0.07793152284030001
ACH-000259,0.145811595742
ACH-000260,0.155875219889
ACH-000261,0.161942808454
ACH-000262,0.119523548388
ACH-000263,0.058334347172099996
ACH-000264,0.186707426919
ACH-000265,0.240401259362
ACH-000266,0.113687409523
ACH-000272,0.187311944004
ACH-000273,0.0624654975569
ACH-000274,0.205489095993
ACH-000277,0.27721140050799997
ACH-000278,0.138063300374
ACH-000279,0.12669136354
ACH-000280,0.203432815734
ACH-000281,0.172334958253
ACH-000288,0.216933660649
ACH-000291,0.134206291285
ACH-000293,0.039637475675499995
ACH-000294,0.17811986873
ACH-000295,-0.0397424283255
ACH-000296,0.07589110767839999
ACH-000302,0.216505765839
ACH-000304,0.362192883369
ACH-000307,0.155934871896
ACH-000308,0.131231185228
ACH-000310,0.23840728144499998
ACH-000311,0.11593800070499999
ACH-000312,0.061852706183000004
ACH-000315,0.386297601188
