,MRGPRX1 (259249)
ACH-000004,-0.28741370445500003
ACH-000007,-0.550558327394
ACH-000009,-0.06094943619519999
ACH-000011,-0.398789138931
ACH-000012,-0.17990763666999998
ACH-000013,-0.20976835519
ACH-000014,-0.522468518423
ACH-000015,-0.39111328093099995
ACH-000017,-0.105885949259
ACH-000018,-0.377490098652
ACH-000019,-0.22292399681999997
ACH-000021,-0.396437387747
ACH-000022,-0.240911958861
ACH-000025,-0.276299057477
ACH-000028,-0.179877513675
ACH-000030,-0.359344503015
ACH-000035,0.0357539850675
ACH-000036,-0.20366316427700001
ACH-000037,-0.0581615996104
ACH-000039,-0.484085334375
ACH-000040,-0.24937863657099998
ACH-000041,-0.0535256400678
ACH-000042,-0.17338564630199998
ACH-000045,-0.321609718745
ACH-000047,-0.233518089133
ACH-000052,-0.20252972588100002
ACH-000053,-0.178588286976
ACH-000054,-0.237740309748
ACH-000055,0.0210615355939
ACH-000060,-0.146288613595
ACH-000067,-0.5400927280569999
ACH-000070,-0.0462364497541
ACH-000075,-0.175518674655
ACH-000078,-0.49552257903700003
ACH-000082,-0.49276269539800005
ACH-000085,-0.13539220278300002
ACH-000086,-0.516508071471
ACH-000087,-0.029186032127400004
ACH-000092,-0.252184090884
ACH-000095,-0.46738264181199995
ACH-000097,-0.31003269534
ACH-000098,-0.161723195606
ACH-000099,-0.277613164539
ACH-000108,-0.315129429046
ACH-000113,-0.38416562946800004
ACH-000115,-0.259002547661
ACH-000116,-0.165935000523
ACH-000118,-0.20303019794100002
ACH-000120,-0.272114213498
ACH-000123,-0.41843065850100003
ACH-000127,-0.563762612427
ACH-000128,-0.5237730043559999
ACH-000132,-0.270952860305
ACH-000133,-0.355810385273
ACH-000137,-0.400511326946
ACH-000138,-0.411795476374
ACH-000142,-0.199581151968
ACH-000143,-0.21968280068799997
ACH-000146,-0.385019236183
ACH-000148,-0.255635026929
ACH-000150,-0.280434349757
ACH-000152,-0.0614030373547
ACH-000153,-0.6246694011630001
ACH-000159,-0.389923595141
ACH-000160,-0.288085931961
ACH-000163,0.0756234645987
ACH-000167,-0.311904401855
ACH-000168,-0.17014836751499998
ACH-000169,-0.38710402411300004
ACH-000178,-0.359863322744
ACH-000182,-0.102150767171
ACH-000183,-0.229967722118
ACH-000188,-0.26934291749
ACH-000189,0.00198777247917
ACH-000190,-0.00761985135811
ACH-000198,-0.156211189828
ACH-000204,-0.205443398983
ACH-000206,-0.106958203403
ACH-000207,-0.154685641425
ACH-000211,-0.191986317892
ACH-000215,-0.316409351195
ACH-000221,-0.395982843355
ACH-000222,-0.419445140275
ACH-000223,-0.177063866461
ACH-000226,-0.303312120513
ACH-000227,-0.47163129594
ACH-000228,-0.279169024547
ACH-000231,-0.137371033935
ACH-000232,-0.446862215387
ACH-000233,-0.16164699077
ACH-000234,-0.207259861968
ACH-000235,-0.16650815293500001
ACH-000237,-0.18612739027300002
ACH-000238,-0.090352777076
ACH-000243,-0.585948774268
ACH-000244,-0.452390511663
ACH-000246,-0.293216242424
ACH-000248,-0.278414207682
ACH-000250,-0.159238373965
ACH-000251,-0.213029882646
ACH-000253,-0.392454126066
ACH-000255,-0.344548257106
ACH-000256,-0.367496706
ACH-000257,0.222669999034
ACH-000258,-0.371972143289
ACH-000259,-0.21436865827799997
ACH-000260,-0.311649004089
ACH-000261,-0.320859323174
ACH-000262,-0.19826590860399998
ACH-000263,-0.28455357790999997
ACH-000264,-0.0331053559777
ACH-000265,-0.395837289852
ACH-000266,-0.322658142571
ACH-000272,-0.27684212662200003
ACH-000273,-0.287442331286
ACH-000274,-0.304248573224
ACH-000277,-0.28965607474
ACH-000278,-0.258680598882
ACH-000279,-0.176753919373
ACH-000280,-0.331159201119
ACH-000281,-0.619677686239
ACH-000288,-0.207322119978
ACH-000291,-0.288771126211
ACH-000293,-0.241837944386
ACH-000294,-0.240739761826
ACH-000295,-0.394026416105
ACH-000296,-0.152036075881
ACH-000302,-0.167918619948
ACH-000304,0.10279468667000001
ACH-000307,-0.218313776539
ACH-000308,-0.308594220417
ACH-000310,-0.7269730869939999
ACH-000311,-0.49618451596
ACH-000312,-0.432605355143
ACH-000315,-0.335448045653
ACH-000316,-0.159869444882
ACH-000317,-0.250867886576
ACH-000318,-0.15936911144000002
ACH-000319,-0.421783443777
ACH-000320,-0.371286128939
ACH-000322,-0.129317496362
ACH-000323,-0.384420348117
ACH-000324,-0.35932607599699995
ACH-000329,-0.256870800906
ACH-000330,-0.246589274291
ACH-000331,-0.19500832605500001
ACH-000332,-0.33520188667399997
ACH-000334,-0.0821198192131
ACH-000335,-0.395502327478
ACH-000336,-0.045011304860000004
ACH-000337,0.0522643609898
ACH-000339,-0.24152591505899998
ACH-000341,-0.135609067036
ACH-000348,-0.314104981008
ACH-000350,-0.35978520844000006
ACH-000352,-0.18926559137
ACH-000356,-0.168673748693
ACH-000361,0.10375204484200001
ACH-000362,-0.34183311531300004
ACH-000363,-0.172012276646
ACH-000364,-0.420874848649
ACH-000365,-0.37069790946000003
ACH-000366,-0.181210740889
ACH-000368,-0.330938884197
ACH-000374,-0.31239169307799997
ACH-000375,-0.212174970455
ACH-000376,-0.34234849689499997
ACH-000381,-0.325769854732
ACH-000383,-0.29046720458
ACH-000387,-0.290223308005
ACH-000389,-0.334098430809
ACH-000390,-0.311568507997
ACH-000393,-0.358546486218
ACH-000395,-0.367319726264
ACH-000397,-0.256924558378
ACH-000401,-0.117175093945
ACH-000402,-0.142320730086
ACH-000403,-0.358520604106
ACH-000404,-0.471278836637
ACH-000406,-0.332337798749
ACH-000407,-0.217772720344
ACH-000408,-0.366546664066
ACH-000410,-0.209711622213
ACH-000411,-0.128781639284
ACH-000414,-0.482028814359
ACH-000415,-0.46223779830300005
ACH-000416,-0.224484114279
ACH-000420,-0.0631192812876
ACH-000421,-0.23132496195799998
ACH-000424,-0.12834596958699998
ACH-000425,-0.248497158138
ACH-000426,-0.11594003595
ACH-000427,-0.090909019186
ACH-000433,-0.071394832428
ACH-000436,-0.554757888191
ACH-000444,-0.393805098038
ACH-000445,-0.266165931388
ACH-000448,-0.314505293829
ACH-000450,-0.305484015773
ACH-000452,-0.133381301724
ACH-000454,-0.29711560830600003
ACH-000458,-0.23089689046700002
ACH-000459,-0.108926943757
ACH-000460,-0.240288799236
ACH-000461,-0.192019710905
ACH-000463,-0.232383851815
ACH-000464,-0.32458772392499996
ACH-000466,-0.141393801628
ACH-000467,-0.112838037467
ACH-000468,-0.439545952575
ACH-000469,-0.326959457063
ACH-000470,-0.300567344903
ACH-000471,-0.0776177287039
ACH-000472,-0.35452392584
