,DYM (54808)
ACH-000004,0.0449846215888
ACH-000007,-0.13863504660599998
ACH-000009,-0.0736371338064
ACH-000011,-0.0633290113655
ACH-000012,0.120750006242
ACH-000013,-0.0676558811703
ACH-000014,-0.0757986867148
ACH-000015,-0.0979949364387
ACH-000017,-0.110311564986
ACH-000018,-0.0991976192372
ACH-000019,0.017989785001
ACH-000021,0.053975895713900005
ACH-000022,0.171147915328
ACH-000025,-0.141932771313
ACH-000028,0.0337973457384
ACH-000030,-0.035331584443900006
ACH-000035,0.0355641477963
ACH-000036,-0.147079920632
ACH-000037,-0.20434126581700002
ACH-000039,-0.148604941222
ACH-000040,0.030863236623299997
ACH-000041,-7.98226972915e-05
ACH-000042,0.0632383551315
ACH-000045,0.0292817196466
ACH-000047,0.00609844216025
ACH-000052,-0.239196993535
ACH-000053,0.0022308140454899996
ACH-000054,0.029369127461700003
ACH-000055,-0.21741094163600003
ACH-000060,-0.25802641686
ACH-000067,-0.149848636851
ACH-000070,0.0513217385707
ACH-000075,0.168061133445
ACH-000078,-0.188206443644
ACH-000082,-0.131495042486
ACH-000085,-0.00615056017362
ACH-000086,-0.043400859413900005
ACH-000087,-0.0424268309071
ACH-000092,-0.0370375217746
ACH-000095,-0.24464949129799998
ACH-000097,-0.09530166015699999
ACH-000098,-0.0188433268762
ACH-000099,-0.0964991629332
ACH-000108,-0.0818326435776
ACH-000113,-0.181758940219
ACH-000115,-0.18881382558499998
ACH-000116,0.0601857358588
ACH-000118,0.149489772105
ACH-000120,0.0927362554482
ACH-000123,0.0303371784402
ACH-000127,-0.0742644825545
ACH-000128,-0.041774426839
ACH-000132,-0.077542530979
ACH-000133,-0.025659364926400002
ACH-000137,0.06536899979960001
ACH-000138,-0.139127535401
ACH-000142,-0.206484628656
ACH-000143,-0.28858832215
ACH-000146,-0.0777967436143
ACH-000148,-0.008888871620299998
ACH-000150,0.07146137795350001
ACH-000152,0.11538605519200001
ACH-000153,-0.212904226456
ACH-000159,-0.148759722556
ACH-000160,0.0255894295352
ACH-000163,-0.127070716257
ACH-000167,-0.0959469533313
ACH-000168,-0.404406368867
ACH-000169,-0.098912277081
ACH-000178,0.0337508974642
ACH-000182,0.172474853395
ACH-000183,0.00995649550439
ACH-000188,0.092104122215
ACH-000189,-0.499419137775
ACH-000190,-0.196144961157
ACH-000198,-0.0429071936943
ACH-000204,-0.18068560357299998
ACH-000206,0.17539080682500002
ACH-000207,-0.09405804099369999
ACH-000211,-0.161793183413
ACH-000215,-0.171340279746
ACH-000221,-0.0765299404897
ACH-000222,0.054743349877000004
ACH-000223,-0.26512128134199997
ACH-000226,-0.0556194226099
ACH-000227,-0.427317654537
ACH-000228,-0.0822596320748
ACH-000231,0.039116914775600004
ACH-000232,-0.133037739886
ACH-000233,-0.0332614421527
ACH-000234,0.00321848711467
ACH-000235,-0.0284024145745
ACH-000237,-0.183259457531
ACH-000238,-0.201260322997
ACH-000243,-0.129904168398
ACH-000244,-0.408149671164
ACH-000246,-0.20413697863299998
ACH-000248,-0.027554443041900002
ACH-000250,-0.04805390415130001
ACH-000251,0.150896663178
ACH-000253,-0.0881952079227
ACH-000255,0.00107194116276
ACH-000256,-0.155146395748
ACH-000257,0.199728304837
ACH-000258,-0.0297094913997
ACH-000259,-0.108533003769
ACH-000260,0.011464420108
