,ZFHX4 (79776)
ACH-000004,-0.166493486066
ACH-000007,-0.00258978256548
ACH-000009,-0.12470974857599999
ACH-000011,-0.162596944527
ACH-000012,-0.159992473039
ACH-000013,-0.188303102751
ACH-000014,-0.00707125900356
ACH-000015,0.0255521628168
ACH-000017,-0.565096877256
ACH-000018,-0.0906311374367
ACH-000019,-0.396228168766
ACH-000021,-0.0925257878619
ACH-000022,-0.31944099399500003
ACH-000025,-0.284074329747
ACH-000028,-0.0959687690955
ACH-000030,-0.162692928331
ACH-000035,-0.28175568495700004
ACH-000036,-0.17508555664500003
ACH-000037,-0.157600981961
ACH-000039,-0.409763000185
ACH-000040,-0.060382846817699995
ACH-000041,-0.277036922176
ACH-000042,-0.0584845598443
ACH-000045,-0.154862057663
ACH-000047,-0.25722996995299996
ACH-000052,-0.134102701784
ACH-000053,-0.189949896058
ACH-000054,-0.08804024538069999
ACH-000055,-0.000981085871496
ACH-000060,-0.204248285927
ACH-000067,-0.21376818984
ACH-000070,-0.501813252252
ACH-000075,-0.04920416442580001
ACH-000078,-0.10058616595799999
ACH-000082,-0.12012237594399999
ACH-000085,-0.12159201052000002
ACH-000086,-0.17544300022999998
ACH-000087,-0.596536089704
ACH-000092,-0.279487279661
ACH-000095,-0.0358662726162
ACH-000097,-0.103256684286
ACH-000098,-0.11847282954399999
ACH-000099,-0.3291294696
ACH-000108,-0.15453007347699999
ACH-000113,-0.0699557156737
ACH-000115,-0.142756598627
ACH-000116,0.049622608742
ACH-000118,-0.0105183516584
ACH-000120,-0.279228381354
ACH-000123,-0.0851174388562
ACH-000127,-0.235905999321
ACH-000128,-0.293858581104
ACH-000132,-0.0135852480544
ACH-000133,-0.28671596336
ACH-000137,-0.250104819754
ACH-000138,-0.144759747502
ACH-000142,-0.22332262235300002
ACH-000143,-0.322993738618
ACH-000146,-0.0725123743346
ACH-000148,-0.159154650412
ACH-000150,-0.34295584476700003
ACH-000152,-0.14097671342
ACH-000153,-0.208487286866
ACH-000159,-0.130117000161
ACH-000160,-0.12394287205499999
ACH-000163,0.00046160354325599996
