,C8B (732)
ACH-000004,0.379833338839
ACH-000007,0.51731969546
ACH-000009,0.0403428427977
ACH-000011,0.163970355444
ACH-000012,0.046117028742300004
ACH-000013,0.23364388236900002
ACH-000014,0.026439212847099998
ACH-000015,0.173311971215
ACH-000017,0.202776393909
ACH-000018,0.180876293201
ACH-000019,0.0770388209621
ACH-000021,0.223451291804
ACH-000022,-0.075244955457
ACH-000025,0.169140375032
ACH-000028,0.248383549736
ACH-000030,0.0784187106343
ACH-000035,-0.173300238715
ACH-000036,0.246406363177
ACH-000037,0.07245673168
ACH-000039,-0.0880118875707
ACH-000040,-0.00544373461334
ACH-000041,0.06955347024
ACH-000042,0.249747957999
ACH-000045,0.195889357007
ACH-000047,0.278589202652
ACH-000052,0.0333437101752
ACH-000053,0.08112942854760001
ACH-000054,0.11378462977600001
ACH-000055,0.214200550141
ACH-000060,-0.102500391767
ACH-000067,0.040576334702699994
ACH-000070,0.213528284958
ACH-000075,0.050840345480699996
ACH-000078,0.21021751601100003
ACH-000082,0.263707159238
ACH-000085,0.199942484923
ACH-000086,0.149568596274
ACH-000087,0.108859796559
ACH-000092,0.055834952707699996
ACH-000095,0.027448061489
ACH-000097,0.188331522431
ACH-000098,0.256099387812
ACH-000099,0.08314654771669999
ACH-000108,0.2756882811
ACH-000113,0.143292361581
ACH-000115,0.23744537678599997
ACH-000116,0.220370598889
ACH-000118,0.13842653111
ACH-000120,0.0967386993535
ACH-000123,0.0847317753178
ACH-000127,0.10349415853499999
ACH-000128,-0.0746766156254
ACH-000132,0.155168998206
ACH-000133,0.219300463719
ACH-000137,0.278346143674
ACH-000138,0.160513851244
ACH-000142,0.162432359319
ACH-000143,0.19614507854899998
ACH-000146,0.206814350621
ACH-000148,0.243389268814
ACH-000150,-0.035181620580300006
ACH-000152,0.205117795968
ACH-000153,0.47298477928800003
ACH-000159,0.097690924843
ACH-000160,0.20674430811099997
ACH-000163,0.480849223497
ACH-000167,0.0441704674367
ACH-000168,0.22359039347600002
ACH-000169,0.19226713063499998
ACH-000178,0.009474594312950002
ACH-000182,0.11177108752699999
ACH-000183,0.11565565599300001
ACH-000188,0.115646178894
ACH-000189,0.502939820692
ACH-000190,0.353817105823
ACH-000198,0.184351523212
ACH-000204,0.12297523544399999
ACH-000206,0.024680442554500002
ACH-000207,-0.08419842144589999
ACH-000211,0.306921068146
ACH-000215,0.237358686505
ACH-000221,0.11594417304099999
ACH-000222,0.457299135648
ACH-000223,0.17796849244399998
ACH-000226,-0.0470853615993
ACH-000227,0.26796068515
ACH-000228,0.114844415315
ACH-000231,0.147551286325
ACH-000232,0.102384455997
ACH-000233,0.0711778870896
ACH-000234,0.28953833953499997
ACH-000235,0.156445030663
ACH-000237,0.319654056179
ACH-000238,0.128085466174
ACH-000243,0.22835415716
ACH-000244,-0.07050399772
ACH-000246,0.159263691632
ACH-000248,0.161802264968
ACH-000250,0.050227293224099995
ACH-000251,0.160651409579
ACH-000253,0.170380787707
ACH-000255,0.024311020174099997
ACH-000256,0.41105557556199995
ACH-000257,0.454397268062
ACH-000258,-0.300222398198
ACH-000259,0.17569808745499998
ACH-000260,0.0940795305109
ACH-000261,0.296264456781
ACH-000262,0.156837732619
ACH-000263,0.234497214676
ACH-000264,0.121444090753
ACH-000265,0.16930147658300002
ACH-000266,0.14745626127699998
ACH-000272,-0.052021496163300006
ACH-000273,0.174898405144
ACH-000274,0.212954110512
ACH-000277,0.178769545116
ACH-000278,0.231282941189
ACH-000279,0.014418335098899998
ACH-000280,0.20095126471299998
ACH-000281,0.421246155101
ACH-000288,0.111183259772
ACH-000291,0.23443551615400002
ACH-000293,0.272108656563
ACH-000294,0.0719657235014
ACH-000295,-0.117174784533
ACH-000296,-0.141629563221
ACH-000302,0.07692922426269999
ACH-000304,-0.160820528737
ACH-000307,0.10396477788899999
ACH-000308,0.256387619558
ACH-000310,0.145217091718
ACH-000311,0.208396094241
ACH-000312,0.148776760628
ACH-000315,0.276171343728
ACH-000316,0.346759132585
ACH-000317,0.00913597686964
ACH-000318,0.14991727883199998
ACH-000319,0.23683220838100003
ACH-000320,-0.042895418868
ACH-000322,0.16594797842800002
ACH-000323,-0.06022783888949999
ACH-000324,0.162223139606
ACH-000329,0.082351251294
ACH-000330,0.0756657689898
ACH-000331,0.158706914626
ACH-000332,0.22527769890299998
ACH-000334,0.45809039510300004
ACH-000335,0.171047108748
ACH-000336,-0.0688863180612
ACH-000337,0.23831131326299998
ACH-000339,0.299319221894
ACH-000341,0.266837744175
ACH-000348,0.0578132437153
ACH-000350,0.305096209046
ACH-000352,0.218667655499
ACH-000356,0.231194085206
ACH-000361,0.106033763381
ACH-000362,0.097104605266
ACH-000363,0.093387329842
ACH-000364,0.19327512035100003
ACH-000365,0.114722826798
ACH-000366,0.261240677727
ACH-000368,0.109402513983
ACH-000374,0.18834288976100003
ACH-000375,0.209887852229
ACH-000376,0.0991734529984
ACH-000381,0.104857394057
ACH-000383,0.11102373538799999
ACH-000387,0.102826298214
ACH-000389,0.171770760171
ACH-000390,0.11557077432299999
ACH-000393,0.00307063881376
ACH-000395,0.115470354001
ACH-000397,0.105545159033
ACH-000401,0.1254224636
ACH-000402,0.249696845366
