,FKTN (2218)
ACH-000004,0.00141657534389
ACH-000007,-0.200214777781
ACH-000009,-0.107389475913
ACH-000011,-0.0835668185227
ACH-000012,-0.0140849040775
ACH-000013,-0.07409668104310001
ACH-000014,0.174045453985
ACH-000015,-0.293498878924
ACH-000017,0.213936100814
ACH-000018,-0.10363907453500001
ACH-000019,-0.179086289325
ACH-000021,-0.0375005488019
ACH-000022,0.10177258918500001
ACH-000025,0.030416926261700002
ACH-000028,-0.10466401583900001
ACH-000030,0.18136185017700002
ACH-000035,0.232009569478
ACH-000036,-0.0419914284674
ACH-000037,-0.0704235529053
ACH-000039,-0.0648987754428
ACH-000040,0.0376113777516
ACH-000041,-0.07686167374080001
ACH-000042,0.0103589119531
ACH-000045,0.0838800609614
ACH-000047,-0.0915338587005
ACH-000052,-0.0129349844299
ACH-000053,-0.00472612383087
ACH-000054,0.0501384027228
ACH-000055,-0.0950307670811
ACH-000060,0.129634510147
ACH-000067,0.132801048392
ACH-000070,-0.0704831613793
ACH-000075,0.0834823576977
ACH-000078,0.0300514579395
ACH-000082,-0.0829329001919
ACH-000085,-0.19845237405000002
ACH-000086,0.191472883864
ACH-000087,0.0564950309407
ACH-000092,-0.0007818075780730001
ACH-000095,0.0149954252361
ACH-000097,-0.042364090976599995
ACH-000098,0.05037209719769999
ACH-000099,0.17270540807300003
ACH-000108,0.0266111909571
ACH-000113,-0.23306316209199998
ACH-000115,0.11370006984099999
ACH-000116,0.0798039305547
ACH-000118,-0.0672518508848
ACH-000120,-0.10094989293199999
ACH-000123,0.0903667886589
ACH-000127,0.084573242839
ACH-000128,0.139012888399
ACH-000132,0.00812400195646
ACH-000133,-0.0703929107677
ACH-000137,0.28247687281
ACH-000138,0.017444107486299997
ACH-000142,0.08752029675249999
ACH-000143,-0.192090516379
ACH-000146,0.09815958382500001
ACH-000148,-0.10465647617900001
ACH-000150,0.313167387462
ACH-000152,0.248147689202
ACH-000153,-0.150126213972
ACH-000159,-0.0928944277309
ACH-000160,0.013325535789700001
ACH-000163,0.028485826653900002
ACH-000167,0.0500272500476
ACH-000168,-0.12564435139799998
ACH-000169,-0.0665002564491
ACH-000178,-0.0705300987307
ACH-000182,-0.08256582683889999
ACH-000183,-0.061793120945300005
ACH-000188,-0.018124423036499998
ACH-000189,-0.123337517408
ACH-000190,-0.246002618896
ACH-000198,0.039886922348
ACH-000204,0.609372155636
ACH-000206,0.12935534388599998
ACH-000207,0.164312909122
ACH-000211,0.0063883335447
ACH-000215,0.093203541583
ACH-000221,0.10130709315
ACH-000222,-0.011896694878799999
ACH-000223,-0.0035499760644899995
ACH-000226,0.174750950448
ACH-000227,-0.0621794134129
ACH-000228,-0.09032536543910001
ACH-000231,0.08018049159230001
ACH-000232,-0.0998994435968
ACH-000233,0.05518088096530001
ACH-000234,-0.0415361706065
ACH-000235,0.013883369612200002
ACH-000237,-0.08662559559380001
ACH-000238,-0.104983337676
ACH-000243,-0.0798882643612
ACH-000244,-0.163933108079
ACH-000246,0.0363719749592
ACH-000248,0.057822946166699994
ACH-000250,-0.0473118160573
ACH-000251,-0.0336808510532
ACH-000253,-0.0868147151956
ACH-000255,-0.10467893981200001
ACH-000256,0.141895285763
ACH-000257,0.130073572965
ACH-000258,0.356378052325
ACH-000259,-0.0832165119465
ACH-000260,-0.00358683119705
ACH-000261,-0.132266051021
ACH-000262,0.11537920748500001
ACH-000263,0.138003770997
ACH-000264,0.038249235984400005
ACH-000265,-0.0593682106728
ACH-000266,-0.0029633059549899997
ACH-000272,-0.0988439178227
ACH-000273,-0.0950020406497
ACH-000274,-0.171855464267
ACH-000277,0.011263097759
ACH-000278,0.103520304077
ACH-000279,-0.0250589255423
ACH-000280,-0.0846801337868
ACH-000281,0.007587069449100001
ACH-000288,0.154659264943
ACH-000291,0.0232975569388
ACH-000293,0.14492084806
ACH-000294,0.186865164073
ACH-000295,-0.16101037279400002
ACH-000296,-0.098638028731
ACH-000302,0.116297307105
ACH-000304,0.0986167941841
ACH-000307,0.116347347271
ACH-000308,0.0365335194763
ACH-000310,0.00129634568641
