,PIGV (55650)
ACH-000004,-0.436904078661
ACH-000007,-0.131718876368
ACH-000009,-0.426839376489
ACH-000011,-0.39408949737599996
ACH-000012,-0.312846298028
ACH-000013,-0.308479056974
ACH-000014,-0.285825783853
ACH-000015,-0.16627021580700002
ACH-000017,-0.178926453336
ACH-000018,-0.429667678191
ACH-000019,-0.36215828647
ACH-000021,-0.14358536702400002
ACH-000022,-0.295172376932
ACH-000025,-0.38430159197999997
ACH-000028,-0.107428474561
ACH-000030,-0.23085299691199998
ACH-000035,-0.52448291904
ACH-000036,-0.0610812698929
ACH-000037,-0.293766818042
ACH-000039,-0.322616148088
ACH-000040,-0.288585699845
ACH-000041,-0.328408218442
ACH-000042,-0.23219878754
ACH-000045,-0.430071067021
ACH-000047,-0.353294072205
ACH-000052,-0.251630191264
ACH-000053,-0.235234881625
ACH-000054,-0.19108971216099999
ACH-000055,-0.166932868171
ACH-000060,-0.355422448949
ACH-000067,-0.18779217509100002
ACH-000070,-0.043083570935399995
ACH-000075,-0.310182320328
ACH-000078,-0.32928932982
ACH-000082,-0.23666582816
ACH-000085,-0.484295884916
ACH-000086,-0.413709584185
ACH-000087,-0.238436396854
ACH-000092,-0.5696671648170001
ACH-000095,-0.26583038533000003
ACH-000097,-0.233126452468
ACH-000098,-0.573710541537
ACH-000099,-0.46276826626999995
ACH-000108,-0.17947114728500002
ACH-000113,-0.251438876155
ACH-000115,-0.237027344679
ACH-000116,-0.0995831697815
ACH-000118,-0.41975167592
ACH-000120,-0.208182173942
ACH-000123,-0.158628454102
ACH-000127,-0.245960588013
ACH-000128,-0.41148936266999997
ACH-000132,-0.138449874859
ACH-000133,-0.363494234389
ACH-000137,-0.259624339504
ACH-000138,-0.20492487932
ACH-000142,-0.036163452055900006
ACH-000143,-0.29857137366000003
ACH-000146,-0.231054267089
ACH-000148,-0.20158413476700002
ACH-000150,-0.41456254343099996
ACH-000152,-0.210027138856
ACH-000153,-0.711305080775
ACH-000159,-0.25281730335499997
ACH-000160,-0.18691563675500003
ACH-000163,-0.301069335557
ACH-000167,-0.38104227026299997
ACH-000168,-0.46166205037299995
ACH-000169,-0.230552634916
ACH-000178,-0.201321457615
ACH-000182,-0.10620175678400001
ACH-000183,-0.35218917395000005
ACH-000188,-0.325703734871
ACH-000189,-0.24330383445999998
ACH-000190,-0.029012424444
ACH-000198,-0.11282352673800002
ACH-000204,-0.346839964195
ACH-000206,0.0630712683072
ACH-000207,-0.397394166157
ACH-000211,-0.0505108802312
ACH-000215,-0.125993382988
ACH-000221,-0.267067287824
ACH-000222,-0.431166354468
ACH-000223,-0.16993977027499999
ACH-000226,-0.0642659467177
ACH-000227,-0.448169611563
ACH-000228,-0.142395419111
ACH-000231,-0.222551257659
ACH-000232,-0.328427538232
ACH-000233,-0.0546730870914
ACH-000234,-0.19848814317400001
ACH-000235,-0.125610351777
ACH-000237,-0.438874674391
ACH-000238,-0.29970635966
ACH-000243,-0.264920236765
ACH-000244,-0.299724986043
ACH-000246,-0.286637734402
ACH-000248,-0.393670111149
ACH-000250,-0.1903290268
ACH-000251,-0.475389587589
ACH-000253,-0.325373838963
ACH-000255,-0.232177580683
ACH-000256,-0.519446637836
ACH-000257,-0.34410404929399996
ACH-000258,-0.258913077527
ACH-000259,-0.275032984516
ACH-000260,-0.24087059747099998
ACH-000261,-0.195291454555
ACH-000262,-0.166453114688
ACH-000263,-0.600078165205
ACH-000264,-0.27091498242600004
ACH-000265,-0.242154146756
ACH-000266,-0.183864939874
ACH-000272,-0.49566041310900005
ACH-000273,-0.35717841301700004
ACH-000274,-0.368411289612
ACH-000277,-0.20954907598
ACH-000278,-0.22786585524
ACH-000279,-0.25095865317
ACH-000280,-0.493907016721
ACH-000281,-0.23383570054400002
ACH-000288,-0.482157676008
ACH-000291,-0.269645231695
ACH-000293,-0.137978405957
ACH-000294,-0.321656020638
ACH-000295,-0.432393677857
ACH-000296,0.014285989572600001
ACH-000302,-0.388809943288
ACH-000304,-0.219395953268
ACH-000307,-0.405216212073
ACH-000308,-0.22364824091999996
ACH-000310,-0.37894941555600004
ACH-000311,-0.34642260458499996
ACH-000312,-0.328312218793
ACH-000315,-0.0404853894424
ACH-000316,-0.453617099794
ACH-000317,-0.195853994917
ACH-000318,-0.126893195894
ACH-000319,-0.237578273927
ACH-000320,-0.155915028668
ACH-000322,0.0638493941246
ACH-000323,-0.40146524632799996
ACH-000324,-0.41046511306500005
ACH-000329,-0.394527522496
ACH-000330,-0.394598899346
ACH-000331,-0.382144960595
ACH-000332,-0.231255385344
ACH-000334,-0.16478363967700002
ACH-000335,-0.0573250027682
ACH-000336,0.0680306502739
ACH-000337,-0.197995322415
ACH-000339,-0.210056697632
ACH-000341,-0.292519282195
ACH-000348,-0.183378766701
ACH-000350,-0.22956320875
ACH-000352,-0.371493716464
ACH-000356,-0.433818281166
ACH-000361,-0.394973645251
ACH-000362,-0.12050240799900001
ACH-000363,-0.150762518103
ACH-000364,-0.584719660193
ACH-000365,-0.338130053697
ACH-000366,-0.36115699367700005
ACH-000368,-0.177288153509
ACH-000374,-0.352635815326
ACH-000375,-0.473727548707
ACH-000376,-0.17901068265099998
ACH-000381,-0.670720854204
ACH-000383,-0.238955649849
ACH-000387,-0.245728817329
ACH-000389,-0.245337640592
ACH-000390,-0.205417624633
ACH-000393,-0.28850293037700003
ACH-000395,-0.505789807206
ACH-000397,-0.17692550029800003
ACH-000401,0.0527936789989
ACH-000402,-0.352677906079
ACH-000403,-0.27684324288199996
ACH-000404,-0.584545456873
ACH-000406,-0.222560697716
ACH-000407,-0.23086501385000002
ACH-000408,-0.37000011845499997
ACH-000410,-0.350778177345
ACH-000411,-0.30881187348
ACH-000414,-0.327898684195
ACH-000415,-0.32401929135699997
ACH-000416,-0.242529166708
ACH-000420,-0.516135272517
ACH-000421,-0.239547384176
ACH-000424,-0.434971706026
ACH-000425,-0.161054116941
ACH-000426,-0.08559795641739999
ACH-000427,-0.303323668188
ACH-000433,-0.373560147178
ACH-000436,0.121240858666
ACH-000444,-0.236063238558
ACH-000445,-0.42007033183700004
ACH-000448,-0.15881932970899998
ACH-000450,-0.259033548221
ACH-000452,-0.149937202611
ACH-000454,-0.39497825161399996
ACH-000458,-0.469674161593
ACH-000459,-0.0645551863225
ACH-000460,-0.176464548198
ACH-000461,-0.305233157707
ACH-000463,-0.292469061481
ACH-000464,-0.147270004771
ACH-000466,-0.263350442999
ACH-000467,-0.184599603453
ACH-000468,-0.256081278773
ACH-000469,-0.332636254412
ACH-000470,-0.26129764204
ACH-000471,-0.6030553763759999
ACH-000472,-0.18543335517099999
ACH-000473,-0.417900117164
ACH-000475,-0.5017989034839999
ACH-000476,-0.39727937591300005
ACH-000477,-0.310459686833
ACH-000480,-0.319704484175
ACH-000481,-0.17952161046300003
ACH-000483,-0.21904353146400002
ACH-000484,-0.133799489302
ACH-000485,-0.37460338526799997
ACH-000486,-0.201164269998
ACH-000487,-0.142743214204
ACH-000488,-0.252847445764
ACH-000490,-0.43338147614600003
ACH-000491,-0.259472554277
ACH-000495,0.0410206547048
ACH-000496,-0.35162106967699996
ACH-000499,-0.42908814004900003
ACH-000500,0.06031836394719999
ACH-000502,-0.32518709722600003
ACH-000503,-0.0714799798325
ACH-000505,-0.222934567885
ACH-000507,-0.263265842032
ACH-000510,-0.185581425572
ACH-000511,-0.314280150397
ACH-000512,-0.603775752196
ACH-000516,-0.28490496948399996
ACH-000517,-0.30805535186099997
ACH-000518,-0.42020102787600006
ACH-000520,-0.39871759409199997
ACH-000521,-0.629025798634
ACH-000522,-0.444020819883
ACH-000524,-0.200431846304
ACH-000527,-0.468887770771
ACH-000528,-0.337086909988
ACH-000537,-0.627262807164
ACH-000541,-0.35836364618199995
ACH-000542,-0.216558679345
ACH-000544,0.029078454429799998
ACH-000545,-0.352787451298
ACH-000547,-0.494714384633
ACH-000548,-0.383316388956
ACH-000549,-0.254546289736
ACH-000550,-0.35690935153700004
ACH-000552,-0.377321889832
ACH-000556,-0.149685520904
ACH-000557,-0.20587204989100003
ACH-000570,-0.6712698381659999
ACH-000571,-0.453329369489
ACH-000573,-0.199422308328
ACH-000576,0.250092083943
ACH-000580,-0.156688802148
ACH-000584,-0.16575265757899998
ACH-000585,-0.310538698582
ACH-000588,-0.272153242786
ACH-000589,-0.123594825272
ACH-000591,-0.278486753429
ACH-000593,-0.547184318957
ACH-000600,-0.33862458657899996
ACH-000601,-0.18768049394900002
ACH-000604,-0.0038885488969499994
ACH-000605,-0.267097910443
ACH-000606,-0.275453648459
ACH-000608,-0.329378286418
ACH-000614,-0.142585283916
ACH-000616,-0.07837042718949999
ACH-000618,-0.178469707887
ACH-000619,-0.301088147438
ACH-000620,-0.784325124305
ACH-000621,-0.333837119868
ACH-000622,-0.484138556583
ACH-000623,-0.264373464886
ACH-000624,-0.0978988244287
ACH-000627,-0.38502151834700005
ACH-000630,-0.635057533451
ACH-000632,-0.41485681377800004
ACH-000633,-0.5565800126
ACH-000637,-0.297232244385
ACH-000638,-0.181414440847
ACH-000646,-0.7066739184630001
ACH-000647,-0.294929888748
ACH-000648,-0.132455627282
ACH-000649,-0.269278074273
ACH-000651,-0.26779936049499997
ACH-000652,-0.573041493841
ACH-000653,-0.119433375501
ACH-000657,-0.264756496344
ACH-000658,-0.17794126161600002
ACH-000661,-0.131768773354
ACH-000662,-0.585057607906
ACH-000663,-0.299122010714
ACH-000665,-0.24806485754000002
ACH-000671,-0.689866937694
ACH-000673,-0.0655763323075
ACH-000676,-0.222988537126
ACH-000677,-0.128790672027
ACH-000681,-0.481843975701
ACH-000682,-0.300429132148
ACH-000683,-0.333193842961
ACH-000684,-0.550701600661
ACH-000688,-0.410790710635
ACH-000693,-0.374652152537
ACH-000694,-0.33920505926
ACH-000695,-0.463082836757
ACH-000696,-0.218538072426
ACH-000697,-0.161057253219
ACH-000699,-0.40173152810900004
ACH-000701,-0.018685709459500002
ACH-000706,-0.498398946868
ACH-000711,-0.255426430852
ACH-000713,-0.024459610427299997
ACH-000714,-0.172553991936
ACH-000718,-0.276124517975
ACH-000720,-0.013484433761799999
ACH-000721,-0.27980190263099997
ACH-000724,-0.15418375316500002
ACH-000725,-0.208450528778
ACH-000732,-0.029716136618400002
