,PAPPA2 (60676)
ACH-000004,0.223697005671
ACH-000007,0.0949808858938
ACH-000009,0.101626727762
ACH-000011,0.38624838788500004
ACH-000012,0.0861178434184
ACH-000013,0.117859774564
ACH-000014,0.135169616184
ACH-000015,0.136683181276
ACH-000017,0.0903089747834
ACH-000018,-0.10317242932399999
ACH-000019,0.102321747564
ACH-000021,0.16418459705900001
ACH-000022,0.26676704445599997
ACH-000025,-0.11297904949200001
ACH-000028,0.07512926889299999
ACH-000030,0.17087376207899999
ACH-000035,0.18180906788600001
ACH-000036,0.0952429052353
ACH-000037,0.29579615392299996
ACH-000039,0.17209965077300002
ACH-000040,0.1596813755
ACH-000041,0.138067903023
ACH-000042,0.137508729631
ACH-000045,-0.0031457111729600003
ACH-000047,0.24726777536999997
ACH-000052,0.019890413928200002
ACH-000053,0.116367912825
ACH-000054,0.129607685514
ACH-000055,0.145555427954
ACH-000060,0.224121713317
ACH-000067,0.131056569013
ACH-000070,-0.0329714376598
ACH-000075,0.142993477695
ACH-000078,0.43265340892
ACH-000082,0.152556842708
ACH-000085,-0.11734904673299999
ACH-000086,-0.101637667413
ACH-000087,0.451457094252
ACH-000092,0.11974908793
ACH-000095,0.303298192109
ACH-000097,0.09373417868429999
ACH-000098,0.18334726875500001
ACH-000099,0.09490971279230001
ACH-000108,0.227330314505
ACH-000113,0.249364268533
ACH-000115,0.166738643397
ACH-000116,0.0524153557304
ACH-000118,0.119264986577
ACH-000120,0.026839451901700003
ACH-000123,0.24708676823800002
ACH-000127,0.16823092461199998
ACH-000128,0.160692870884
ACH-000132,-0.13193307854699998
ACH-000133,0.150729884409
ACH-000137,0.102034457243
ACH-000138,0.19558588546
ACH-000142,0.111973636752
ACH-000143,0.0700454658205
ACH-000146,0.20040080497499999
ACH-000148,0.0354121008511
ACH-000150,0.412956253151
ACH-000152,0.0493545232964
ACH-000153,0.225238948662
ACH-000159,0.019649487918799998
ACH-000160,0.17002970486299998
ACH-000163,0.0721803947325
ACH-000167,0.380710177905
ACH-000168,-0.0482314811703
ACH-000169,0.074329923965
ACH-000178,0.012227993611000002
ACH-000182,0.225518690038
ACH-000183,0.059544624815999994
ACH-000188,0.0624095411341
ACH-000189,-0.0928556017034
ACH-000190,0.029325629975700002
ACH-000198,0.217269676273
ACH-000204,-0.0412026145037
ACH-000206,0.18758122581
ACH-000207,0.152062417433
ACH-000211,0.124045770364
ACH-000215,0.157506887042
ACH-000221,0.09790354832760001
ACH-000222,0.020959016259000002
ACH-000223,0.07566637045710001
ACH-000226,0.08865583037560001
ACH-000227,0.35176185061099996
ACH-000228,0.219608849327
ACH-000231,0.20676379665300001
ACH-000232,0.150925120754
ACH-000233,0.150454454631
ACH-000234,0.32886232047200004
ACH-000235,0.159208324467
ACH-000237,0.194833501591
ACH-000238,0.14979308320499998
ACH-000243,0.123839778203
ACH-000244,-0.11690450610200001
ACH-000246,-0.0331790705977
ACH-000248,0.12071871016699999
ACH-000250,0.0321329596801
ACH-000251,-0.0653189240077
ACH-000253,0.06640251863680001
ACH-000255,0.0894113872608
ACH-000256,0.217658342709
ACH-000257,0.035890187362900006
ACH-000258,0.445319593429
ACH-000259,0.0618664395005
ACH-000260,0.16773061836
ACH-000261,0.130403193728
ACH-000262,0.12196518145400001
ACH-000263,0.0916291216979
ACH-000264,0.0984947628098
ACH-000265,0.0948331188509
ACH-000266,0.08235195865789999
ACH-000272,0.0524988910135
ACH-000273,0.170683072386
ACH-000274,0.205170000696
ACH-000277,0.320688078136
ACH-000278,0.20486971959199998
ACH-000279,0.026289930787200003
ACH-000280,0.13200648197599998
ACH-000281,0.0378221921213
ACH-000288,0.114458982093
