,CCNB2 (9133)
ACH-000004,-0.0146374488438
ACH-000007,0.206578206141
ACH-000009,0.08093705303399999
ACH-000011,-0.0336871686982
ACH-000012,-0.16838717546100002
ACH-000013,0.052413349223600005
ACH-000014,0.0526697511625
ACH-000015,0.0407628330945
ACH-000017,0.0399126890023
ACH-000018,-0.0405630740611
ACH-000019,0.051121577757699994
ACH-000021,0.306504229869
ACH-000022,-0.0771366682105
ACH-000025,0.01580290064
ACH-000028,0.0666204355272
ACH-000030,0.058241695871999996
ACH-000035,0.116849580967
ACH-000036,0.0713501434815
ACH-000037,-0.0060475306456899995
ACH-000039,0.0758605162411
ACH-000040,0.152405547884
ACH-000041,0.0137897587075
ACH-000042,-0.0263718980193
ACH-000045,0.057327446234599996
ACH-000047,-0.000426908828583
ACH-000052,-0.031027115524
ACH-000053,0.144478794807
ACH-000054,-0.030200888913599996
ACH-000055,0.19199954730799998
ACH-000060,-0.047566880351800005
ACH-000067,0.05109652243369999
ACH-000070,0.0427015743891
ACH-000075,-0.053292640809
ACH-000078,0.0931082653641
ACH-000082,-0.0768076553191
ACH-000085,0.0443324942162
ACH-000086,0.105355577348
ACH-000087,0.231507730111
ACH-000092,0.0747382148474
ACH-000095,0.119100237294
ACH-000097,0.103003070528
ACH-000098,0.226899447772
ACH-000099,0.148238408681
ACH-000108,0.0223041872107
ACH-000113,0.165948077632
ACH-000115,-0.17014460366
ACH-000116,0.0370313206787
ACH-000118,0.04559258320930001
ACH-000120,0.153820927883
ACH-000123,0.08531354353610002
ACH-000127,0.133186443952
ACH-000128,-0.204209197687
ACH-000132,-0.0779517903274
ACH-000133,0.0835581577507
ACH-000137,0.0770995229331
ACH-000138,0.13874857434
ACH-000142,0.144028919265
ACH-000143,0.11827594633199999
ACH-000146,0.18881637219099998
ACH-000148,0.005205560741439999
ACH-000150,0.0940616094557
ACH-000152,0.246612619946
ACH-000153,-0.031136637961300003
ACH-000159,0.127558786488
ACH-000160,0.0108322330952
ACH-000163,0.0356403287301
ACH-000167,-0.0024376776284
ACH-000168,0.221437590819
ACH-000169,0.183324716134
ACH-000178,-0.013695349246700001
ACH-000182,0.132880236506
ACH-000183,0.336896210407
ACH-000188,-0.0343535304259
ACH-000189,0.0509489418265
ACH-000190,-0.256704394717
ACH-000198,-0.105037918354
ACH-000204,0.21788776856
ACH-000206,0.0474606950005
ACH-000207,-0.00939515615778
ACH-000211,0.11797281682399999
ACH-000215,0.04378472601819999
ACH-000221,-0.019455044154099998
ACH-000222,0.0675256849606
ACH-000223,-0.0896585343315
ACH-000226,0.0441272801439
ACH-000227,0.135867878876
ACH-000228,0.0565589304634
ACH-000231,0.0288876017568
ACH-000232,-0.016533168714100002
ACH-000233,0.0815523655767
ACH-000234,-0.0765048367721
ACH-000235,0.07028938969660001
ACH-000237,0.083195430029
ACH-000238,0.11101386488800001
ACH-000243,0.10377221962000001
ACH-000244,-0.046142061935099996
ACH-000246,0.11635123786399999
ACH-000248,-0.00888597139556
ACH-000250,0.1795975561
ACH-000251,0.125124877139
ACH-000253,-0.0769747484952
ACH-000255,0.122826109747
ACH-000256,-0.00421437977619
ACH-000257,-0.13154449140399999
ACH-000258,0.0343149654109
ACH-000259,0.16133726593
ACH-000260,0.0425368820271
ACH-000261,-0.0340555747279
ACH-000262,-0.112900288837
ACH-000263,0.00979364386584
ACH-000264,0.059676344965399995
ACH-000265,-0.120855306585
ACH-000266,0.044558274834900005
ACH-000272,0.131659178025
ACH-000273,0.153276197967
ACH-000274,-0.0988146973397
ACH-000277,0.0300842882837
ACH-000278,0.14591643625
ACH-000279,0.21007119377099998
ACH-000280,0.0412175388364
ACH-000281,0.068510375518
ACH-000288,0.132956267075
ACH-000291,0.11935070652100001
ACH-000293,0.19601876425999998
ACH-000294,0.132433446728
ACH-000295,-0.118547267457
ACH-000296,-0.0884504216849
ACH-000302,0.0139569035819
