,SCOC (60592)
ACH-000004,0.0294740953398
ACH-000007,0.0649101247198
ACH-000009,0.26189600838000004
ACH-000011,0.00914363378409
ACH-000012,0.06625928887709999
ACH-000013,0.226033158378
ACH-000014,0.17240419320099998
ACH-000015,0.16658828454000002
ACH-000017,-0.00874627392073
ACH-000018,0.134111202685
ACH-000019,0.156378237851
ACH-000021,0.056590400645000004
ACH-000022,0.14565775541
ACH-000025,0.155022595565
ACH-000028,0.08354353725819999
ACH-000030,0.166209071842
ACH-000035,0.163918201932
ACH-000036,0.255488950164
ACH-000037,0.34597449914300005
ACH-000039,0.198674335851
ACH-000040,0.117943384771
ACH-000041,0.21740827358800002
ACH-000042,0.151708825387
ACH-000045,0.0842530142843
ACH-000047,0.36657055057099996
ACH-000052,0.404863357589
ACH-000053,0.0771240507049
ACH-000054,0.160550479761
ACH-000055,0.21564366301500001
ACH-000060,0.0936861352985
ACH-000067,0.18472452583299998
ACH-000070,0.100831243327
ACH-000075,0.0723094608001
ACH-000078,-0.0628473064867
ACH-000082,0.18030850195
ACH-000085,0.236279174674
ACH-000086,0.21318280467
ACH-000087,0.0624015508481
ACH-000092,0.132370109663
ACH-000095,0.12263457700500001
ACH-000097,0.110422380824
ACH-000098,0.15263782316
ACH-000099,0.140746071662
ACH-000108,0.10038543776
ACH-000113,0.17207847021899997
ACH-000115,-0.225003887811
ACH-000116,0.25307549187600004
ACH-000118,0.236327634007
ACH-000120,0.111523871823
ACH-000123,0.231035618537
ACH-000127,0.11002058420800001
ACH-000128,0.282288982673
ACH-000132,0.191594055524
ACH-000133,0.108843799999
ACH-000137,0.237016468723
ACH-000138,0.127520938344
ACH-000142,0.08721075760819999
ACH-000143,-0.0280049396176
ACH-000146,0.113820895937
ACH-000148,0.10553512691
ACH-000150,0.115674201042
ACH-000152,-0.0372574354995
ACH-000153,0.193553202451
ACH-000159,0.08828233200069999
ACH-000160,0.10709561762900001
ACH-000163,0.1778217796
ACH-000167,0.787952000603
ACH-000168,0.029899339100900004
ACH-000169,0.110881986446
ACH-000178,0.103147551472
ACH-000182,-0.07523548566760001
ACH-000183,0.0359623766533
ACH-000188,0.0740827818803
ACH-000189,0.20098363048300003
ACH-000190,0.292846677738
ACH-000198,0.20086210510400002
ACH-000204,-0.0213691647678
ACH-000206,0.00424348701682
ACH-000207,-0.32354802144
ACH-000211,0.11414235504300001
ACH-000215,0.23807815062899998
ACH-000221,0.0818336021158
ACH-000222,0.0627026023762
ACH-000223,0.120909809064
ACH-000226,0.05613315738059999
ACH-000227,0.23634659194000002
ACH-000228,-0.0897114831837
ACH-000231,0.0981517292827
ACH-000232,0.147718910231
ACH-000233,0.24867953612
ACH-000234,0.119961394455
ACH-000235,0.0952680261837
ACH-000237,0.150196021837
ACH-000238,0.0317459191903
ACH-000243,0.0524919274564
ACH-000244,-0.109343820141
ACH-000246,0.0682510264214
ACH-000248,0.0650855138959
ACH-000250,0.23066905194499998
ACH-000251,0.057536717596899996
ACH-000253,0.342536679598
ACH-000255,0.240749423849
ACH-000256,0.39715753334200005
ACH-000257,0.328939343366
ACH-000258,0.2821371393
ACH-000259,0.144422550754
ACH-000260,0.143922197736
ACH-000261,0.16808564116500002
ACH-000262,0.36301797404700004
ACH-000263,-0.189221930764
ACH-000264,0.1490891906
ACH-000265,0.149451960262
ACH-000266,0.234266594945
ACH-000272,0.070628066709
