,DLG5 (9231)
ACH-000004,0.10113980357100001
ACH-000007,-0.532890765888
ACH-000009,-0.296206809184
ACH-000011,-0.8928955747059999
ACH-000012,-0.0255735840888
ACH-000013,-0.086352523457
ACH-000014,-0.208525186143
ACH-000015,-0.228810166103
ACH-000017,-0.531184272528
ACH-000018,-0.5229784218779999
ACH-000019,-0.213548230919
ACH-000021,-0.433434216567
ACH-000022,-0.25118733027
ACH-000025,-0.292811231774
ACH-000028,-0.424762251642
ACH-000030,-0.726602088644
ACH-000035,-0.532860440736
ACH-000036,-0.5590046875779999
ACH-000037,-0.027478647971
ACH-000039,-0.30527035582400003
ACH-000040,-0.515092771047
ACH-000041,-0.033632210646099996
ACH-000042,-0.672852860227
ACH-000045,-0.34402640230899995
ACH-000047,-0.39799634350699997
ACH-000052,-0.18167773524
ACH-000053,-0.239960454146
ACH-000054,-0.518019136468
ACH-000055,-0.199890287626
ACH-000060,-0.652092139804
ACH-000067,-0.618142802138
ACH-000070,-0.130524969304
ACH-000075,-0.26569537953899997
ACH-000078,-0.485531375308
ACH-000082,-0.260777969675
ACH-000085,-0.661864041475
ACH-000086,-0.12398168136700001
ACH-000087,-0.19257348012800002
ACH-000092,-0.286015533356
ACH-000095,-0.290904836541
ACH-000097,-0.183941661613
ACH-000098,-0.532525023668
ACH-000099,-0.330431976215
ACH-000108,-0.36398141073600004
ACH-000113,-0.32125437293299997
ACH-000115,0.033749450819
ACH-000116,-0.323522392498
ACH-000118,-0.682492764677
ACH-000120,-0.34466597530500004
ACH-000123,-0.24396546008099998
ACH-000127,-0.37546234798600003
ACH-000128,-0.635424522041
ACH-000132,-0.9115605839450001
ACH-000133,-0.240717743296
ACH-000137,-0.43569073639300004
ACH-000138,-0.6374069930349999
ACH-000142,-0.501157918445
ACH-000143,-0.363343010747
ACH-000146,-0.201317692983
ACH-000148,-0.205539961615
ACH-000150,-0.17512450869
ACH-000152,-0.199853739287
ACH-000153,-0.0180602594171
ACH-000159,-0.316958671401
ACH-000160,-0.334840547068
ACH-000163,-0.5220013555699999
ACH-000167,-0.48303261210000004
ACH-000168,-0.270053572438
ACH-000169,-0.36422067912699996
ACH-000178,-0.324826627559
ACH-000182,-0.525584639131
ACH-000183,-0.21438047754099998
ACH-000188,-0.25977774095
ACH-000189,-0.0378479685858
ACH-000190,-0.6175449637070001
ACH-000198,-0.258719531268
ACH-000204,-0.044130289524
ACH-000206,-0.37000526557999996
ACH-000207,-0.265027999799
ACH-000211,-0.445796571474
ACH-000215,-0.397551232413
ACH-000221,-0.039838357914400005
ACH-000222,-0.49299867386699997
ACH-000223,-0.46219491420599995
ACH-000226,-0.269504877114
ACH-000227,-0.503578122677
ACH-000228,-0.582516589366
ACH-000231,-0.38354845410300004
ACH-000232,-0.554925315678
ACH-000233,-0.26856114486
ACH-000234,-0.44513529298199994
ACH-000235,-0.713467682251
ACH-000237,-0.35364001483
ACH-000238,-0.00294522138652
ACH-000243,-0.34133141809199996
ACH-000244,-0.616895957377
ACH-000246,-0.6370647388880001
ACH-000248,-0.546014093055
ACH-000250,-0.24775392371399999
ACH-000251,-0.355950381368
ACH-000253,-0.30479917629299996
ACH-000255,-0.36409102892899997
ACH-000256,-0.20431817564899998
ACH-000257,-0.538596761911
ACH-000258,-0.31710615426399996
ACH-000259,-0.272619598151
ACH-000260,-0.268665519455
ACH-000261,-0.07548480211339999
ACH-000262,-0.8216700166940001
ACH-000263,-0.621699300127
ACH-000264,-0.053329935074199995
ACH-000265,-0.410027593023
ACH-000266,-0.833649466432
ACH-000272,-0.243814833563
ACH-000273,-0.32664047551
ACH-000274,-0.178294415571
ACH-000277,-0.342341119746
ACH-000278,-0.21271958556499998
ACH-000279,-0.09127644532299999
ACH-000280,-0.21526431753800002
ACH-000281,-0.7909877407179999
ACH-000288,-0.346168795754
ACH-000291,-0.360187840563
ACH-000293,-0.328225676525
ACH-000294,-0.251119756152
ACH-000295,-0.148261158392
ACH-000296,-0.28582063593
ACH-000302,-0.36348503432400003
ACH-000304,0.08349977456419999
ACH-000307,-0.42380043886999996
ACH-000308,-0.579688608587
ACH-000310,-0.66566820366
ACH-000311,-0.844171670996
ACH-000312,-0.365616013105
ACH-000315,-0.381769298008
ACH-000316,-0.568922366518
ACH-000317,-0.524617589004
ACH-000318,-0.332086734004
ACH-000319,-0.222727604714
ACH-000320,-0.77330552871
ACH-000322,-0.233015577557
ACH-000323,-0.277320726242
ACH-000324,-0.505268282796
ACH-000329,-0.368098689564
ACH-000330,-0.49243500798900003
ACH-000331,-0.5575789842409999
ACH-000332,-0.576644497979
ACH-000334,-0.104432501111
ACH-000335,-0.36887545296700003
ACH-000336,0.011751115240899999
ACH-000337,-0.345029815836
ACH-000339,-0.389360304479
ACH-000341,-0.435502141548
ACH-000348,-0.285525702744
ACH-000350,-0.412788375789
ACH-000352,-0.636194157753
ACH-000356,-0.563143470489
ACH-000361,-0.362423025599
ACH-000362,-0.359538714599
ACH-000363,-0.08535452103119999
ACH-000364,-0.43020227844
ACH-000365,-0.184711559776
ACH-000366,-0.31733757966299997
ACH-000368,-0.33074014232
ACH-000374,-0.540491780135
ACH-000375,-0.544113708242
ACH-000376,-0.307626452252
ACH-000381,-0.40186741871299997
ACH-000383,-0.439839222522
ACH-000387,-0.115165825592
ACH-000389,-0.32110135335
ACH-000390,-0.297179114648
ACH-000393,-0.1099527369
ACH-000395,-0.37299199792300003
ACH-000397,-0.497252094837
ACH-000401,-0.609772418404
ACH-000402,-0.403162406422
ACH-000403,-0.5442560207689999
ACH-000404,-0.129222140636
ACH-000406,-0.17299718049499999
ACH-000407,-0.19744391417800003
ACH-000408,-0.566006195912
ACH-000410,-0.0692868295272
ACH-000411,-0.456860384537
ACH-000414,-0.665782606238
ACH-000415,-0.45808074387599995
ACH-000416,-0.36406946771399995
ACH-000420,-0.571453552591
ACH-000421,-0.522277791416
ACH-000424,-0.12064328408500001
ACH-000425,-0.46867272545199995
ACH-000426,-0.22539309341400002
ACH-000427,-0.317517712474
ACH-000433,-0.522900967076
ACH-000436,0.006107558414680001
ACH-000444,-0.266879698503
ACH-000445,-0.26657339512600003
ACH-000448,-0.265733993728
ACH-000450,-0.5598002098920001
ACH-000452,-0.498561831347
ACH-000454,-0.311004439178
ACH-000458,-0.60234987665
ACH-000459,-0.10566726472999999
ACH-000460,-1.0889192729100001
ACH-000461,-0.211164862859
ACH-000463,-0.155341523368
ACH-000464,-0.172931028077
ACH-000466,-0.411448406338
ACH-000467,-0.38465207773800003
ACH-000468,-0.848657632413
ACH-000469,-0.70256827965
ACH-000470,-0.24636280284
ACH-000471,-0.45023212678
ACH-000472,-0.480345053819
ACH-000473,-0.11134878451500001
ACH-000475,-0.24694278571400002
ACH-000476,-0.279326423567
ACH-000477,-0.321401361587
ACH-000480,-0.438983332891
ACH-000481,-0.258644581726
ACH-000483,-0.230942368372
ACH-000484,0.0165427548979
ACH-000485,-0.339690161249
ACH-000486,-0.40934359169100004
ACH-000487,-0.254755488637
ACH-000488,-0.169575728679
ACH-000490,-0.32764202945099996
ACH-000491,-0.0324969461443
ACH-000495,-0.363079510133
ACH-000496,-0.647968891582
ACH-000499,-0.2775726951
ACH-000500,-0.337427037549
ACH-000502,-0.378501469922
ACH-000503,-0.421528694181
ACH-000505,-0.501509151352
ACH-000507,-0.598662018823
ACH-000510,-0.24481698512800001
ACH-000511,-0.24341012529300002
ACH-000512,-0.310158094772
ACH-000516,-0.473297948083
ACH-000517,-0.0720838458647
ACH-000518,-0.44618084690800003
ACH-000520,-0.08576249558360001
ACH-000521,-0.905137864905
ACH-000522,-0.56669611114
ACH-000524,-0.33673907991400004
ACH-000527,-0.42402588899599997
ACH-000528,-0.650656881236
ACH-000537,-0.7575745596950001
ACH-000541,-0.732871804601
ACH-000542,-0.330382415319
ACH-000544,-0.43400392580499997
ACH-000545,-0.430540107423
ACH-000547,-0.453681387017
ACH-000548,-0.42545183008299997
ACH-000549,-0.464644098058
ACH-000550,-0.479147419318
ACH-000552,-0.270594905471
ACH-000556,-0.293056316594
ACH-000557,0.0234436327035
ACH-000570,-0.592724885911
ACH-000571,-0.34605729210299996
ACH-000573,-0.13563602764799998
ACH-000576,-0.21616849644000002
ACH-000580,-0.37619522085900003
ACH-000584,-0.224993699029
ACH-000585,-0.739956308277
ACH-000588,-0.1587477578
ACH-000589,-0.527105619294
ACH-000591,-0.250453889622
ACH-000593,-0.285458641547
ACH-000600,-0.54892894497
ACH-000601,-0.260230117188
ACH-000604,-0.588020439751
ACH-000605,-0.257022026922
ACH-000606,-0.399695872148
ACH-000608,-0.15165204033
ACH-000614,-0.502514953255
ACH-000616,-0.440154105839
ACH-000618,-0.15022713587300002
ACH-000619,-0.45993669925399994
ACH-000620,-0.266423922065
ACH-000621,-0.07524494578310001
ACH-000622,-0.263026099197
ACH-000623,-0.22074272294199998
ACH-000624,-0.183431841736
ACH-000627,-0.512008865337
ACH-000630,-0.8925795293559999
ACH-000632,-0.6810035266159999
ACH-000633,-0.145666791799
ACH-000637,-0.0236536783791
ACH-000638,-0.461980992406
ACH-000646,-1.02633028518
ACH-000647,-0.177642477601
ACH-000648,-0.475860995199
ACH-000649,-0.333379403127
ACH-000651,-0.373437468785
ACH-000652,-0.20067019815499998
ACH-000653,-0.256057600412
ACH-000657,-0.316125527915
ACH-000658,0.0011105544394300001
ACH-000661,-0.244084561166
ACH-000662,-0.29432772477200003
ACH-000663,-0.536194781097
ACH-000665,-0.35644288039300004
ACH-000671,-0.566349505125
ACH-000673,-0.758470172721
ACH-000676,-0.40887532854099995
ACH-000677,-0.23647983014
ACH-000681,-0.811430201908
ACH-000682,-0.25010569290199997
ACH-000683,-0.0334015311333
ACH-000684,-0.5878619314469999
ACH-000688,-0.80715777185
ACH-000693,-0.350061339582
ACH-000694,-0.38640672620899996
ACH-000695,0.0453098588156
ACH-000696,-0.124219020668
ACH-000697,-0.21321928927900002
ACH-000699,-0.17662871716200002
ACH-000701,-0.576108817829
ACH-000706,-0.370742887487
ACH-000711,-0.37287340490000004
ACH-000713,-0.144900163183
ACH-000714,-0.21504629216200002
ACH-000718,-0.093800889803
ACH-000720,-0.496627071935
ACH-000721,-0.316073125477
ACH-000724,-0.104150237125
ACH-000725,-0.08898108882030001
ACH-000732,-0.267649530741
ACH-000734,-0.185992132049
ACH-000735,-0.627051450168
ACH-000736,-0.337011048543
ACH-000738,-0.715220216746
ACH-000746,0.00520814019462
ACH-000747,-0.31292798019900003
ACH-000748,-0.277856288138
ACH-000753,-0.21996359443100003
ACH-000756,-0.23432184381299997
ACH-000757,-0.326318443747
ACH-000758,-0.485912765774
ACH-000760,-0.17582950183200002
ACH-000763,-0.159544542408
ACH-000764,-0.26966972340900003
ACH-000765,-0.313261159404
ACH-000766,-0.2613194284
ACH-000767,-0.053403895497599996
ACH-000768,-0.176156955953
ACH-000769,-0.197994806697
ACH-000770,-0.345749811117
ACH-000771,-0.557649795789
ACH-000773,-0.288857617719
ACH-000776,-0.28304910370999997
ACH-000777,-0.44734933900300006
ACH-000778,-0.297250605223
ACH-000781,-0.409278430184
ACH-000782,-0.178503295657
ACH-000783,-0.11758887577999999
ACH-000784,-0.30024974394299997
ACH-000785,-0.629084960682
ACH-000787,-0.579250425075
ACH-000788,-0.48327221698899997
ACH-000791,-0.374509351575
ACH-000792,-0.297025290085
ACH-000794,-0.42015510607900003
ACH-000796,-0.36774037886600003
ACH-000799,-0.683599186599
ACH-000800,-0.156121360727
ACH-000802,-0.434939799161
ACH-000804,-0.49638416923699996
ACH-000805,-0.34609208328
ACH-000809,-0.460915176613
ACH-000810,-0.401460510951
ACH-000811,-0.363751624917
ACH-000817,-0.169415419783
ACH-000819,-0.41048320132
ACH-000820,-0.475132006897
ACH-000821,-0.317856358711
ACH-000822,-0.320542396774
ACH-000823,-0.214985561736
ACH-000824,-0.455593896914
ACH-000827,-0.132639046288
ACH-000829,-0.302285419003
ACH-000831,-0.34500221097499995
ACH-000832,-0.366923304223
ACH-000833,0.00882951894364
ACH-000834,-0.523752368452
ACH-000835,-0.711395409225
ACH-000836,-0.42730716608099995
ACH-000837,-0.6932685296430001
ACH-000838,-0.251282819147
ACH-000839,-0.348973880718
ACH-000840,-0.503854358975
ACH-000841,-0.551647845203
ACH-000843,-0.154405603911
ACH-000846,-0.407460437612
ACH-000847,-0.45795421943099995
ACH-000848,-0.133856672006
ACH-000849,-0.508987698335
ACH-000851,-0.47752846213100003
ACH-000855,-0.0852513622731
ACH-000856,-0.844130301998
ACH-000858,-0.659676517803
ACH-000859,-0.34967331895900006
ACH-000861,-0.6993215706820001
ACH-000862,-0.16181861742599998
ACH-000865,-0.138333133031
ACH-000866,-0.213133820032
ACH-000867,-0.0355423351203
ACH-000869,-0.635813778189
ACH-000872,-0.48915110796000005
ACH-000873,-0.201593956912
ACH-000876,-0.9635560493179999
ACH-000878,-0.123750096526
ACH-000880,-0.313189210509
ACH-000881,-0.534018130079
ACH-000882,-0.34972973877999997
ACH-000884,-0.355548281779
ACH-000885,-1.00921773443
ACH-000887,-0.0888138700222
ACH-000888,-0.292705708521
