,GIGYF2 (26058)
ACH-000004,-0.9699381736229999
ACH-000007,0.109660907687
ACH-000009,-0.17515159475699998
ACH-000011,-0.307159275421
ACH-000012,-0.39695855056999996
ACH-000013,-0.420255191253
ACH-000014,-0.336105965937
ACH-000015,-0.299538403596
ACH-000017,-0.29193353318799997
ACH-000018,-0.167467229828
ACH-000019,-0.206708624177
ACH-000021,-0.187049160863
ACH-000022,-0.0157801796276
ACH-000025,0.18695589794599998
ACH-000028,-0.252577143515
ACH-000030,-0.151123266092
ACH-000035,-0.19328549109999998
ACH-000036,0.398040673178
ACH-000037,-0.490669777802
ACH-000039,-0.0600390886553
ACH-000040,-0.34013905239299996
ACH-000041,-0.139609189003
ACH-000042,-0.285613993209
ACH-000045,0.707002340327
ACH-000047,-0.281642790421
ACH-000052,-0.34519539424199996
ACH-000053,-0.29010553109299997
ACH-000054,-0.08207074059069999
ACH-000055,-0.128084475359
ACH-000060,0.00517123582603
ACH-000067,-0.27184300100000003
ACH-000070,-0.7069393207089999
ACH-000075,-0.356046042275
ACH-000078,0.0822135124053
ACH-000082,-0.289109103548
ACH-000085,-0.331192842029
ACH-000086,-0.406832614999
ACH-000087,-0.402407821611
ACH-000092,-0.28771001858899997
ACH-000095,0.068457333533
ACH-000097,-0.0573769585652
ACH-000098,-0.210054821773
ACH-000099,-0.296017924075
ACH-000108,-0.446143036813
ACH-000113,-0.583995099283
ACH-000115,-0.131799192551
ACH-000116,-0.17599865306600002
ACH-000118,-0.455797428542
ACH-000120,-0.26654799502500004
ACH-000123,-0.490920497069
ACH-000127,-0.10043854631200001
ACH-000128,-0.35951959586800003
ACH-000132,-0.222781675101
ACH-000133,-0.284586549878
ACH-000137,-0.18392616958
ACH-000138,-0.419800603798
ACH-000142,-0.0903149212324
ACH-000143,0.0283840672867
ACH-000146,-0.11892378849600001
ACH-000148,-0.038838029944
ACH-000150,-0.40916269388000004
ACH-000152,-0.47506087318400003
ACH-000153,-0.42205417805100004
ACH-000159,-0.07350730532250001
ACH-000160,-0.482799499797
ACH-000163,-0.308103409305
ACH-000167,-0.518751139047
ACH-000168,-0.289896080948
ACH-000169,0.032762866066
ACH-000178,-0.43025143861000004
ACH-000182,-0.5261524841659999
ACH-000183,-0.66188019502
ACH-000188,-0.17130299359700002
ACH-000189,-0.062280213263400004
ACH-000190,0.0573671151649
ACH-000198,-0.394925191845
ACH-000204,-0.48126202235699994
ACH-000206,-0.335405011254
ACH-000207,-0.43141819607500004
ACH-000211,-0.388993759497
ACH-000215,-0.199765566843
ACH-000221,-0.291085268213
ACH-000222,-0.373619226392
ACH-000223,-0.372746456631
ACH-000226,-0.350488591122
ACH-000227,-0.405638020154
ACH-000228,-0.21233621610700001
ACH-000231,-0.2558617674
ACH-000232,-0.0815999164723
ACH-000233,-0.7506925784199999
ACH-000234,-0.39970295971500003
ACH-000235,-0.342624692808
ACH-000237,-0.364615181834
ACH-000238,-0.6886428242579999
ACH-000243,-0.338819655217
ACH-000244,-0.119466359331
ACH-000246,-0.331527684319
ACH-000248,-0.430096577271
ACH-000250,-0.36954248486999997
ACH-000251,-0.330410877173
ACH-000253,-0.17978304584199997
ACH-000255,-0.247725838759
ACH-000256,-0.432098529483
ACH-000257,-0.11010070445299999
ACH-000258,-0.450888355828
ACH-000259,-0.270119415235
ACH-000260,-0.259455036788
ACH-000261,-0.049361017485800004
ACH-000262,-0.162202664441
ACH-000263,-0.600514901313
ACH-000264,-0.330345910227
ACH-000265,-0.249475163401
ACH-000266,-0.382075941264
ACH-000272,-0.35216384738799994
ACH-000273,-0.507349039942
ACH-000274,-0.303216525683
ACH-000277,-0.157876591466
ACH-000278,0.06881878178739999
ACH-000279,-0.34917375676
ACH-000280,-0.319270927362
ACH-000281,-0.24061476140299998
ACH-000288,-0.054386468183000004
ACH-000291,-0.288211663736
