,SERPINF1 (5176)
ACH-000004,-0.09476580116210001
ACH-000007,-0.115550824996
ACH-000009,-0.171919615106
ACH-000011,-0.20950380828200002
ACH-000012,-0.160418881441
ACH-000013,-0.152322737939
ACH-000014,-0.19311618046300003
ACH-000015,-0.22448739754
ACH-000017,-0.168620480264
ACH-000018,-0.229584889385
ACH-000019,-0.0207842994645
ACH-000021,-0.0416941378809
ACH-000022,-0.176705381365
ACH-000025,-0.0763488017694
ACH-000028,-0.294648965623
ACH-000030,-0.0657474815373
ACH-000035,-0.0140773551173
ACH-000036,-0.125964052448
ACH-000037,-0.256246457562
ACH-000039,0.00934700008206
ACH-000040,0.14532139976800001
ACH-000041,-0.165342816097
ACH-000042,-0.160758868219
ACH-000045,-0.285093341147
ACH-000047,-0.21491315446800002
ACH-000052,-0.0274360689586
ACH-000053,0.0122741851027
ACH-000054,-0.018204273951299997
ACH-000055,-0.0827702470553
ACH-000060,-0.120713941383
ACH-000067,-0.0672969928299
ACH-000070,-0.0816376585027
ACH-000075,-0.572745169556
ACH-000078,-0.151851272589
ACH-000082,-0.32703314794
ACH-000085,0.19636154120000002
ACH-000086,-0.0913761088659
ACH-000087,-0.08361470417830001
ACH-000092,-0.023639703946599998
ACH-000095,-0.00406081101723
ACH-000097,-0.0935644288987
ACH-000098,-0.14449805304899999
ACH-000099,-0.0955026645184
ACH-000108,-0.147355206993
ACH-000113,-0.158919813434
ACH-000115,-0.362769491097
ACH-000116,-0.11466253711100001
ACH-000118,-0.10648073329
ACH-000120,-0.20790863342500002
ACH-000123,-0.0016112769470999998
ACH-000127,-0.11496900737
ACH-000128,0.015545102577799999
ACH-000132,-0.232313475619
ACH-000133,0.13350473950300001
ACH-000137,-0.25597277417500003
ACH-000138,0.0266309974046
ACH-000142,-0.0569633709764
ACH-000143,-0.0180958008342
ACH-000146,-0.11242882535599999
ACH-000148,-0.165666530989
ACH-000150,-0.2865246729
ACH-000152,-0.0968328198233
ACH-000153,-0.0166670823435
ACH-000159,-0.11018027996600001
ACH-000160,-0.105015354555
ACH-000163,0.010677056363600002
ACH-000167,-0.23996733688299998
ACH-000168,-0.278234091692
ACH-000169,-0.0151123800761
ACH-000178,-0.0722081929476
ACH-000182,-0.13644908103800002
ACH-000183,0.154117256741
ACH-000188,-0.167459413029
ACH-000189,-0.271472810012
ACH-000190,-0.38695094642399996
ACH-000198,-0.015094611752200001
ACH-000204,-0.00886458817222
ACH-000206,-0.24839701583
ACH-000207,-0.0388092310521
ACH-000211,-0.023514761902900003
ACH-000215,-0.00536617963403
ACH-000221,-0.103048786357
ACH-000222,-0.050850221329500005
ACH-000223,-0.09097024710989998
ACH-000226,-0.00887167619252
ACH-000227,-0.23821281749499998
ACH-000228,-0.135278853927
ACH-000231,-0.202237160298
ACH-000232,-0.0590238579076
ACH-000233,-0.19926541221500002
ACH-000234,-0.188567454478
ACH-000235,-0.157160633485
ACH-000237,0.028533376090700002
ACH-000238,-0.09375987221280001
ACH-000243,0.0339372157271
