,PIF1 (80119)
ACH-000004,-0.076182330037
ACH-000007,-0.055931342286599996
ACH-000009,-0.0340926268231
ACH-000011,-0.160566314651
ACH-000012,0.0131701529361
ACH-000013,-0.20015683903499998
ACH-000014,0.061380840926800004
ACH-000015,-0.0953655352488
ACH-000017,0.0639841654299
ACH-000018,0.0343100382839
ACH-000019,-0.035391946232300006
ACH-000021,0.110057330711
ACH-000022,-0.141395658857
ACH-000025,-0.10147588409
ACH-000028,0.0704832193474
ACH-000030,-0.164644631754
ACH-000035,-0.17295589716899998
ACH-000036,-0.11607705532500001
ACH-000037,0.09260091889939999
ACH-000039,-0.223702117225
ACH-000040,-0.0676538071237
ACH-000041,-0.0411463056992
ACH-000042,0.043518200065699994
ACH-000045,-0.276017737096
ACH-000047,-0.178622637289
ACH-000052,-0.132523216708
ACH-000053,-0.0624423256375
ACH-000054,-0.163106521352
ACH-000055,-0.0290236857112
ACH-000060,-0.212129143636
ACH-000067,-0.184384398543
ACH-000070,-0.41957475223800006
ACH-000075,-0.379903704681
ACH-000078,0.159643227992
ACH-000082,-0.0054137204869199995
ACH-000085,0.0305345375547
ACH-000086,-0.21457439313299997
ACH-000087,0.106582823923
ACH-000092,-0.015342348963399999
ACH-000095,-0.08640584979319998
ACH-000097,-0.290724652388
ACH-000098,-0.153684153204
ACH-000099,-0.11632614652
ACH-000108,-0.06101478011250001
ACH-000113,-0.186686393321
ACH-000115,-0.053378170990300004
ACH-000116,-0.0470260938528
ACH-000118,0.034689942772099996
ACH-000120,-0.14637909466
ACH-000123,-0.0331866294763
ACH-000127,-0.11099765896500001
ACH-000128,-0.128285030392
ACH-000132,-0.0095119776787
ACH-000133,-0.123015455622
ACH-000137,-0.327953702034
ACH-000138,0.0775604425211
ACH-000142,-0.20860302639199998
ACH-000143,0.0453474228418
ACH-000146,0.0374089638114
ACH-000148,-0.127206810208
ACH-000150,-0.260850007266
ACH-000152,-0.11188286361500001
ACH-000153,-0.327237678014
ACH-000159,-0.114971780651
ACH-000160,0.264963617396
ACH-000163,-0.0180645810689
ACH-000167,0.5035630187610001
ACH-000168,-0.030339432980900003
ACH-000169,-0.37923886844099997
ACH-000178,-0.16391919231799998
ACH-000182,-0.00509174707914
ACH-000183,-0.224732215271
ACH-000188,-0.36483150063600006
ACH-000189,0.0413169173129
ACH-000190,0.334725559643
ACH-000198,-0.0841754749278
ACH-000204,0.100715252741
ACH-000206,-0.258297370284
ACH-000207,0.181348105438
ACH-000211,-0.0736613306002
ACH-000215,-0.26329965067899996
ACH-000221,-0.226039305862
ACH-000222,-0.034933299633300004
ACH-000223,-0.025192863465400003
ACH-000226,-0.218426583475
ACH-000227,0.00925696363103
ACH-000228,-0.45942938712700004
ACH-000231,-0.112012888839
ACH-000232,-0.0355153748474
ACH-000233,-0.12048500513900001
ACH-000234,-0.14854871955
ACH-000235,-0.0898744054355
ACH-000237,-0.006531871564859999
ACH-000238,-0.08111781950889999
ACH-000243,-0.024529554543599997
ACH-000244,-0.127304966287
ACH-000246,-0.10089905052100001
ACH-000248,-0.140983464483
ACH-000250,-0.145574898141
ACH-000251,-0.289834320888
ACH-000253,-0.24113882216999996
ACH-000255,-0.04770575233519999
ACH-000256,-0.44067398236599997
ACH-000257,-0.22719177418000003
ACH-000258,-0.276749188499
ACH-000259,-0.149100073773
ACH-000260,-0.11812257104599999
ACH-000261,-0.16310663514
ACH-000262,-0.129453534259
ACH-000263,-0.317066432715
ACH-000264,-0.167768927954
ACH-000265,-0.0774823181639
ACH-000266,-0.11443401146700001
ACH-000272,-0.220619271622
ACH-000273,-0.12388186837099999
ACH-000274,-0.161042328294
ACH-000277,-0.07872515430549999
ACH-000278,-0.0164151787633
ACH-000279,-0.195453070477
ACH-000280,-0.145272972024
ACH-000281,-0.00120198356657
ACH-000288,-0.136201247563
ACH-000291,0.0744742901074
ACH-000293,0.0135726330729
ACH-000294,0.00108635321946
ACH-000295,-0.12738423690700001
ACH-000296,-0.197989666783
ACH-000302,-0.163491222705
ACH-000304,-0.337673176479
ACH-000307,-0.109149958661
ACH-000308,0.0656569231007
ACH-000310,-0.156882825103
ACH-000311,-0.0895950749772
ACH-000312,0.0638849491515
ACH-000315,-0.22828760427900002
ACH-000316,-0.10145705966299999
ACH-000317,0.00260996588215
ACH-000318,-0.0253780604873
ACH-000319,-0.017104476022999998
ACH-000320,-0.0029346086776300003
ACH-000322,-0.12421853035800001
ACH-000323,-0.047332697442699995
ACH-000324,-0.06317059699
ACH-000329,-0.0632653250206
ACH-000330,0.10286725549
ACH-000331,-0.0622873483598
ACH-000332,-0.008410324501079999
ACH-000334,-0.138390103433
ACH-000335,-0.319092717437
ACH-000336,0.016065627709
ACH-000337,-0.36292413145
ACH-000339,0.021467934251099996
ACH-000341,-0.154766948159
ACH-000348,-0.23377858691599998
ACH-000350,-0.148306613432
ACH-000352,-0.126377389698
ACH-000356,-0.210807596649
ACH-000361,-0.148125971167
ACH-000362,-0.0916133757505
ACH-000363,-0.374386966375
ACH-000364,-0.106513960456
ACH-000365,-0.13936799298
ACH-000366,-0.148275800328
ACH-000368,-0.206088357276
ACH-000374,-0.16666980655400002
ACH-000375,-0.17402527608100002
ACH-000376,-0.102237512329
ACH-000381,-0.057411288219300007
ACH-000383,-0.09101156810389999
ACH-000387,0.10167215957800001
ACH-000389,-0.318363799047
ACH-000390,-0.0185813772636
ACH-000393,-0.215640305416
ACH-000395,-0.037698409473199995
ACH-000397,-0.20929013118200002
ACH-000401,0.0272872452559
ACH-000402,0.33587428655699997
ACH-000403,-0.138201834812
ACH-000404,-0.433373893142
ACH-000406,0.0057816120576099994
ACH-000407,-0.0990395130265
ACH-000408,-0.0215444719032
ACH-000410,-0.315919420264
ACH-000411,-0.062068605526
ACH-000414,-0.0478672052828
ACH-000415,0.035023352314499996
ACH-000416,-0.096668845674
ACH-000420,-0.20533471425500002
ACH-000421,-0.0924796500073
ACH-000424,-0.320914774423
ACH-000425,-0.227499078188
ACH-000426,-0.441407366974
ACH-000427,-0.107910591792
ACH-000433,-0.455730890008
ACH-000436,-0.132599339233
ACH-000444,-0.0459909338093
ACH-000445,0.14900397562599998
ACH-000448,-0.206501022253
ACH-000450,-0.253848017269
ACH-000452,0.021934425548400003
ACH-000454,-0.0838176405832
ACH-000458,-0.188355003814
ACH-000459,0.0203244867396
ACH-000460,-0.166568752407
ACH-000461,-0.26369812152100003
ACH-000463,-0.189663244413
ACH-000464,-0.219026168129
ACH-000466,-0.18830690499699998
ACH-000467,-0.11222379400100001
ACH-000468,-0.0860302285126
ACH-000469,-0.0179964099611
ACH-000470,-0.126577066333
ACH-000471,-0.0626791722726
ACH-000472,-0.135431370366
ACH-000473,-0.0415881137331
ACH-000475,-0.02224925193
ACH-000476,-0.262725670919
ACH-000477,-0.659315285556
ACH-000480,-0.106132895033
ACH-000481,-0.23551400121899999
ACH-000483,-0.220806505502
ACH-000484,-0.29571638961
ACH-000485,-0.22095737268399998
ACH-000486,-0.12145597128499999
ACH-000487,-0.06350089137
ACH-000488,-0.0772262226127
ACH-000490,-0.187755059749
ACH-000491,-0.258028661838
ACH-000495,-0.150251039071
ACH-000496,-0.152567727393
ACH-000499,-0.13664482336300002
ACH-000500,-0.6007281458829999
ACH-000502,-0.0287497576607
ACH-000503,-0.22383381774
ACH-000505,-0.029778201686900003
ACH-000507,-0.21158556377
ACH-000510,-0.100472496657
ACH-000511,-0.178765245907
ACH-000512,0.0141653007374
ACH-000516,-0.10536333436300001
ACH-000517,-0.0631347019824
ACH-000518,-0.260060145302
ACH-000520,-0.254095062446
ACH-000521,-0.0198172704061
ACH-000522,-0.290355845756
ACH-000524,0.030412760748700002
ACH-000527,-0.133960775138
ACH-000528,-0.131879301752
ACH-000537,-0.051702373703300004
ACH-000541,-0.166149030061
