,TRIM49B (283116)
ACH-000004,-0.395719217729
ACH-000007,-0.255018939577
ACH-000009,-0.28069537515500004
ACH-000011,-0.288886531911
ACH-000012,-0.243885174259
ACH-000013,-0.285557008158
ACH-000014,-0.242688425527
ACH-000015,-0.249335248957
ACH-000017,0.012784849121
ACH-000018,-0.238042933376
ACH-000019,-0.376093483306
ACH-000021,-0.46593539245099996
ACH-000022,-0.242936119582
ACH-000025,-0.19830382680300002
ACH-000028,-0.27814528454799997
ACH-000030,-0.435851439033
ACH-000035,-0.327643502206
ACH-000036,-0.24018670467599998
ACH-000037,-0.09298046220680001
ACH-000039,-0.16761622670999998
ACH-000040,-0.240432589117
ACH-000041,-0.322998326683
ACH-000042,-0.334095217168
ACH-000045,-0.136397352171
ACH-000047,-0.13146391801100002
ACH-000052,-0.19399175448
ACH-000053,-0.23594897380899998
ACH-000054,-0.156405541299
ACH-000055,-0.360482439951
ACH-000060,-0.268354674624
ACH-000067,-0.293069989536
ACH-000070,-0.406471265419
ACH-000075,-0.38063464965099997
ACH-000078,-0.39299033138800005
ACH-000082,-0.166418144119
ACH-000085,-0.055861860451699996
ACH-000086,-0.323013460321
ACH-000087,-0.0908221751694
ACH-000092,-0.15161610272700002
ACH-000095,-0.34751127620800004
ACH-000097,-0.272209132312
ACH-000098,-0.243081163264
ACH-000099,-0.346340939114
ACH-000108,-0.32453569188700004
ACH-000113,-0.340720664774
ACH-000115,-0.131473495113
ACH-000116,-0.409913721956
ACH-000118,-0.222101414561
ACH-000120,-0.227995758444
ACH-000123,-0.263425473543
ACH-000127,-0.244892921822
ACH-000128,-0.238645128891
ACH-000132,-0.0667686222173
ACH-000133,-0.38091630191200004
ACH-000137,-0.38493376231700005
ACH-000138,-0.28322581024599996
ACH-000142,-0.123469593137
ACH-000143,-0.228455492483
ACH-000146,-0.306585580902
ACH-000148,-0.250803604503
ACH-000150,-0.262691036624
ACH-000152,-0.060973422121
ACH-000153,-0.453341053159
ACH-000159,-0.41060630901999995
ACH-000160,-0.443405339007
ACH-000163,-0.0481783079836
ACH-000167,-0.298948608515
ACH-000168,-0.25472224311
ACH-000169,-0.25982951945099997
ACH-000178,-0.33766301139300003
ACH-000182,-0.138379629753
ACH-000183,-0.145436823799
ACH-000188,-0.0616508041027
ACH-000189,-0.317585166404
ACH-000190,-0.201369765347
ACH-000198,-0.29043062288800003
ACH-000204,0.153990913107
ACH-000206,-0.308161154982
ACH-000207,-0.180272087422
ACH-000211,-0.205184295889
ACH-000215,-0.30665761705899997
ACH-000221,-0.16418403743499999
ACH-000222,-0.5274178130789999
ACH-000223,-0.38836359814000004
ACH-000226,-0.502313742031
ACH-000227,-0.533453189792
ACH-000228,-0.343903355999
ACH-000231,-0.292580281116
ACH-000232,-0.411503958958
ACH-000233,-0.296317801526
ACH-000234,-0.342698081626
ACH-000235,-0.334718139926
ACH-000237,-0.43579825611999995
ACH-000238,-0.0607267870627
ACH-000243,-0.319699802023
ACH-000244,-0.12642447496099998
ACH-000246,-0.31113068803599997
ACH-000248,-0.11372357785999998
ACH-000250,-0.229132986864
ACH-000251,-0.189067101988
ACH-000253,-0.310222298901
ACH-000255,-0.11052113536800001
ACH-000256,-0.178172854259
ACH-000257,-0.221070423229
ACH-000258,-0.744133046409
ACH-000259,-0.265642006294
ACH-000260,-0.311255884657
ACH-000261,-0.311905496505
ACH-000262,-0.0239638339443
ACH-000263,-0.21604032791900002
ACH-000264,-0.23942588153900002
ACH-000265,-0.45272411493299997
ACH-000266,-0.322316156177
ACH-000272,-0.42496532984499996
ACH-000273,-0.321389951114
ACH-000274,-0.375327455414
ACH-000277,-0.329209328825
ACH-000278,-0.459598809885
ACH-000279,-0.38072001176799997
ACH-000280,-0.143490165221
ACH-000281,-0.169629657324
ACH-000288,-0.368402055914
ACH-000291,-0.48492572062899997
ACH-000293,-0.322979689824
ACH-000294,-0.51470941206
ACH-000295,-0.19484747246800002
ACH-000296,0.04881481397890001
ACH-000302,-0.0668065421369
ACH-000304,-0.333619032147
ACH-000307,-0.33240454016800003
ACH-000308,-0.234595602536
ACH-000310,-0.42064647978
ACH-000311,-0.232359581116
ACH-000312,-0.424271519551
ACH-000315,-0.09735336521960002
ACH-000316,-0.0591946334562
ACH-000317,-0.391294652925
ACH-000318,-0.33766328125
ACH-000319,-0.271463791425
ACH-000320,-0.525165003473
ACH-000322,-0.146602678255
ACH-000323,-0.182603141113
ACH-000324,-0.300772466603
ACH-000329,-0.34770233512599996
ACH-000330,-0.25547687961300003
ACH-000331,-0.17057294214699997
ACH-000332,-0.292682024185
ACH-000334,-0.345890219187
ACH-000335,-0.09826735264239998
ACH-000336,-0.273043921732
ACH-000337,-0.11616561913
ACH-000339,-0.369987890699
ACH-000341,-0.297710552873
ACH-000348,-0.136237803988
ACH-000350,-0.414603631889
ACH-000352,-0.190087272018
ACH-000356,-0.157973750756
ACH-000361,-0.0419183318948
ACH-000362,-0.20809480290500001
ACH-000363,-0.420281869354
ACH-000364,-0.16694922800200002
ACH-000365,-0.412993237748
ACH-000366,-0.270547537533
ACH-000368,-0.32439730019699997
ACH-000374,-0.503398334618
ACH-000375,-0.49882396998499995
ACH-000376,-0.220653429135
ACH-000381,-0.284339494138
ACH-000383,-0.134916423189
ACH-000387,-0.125697122217
ACH-000389,-0.157386586409
ACH-000390,-0.140125723505
ACH-000393,-0.324772788686
ACH-000395,-0.24088766671599998
ACH-000397,-0.22133213756900003
ACH-000401,-0.21354617735800002
ACH-000402,-0.299575285288
ACH-000403,-0.33368627946199997
ACH-000404,-0.232869021494
ACH-000406,-0.45302941175300004
ACH-000407,-0.175967656301
ACH-000408,-0.281657847845
ACH-000410,-0.37418190906
ACH-000411,-0.357052015785
ACH-000414,-0.189908125878
ACH-000415,-0.260818491358
ACH-000416,-0.08750103587290001
ACH-000420,-0.280165356835
ACH-000421,-0.1538579292
ACH-000424,-0.178823200154
ACH-000425,-0.35250798249799997
ACH-000426,-0.179666663032
ACH-000427,-0.45104106953699996
ACH-000433,-0.332963934046
ACH-000436,-0.310718576838
ACH-000444,-0.237603708416
ACH-000445,-0.0878675477891
ACH-000448,-0.17269388563700003
ACH-000450,-0.25372379751699997
ACH-000452,-0.24884448234200002
ACH-000454,-0.322378370462
ACH-000458,-0.253808360768
ACH-000459,-0.175654023098
ACH-000460,-0.34167494182400004
ACH-000461,-0.453154678034
ACH-000463,-0.240567187811
ACH-000464,-0.182138670277
ACH-000466,-0.198977042271
ACH-000467,-0.123186034231
ACH-000468,-0.429599366627
ACH-000469,-0.24786074661600002
ACH-000470,-0.273712423867
ACH-000471,-0.265604053468
ACH-000472,-0.23319974958700002
ACH-000473,-0.38597488206999997
ACH-000475,-0.186385161671
ACH-000476,-0.26822978636
ACH-000477,-0.549961153567
ACH-000480,-0.350099845749
ACH-000481,-0.23291088258099998
ACH-000483,-0.214380007914
ACH-000484,-0.47358835625
ACH-000485,-0.38659402801200005
ACH-000486,-0.447095842836
ACH-000487,-0.360724868166
ACH-000488,-0.280738137507
ACH-000490,-0.180393698025
ACH-000491,-0.409375089108
ACH-000495,-0.229887647888
ACH-000496,-0.256187036069
ACH-000499,-0.229757403615
ACH-000500,0.08803214076749999
ACH-000502,-0.183404440141
ACH-000503,-0.296335988306
ACH-000505,-0.26853217196699997
ACH-000507,-0.09685453013010001
ACH-000510,-0.38535871646200004
ACH-000511,-0.200535618247
ACH-000512,-0.410377065922
ACH-000516,-0.191753864839
ACH-000517,-0.20968250120999998
ACH-000518,-0.35558309713299996
ACH-000520,-0.133251558334
ACH-000521,-0.304302983578
ACH-000522,-0.40332536287799997
ACH-000524,-0.09680097951439999
ACH-000527,-0.181363805357
ACH-000528,-0.26928825546
ACH-000537,-0.34008028671499996
ACH-000541,-0.280554995185
ACH-000542,-0.28725162483100003
ACH-000544,-0.31628454886999996
ACH-000545,-0.563739393204
ACH-000547,-0.265927864688
ACH-000548,-0.252833228328
ACH-000549,-0.323501413457
ACH-000550,-0.23119686099
ACH-000552,-0.139779052091
ACH-000556,-0.220773946233
ACH-000557,-0.61764713802
ACH-000570,-0.38623539245300004
ACH-000571,-0.436570211036
