,PTPRJ (5795)
ACH-000004,0.0689674857721
ACH-000007,0.142275043398
ACH-000009,0.152783173709
ACH-000011,0.217582505724
ACH-000012,0.0570310347834
ACH-000013,0.267020054992
ACH-000014,-0.09326527502
ACH-000015,0.162819411032
ACH-000017,0.42125857109399995
ACH-000018,0.0009298979231980001
ACH-000019,-0.157580051911
ACH-000021,0.062418598451699996
ACH-000022,0.16528654717
ACH-000025,-0.0542178875784
ACH-000028,-0.039458903046
ACH-000030,-0.12578855270199998
ACH-000035,0.34702003538599996
ACH-000036,0.065881234986
ACH-000037,0.286445417145
ACH-000039,-0.0368357039764
ACH-000040,0.134057959224
ACH-000041,0.276317441054
ACH-000042,0.0765297551513
ACH-000045,0.0712278366677
ACH-000047,0.30737447430799997
ACH-000052,-0.005739452679720001
ACH-000053,0.104586981762
ACH-000054,0.0926023199161
ACH-000055,0.336599085308
ACH-000060,0.434004386237
ACH-000067,0.160745735323
ACH-000070,0.222830767555
ACH-000075,0.0480217502539
ACH-000078,0.0317425758837
ACH-000082,0.09934880438799999
ACH-000085,0.254451016671
ACH-000086,0.0499143991333
ACH-000087,0.251204437225
ACH-000092,0.07719805394899999
ACH-000095,0.158274166284
ACH-000097,0.10625034736099999
ACH-000098,0.319190454405
ACH-000099,0.07156654875289999
ACH-000108,0.142902995198
ACH-000113,0.152849406454
ACH-000115,0.214332103599
ACH-000116,0.255480374944
ACH-000118,-0.08790139676410001
ACH-000120,0.173599245755
ACH-000123,0.127164839013
ACH-000127,0.16602138853
ACH-000128,0.290383994557
ACH-000132,0.407517746881
ACH-000133,0.0457182896156
ACH-000137,0.0686211933264
ACH-000138,0.0451636292605
ACH-000142,0.11254957468900001
ACH-000143,0.264375916817
ACH-000146,0.118300245384
ACH-000148,0.310542601999
ACH-000150,-0.186375022001
ACH-000152,0.224359605074
ACH-000153,0.15793634071499998
ACH-000159,0.098318908172
ACH-000160,0.102343937141
ACH-000163,0.20683279481699998
ACH-000167,0.166918466032
ACH-000168,0.176890772593
ACH-000169,0.0559694681176
ACH-000178,0.146887360232
ACH-000182,0.062282814919699996
ACH-000183,0.146353139539
ACH-000188,0.0434776777154
ACH-000189,0.20038644876400002
ACH-000190,-0.05316800020740001
ACH-000198,0.285963362095
ACH-000204,0.212709899732
ACH-000206,0.113576892303
ACH-000207,0.0284439257817
ACH-000211,0.292391503764
ACH-000215,0.04248878668000001
ACH-000221,0.188779749208
ACH-000222,0.131373250824
ACH-000223,0.156986122068
ACH-000226,0.111212073513
ACH-000227,-0.0805507319925
ACH-000228,0.398494682822
ACH-000231,0.0815492552622
ACH-000232,0.0131545928335
ACH-000233,0.182470784981
ACH-000234,0.279864075195
ACH-000235,0.289588928366
ACH-000237,0.0988331810364
ACH-000238,0.193028776339
ACH-000243,0.0761385555655
ACH-000244,0.0793451956834
ACH-000246,0.12451410757300001
ACH-000248,0.382874766848
ACH-000250,0.280798793497
ACH-000251,0.28636644470600003
ACH-000253,0.160964625576
ACH-000255,0.198029534639
ACH-000256,-0.053718954025300004
ACH-000257,0.255633196481
ACH-000258,0.252049836476
ACH-000259,0.145251316998
ACH-000260,0.017291237983599998
ACH-000261,0.0718186272083
ACH-000262,0.8401755136399999
ACH-000263,0.0357614766452
ACH-000264,0.042581351332499996
ACH-000265,-0.22185039388500002
ACH-000266,0.145438400277
ACH-000272,0.37081854758
ACH-000273,0.0814165370944
ACH-000274,0.104444855029
ACH-000277,0.16998824584199998
ACH-000278,0.0983656335888
ACH-000279,0.21604666815499998
ACH-000280,0.214408525344
ACH-000281,0.136341143706
ACH-000288,-0.173455703511
ACH-000291,0.293643959613
ACH-000293,0.35907986762599997
ACH-000294,0.284929942032
ACH-000295,0.265340288486
ACH-000296,0.0798556637448
ACH-000302,0.42171549644199996
ACH-000304,-0.0470125669748
ACH-000307,0.0134590135262
ACH-000308,0.147785519987
ACH-000310,-0.025005687540599997
ACH-000311,0.160742469583
ACH-000312,0.031780355935999996
ACH-000315,0.405547688856
ACH-000316,0.335826990259
ACH-000317,0.216272282437
ACH-000318,0.11898979695800001
ACH-000319,0.192197550866
ACH-000320,0.0139061636524
ACH-000322,0.06783206403419999
ACH-000323,0.166766016808
ACH-000324,0.235218754201
ACH-000329,0.0384611420865
ACH-000330,0.051819457531
ACH-000331,0.09545678196270001
ACH-000332,0.23262197664
ACH-000334,0.0993785861434
ACH-000335,0.229205393259
ACH-000336,0.248804301306
ACH-000337,0.12221241468699999
ACH-000339,-0.0032297369144800004
ACH-000341,0.0626767801243
ACH-000348,0.125456664864
ACH-000350,0.140736667098
ACH-000352,0.24339467493500003
ACH-000356,0.27834010465
ACH-000361,-0.0295177144105
ACH-000362,0.16717216817
ACH-000363,0.0190807887935
ACH-000364,0.391913014873
ACH-000365,0.640048937124
ACH-000366,0.18771717628600001
ACH-000368,0.0365141269731
ACH-000374,0.025865948858599996
ACH-000375,0.290751347196
ACH-000376,0.053520256162400005
ACH-000381,0.248235223693
ACH-000383,0.275413751908
ACH-000387,0.0029686104919
ACH-000389,0.39186953447899997
ACH-000390,0.17477197363299998
ACH-000393,-0.057765710766000004
ACH-000395,0.22999493223499998
ACH-000397,0.224726074633
ACH-000401,0.273867640544
ACH-000402,0.0368733538989
ACH-000403,0.19476187755999996
ACH-000404,0.322625476835
ACH-000406,0.12113572603499999
ACH-000407,0.144000636146
ACH-000408,-0.0104562837421
ACH-000410,0.357767281278
ACH-000411,0.152921370084
ACH-000414,0.238962306232
ACH-000415,-0.112663873453
ACH-000416,0.130309205891
ACH-000420,0.141157130994
ACH-000421,0.207680590796
ACH-000424,0.131078893582
ACH-000425,0.09541260187210002
ACH-000426,0.143369133848
ACH-000427,0.12134109239600001
ACH-000433,-0.049846314995599994
ACH-000436,0.166454312994
ACH-000444,0.112714663913
ACH-000445,0.188003378704
ACH-000448,0.156818569085
ACH-000450,0.271430428657
ACH-000452,0.28430825746800004
ACH-000454,0.05715416803730001
ACH-000458,0.11542370985099999
ACH-000459,0.271024671572
ACH-000460,0.23638146251699999
ACH-000461,0.238976678241
ACH-000463,0.21358267160100003
ACH-000464,0.262627541853
ACH-000466,0.449544284951
ACH-000467,0.0767271768309
ACH-000468,-0.09988514088130002
ACH-000469,-0.0946449088281
ACH-000470,0.171415312002
ACH-000471,0.18606184785799998
ACH-000472,0.0803264134548
ACH-000473,0.28007856526999997
ACH-000475,0.33709593525
ACH-000476,0.323586039151
ACH-000477,0.252968094429
ACH-000480,0.181339983515
ACH-000481,0.284790776212
ACH-000483,0.127483182778
ACH-000484,0.09287429282
ACH-000485,0.151902868847
ACH-000486,0.0263695768967
ACH-000487,0.0697285258757
ACH-000488,0.0964288519419
ACH-000490,0.07132385464680001
ACH-000491,0.46115543093999994
ACH-000495,0.060913054244599994
ACH-000496,0.362410469223
ACH-000499,-0.15607677561799999
ACH-000500,0.231999899113
ACH-000502,-0.060639571333800005
ACH-000503,-0.0218956770761
ACH-000505,-0.116604921729
ACH-000507,0.282723252785
ACH-000510,-0.0210145329458
ACH-000511,0.0393526966411
ACH-000512,0.240429094626
ACH-000516,-0.00375118890396
ACH-000517,0.28162889987
ACH-000518,0.0951234694087
ACH-000520,0.010157865328700002
ACH-000521,-0.09192097430299999
ACH-000522,0.05877241243840001
ACH-000524,0.18509301966299999
ACH-000527,0.248767526275
ACH-000528,0.277232535886
ACH-000537,0.29149129324
ACH-000541,-0.12150994592299999
ACH-000542,-0.07910409396000001
ACH-000544,0.055566315787800004
ACH-000545,0.07566120753660001
ACH-000547,-0.07096867644180001
ACH-000548,0.1509336882
ACH-000549,0.183073401697
ACH-000550,0.031897302359099995
ACH-000552,0.207211702701
ACH-000556,0.09731913238119999
ACH-000557,0.214408911901
ACH-000570,0.069708901594
ACH-000571,0.18091777854899999
ACH-000573,0.0355296502504
ACH-000576,0.17936895903299999
ACH-000580,0.077660737124
ACH-000584,0.27598630604400004
ACH-000585,0.25800149403
ACH-000588,0.191688897461
ACH-000589,0.155296091955
ACH-000591,0.147837311141
ACH-000593,0.20452787110999998
ACH-000600,0.153641614834
ACH-000601,0.039144748125
ACH-000604,-0.000190911484365
ACH-000605,0.165379908863
ACH-000606,0.0205850260279
ACH-000608,-0.007753017262039999
ACH-000614,-0.0445462539222
ACH-000616,0.146437314278
ACH-000618,0.030797051010000003
ACH-000619,-0.0354016556592
ACH-000620,0.27075816603
ACH-000621,0.0588728214018
ACH-000622,0.08605796919939998
ACH-000623,0.0536859227917
ACH-000624,0.155114593377
ACH-000627,0.149005583503
ACH-000630,0.548493359847
ACH-000632,0.041177826370399996
ACH-000633,0.23238311554299998
ACH-000637,0.24697077927799999
ACH-000638,0.108055215263
ACH-000646,1.0261881007
ACH-000647,0.118847700259
ACH-000648,0.471394596298
ACH-000649,0.158415411553
ACH-000651,0.303853213541
ACH-000652,0.24012186867600002
ACH-000653,0.0729506585922
ACH-000657,0.166458598372
ACH-000658,0.0623380227355
ACH-000661,-0.139664503644
ACH-000662,0.225925272718
ACH-000663,-0.168134354513
ACH-000665,0.181054345847
ACH-000671,0.0975840060362
ACH-000673,0.0390730856464
ACH-000676,0.167688206521
ACH-000677,0.142512189772
ACH-000681,0.454108278877
ACH-000682,0.21138726765500002
ACH-000683,0.126666653639
ACH-000684,0.03950918947880001
