,CNTLN (54875)
ACH-000004,-0.645347013329
ACH-000007,-0.05398055242880001
ACH-000009,-0.007837190785619999
ACH-000011,-0.00349179151416
ACH-000012,0.036587652754699995
ACH-000013,0.0712277901278
ACH-000014,0.00662609552498
ACH-000015,-0.0940627893675
ACH-000017,0.177493022976
ACH-000018,0.0753601331047
ACH-000019,-0.212897108737
ACH-000021,0.028415227908200003
ACH-000022,-0.0678086619135
ACH-000025,-0.18354043239
ACH-000028,0.000199418326959
ACH-000030,0.013181167524800001
ACH-000035,0.0322886152345
ACH-000036,-0.110287322357
ACH-000037,-0.151583269246
ACH-000039,0.0938689886573
ACH-000040,0.143380888627
ACH-000041,0.009216493824069999
ACH-000042,-0.09202865353489999
ACH-000045,0.0759789598085
ACH-000047,-0.0943477637058
ACH-000052,0.009767195395049999
ACH-000053,0.055242441787199996
ACH-000054,-0.0755624828727
ACH-000055,0.0372062921759
ACH-000060,0.11034807304000001
ACH-000067,-0.09832058778169998
ACH-000070,-0.031173919268999997
ACH-000075,0.0760472422481
ACH-000078,-0.150664339559
ACH-000082,-0.048914961499300004
ACH-000085,-0.183317265713
ACH-000086,-0.0834130699566
ACH-000087,-0.221461231891
ACH-000092,0.058759881064499996
ACH-000095,-0.0507760819383
ACH-000097,0.108233254875
ACH-000098,0.190216107715
ACH-000099,0.00301293690438
ACH-000108,-0.06520466846049999
ACH-000113,-0.053443182106099996
ACH-000115,-0.12144229716499999
ACH-000116,0.140035961654
ACH-000118,0.011185084047399999
ACH-000120,-0.167080686315
ACH-000123,0.04508124238
ACH-000127,-0.0269452020965
ACH-000128,0.05615126929190001
ACH-000132,-0.0737823959583
ACH-000133,0.0990773935901
ACH-000137,-0.142332558012
ACH-000138,-0.159203401927
ACH-000142,0.254296443194
ACH-000143,0.11262139219100001
ACH-000146,0.0141899269676
ACH-000148,-0.0805048681802
ACH-000150,-0.107755213708
ACH-000152,0.0152959737317
ACH-000153,-0.580687945981
ACH-000159,0.0222444706267
ACH-000160,0.171506129732
ACH-000163,0.168692956565
ACH-000167,-0.0697975300685
ACH-000168,0.0797786617782
ACH-000169,-0.0628265101657
ACH-000178,0.0015273571090799998
ACH-000182,-0.017319240983
ACH-000183,0.0412036894138
ACH-000188,-0.11010392035399999
ACH-000189,-0.243545564101
ACH-000190,-0.0256472830461
ACH-000198,-0.155493457964
ACH-000204,0.0674255952463
ACH-000206,0.156809159482
ACH-000207,0.08752480167030001
ACH-000211,-0.0820619732387
ACH-000215,-0.14850949332399999
ACH-000221,-0.218034750425
ACH-000222,0.236120535042
ACH-000223,0.0172372494479
ACH-000226,0.0031688194278499996
ACH-000227,-0.126988488384
ACH-000228,-0.159734311337
ACH-000231,-0.000546591521135
ACH-000232,-0.07503557754089998
ACH-000233,0.037265034476400005
ACH-000234,-0.04641818540630001
ACH-000235,0.013324575501700001
ACH-000237,-0.101965924049
ACH-000238,0.0647287412931
ACH-000243,-0.0359505164147
ACH-000244,0.0554573591652
ACH-000246,0.067744080597
ACH-000248,-0.0403340723805
ACH-000250,0.030808857327900004
ACH-000251,0.00275721192629
ACH-000253,0.08855134859519999
ACH-000255,-0.035358327099999996
ACH-000256,0.0366846255836
ACH-000257,-0.129824687834
ACH-000258,-0.0597378195356
ACH-000259,-0.034532158555600004
ACH-000260,0.032599331319900005
ACH-000261,-0.0629591690305
ACH-000262,-0.0660081211372
ACH-000263,-0.0142926949373
ACH-000264,0.0697165151841
ACH-000265,-0.285538661127
ACH-000266,-0.048242518215500005
ACH-000272,0.0124514013257
ACH-000273,0.0122906411937
ACH-000274,-0.052050114492499994
ACH-000277,0.126859866849
