,NEK2 (4751)
ACH-000004,-0.49252637454400006
ACH-000007,0.0059732728327299995
ACH-000009,-0.378262506101
ACH-000011,-0.44566911910499996
ACH-000012,-0.40466184856
ACH-000013,-0.12521263682800002
ACH-000014,-0.36773807875200004
ACH-000015,-0.157827166185
ACH-000017,-0.44141159338
ACH-000018,-0.32642872937600004
ACH-000019,-0.379885497486
ACH-000021,-0.110043135943
ACH-000022,-0.26095236946600003
ACH-000025,-0.08960119181949999
ACH-000028,-0.28593186013599997
ACH-000030,-0.152701768509
ACH-000035,-0.242556233206
ACH-000036,-0.289314730396
ACH-000037,-0.319709820984
ACH-000039,-0.270334450668
ACH-000040,-0.380766573846
ACH-000041,-0.429773425663
ACH-000042,-0.397875056887
ACH-000045,-0.38006782956600005
ACH-000047,-0.366379198941
ACH-000052,-0.368943587433
ACH-000053,-0.46002540169699996
ACH-000054,-0.113941615562
ACH-000055,-0.322893080458
ACH-000060,-0.31571472756200003
ACH-000067,-0.09591967854450001
ACH-000070,-0.512987362082
ACH-000075,-0.08202359248489999
ACH-000078,-0.316578488817
ACH-000082,-0.173250561105
ACH-000085,-0.14393609305299998
ACH-000086,-0.48776213096500004
ACH-000087,-0.569592011619
ACH-000092,-0.539243953438
ACH-000095,-0.428234938213
ACH-000097,-0.395922923088
ACH-000098,-0.119792279562
ACH-000099,-0.356563764884
ACH-000108,-0.398943802479
ACH-000113,-0.283050211838
ACH-000115,-0.20555925527199997
ACH-000116,-0.234529105702
ACH-000118,-0.421166154583
ACH-000120,-0.38568346089500005
ACH-000123,-0.367644380273
ACH-000127,-0.212825125077
ACH-000128,-0.300493405909
ACH-000132,-0.293090123478
ACH-000133,-0.41419556362099996
ACH-000137,-0.0974919314078
ACH-000138,-0.34591141970399997
ACH-000142,-0.1933769638
ACH-000143,-0.423187093359
ACH-000146,0.09234836009889999
ACH-000148,-0.215031029278
ACH-000150,0.0752662868885
ACH-000152,-0.350565849345
ACH-000153,-0.557074335684
ACH-000159,-0.629288214346
ACH-000160,0.00113946575849
ACH-000163,-0.40004317310599996
ACH-000167,0.396390243416
ACH-000168,-0.342883491306
ACH-000169,-0.388194005841
ACH-000178,-0.23095546685499999
ACH-000182,-0.363645823424
ACH-000183,-0.0974612929696
ACH-000188,-0.669812933736
ACH-000189,-0.634244327762
ACH-000190,0.169839285928
ACH-000198,-0.295388673792
ACH-000204,-0.105738494464
ACH-000206,-0.239292646237
ACH-000207,-0.162783534278
ACH-000211,-0.108464985517
ACH-000215,-0.263543616323
