,HDC (3067)
ACH-000004,-0.12315303340500001
ACH-000007,-0.13217545327400002
ACH-000009,-0.380865407913
ACH-000011,0.155975467266
ACH-000012,-0.101150270244
ACH-000013,-0.000591807790837
ACH-000014,-0.22458145780799998
ACH-000015,0.041256633076400005
ACH-000017,0.041049627399400004
ACH-000018,0.141861771603
ACH-000019,-0.08392799746310001
ACH-000021,0.141432118184
ACH-000022,-0.0753458008505
ACH-000025,-0.0838324678467
ACH-000028,0.19973954769000002
ACH-000030,-0.21913946622299998
ACH-000035,-0.133476993898
ACH-000036,-0.11575691219
ACH-000037,-0.024817924150099997
ACH-000039,-0.049160412307
ACH-000040,0.0263105995321
ACH-000041,0.11698698641899999
ACH-000042,-0.118556998276
ACH-000045,-0.182274846505
ACH-000047,-0.0007580479318560001
ACH-000052,0.029516240438200003
ACH-000053,-0.0817385709752
ACH-000054,-0.000101391091199
ACH-000055,-0.0833906841602
ACH-000060,0.0374565340755
ACH-000067,0.05162332671130001
ACH-000070,0.0076689566840700005
ACH-000075,-0.144207290296
ACH-000078,-0.0236903687455
ACH-000082,0.000996269984378
ACH-000085,-0.07511587775310001
ACH-000086,-0.141441760379
ACH-000087,-0.0300752026277
ACH-000092,-0.0943842362541
ACH-000095,-0.176518107877
ACH-000097,0.010503656033299998
ACH-000098,0.0030682850051599996
ACH-000099,-0.17316128489
ACH-000108,-0.0340863466612
ACH-000113,-0.205495765246
ACH-000115,0.214675460337
ACH-000116,-0.0200213461118
ACH-000118,-0.0946592284219
ACH-000120,-0.158672674781
ACH-000123,-0.14825585151100001
ACH-000127,-0.053271174919499995
ACH-000128,-0.174760414538
ACH-000132,-0.0840247701612
ACH-000133,0.115412320759
ACH-000137,-0.15721558380200001
ACH-000138,0.05874019348730001
ACH-000142,-0.245409404029
ACH-000143,0.0257317934174
ACH-000146,-0.14303409909700002
ACH-000148,-0.22335025690000002
ACH-000150,-0.0387993420774
ACH-000152,-0.0753393566768
ACH-000153,-0.47151939398500003
ACH-000159,0.0666200042953
ACH-000160,-0.140873838857
ACH-000163,-0.212611307128
ACH-000167,0.09568820580620001
ACH-000168,-0.216108575672
ACH-000169,-0.0871531198016
ACH-000178,0.153053670434
ACH-000182,-0.202522802766
ACH-000183,0.0530695013202
ACH-000188,0.0284038946324
ACH-000189,-0.108525295522
ACH-000190,-0.242112743801
ACH-000198,-0.12333588989399999
ACH-000204,-0.12073987880899999
ACH-000206,-0.21218048643100001
ACH-000207,-0.00633997466363
ACH-000211,-0.16827335182
ACH-000215,-0.0295861334955
ACH-000221,-0.11408174988500001
ACH-000222,-0.37954417739600005
ACH-000223,-0.18106670962699997
ACH-000226,0.0879175371658
ACH-000227,-0.32127916145700003
ACH-000228,-0.141310527652
ACH-000231,-0.0556654156941
ACH-000232,0.0995577369646
ACH-000233,-0.00706000332374
ACH-000234,-0.125617102488
ACH-000235,-0.140025728328
ACH-000237,0.0254461269592
ACH-000238,-0.0481775165008
ACH-000243,-0.0126479319029
ACH-000244,0.0987929165264
ACH-000246,-0.0569577145741
ACH-000248,0.014807924812200002
ACH-000250,-0.044502176779899996
ACH-000251,0.23089132511799998
ACH-000253,0.0235507091642
ACH-000255,-0.17144976437399997
ACH-000256,-0.09859450365419999
ACH-000257,-0.24926084393599998
ACH-000258,-0.240581172294
ACH-000259,0.0320903380241
ACH-000260,-0.0900874172725
ACH-000261,-0.0276343095375
ACH-000262,-0.0514491857728
ACH-000263,-0.111689543294
ACH-000264,0.09574135849760002
ACH-000265,-0.124584827087
ACH-000266,-0.128567190174
ACH-000272,-0.15149790544000002
ACH-000273,-0.08323122218330001
ACH-000274,-0.020136084068200003
ACH-000277,0.124310524733
ACH-000278,-0.062441721414800005
ACH-000279,-0.054140383568900004
ACH-000280,-0.03690465356830001
ACH-000281,0.17508329369000003
ACH-000288,-0.052233474176500004
ACH-000291,-0.00232674779956
ACH-000293,0.042214054193099995
ACH-000294,-0.369993192794
ACH-000295,-0.39169110740199997
ACH-000296,-0.237676969331
ACH-000302,-0.135706576917
ACH-000304,-0.530194721805
ACH-000307,-0.08532688968530001
ACH-000308,0.019518073921999998
ACH-000310,-0.23188066940000002
ACH-000311,-0.0439504013845
ACH-000312,0.00435604862425
ACH-000315,-0.2927269739
ACH-000316,-0.10288961067800001
ACH-000317,-0.00212688842653
ACH-000318,-0.09088992303580001
ACH-000319,-0.23111336201299998
ACH-000320,-0.14567213141899998
ACH-000322,-0.10458362884099999
ACH-000323,-0.0280477554661
ACH-000324,-0.04510089194019999
ACH-000329,0.0120887626009
ACH-000330,-0.0698866769059
ACH-000331,-0.125828911447
ACH-000332,0.00921328997174
ACH-000334,-0.06433670819019999
ACH-000335,0.0204571906218
ACH-000336,-0.0731019802677
ACH-000337,-0.196624612863
ACH-000339,-0.113380102775
ACH-000341,0.262799411994
ACH-000348,-0.162151964656
ACH-000350,-0.205982677507
ACH-000352,-0.336605487773
ACH-000356,-0.10137970128599999
ACH-000361,-0.318961175735
