,ARSI (340075)
ACH-000472,-0.188177733864
ACH-000473,-0.10619376260800001
ACH-000475,-0.219307067585
ACH-000476,-0.38223185951
ACH-000477,-0.394876346356
ACH-000480,-0.174449150522
ACH-000481,-0.439724995475
ACH-000483,-0.00290343708921
ACH-000484,-0.159935485832
ACH-000485,-0.385627082767
ACH-000486,-0.08609784078
ACH-000487,-0.365657054893
ACH-000488,-0.299940853558
ACH-000490,-0.21948333549899998
ACH-000491,-0.317707111256
ACH-000495,-0.256107996075
ACH-000496,0.021484840102900003
ACH-000499,-0.130744940137
ACH-000500,-0.6055121979020001
ACH-000502,-0.207477888489
ACH-000503,-0.352109014675
ACH-000505,-0.295670134052
ACH-000507,-0.348854226564
ACH-000510,-0.193750133162
ACH-000511,-0.257756559131
ACH-000512,-0.09466134250430001
ACH-000516,-0.0629327970815
ACH-000517,-0.310825717159
ACH-000518,-0.455510514468
ACH-000520,-0.21223315482299998
ACH-000521,-0.0998640714798
ACH-000522,-0.328615215581
ACH-000524,-0.358774110324
ACH-000527,-0.171991350088
ACH-000528,-0.206713260569
ACH-000537,-0.245423555615
ACH-000541,-0.112847520005
ACH-000542,-0.337675922906
ACH-000544,-0.535581290106
ACH-000545,-0.416934976109
ACH-000547,-0.298946015738
ACH-000548,-0.23840627644999998
ACH-000549,-0.31440701050299996
ACH-000550,-0.43514058487400004
ACH-000552,-0.439838498872
ACH-000556,-0.05470551657890001
ACH-000557,-0.503653347246
ACH-000570,-0.265766741219
ACH-000571,-0.34551520286799997
ACH-000573,-0.294985735984
ACH-000576,-0.22153458928800002
ACH-000580,-0.192610805842
ACH-000584,-0.43033692732199996
ACH-000585,-0.30481841063000004
ACH-000588,-0.084294998211
ACH-000589,-0.160533888524
ACH-000591,-0.300839350181
ACH-000593,-0.37225932731600003
ACH-000600,-0.239697064613
ACH-000601,-0.304080365643
ACH-000604,-0.29039582331700003
ACH-000605,-0.337459520897
ACH-000606,-0.10723560848500001
ACH-000608,-0.218305493854
ACH-000614,-0.446741291324
ACH-000616,-0.315097313207
ACH-000618,-0.240543138283
ACH-000619,-0.22248175318000005
ACH-000620,-0.44703759356399997
ACH-000621,-0.25214364159200003
ACH-000622,-0.208366362782
ACH-000623,-0.203579023305
ACH-000624,-0.319760025464
ACH-000627,-0.30731751295000004
ACH-000630,-0.21121348078699997
ACH-000632,-0.234199630476
ACH-000633,-0.46516811102600003
ACH-000637,-0.0700090982741
ACH-000638,-0.153250787227
ACH-000646,-0.124729663481
ACH-000647,-0.235952712156
ACH-000648,-0.271988919765
ACH-000649,-0.283287956429
ACH-000651,-0.608625335012
ACH-000652,-0.27208452414
ACH-000653,-0.23708614281399998
ACH-000657,-0.224448775727
ACH-000658,-0.300143103669
ACH-000661,-0.19640271045699997
ACH-000662,-0.076152429797
ACH-000663,-0.396035479402
ACH-000665,-0.248476415055
ACH-000671,-0.40954852861599994
ACH-000673,-0.186278302892
ACH-000676,-0.356474285165
ACH-000677,-0.248899010891
ACH-000681,-0.300153689258
ACH-000682,-0.244631784438
ACH-000683,-0.386250955858
ACH-000684,-0.127431875629
ACH-000688,-0.407828751113
ACH-000693,-0.237220981691
ACH-000694,-0.217493636553
ACH-000695,-0.41044870301700004
ACH-000696,-0.241353078739
ACH-000697,-0.260453437816
ACH-000699,-0.250304333537
ACH-000701,-0.336149783477
ACH-000706,-0.264691229749
ACH-000711,-0.150586710558
ACH-000713,-0.10763587065199999
ACH-000714,0.0413430782082
ACH-000718,-0.107559981121
ACH-000720,-0.247258713011
ACH-000721,-0.20256177059099997
ACH-000724,-0.5018333694
ACH-000725,-0.30727424845400003
ACH-000732,0.0390162748883
ACH-000734,-0.20454959746100002
ACH-000735,-0.199796897745
ACH-000736,-0.274881368801
ACH-000738,-0.22492112683499998
ACH-000746,-0.187980627304
ACH-000747,-0.150524502141
ACH-000748,-0.26487669432100003
ACH-000753,-0.302432832644
ACH-000756,-0.406325977412
ACH-000757,-0.316288941186
ACH-000758,-0.490852794014
ACH-000760,-0.243795031406
ACH-000763,-0.439622651187
ACH-000764,-0.423546417421
ACH-000765,-0.315707390652
ACH-000766,-0.0762684866268
ACH-000767,-0.43337789925399994
ACH-000768,-0.189219252179
ACH-000769,-0.443836425054
ACH-000770,-0.35099292407099997
ACH-000771,-0.22430283473999998
ACH-000773,-0.299060320224
ACH-000776,-0.262247500792
ACH-000777,-0.265323932962
ACH-000778,-0.380402198014
ACH-000781,-0.215159586917
ACH-000782,-0.389451783552
ACH-000783,-0.40938023761500003
ACH-000784,-0.36241342353100003
ACH-000785,-0.123087992247
ACH-000787,-0.350279548641
ACH-000788,-0.21728544317600001
ACH-000791,-0.038836895822699995
ACH-000792,-0.17630672053899998
ACH-000794,-0.224259159307
ACH-000796,-0.181437553917
ACH-000799,-0.185541690613
ACH-000800,-0.43172178657399995
ACH-000802,-0.39717983055100003
ACH-000804,-0.33123867244000005
ACH-000805,-0.168259678305
ACH-000809,-0.264022646514
ACH-000810,-0.367811349076
ACH-000811,-0.349608148433
ACH-000817,-0.0692712286708
ACH-000819,-0.456207752246
ACH-000820,-0.17786147556200002
ACH-000821,-0.06509402611409999
ACH-000822,-0.296479003735
ACH-000823,-0.27078854673700004
ACH-000824,-0.28724158079100004
ACH-000827,-0.29667825814
ACH-000829,-0.312818153433
ACH-000831,-0.351432485141
ACH-000832,-0.147224673943
ACH-000833,-0.426768565957
ACH-000834,-0.142221152584
ACH-000835,-0.31499426203499997
ACH-000836,0.0271779928088
ACH-000837,-0.208289009427
ACH-000838,-0.18490909883499998
ACH-000839,-0.223152310992
ACH-000840,-0.364494846661
ACH-000841,-0.427662128329
ACH-000843,-0.32102610293699996
ACH-000846,-0.242429575123
ACH-000847,-0.117151789727
ACH-000848,-0.0982797095191
ACH-000849,-0.32529794248000005
ACH-000851,-0.152154001799
ACH-000855,-0.318462411897
ACH-000856,-0.41570343611999994
ACH-000858,-0.229170642369
ACH-000859,-0.28437049558899996
ACH-000861,-0.32907486677299996
ACH-000862,-0.382352587614
ACH-000865,-0.294863214768
ACH-000866,-0.21342526562800002
ACH-000867,-0.108019566304
ACH-000869,-0.394742921528
ACH-000872,-0.0412052158579
ACH-000873,-0.32143151172400003
ACH-000876,-0.11249572177999999
ACH-000878,-0.128969783951
ACH-000880,-0.355045485946
ACH-000881,-0.285203643743
ACH-000882,-0.388659084173
ACH-000884,-0.0824494770663
ACH-000885,-0.159505672546
ACH-000887,-0.22281089254
ACH-000888,-0.28987986077399996
ACH-000889,-0.274334229712
ACH-000890,-0.203742488503
ACH-000896,-0.29293494522700003
ACH-000898,-0.35315379027599997
ACH-000900,-0.21914353824299998
ACH-000901,-0.246073980819
ACH-000905,-0.205061455112
ACH-000906,-0.31277707708700003
ACH-000907,-0.47537209335600006
ACH-000910,-0.228130253156
ACH-000911,-0.19788134879099997
ACH-000912,-0.29012720466999997
ACH-000913,-0.436235927738
ACH-000915,-0.301967062495
ACH-000916,-0.361442948817
ACH-000917,-0.397686553148
ACH-000921,-0.267152681357
ACH-000924,-0.105690194445
ACH-000926,-0.28460235642299997
ACH-000928,-0.206299574505
ACH-000929,-0.194758400231
ACH-000932,-0.23052472653
ACH-000935,-0.21681419024700002
ACH-000936,-0.21170385736400002
ACH-000937,-0.367505274446
ACH-000938,-0.147698653297
ACH-000939,-0.206480155621
ACH-000941,-0.352419393546
ACH-000943,-0.269390342198
ACH-000946,-0.13012235890499999
ACH-000947,-0.38058517747599996
ACH-000948,-0.17150508620700003
ACH-000950,-0.140920955578
ACH-000953,-0.127855971722
ACH-000957,-0.28720759649300004
ACH-000958,-0.469561523944
ACH-000960,-0.148530607856
ACH-000963,0.0101174802078
ACH-000968,-0.0756089628758
ACH-000969,-0.43404839963200004
ACH-000973,-0.23180743979899998
ACH-000974,-0.318515904249
ACH-000975,-0.15527431346599999
ACH-000976,-0.276927693692
ACH-000978,-0.30775519484700004
ACH-000980,-0.36528369885300005
ACH-000984,-0.276908571692
ACH-000986,-0.243222795791
ACH-000988,-0.158706477561
ACH-000993,-0.11944887064000001
ACH-000994,-0.179469318197
ACH-000996,-0.39596346721500003
ACH-001001,-0.237828535293
ACH-001020,-0.514759997658
ACH-001028,-0.27277225979200004
ACH-001031,-0.35704817558300006
ACH-001038,-0.294471721061
ACH-001048,-0.24011555617
ACH-001050,-0.307801762401
ACH-001053,-0.479727880158
ACH-001054,-0.43637616859899997
ACH-001061,-0.292210363365
ACH-001067,-0.36371914337300004
ACH-001075,0.023224737464700003
ACH-001096,-0.201692117117
ACH-001128,-0.0877394569182
ACH-001134,-0.293241818512
ACH-001151,-0.299215948419
ACH-001163,-0.16549765576099998
ACH-001164,-0.286252988186
ACH-001173,-0.33602599693199997
ACH-001183,-0.336118679525
ACH-001184,-0.182818457759
ACH-001190,-0.34758605570100004
ACH-001192,-0.219725561421
ACH-001193,-0.05783605021509999
ACH-001196,-0.466161773154
ACH-001197,-0.062335728497900006
ACH-001205,-0.070089620012
ACH-001211,-0.28018690169599997
ACH-001212,-0.163598195131
ACH-001228,-0.0253526120849
ACH-001232,-0.28682199315699997
ACH-001239,-0.38050767950900005
ACH-001274,-0.245136768849
ACH-001275,-0.25242622458299996
ACH-001277,-0.204960573481
ACH-001278,-0.262292962284
ACH-001280,-0.27451788891
ACH-001283,-0.413657256247
ACH-001289,-0.0622532077495
ACH-001295,-0.154214732092
ACH-001300,-0.315742307758
ACH-001301,-0.247591319564
ACH-001302,-0.385626544998
ACH-001303,-0.316622812737
ACH-001306,-0.249063425653
ACH-001318,-0.39574988733800004
ACH-001322,-0.19916329038199998
ACH-001328,-0.288568305057
ACH-001332,-0.09412973911910001
ACH-001333,-0.434454226703
ACH-001336,-0.299549179316
ACH-001340,-0.20587142697799998
ACH-001346,-0.292812380335
ACH-001353,-0.292026336608
ACH-001354,-0.29260178307100004
ACH-001367,-0.40276756955799997
ACH-001368,-0.279238782614
ACH-001374,-0.41817893274499995
ACH-001375,-0.34623738586400005
ACH-001377,-0.35174637395900005
ACH-001380,-0.22393663166299999
ACH-001391,-0.376304517008
ACH-001407,-0.174876414536
ACH-001408,-0.24410354728
ACH-001413,-0.381100663264
ACH-001430,-0.555726640307
ACH-001431,-0.280273442962
ACH-001450,-0.272155534789
ACH-001496,-0.395581927834
ACH-001500,-0.104773650848
ACH-001521,-0.344061381529
ACH-001523,-0.304567227159
ACH-001532,-0.19461770531300002
ACH-001536,-0.236903595556
ACH-001550,-0.163612681558
ACH-001552,-0.310365669038
ACH-001554,-0.331573911291
ACH-001645,-0.304904960722
ACH-001654,-0.215625998004
ACH-001715,-0.313673488005
ACH-001735,-0.316922584749
ACH-001736,-0.300164160767
ACH-001737,-0.0148240077297
ACH-001740,-0.208575597007
ACH-001745,-0.14958222692099998
ACH-001750,-0.33466463031800003
ACH-001765,-0.187542810887
ACH-001956,-0.16922045097
ACH-001957,-0.358156844732
