,NRN1 (51299)
ACH-000004,-0.160546670795
ACH-000007,-0.339251472447
ACH-000009,-0.180044630959
ACH-000011,-0.17802454858600003
ACH-000012,-0.07359583076710001
ACH-000013,-0.154294998776
ACH-000014,-0.264006722429
ACH-000015,-0.164132930935
ACH-000017,0.0706989323692
ACH-000018,-0.200960605137
ACH-000019,0.035415435172099996
ACH-000021,-0.09775818182330001
ACH-000022,0.0196357817713
ACH-000025,-0.106388821857
ACH-000028,-0.027464473083000002
ACH-000030,-0.10874026589000002
ACH-000035,0.0180784100138
ACH-000036,-0.17640292028700003
ACH-000037,-0.059186568228
ACH-000039,-0.22521491310199998
ACH-000040,0.0274265722258
ACH-000041,-0.125415408293
ACH-000042,-0.14961983737
ACH-000045,-0.28213803755600003
ACH-000047,-0.11210078763499999
ACH-000052,-0.172167851074
ACH-000053,-0.06825171618840001
ACH-000054,-0.251119279279
ACH-000055,-0.07008910046460001
ACH-000060,-0.0116771609653
ACH-000067,-0.297824783277
ACH-000070,-0.0986670216277
ACH-000075,-0.224279014485
ACH-000078,0.0152729104045
ACH-000082,-0.07150972501330001
ACH-000085,-0.0893484911272
ACH-000086,-0.20886304566199998
ACH-000087,-0.338472373748
ACH-000092,-0.0816698747259
ACH-000095,-0.07092373450560001
ACH-000097,-0.06639765146509999
ACH-000098,-0.274426684265
ACH-000099,-0.0851170420804
ACH-000108,-0.04743811400259999
ACH-000113,-0.21258222273699998
ACH-000115,-0.342217912733
ACH-000116,-0.227317542107
ACH-000118,-0.0659261505481
ACH-000120,-0.20644920943199999
ACH-000123,-0.13566749759000002
ACH-000127,-0.188497072396
ACH-000128,-0.028312670535900003
ACH-000132,-0.18460004314
ACH-000133,-0.272484433455
ACH-000137,-0.306021828437
ACH-000138,-0.060321958657
ACH-000142,-0.0673099341413
ACH-000143,-0.083267346213
ACH-000146,0.0596291840652
ACH-000148,-0.0835879557526
ACH-000150,-0.0176324905577
ACH-000152,-0.16061086885700002
ACH-000153,-0.18086942313700002
ACH-000159,-0.0860386875468
ACH-000160,0.0447911034651
ACH-000163,-0.160000416344
ACH-000167,0.266902285227
ACH-000168,-0.237567482091
ACH-000169,-0.224110399285
ACH-000178,-0.196552480926
ACH-000182,-0.059868619748800006
ACH-000183,-0.192984886387
ACH-000188,-0.212207994818
ACH-000189,-0.34900910059900003
ACH-000190,0.082408733559
ACH-000198,-0.00415375677112
ACH-000204,-0.292494454745
ACH-000206,-0.129599668299
ACH-000207,0.0278207700476
ACH-000211,-0.17471501985500001
ACH-000215,-0.18628157514600002
ACH-000221,-0.265276460587
ACH-000222,-0.17366907162300002
ACH-000223,-0.19117089291499997
ACH-000226,0.0868328872683
ACH-000227,-0.498339883601
ACH-000228,-0.119404679366
ACH-000231,-0.154095451642
ACH-000232,-0.218565896517
ACH-000233,-0.218614880757
ACH-000234,-0.19570722844900001
ACH-000235,-0.143158483537
ACH-000237,-0.116901694574
ACH-000238,-0.116432844961
ACH-000243,-0.14696542823
ACH-000244,-0.284060670141
ACH-000246,-0.22767810490600002
ACH-000248,-0.22003741249000003
ACH-000250,-0.17020518285
ACH-000251,-0.0673190683248
ACH-000253,-0.143927721199
ACH-000255,-0.0688670352413
ACH-000256,-0.286286993774
ACH-000257,-0.284498698773
ACH-000258,0.10132040009099999
ACH-000259,-0.201237645448
ACH-000260,-0.0337693980732
ACH-000261,-0.141963862501
ACH-000262,0.010852234167299999
ACH-000263,-0.269969933148
ACH-000264,-0.16432411036
ACH-000265,-0.129300438193
ACH-000266,-0.109706685837
ACH-000272,-0.291527755946
