,LPGAT1 (9926)
ACH-000004,-0.178976507961
ACH-000007,-0.5519751531889999
ACH-000009,-0.366315646901
ACH-000011,0.08793927362839998
ACH-000012,-0.00317073505054
ACH-000013,-0.16022134475
ACH-000014,-0.016303662878
ACH-000015,0.00232839285173
ACH-000017,-0.194759854976
ACH-000018,-0.0107975341992
ACH-000019,-0.0050283755888
ACH-000021,-0.19580310885299998
ACH-000022,-0.21172197020300002
ACH-000025,-0.0356395913773
ACH-000028,-0.101884639992
ACH-000030,-0.07886072591839999
ACH-000035,0.0667062083517
ACH-000036,0.0569118474831
ACH-000037,-0.045520704
ACH-000039,-0.0956996572682
ACH-000040,-0.14419534756400001
ACH-000041,0.06273838812749999
ACH-000042,-0.00850349605035
ACH-000045,-0.0248610246073
ACH-000047,-0.025640559554599998
ACH-000052,0.0956646379972
ACH-000053,-0.10780053976199999
ACH-000054,0.050688020485800005
ACH-000055,-0.266539401129
ACH-000060,0.00166887384522
ACH-000067,-0.0307653208878
ACH-000070,0.00211490336604
ACH-000075,-0.335859186185
ACH-000078,-0.17839617157499998
ACH-000082,-0.08856075245660001
ACH-000085,-0.154940923859
ACH-000086,-0.16891077271299998
ACH-000087,0.06331101741430001
ACH-000092,0.011260388515099999
ACH-000095,-0.188133613565
ACH-000097,-0.134176570791
ACH-000098,-0.00606550419651
ACH-000099,-0.139124363035
ACH-000108,0.0371944445511
ACH-000113,-0.343426919321
ACH-000115,-0.127143111465
ACH-000116,-0.07439832039750001
ACH-000118,-0.146698937728
ACH-000120,-0.26183765443100004
ACH-000123,-0.102595243838
ACH-000127,-0.0008527794843450001
ACH-000128,-0.244863210637
ACH-000132,-0.160046046656
ACH-000133,0.028912428535000003
ACH-000137,-0.0693226795332
ACH-000138,-0.2129275808
ACH-000142,-0.0390029198357
ACH-000143,-0.198699423129
ACH-000146,-0.23213596415399998
ACH-000148,-0.20285801900199998
ACH-000150,0.112821297612
ACH-000152,0.0952627296759
ACH-000153,-0.145478967927
ACH-000159,0.0818937764118
ACH-000160,-0.324208493867
ACH-000163,0.15706119922700001
ACH-000167,0.165861617756
ACH-000168,-0.180529093703
ACH-000169,0.0525665644254
ACH-000178,-0.0416217847344
ACH-000182,-0.07422083818360001
ACH-000183,-0.0787546171104
ACH-000188,-0.138349901042
ACH-000189,-0.288020285212
ACH-000190,-0.057200812788300005
ACH-000198,-0.0509517207794
ACH-000204,0.0247021379299
ACH-000206,0.17636786755999997
ACH-000207,0.27668524792
ACH-000211,-0.09808134845529999
ACH-000215,-0.14870865858899998
ACH-000221,-0.159049449181
ACH-000222,-0.119552721581
ACH-000223,-0.128766514881
ACH-000226,-0.152852715082
ACH-000227,-0.199787603087
ACH-000228,-0.121344756811
ACH-000231,-0.0313015938661
ACH-000232,-0.0190458014417
ACH-000233,-0.35883564239200005
ACH-000234,-0.125211896177
ACH-000235,-0.0952183976979
ACH-000237,-0.142281393773
ACH-000238,-0.126159279308
ACH-000243,-0.09591307142349999
ACH-000244,0.159859597412
ACH-000246,-0.249124908248
ACH-000248,-0.294057472629
ACH-000250,0.013476504753100001
ACH-000251,0.015537827944399998
ACH-000253,-0.135755335878
ACH-000255,-0.06489337412809999
ACH-000256,-0.241416779077
ACH-000257,0.13341858955299998
ACH-000258,-0.9696086140100001
ACH-000259,0.00157195096476
ACH-000260,-0.124404724784
ACH-000261,-0.0846044078628
ACH-000262,0.018664072711599998
ACH-000263,-0.209243807623
ACH-000264,-0.16011143201300002
ACH-000265,-0.034917010529199995
ACH-000266,-0.0902203028596
ACH-000272,-0.24770871762899999
ACH-000273,-0.17889167807999998
ACH-000274,-0.10931123822899999
ACH-000277,-0.198468924657
ACH-000278,-0.14810545314999998
ACH-000279,-0.0566986927008
ACH-000280,-0.0280744387842
ACH-000281,-0.0288889947245
ACH-000288,0.06406993532000001
ACH-000291,-0.0626406026991
ACH-000293,-0.038812755009
ACH-000294,0.0428456374202
ACH-000295,-0.0944435641849
ACH-000296,-0.0856029179073
ACH-000302,-0.0689273844006
ACH-000304,-0.0218889236436
ACH-000307,-0.023099159767400002
ACH-000308,-0.09095133522439999
ACH-000310,-0.34218717992200004
ACH-000311,-0.108469960405
ACH-000312,0.00175576485449
ACH-000315,0.196256516219
ACH-000316,-0.11347000254
ACH-000317,-0.346367319332
ACH-000318,-0.0307990442289
ACH-000319,-0.10162282570499999
ACH-000320,-0.26867274415
ACH-000322,0.10841545609200001
ACH-000323,-0.021742302149299998
ACH-000324,-0.366923140866
ACH-000329,-0.19788045393599998
ACH-000330,0.018543988346900003
ACH-000331,-0.041291291816400004
ACH-000332,-0.20084672167599998
ACH-000334,-0.071332132789
ACH-000335,-0.017774171518400002
ACH-000336,-0.225780503615
ACH-000337,-0.182907148297
ACH-000339,-0.184238561511
ACH-000341,-0.270023611675
ACH-000348,-0.09981528690449999
ACH-000350,-0.035815188316300005
ACH-000352,-0.08657969802439999
ACH-000356,-0.0686732306628
ACH-000361,0.0669111397979
ACH-000362,-0.13094570330900002
ACH-000363,-0.206292105761
ACH-000364,0.151849533083
