,PSMC3 (5702)
ACH-000004,-1.45815689664
ACH-000007,-1.38405356659
ACH-000009,-1.44654746428
ACH-000011,-1.65402804604
ACH-000012,-1.44189875537
ACH-000013,-1.15987619713
ACH-000014,-1.42550031878
ACH-000015,-1.2887104995
ACH-000017,-1.61156360183
ACH-000018,-1.2406057284799998
ACH-000019,-1.32925508103
ACH-000021,-1.36630311963
ACH-000022,-1.3198649706899999
ACH-000025,-1.29279053136
ACH-000028,-1.2603022622
ACH-000030,-1.3868816145299998
ACH-000035,-1.22788493043
ACH-000036,-1.3820119489700002
ACH-000037,-1.17502248859
ACH-000039,-0.9229301226559999
ACH-000040,-1.6064035321399999
ACH-000041,-1.02306567913
ACH-000042,-1.23654322117
ACH-000045,-1.43956152335
ACH-000047,-1.34797981044
ACH-000052,-1.12935909169
ACH-000053,-1.2990657915700001
ACH-000054,-1.39281806505
ACH-000055,-1.32962305622
ACH-000060,-1.3088379005600002
ACH-000067,-1.07398813749
ACH-000070,-1.36089462435
ACH-000075,-1.41687868965
ACH-000078,-1.2900677740200002
ACH-000082,-1.5947736745299999
ACH-000085,-1.04843890148
ACH-000086,-1.32740703358
ACH-000087,-1.3126499961700002
ACH-000092,-1.18217666328
ACH-000095,-1.48979251154
ACH-000097,-1.4708115177
ACH-000098,-1.29469377895
ACH-000099,-1.63750973409
ACH-000108,-1.1874389751899999
ACH-000113,-1.4479562282
ACH-000115,-2.1420261701700003
ACH-000116,-1.19113849092
ACH-000118,-1.31666732832
ACH-000120,-1.26552346972
ACH-000123,-1.5791389252099999
ACH-000127,-1.35461092
ACH-000128,-1.34583482924
ACH-000132,-1.4303108545299998
ACH-000133,-1.12176849016
ACH-000137,-1.5094552797100003
ACH-000138,-1.27798836059
ACH-000142,-1.2517046158399998
ACH-000143,-1.4582412421200002
ACH-000146,-1.2899517061399999
ACH-000148,-1.49145284264
ACH-000150,-1.4971517250400002
ACH-000152,-1.32084024875
ACH-000153,-1.14327186435
ACH-000159,-1.18810515967
ACH-000160,-0.922618254918
ACH-000163,-1.3037564686399998
ACH-000167,-0.284986247166
ACH-000168,-1.46313023932
ACH-000169,-1.4541968015200002
ACH-000178,-1.2433737019700002
ACH-000182,-1.54382399941
