,PYCR1 (5831)
ACH-000004,-0.12084698670999998
ACH-000007,-0.275748423349
ACH-000009,-0.332891186325
ACH-000011,-0.364146280012
ACH-000012,-0.382225912167
ACH-000013,-0.2078808686
ACH-000014,-0.30452569348999997
ACH-000015,-0.205058439965
ACH-000017,-0.228397695917
ACH-000018,-0.175221379657
ACH-000019,-0.259526875537
ACH-000021,-0.217594963849
ACH-000022,-0.29859963684999996
ACH-000025,-0.426901902091
ACH-000028,-0.43490656860699994
ACH-000030,-0.2697749794
ACH-000035,-0.21872339625
ACH-000036,-0.499797112416
ACH-000037,-0.326536809822
ACH-000039,-0.322533178209
ACH-000040,-0.320719124086
ACH-000041,-0.18211594720899998
ACH-000042,-0.41287100356399997
ACH-000045,-0.280462276513
ACH-000047,-0.367860112407
ACH-000052,-0.20184953042599998
ACH-000053,-0.200342566888
ACH-000054,-0.22290009768000002
ACH-000055,-0.0437995648595
ACH-000060,-0.314013117811
ACH-000067,-0.296933163244
ACH-000070,0.0222428525602
ACH-000075,-0.426166608944
ACH-000078,-0.55934012228
ACH-000082,-0.322996701994
ACH-000085,-0.46750959025100003
ACH-000086,-0.232083752885
ACH-000087,-0.14489368957499998
ACH-000092,-0.0971613753981
ACH-000095,-0.383822780443
ACH-000097,-0.286910402357
ACH-000098,-0.171242954573
ACH-000099,-0.535613463328
ACH-000108,-0.414982505574
ACH-000113,-0.280323709707
ACH-000115,-0.626620624928
ACH-000116,-0.26400950098000003
ACH-000118,-0.335448062434
ACH-000120,-0.594066901275
ACH-000123,-0.29328751157
ACH-000127,-0.325601175029
ACH-000128,-0.193838365288
ACH-000132,-0.205520949377
ACH-000133,-0.21261621684
ACH-000137,-0.216748588681
ACH-000138,-0.278476350619
ACH-000142,-0.49131376547600003
ACH-000143,-0.143586953017
ACH-000146,-0.285790347937
ACH-000148,-0.30514659375
ACH-000150,-0.216909635322
ACH-000152,-0.202341190064
ACH-000153,-0.33180891850600003
ACH-000159,-0.278223123066
ACH-000160,-0.39870325716399996
ACH-000163,-0.0516908117254
ACH-000167,-0.44899338061000005
ACH-000168,-0.470695111295
ACH-000169,-0.31614285566
ACH-000178,-0.20782550608
ACH-000182,-0.236066623975
ACH-000183,-0.24700901460799998
ACH-000188,-0.328942848418
ACH-000189,-0.21751072764600002
ACH-000190,-0.18906873850699998
ACH-000198,-0.148649640597
ACH-000204,0.0811174869646
ACH-000206,-0.45484072667099995
ACH-000207,-0.235193519994
ACH-000211,-0.356774119836
ACH-000215,-0.340904972998
ACH-000221,-0.10648477191700001
ACH-000222,-0.413945018086
ACH-000223,-0.299285397354
ACH-000226,-0.083582365669
ACH-000227,-0.290695303465
ACH-000228,-0.21554450859299998
ACH-000231,-0.22160925816500002
ACH-000232,-0.29836413382599997
ACH-000233,-0.364841550607
ACH-000234,-0.36685800776199995
ACH-000235,-0.310055863966
ACH-000237,-0.261433871283
ACH-000238,-0.175353067031
ACH-000243,-0.288634462388
ACH-000244,-0.13355887185
ACH-000246,-0.43246409366000005
ACH-000248,-0.577228823772
ACH-000250,-0.32971974285100003
ACH-000251,-0.35201996495800003
ACH-000253,-0.355921569254
ACH-000255,-0.272606297725
ACH-000256,-0.461216724798
ACH-000257,0.309757692229
ACH-000258,-0.12965448829
ACH-000259,-0.464300579129
ACH-000260,-0.461597772986
ACH-000261,-0.361016688341
ACH-000262,-0.159244743003
ACH-000263,-0.419154773468
ACH-000264,-0.448571920304
ACH-000265,-0.213998888904
ACH-000266,-0.351999107271
ACH-000272,-0.0751218630568
ACH-000273,-0.230914380473
ACH-000274,-0.44217397323299995
ACH-000277,-0.49671103800800004
ACH-000278,-0.37326628916599996
ACH-000279,-0.350151241553
ACH-000280,-0.262606587193
ACH-000281,-0.29528454136300003
ACH-000288,-0.44958343261399997
ACH-000291,-0.261651549856
ACH-000293,-0.177464225471
ACH-000294,-0.20105030914900002
ACH-000295,-0.36198598980499996
ACH-000296,-0.109585061597
ACH-000302,-0.247541452975
ACH-000304,-0.342018202098
