,LOXL1 (4016)
ACH-000004,-0.07583329640539999
ACH-000007,-0.0250655789879
ACH-000009,0.0303220581893
ACH-000011,-0.25218760204999996
ACH-000012,0.07620483142739999
ACH-000013,-0.10222823196599999
ACH-000014,0.0967290833405
ACH-000015,-0.14034820457900002
ACH-000017,-0.22595311734
ACH-000018,-0.00240778057731
ACH-000019,0.0209979671459
ACH-000021,0.0592889887857
ACH-000022,-0.0552145540135
ACH-000025,-0.0647635108467
ACH-000028,-0.029769958741700003
ACH-000030,0.0057491529488199996
ACH-000035,-0.0516376371094
ACH-000036,0.030609101089599997
ACH-000037,0.00700221328217
ACH-000039,0.010212089609999999
ACH-000040,-0.0195522469194
ACH-000041,0.0162001942584
ACH-000042,-0.114065012883
ACH-000045,-0.0833045705582
ACH-000047,-0.294042162192
ACH-000052,-0.155596684614
ACH-000053,-2.79703902653e-05
ACH-000054,-0.114235054793
ACH-000055,0.122125665604
ACH-000060,-0.093465991102
ACH-000067,-0.0190903986134
ACH-000070,-0.046410190381899995
ACH-000075,0.205392711092
ACH-000078,0.13998299768
ACH-000082,-0.139795925498
ACH-000085,-0.185752971625
ACH-000086,-0.16454839072
ACH-000087,0.05424024482630001
ACH-000092,-0.0698127634613
ACH-000095,-0.138172080162
ACH-000097,0.0201603755698
ACH-000098,-0.143951136154
ACH-000099,-0.210409860439
ACH-000108,-0.027781377226
ACH-000113,0.058847614761800005
ACH-000115,-0.319489868605
ACH-000116,-0.0831688259445
ACH-000118,0.00527341330896
ACH-000120,-0.0424755212137
ACH-000123,0.0288731370962
ACH-000127,-0.0928699769607
ACH-000128,-0.021743030964
ACH-000132,-0.123376725261
ACH-000133,-0.0460696270616
ACH-000137,-0.165836835005
ACH-000138,0.0660846311005
ACH-000142,-0.11956418684699999
ACH-000143,-0.173679632585
ACH-000146,0.0212169044218
ACH-000148,0.0821863836175
ACH-000150,-0.048447745141000004
ACH-000152,-0.028059601422200004
ACH-000153,-0.315549899158
ACH-000159,-0.23448574357700003
ACH-000160,-0.146073146667
ACH-000163,-0.104485983089
ACH-000167,0.100768860288
ACH-000168,-0.029815576389200002
ACH-000169,-0.15059651032500002
ACH-000178,0.0376776586373
ACH-000182,-0.163838098237
ACH-000183,-0.119273344648
ACH-000188,-3.74168285464e-05
ACH-000189,-0.512390260093
ACH-000190,-0.048105527852699996
ACH-000198,-0.090452959396
ACH-000204,-0.0753392872122
ACH-000206,-0.326177138313
ACH-000207,-0.14621949284000002
ACH-000211,-0.0643427034539
ACH-000215,0.0563802093439
ACH-000221,-0.06854819423519999
