,ARPC1A (10552)
ACH-000004,0.06373749472439999
ACH-000007,0.0559254926638
ACH-000009,-0.0320529498341
ACH-000011,0.021103335219400002
ACH-000012,0.022015368286399998
ACH-000013,0.124782494591
ACH-000014,-0.159422441428
ACH-000015,0.0535710240321
ACH-000017,-0.0670470476406
ACH-000018,0.152133481564
ACH-000019,0.0191391470188
ACH-000021,-0.060551085004400006
ACH-000022,0.05032990687609999
ACH-000025,-0.08405383944710001
ACH-000028,0.0247562052782
ACH-000030,0.0166404190467
ACH-000035,-0.14098470111
ACH-000036,-0.201528813524
ACH-000037,-0.0306381507637
ACH-000039,0.113813870809
ACH-000040,-0.0419114212856
ACH-000041,-0.173668305086
ACH-000042,-0.149642368002
ACH-000045,-0.155883836856
ACH-000047,0.012521469867100002
ACH-000052,-0.19998420743099998
ACH-000053,-0.029659321295500002
ACH-000054,0.015597740819600001
ACH-000055,0.15854590850400002
ACH-000060,-0.11320654619899999
ACH-000067,-0.053638985944999995
ACH-000070,0.0608817073557
ACH-000075,0.136148390396
ACH-000078,-0.10831378247300001
ACH-000082,-0.04603251938109999
ACH-000085,-0.0163596994619
ACH-000086,0.132977271332
ACH-000087,-0.05716611877180001
ACH-000092,0.0886189334489
ACH-000095,-0.27651879227
ACH-000097,-0.027388670488499998
ACH-000098,-0.152497901422
ACH-000099,-0.172376370278
ACH-000108,-0.0677631756526
ACH-000113,0.0496508135862
ACH-000115,-0.137354314583
ACH-000116,0.068587741819
ACH-000118,-0.0374953905924
ACH-000120,-0.0820726760846
ACH-000123,-0.0871956135077
ACH-000127,-0.0192532476101
ACH-000128,-0.158276637971
ACH-000132,-0.165249062809
ACH-000133,-0.181325593142
ACH-000137,0.0641894629387
ACH-000138,-0.0215903772584
ACH-000142,-0.130807049571
ACH-000143,-0.0265608282932
ACH-000146,-0.033405158870299996
ACH-000148,0.103971648816
ACH-000150,0.21570770408700002
ACH-000152,-0.118839323418
ACH-000153,-0.17723380375300002
ACH-000159,-0.06426997858519999
ACH-000160,0.0562671559084
ACH-000163,-0.0626762415072
ACH-000167,0.0402419475773
ACH-000168,-0.145888801107
ACH-000169,0.0923099662914
ACH-000178,0.0808437361571
ACH-000182,0.061909893522800005
ACH-000183,-0.0032587621363800003
ACH-000188,0.00260684092035
ACH-000189,-0.13283345246
ACH-000190,0.142141028149
ACH-000198,-0.122060771247
ACH-000204,0.19430261677900001
ACH-000206,0.139847844415
ACH-000207,0.303848784162
ACH-000211,0.0258757631048
ACH-000215,-0.0034855888855199997
ACH-000221,-0.0661428976295
ACH-000222,-0.619208579339
ACH-000223,-0.07162340427410001
ACH-000226,0.10495064127
ACH-000227,-0.122673316691
ACH-000228,0.20546269526
ACH-000231,0.00168838524905
ACH-000232,-0.215643615641
ACH-000233,0.0844367136733
ACH-000234,0.012778373219200001
ACH-000235,-0.0895796239695
ACH-000237,-0.157362381913
ACH-000238,-0.308123927793
ACH-000243,0.0016588227943199999
ACH-000244,-0.27138787297600003
ACH-000246,-0.0290765983825
ACH-000248,0.113462891187
ACH-000250,0.0378185921138
ACH-000251,0.0507267952912
ACH-000253,-0.00491234772787
ACH-000255,-0.0444631585149
ACH-000256,-0.12991062904200001
ACH-000257,0.296924716022
ACH-000258,0.12224516705600001
ACH-000259,-0.0403965657128
ACH-000260,0.043945537717300004
ACH-000261,0.0503720370935
ACH-000262,0.12296628908900001
ACH-000263,-0.019424832947499998
ACH-000264,-0.0530935721051
ACH-000265,-0.00550814966016
ACH-000266,-0.0320608431946
ACH-000272,0.0804097553682
ACH-000273,0.0141007052364
ACH-000274,0.0856660015893
ACH-000277,0.0711703156307
ACH-000278,0.0025840020476399998
ACH-000279,-0.19010056804499997
ACH-000280,-0.0789781838793
ACH-000281,0.00663806548846
ACH-000288,0.058450860488300005
ACH-000291,0.0413227815854
ACH-000293,0.015080381363299998
ACH-000294,0.22976604573000003
ACH-000295,0.265599907005
