,GZMA (3001)
ACH-000004,-0.0572915938839
ACH-000007,0.15754153084
ACH-000009,0.322381545712
ACH-000011,0.22653576438700002
ACH-000012,0.0692464199126
ACH-000013,0.103705840623
ACH-000014,0.18768021808200003
ACH-000015,-0.0492830211796
ACH-000017,0.19546767803800003
ACH-000018,0.4964178128
ACH-000019,0.361018653927
ACH-000021,-0.0949073699455
ACH-000022,0.24125115674699998
ACH-000025,0.11290048022299999
ACH-000028,0.236854139384
ACH-000030,0.027371181578700002
ACH-000035,0.228392238827
ACH-000036,0.0331914088567
ACH-000037,0.292511472686
ACH-000039,-0.11367965178200001
ACH-000040,0.21790150183899998
ACH-000041,0.0888997675286
ACH-000042,0.08178834791669999
ACH-000045,0.153603803294
ACH-000047,0.0621892832675
ACH-000052,0.33710710372599995
ACH-000053,0.0358915982761
ACH-000054,0.008625870264569999
ACH-000055,0.296939821913
ACH-000060,0.23300143805799997
ACH-000067,0.19743818948300002
ACH-000070,0.164826564268
ACH-000075,-0.174774630623
ACH-000078,0.159587096118
ACH-000082,0.0969599136242
ACH-000085,0.0340674384576
ACH-000086,0.0810066564129
ACH-000087,-0.510167949817
ACH-000092,0.23265780420600002
ACH-000095,0.137927568475
ACH-000097,0.13541845267000002
ACH-000098,-0.16049732724000002
ACH-000099,0.217950610225
ACH-000108,-0.146076112807
ACH-000113,0.21389902237300001
ACH-000115,-0.120455796325
ACH-000116,0.0474866805105
ACH-000118,0.070728770175
ACH-000120,0.190059677461
ACH-000123,0.32443608370099997
ACH-000127,0.154853686493
ACH-000128,0.28313749274
ACH-000132,0.16605186124500002
ACH-000133,0.243546719507
ACH-000137,-0.150834462553
ACH-000138,0.17036571436700002
ACH-000142,0.124217570384
ACH-000143,0.28261426819200003
ACH-000146,0.182400847856
ACH-000148,0.025850543130799996
ACH-000150,0.230936577822
ACH-000152,0.016532973467700003
ACH-000153,0.103092048926
ACH-000159,0.07222536263939999
ACH-000160,0.242127306525
ACH-000163,0.24136091698800002
ACH-000167,0.326378548166
ACH-000168,0.23511252801399998
ACH-000169,0.19028556748199998
ACH-000178,0.09382680106130001
ACH-000182,0.102990272926
ACH-000183,0.184468842287
ACH-000188,0.09327870664169999
ACH-000189,-0.115399371391
ACH-000190,0.228384654919
ACH-000198,0.0977685690056
ACH-000204,-0.249996394283
ACH-000206,0.111331988209
ACH-000207,0.26186883105000003
ACH-000211,0.158691619476
ACH-000215,0.10668075411599999
ACH-000221,0.28179635431600003
ACH-000222,0.38530849702
ACH-000223,0.21514103608100002
ACH-000226,0.108392364426
ACH-000227,0.246262471479
ACH-000228,-0.14659368165
ACH-000231,0.155042843535
ACH-000232,0.155235004826
ACH-000233,0.290017031787
ACH-000234,0.170171774231
ACH-000235,0.154646702687
ACH-000237,0.114399715567
ACH-000238,0.11807512007000001
ACH-000243,0.029338403694799998
ACH-000244,0.18195888146699998
ACH-000246,0.23427369675999998
ACH-000248,0.307006901666
ACH-000250,0.278548010595
ACH-000251,0.049075985121
ACH-000253,0.229421690746
ACH-000255,0.158122527964
ACH-000256,0.161458866894
ACH-000257,0.07570595391910001
ACH-000258,0.276819763599
ACH-000259,0.16972318428199998
ACH-000260,0.142570865748
ACH-000261,0.042570165131900005
ACH-000262,0.0990825594802
ACH-000263,0.759522267808
ACH-000264,0.17307857274799998
ACH-000265,0.106765344858
ACH-000266,0.169451329388
ACH-000272,0.0422170018853
ACH-000273,0.25613615912300003
ACH-000274,0.142443332453
ACH-000277,0.0196146631337
ACH-000278,0.109771509645
ACH-000279,0.0808621344072
ACH-000280,-0.0032601758288499996
ACH-000281,-0.00484980533568
ACH-000288,0.315442292823
ACH-000291,0.07993872840010001
ACH-000293,0.19365776103100002
ACH-000294,0.186076130988
ACH-000295,0.19995248674899999
ACH-000296,0.0966249371805
