,LACRT (90070)
ACH-000004,0.0249171834495
ACH-000007,-0.0890743473481
ACH-000009,-0.0721057196064
ACH-000011,0.09515204003460001
ACH-000012,-0.0564667874665
ACH-000013,-0.134414135593
ACH-000014,0.225777749535
ACH-000015,-0.17219171058
ACH-000017,-0.153766759024
ACH-000018,0.21004928292599997
ACH-000019,-0.11914558100099999
ACH-000021,-0.08928094652850001
ACH-000022,-0.0755669065455
ACH-000025,-0.136184194449
ACH-000028,-0.07472545431489999
ACH-000030,-0.051721909546600005
ACH-000035,-0.0939716128661
ACH-000036,0.17198875068100003
ACH-000037,-0.04545474210469999
ACH-000039,0.21615121492400002
ACH-000040,-0.288828767322
ACH-000041,-0.297790036216
ACH-000042,-0.0151870496172
ACH-000045,-0.0960901526845
ACH-000047,0.139630478947
ACH-000052,-0.29763593827199997
ACH-000053,-0.030474255526
ACH-000054,-0.13062823184
ACH-000055,-0.0150325323893
ACH-000060,0.257015613245
ACH-000067,-0.050739454454300004
ACH-000070,-0.0100002998515
ACH-000075,-0.0332314060048
ACH-000078,0.174719122293
ACH-000082,-0.0634458506687
ACH-000085,-0.08473711998130001
ACH-000086,-0.16498197818
ACH-000087,-0.165861209136
ACH-000092,-0.0200931838996
ACH-000095,0.0167432201119
ACH-000097,0.037148545434
ACH-000098,0.137599691053
ACH-000099,-0.0111917011486
ACH-000108,0.0686848708843
ACH-000113,-0.000261778560004
ACH-000115,0.0186559029097
ACH-000116,0.0627905164404
ACH-000118,-0.111337233939
ACH-000120,-0.0110218580507
ACH-000123,-0.053577462829
ACH-000127,0.0385761048735
ACH-000128,-0.050082609593900006
ACH-000132,0.0060103931664600005
ACH-000133,-0.163482744624
ACH-000137,0.126781265019
ACH-000138,-0.016668698739700002
ACH-000142,0.144195147701
ACH-000143,0.07225233189560001
ACH-000146,0.059779321621000005
ACH-000148,0.007369336687620001
ACH-000150,-0.298211680099
ACH-000152,-0.142619419683
ACH-000153,0.08477332343760001
ACH-000159,-0.022033524061599998
ACH-000160,-0.21841963387200003
ACH-000163,0.021044579506599995
ACH-000167,0.272046756788
ACH-000168,-0.150857707623
ACH-000169,0.00927888277482
ACH-000178,-0.14255450648600002
ACH-000182,0.022726232906299996
ACH-000183,-0.0182693918677
ACH-000188,0.044170170339599996
ACH-000189,0.230695705924
ACH-000190,-0.39078256655199994
ACH-000198,-0.040459978078199996
ACH-000204,-0.175998992827
ACH-000206,0.115299900193
ACH-000207,0.12236759654200001
ACH-000211,0.0398436799526
ACH-000215,-0.07543805867989999
ACH-000221,-0.0606106345653
ACH-000222,0.116125178827
ACH-000223,-0.102317149855
ACH-000226,-0.054157882871400005
ACH-000227,0.146560493662
ACH-000228,-0.09233095783919999
ACH-000231,-0.09976435941810001
ACH-000232,-0.0399018113529
ACH-000233,0.0463289919861
ACH-000234,-0.261416843196
ACH-000235,-0.11829092932
ACH-000237,-0.133770474736
ACH-000238,-0.0301370027837
ACH-000243,-0.108272930162
ACH-000244,0.00426427305048
ACH-000246,-0.119601064529
ACH-000248,0.0183141571245
ACH-000250,0.0987450194718
ACH-000251,-0.150160726681
