,PBRM1 (55193)
ACH-000279,-0.153677107947
ACH-000280,-0.23492784227400001
ACH-000281,-0.30436643165399996
ACH-000288,-0.276337243867
ACH-000291,-0.23101073429900001
ACH-000293,-0.489265688633
ACH-000294,-0.0240591144843
ACH-000295,-0.224565507435
ACH-000296,-0.423329385936
ACH-000302,-0.0926398654455
ACH-000304,-0.44423649964699996
ACH-000307,-0.398958714212
ACH-000308,-0.231046431593
ACH-000310,-0.16509443335
ACH-000311,-0.244711811998
ACH-000312,-0.012497317241
ACH-000315,-0.36682214691200005
ACH-000316,-0.254715077505
ACH-000317,-0.031074929283500002
ACH-000318,-0.00182903274977
ACH-000319,0.0636809293242
ACH-000320,-0.106158447785
ACH-000322,0.024257722989400002
ACH-000323,-0.0710685820214
ACH-000324,-0.265473648266
ACH-000329,-0.19285183952399998
ACH-000330,-0.174870575322
ACH-000331,-0.31804439368099996
ACH-000332,0.0729977151886
ACH-000334,-0.534097917497
ACH-000335,-0.19928995852499998
ACH-000336,-0.447290344252
ACH-000337,-0.128101962545
ACH-000339,-0.16968469962000002
ACH-000341,0.132836078115
ACH-000348,-0.134720566633
ACH-000350,-0.23575867066599998
ACH-000352,-0.462043262404
ACH-000356,-0.281572728264
ACH-000361,0.057290321514300004
ACH-000362,-0.31422344665699997
ACH-000363,-0.321032347145
ACH-000364,-0.49337057588
ACH-000365,-0.53472854263
ACH-000366,-0.41882517115199996
ACH-000368,-0.290777055803
ACH-000374,-0.240260801292
ACH-000375,0.017320322873099998
ACH-000376,-0.165333533877
ACH-000381,-0.0628414990509
ACH-000383,-0.208047813163
ACH-000387,-0.636452765475
ACH-000389,0.577230703356
ACH-000390,-0.36510141833899995
ACH-000393,-0.11524738612299999
ACH-000395,-0.0830428753572
ACH-000397,-0.258077805961
ACH-000401,-0.0629024217319
ACH-000402,-0.22355244873500002
ACH-000403,-0.15594233615800002
ACH-000404,-0.12068500146700001
ACH-000406,-0.436146319824
ACH-000407,-0.48450454784100006
ACH-000408,-0.46876308468999994
ACH-000410,-0.27139706022599996
ACH-000411,-0.395669850374
ACH-000414,0.14282491284600002
ACH-000415,-0.165076657076
ACH-000416,-0.283390264796
ACH-000420,-0.12571214138
ACH-000421,-0.191343670642
ACH-000424,-0.0182714297839
ACH-000425,0.139898105332
ACH-000426,-0.23665565023000001
ACH-000427,-0.27064265979
ACH-000433,-0.302820442822
ACH-000436,-0.286052273802
ACH-000444,-0.0866934322323
ACH-000445,-0.218242184888
ACH-000448,-0.285422703134
ACH-000450,0.00364115924687
ACH-000452,0.0244388104715
ACH-000454,-0.39063715121299997
ACH-000458,-0.38570298957500004
ACH-000459,-0.353718916931
ACH-000460,-0.601679268701
ACH-000461,-0.512531616078
ACH-000463,-0.319996028855
ACH-000464,-0.20711718302700002
ACH-000466,-0.625601520099
ACH-000467,-0.19024434427900003
ACH-000468,-0.199902787769
ACH-000469,-0.208710200412
ACH-000470,-0.551493655635
ACH-000471,0.40172987812100003
ACH-000472,-0.158723605185
ACH-000473,-0.249786496351
ACH-000475,-0.077259694545
ACH-000476,0.201321071502
ACH-000477,-0.313980558156
ACH-000480,-0.22710748634300001
ACH-000481,-0.44496168965000005
ACH-000483,-0.17649762050599999
ACH-000484,-0.418526014777
ACH-000485,-0.20564972453299998
ACH-000486,-0.5198155631229999
ACH-000487,-0.47567413165600003
ACH-000488,-0.586655156648
ACH-000490,-0.021494311861
ACH-000491,-0.300045586136
ACH-000495,0.162809144101
ACH-000496,-0.205330379029
ACH-000499,-0.266380859546
ACH-000500,-0.0136969463268
ACH-000502,-0.0654601474582
ACH-000503,-0.858128722483
ACH-000505,-0.380529650778
ACH-000507,0.07769646765510001
ACH-000510,-0.230082634433
ACH-000511,-0.44205274221199997
ACH-000512,-0.7737988707699999
ACH-000516,0.07989147574330001
ACH-000517,-0.27650565284699996
ACH-000518,-0.119605120667
ACH-000520,-0.333939427454
ACH-000521,-0.039990158106800004
ACH-000522,-0.435426692619
ACH-000524,-0.411497780046
ACH-000527,-0.22010917916099998
ACH-000528,-0.0761667964023
ACH-000537,-0.0921460594548
ACH-000541,-0.6010238412919999
ACH-000542,-0.44981614062200004
ACH-000544,-0.569111224184
ACH-000545,-0.0593859041444
ACH-000547,-0.941022205585
ACH-000548,-0.40259962304700003
ACH-000549,-0.200610678181
ACH-000550,-0.151767164999
ACH-000552,-0.340038581121
ACH-000556,-0.25650176459
ACH-000557,-0.4593129583899999
ACH-000570,-0.196651487527
ACH-000571,0.209224333446
ACH-000573,-0.18924828282
ACH-000576,-0.458662945739
ACH-000580,-0.5866218638449999
ACH-000584,-0.253640658635
ACH-000585,0.166225164902
ACH-000588,-0.284726738907
ACH-000589,-0.247401498579
ACH-000591,-0.23169219174400002
ACH-000593,-0.136608988204
ACH-000600,0.0307089105584
ACH-000601,-0.42763504449600004
ACH-000604,-0.602360401044
ACH-000605,-0.372733564448
ACH-000606,-0.243670210926
ACH-000608,-0.329967942797
ACH-000614,-0.047667134953
ACH-000616,-0.153456422372
ACH-000618,-0.22040248294599998
ACH-000619,-0.271496423015
ACH-000620,-0.05606791596530001
ACH-000621,-0.643573267289
ACH-000622,-0.35614269413599997
ACH-000623,-0.0753260385625
ACH-000624,-0.382813928693
ACH-000627,-0.6493929589140001
ACH-000630,-0.44418006150399997
ACH-000632,0.231693910788
ACH-000633,-0.397476374562
ACH-000637,-0.507174325967
ACH-000638,-0.102528301721
ACH-000646,-0.22966426038100002
ACH-000647,-0.19919501012600002
ACH-000648,-0.256374933848
ACH-000649,-0.123647464407
ACH-000651,-0.19182819104
ACH-000652,-0.244134127737
ACH-000653,-0.308405601206
ACH-000657,-0.202466997973
ACH-000658,-0.5515754540510001
ACH-000661,-0.20687818511
ACH-000662,-0.0663407264356
ACH-000663,-0.0841998668571
ACH-000665,-0.288865646526
ACH-000671,-0.662312857727
ACH-000673,-0.0209004300278
ACH-000676,0.118193820573
ACH-000677,-0.430229334934
ACH-000681,0.163474917923
ACH-000682,-0.404331575053
ACH-000683,-0.189703322482
ACH-000684,-0.158716702831
ACH-000688,-0.10586019523
ACH-000693,-0.32198688876
ACH-000694,-0.19529641589699998
ACH-000695,-0.297180360469
ACH-000696,-0.42652275453
ACH-000697,-0.38149434294100004
ACH-000699,-0.402158725826
ACH-000701,-0.155530990887
ACH-000706,-0.20655694925999998
ACH-000711,-0.113120911487
ACH-000713,-0.170545950279
ACH-000714,-0.267851202041
ACH-000718,-0.28100378744800003
ACH-000720,-0.387072173853
ACH-000721,-0.21356714787
ACH-000724,0.10692652452700001
ACH-000725,-0.690131990783
ACH-000732,-0.589499294869
ACH-000734,-0.47730553452200003
ACH-000735,-0.20323168294500002
ACH-000736,-0.158443828938
ACH-000738,-0.154687065299
ACH-000746,-0.30739364568599997
ACH-000747,-0.0319912266678
ACH-000748,-0.179399197936
ACH-000753,-0.529466111108
ACH-000756,-0.32528041883299996
ACH-000757,-0.150517550304
ACH-000758,0.035029125616300005
ACH-000760,-0.155618617218
ACH-000763,-0.264145590716
ACH-000764,-0.134959790402
ACH-000765,-0.0034516527282499997
ACH-000766,-0.32340844119
ACH-000767,-0.36102597298699995
ACH-000768,-0.332987703103
ACH-000769,-0.263378025932
ACH-000770,-0.19712409310100001
ACH-000771,-0.150867899167
ACH-000773,-0.9110315790989999
ACH-000776,-0.292385206504
ACH-000777,-0.417007686523
ACH-000778,-0.122582607591
ACH-000781,-0.33248325989599997
ACH-000782,-0.19584336138
ACH-000783,-0.140865699653
ACH-000784,-0.433492711087
ACH-000785,-0.35131700808
ACH-000787,-0.283334814165
ACH-000788,-0.050313244241000005
ACH-000791,-0.404953105801
ACH-000792,-0.252457304604
ACH-000794,-0.401168843287
ACH-000796,-0.116036040055
ACH-000799,-0.123165805545
ACH-000800,-0.46647125924599997
ACH-000802,-0.21405836269
ACH-000804,-0.639324743653
ACH-000805,0.0147798468702
ACH-000809,-0.15900850310999998
ACH-000810,-0.410398841936
ACH-000811,-0.30024107796
ACH-000817,-1.02020105509
ACH-000819,-0.0879637146799
ACH-000820,0.365475015435
ACH-000821,-0.201436210348
ACH-000822,-0.364617712557
ACH-000823,-0.189751466921
ACH-000824,0.048384632088800006
ACH-000827,-0.35572068448399996
ACH-000829,-0.420088338989
ACH-000831,-0.41485029015600006
ACH-000832,-0.26270002331500003
ACH-000833,-0.39053022154600003
ACH-000834,-0.510797681298
ACH-000835,-0.124512250624
ACH-000836,0.129651123482
ACH-000837,-0.0633404088118
ACH-000838,-0.00931607608435
ACH-000839,-0.514539934887
ACH-000840,-0.6765606950640001
ACH-000841,0.116401958735
ACH-000843,-0.42671130031599996
ACH-000846,-0.273541626562
ACH-000847,-0.575956232202
ACH-000848,-0.144486478787
ACH-000849,-0.0503312098271
ACH-000851,-0.259684993968
ACH-000855,0.0786526975617
ACH-000856,-0.46860682037
ACH-000858,-0.23897944556899997
ACH-000859,-0.13955277675
ACH-000861,-0.38770148679300004
ACH-000862,-0.13508479147299998
ACH-000865,-0.197060385159
ACH-000866,-0.112447002177
ACH-000867,-0.05696854788240001
ACH-000869,0.0134386952158
ACH-000872,-0.382677055105
ACH-000873,-0.38751442617700005
ACH-000876,-0.016924497200899998
ACH-000878,-0.19568429660199999
ACH-000880,-0.16394301147
ACH-000881,0.0193921586012
ACH-000882,0.180103740309
ACH-000884,-0.315764062617
ACH-000885,-0.272172585
ACH-000887,-0.36182012639600003
ACH-000888,-0.443465491228
ACH-000889,-0.09013586920460001
ACH-000890,-0.23733219953
ACH-000896,-0.148868483987
ACH-000898,-0.235152554303
ACH-000900,-0.0908471570583
ACH-000901,-0.07049120641489999
ACH-000905,-0.434111041185
ACH-000906,-0.414955904065
ACH-000907,-0.011431436944899998
ACH-000910,-0.170664212678
ACH-000911,-0.0983420295486
ACH-000912,-0.38601634927
ACH-000913,-0.312750244736
ACH-000915,0.13999506286399999
ACH-000916,-0.304460494684
ACH-000917,-0.359057755449
ACH-000921,-0.267955258626
ACH-000924,-0.598610835445
ACH-000926,0.0529626023246
ACH-000928,-0.459353534785
ACH-000929,-0.122696395145
ACH-000932,-0.174765861577
ACH-000935,0.0904732880048
ACH-000936,-0.496997314017
ACH-000937,0.108945105958
ACH-000938,-0.17390835943500002
ACH-000939,0.66227711527
ACH-000941,-0.17524339576099998
ACH-000943,-0.384630327185
ACH-000946,-0.10771620949999999
ACH-000947,0.05794605473259999
ACH-000948,-0.24445095880999998
ACH-000950,0.22869825286200002
ACH-000953,-0.5670608529860001
ACH-000957,0.12641392198100002
ACH-000958,-0.402154587788
ACH-000960,0.19233857772100002
ACH-000963,-0.35781545318
ACH-000968,0.010966827523700002
ACH-000969,0.0419508911084
ACH-000973,-0.039220376566699994
ACH-000974,-0.09384692265239998
ACH-000975,-0.366680449917
ACH-000976,-0.00521521630755
ACH-000978,-1.17943267219
ACH-000980,-0.061098965668500003
ACH-000984,-0.151408506574
ACH-000986,-0.24734579487799999
ACH-000988,-0.240303061972
ACH-000993,-0.272611495322
ACH-000994,-0.432337521095
ACH-000996,-0.08552909130580001
ACH-001001,-0.0167029514573
ACH-001020,0.388358361971
ACH-001028,0.026299490422799998
ACH-001031,-0.236248958987
ACH-001038,-0.268550171583
ACH-001048,-0.22235685570099997
ACH-001050,-0.374131801792
ACH-001053,-0.44234396149300004
ACH-001054,-0.462187598259
ACH-001061,-0.204418442558
ACH-001067,-0.5166376794609999
ACH-001075,-0.507035515622
ACH-001096,-0.333675531655
ACH-001128,1.39041947192
ACH-001134,-0.0447451820099
ACH-001151,-0.19477581295000002
ACH-001163,-0.190887277555
ACH-001164,-0.630473870219
ACH-001173,-0.135439072773
ACH-001183,-0.48872246528200003
ACH-001184,-0.177038360157
ACH-001190,-0.241688223268
ACH-001192,-0.26312301581
ACH-001193,-0.032862849353999996
ACH-001196,-0.41902286126500005
ACH-001197,-0.412341293033
ACH-001205,-0.33748050878700003
ACH-001211,-0.0053479931432
ACH-001212,-0.21544272199
ACH-001228,0.06289237449469999
ACH-001232,-0.044448123670499995
ACH-001239,0.051868473468000005
ACH-001274,-0.130616259416
ACH-001275,-0.0812292950325
ACH-001277,-0.19319144089
ACH-001278,-0.150168340804
ACH-001280,-0.258838549428
ACH-001283,-0.307198256914
ACH-001289,-0.23740499376899998
ACH-001295,-0.27165512235
ACH-001300,-0.430838133434
ACH-001301,-0.247381527185
ACH-001302,-0.340186357412
ACH-001303,-0.466535621815
ACH-001306,-0.096498016008
ACH-001318,-0.24154819321499998
ACH-001322,-0.433034900582
ACH-001328,-0.144885129761
ACH-001332,-0.4152062728
ACH-001333,-0.013172311141600002
ACH-001336,-0.622390267944
ACH-001340,-0.08425960495519999
ACH-001346,-0.569515280835
ACH-001353,-0.18229717221500003
ACH-001354,0.27233105190699997
ACH-001367,-0.051732083256999996
ACH-001368,-0.21433974752999999
ACH-001374,-0.603678146489
ACH-001375,-0.57743541965
ACH-001377,-0.315073111929
ACH-001380,-0.117284011974
ACH-001391,-0.123985495269
ACH-001407,-0.09728375964680001
ACH-001408,-0.310592568574
ACH-001413,-0.163293949851
ACH-001430,0.0155681413683
ACH-001431,0.2182108107
ACH-001450,-0.559847226244
ACH-001496,-0.08608426672839999
ACH-001500,0.154713290304
ACH-001521,-0.589327895439
ACH-001523,-0.334867893984
ACH-001532,-0.231663252457
ACH-001536,-0.203485212432
ACH-001550,0.400190950405
ACH-001552,0.08339507304510001
ACH-001554,-0.130057777672
ACH-001645,-0.0861326329172
ACH-001654,-0.486410390339
ACH-001715,0.177174218059
ACH-001735,-0.22315509378000004
ACH-001736,-0.32273946127500003
ACH-001737,-0.26747164729899997
ACH-001740,-0.324256654537
ACH-001745,-0.09138068677200001
ACH-001750,-0.5340359413629999
ACH-001765,-0.0561152474744
ACH-001956,-0.16336369298599998
ACH-001957,-0.0920174697339
