,THOP1 (7064)
ACH-000223,-0.133490083295
ACH-000226,-0.16872444237700002
ACH-000227,0.171976945944
ACH-000228,-0.0673392155398
ACH-000231,-0.14995522310599999
ACH-000232,-0.189206597086
ACH-000233,-0.134718651816
ACH-000234,-0.262656780481
ACH-000235,-0.25680856548500003
ACH-000237,-0.279608179225
ACH-000238,-0.104082537817
ACH-000243,-0.249033619728
ACH-000244,0.0835662156398
ACH-000246,-0.15311359329500002
ACH-000248,0.0326186957071
ACH-000250,-0.17973999761300002
ACH-000251,-0.169005250092
ACH-000253,-0.0893647641606
ACH-000255,-0.234447152987
ACH-000256,-0.182916734475
ACH-000257,-0.117861778432
ACH-000258,-0.18481312530299998
ACH-000259,-0.212774252296
ACH-000260,-0.179659976014
ACH-000261,-0.290842795676
ACH-000262,-0.144945023687
ACH-000263,-0.171930300541
ACH-000264,0.00189074445041
ACH-000265,-0.136684209323
ACH-000266,-0.35049426877800005
ACH-000272,-0.19471169421700002
ACH-000273,-0.160201219057
ACH-000274,-0.09466693199989999
ACH-000277,-0.315502966256
ACH-000278,-0.16759959458499998
ACH-000279,-0.10424120211200001
ACH-000280,-0.298098604113
ACH-000281,-0.16243337575300001
ACH-000288,0.040421279067699996
ACH-000291,-0.08423828344689999
ACH-000293,-0.13523059276
ACH-000294,-0.22058227458000002
ACH-000295,0.0665229264951
ACH-000296,-0.352070467776
ACH-000302,-0.179661963565
ACH-000304,-0.698627303728
ACH-000307,-0.313760632817
ACH-000308,-0.0629124732776
ACH-000310,-0.184500374074
ACH-000311,-0.237013168109
ACH-000312,-0.385589768013
ACH-000315,-0.0857482162308
ACH-000316,-0.121970068518
ACH-000317,-0.23833713942499998
ACH-000318,-0.21956970053000002
ACH-000319,-0.156828318003
ACH-000320,-0.441340386857
ACH-000322,-0.18499111846299998
ACH-000323,-0.206974780863
ACH-000324,-0.277217812339
ACH-000329,-0.0237842028932
ACH-000330,-0.341938751824
ACH-000331,0.04977327764930001
ACH-000332,-0.218340859159
ACH-000334,-0.211448243284
ACH-000335,-0.142572012965
ACH-000336,-0.27559894366
ACH-000337,-0.0355342937808
ACH-000339,-0.204882020362
ACH-000341,-0.210267088468
ACH-000348,-0.193976738979
ACH-000350,-0.188784285504
ACH-000352,-0.17053976363499998
ACH-000356,-0.286870098018
ACH-000361,-0.11890208212200001
ACH-000362,-0.119337500062
ACH-000363,-0.200760519676
ACH-000364,-0.23335727225000003
ACH-000365,-0.196574162073
ACH-000366,-0.215763774184
ACH-000368,-0.185412527476
ACH-000374,-0.0728079523209
ACH-000375,-0.195831239058
ACH-000376,-0.09911754844560001
ACH-000381,0.0042373444559099995
ACH-000383,-0.12486815380899999
ACH-000387,-0.129328201437
ACH-000389,-0.189524509798
ACH-000390,-0.133251410888
ACH-000393,-0.329055700567
ACH-000395,0.0296204278313
ACH-000397,-0.139607362649
ACH-000401,0.0396286279692
ACH-000402,-0.0710318800428
ACH-000403,-0.179045041132
ACH-000404,-0.42319729874799994
ACH-000406,-0.214745948332
ACH-000407,-0.21648303034400002
ACH-000408,-0.310782042148
ACH-000410,-0.109275298038
ACH-000411,-0.0777157647732
ACH-000414,-0.260461045284
ACH-000415,-0.0675403134114
ACH-000416,-0.211906388265
ACH-000420,-0.23800730935400002
ACH-000421,-0.14964399132300002
ACH-000424,0.245605162166
ACH-000425,-0.134476703221
ACH-000426,-0.0319557235991
ACH-000427,-0.187639637097
ACH-000433,-0.356874703067
ACH-000436,-0.25676326381700004
ACH-000444,-0.188068453391
ACH-000445,-0.5937795182810001
ACH-000448,-0.17256124055
ACH-000450,0.119473609687
ACH-000452,-0.265896025304
ACH-000454,-0.34748260491099997
ACH-000458,-0.419601761502
ACH-000459,-0.182840030205
ACH-000460,-0.301319680736
ACH-000461,-0.0822003777994
ACH-000463,0.0117042844506
ACH-000464,-0.0829611433816
ACH-000466,-0.218649499205
ACH-000467,-0.0911012788119
ACH-000468,-0.113771412942
ACH-000469,-0.281372716448
ACH-000470,0.170229820387
ACH-000471,-0.121337329915
ACH-000472,-0.142331516328
ACH-000473,-0.192954164218
ACH-000475,-0.16332959792500001
ACH-000476,-0.158928950888
ACH-000477,-0.0701849079956
ACH-000480,-0.171803326877
ACH-000481,-0.252480295121
ACH-000483,-0.474693783208
ACH-000484,-0.09036151870860001
ACH-000485,-0.0511451905322
ACH-000486,-0.275367573742
ACH-000487,-0.09136465847169999
ACH-000488,-0.0858137840705
ACH-000490,-0.248099242462
ACH-000491,-0.153474046666
ACH-000495,-0.25254161573399997
ACH-000496,-0.26711095895
ACH-000499,-0.211640838962
ACH-000500,-0.216634442253
ACH-000502,-0.168006852692
ACH-000503,-0.57702566873
ACH-000505,-0.159997466678
ACH-000507,-0.0321987626513
ACH-000510,-0.207639014265
ACH-000511,-0.37996358898500004
ACH-000512,-0.452354277897
ACH-000516,-0.148971356664
ACH-000517,-0.249112550326
ACH-000518,-0.154577455408
ACH-000520,-0.40970022030599995
ACH-000521,-0.21364636583299998
ACH-000522,-0.180169195966
ACH-000524,-0.300036524584
ACH-000527,-0.20122371846999998
ACH-000528,-0.18583913789099998
ACH-000537,-0.109337883278
ACH-000541,-0.21720914331399999
ACH-000542,-0.23698414855099997
ACH-000544,-0.0595184348474
ACH-000545,-0.186327416308
ACH-000547,-0.189932280531
ACH-000548,-0.191712738
ACH-000549,-0.114382922381
ACH-000550,-0.189279157284
ACH-000552,-0.27205504785100004
ACH-000556,-0.306399251715
ACH-000557,-0.0725491239995
ACH-000570,-0.134678776346
ACH-000571,-0.27100384067899996
ACH-000573,-0.335630782783
ACH-000576,-0.251610244927
ACH-000580,-0.0750146057275
ACH-000584,-0.105213980304
ACH-000585,-0.26186537905900004
ACH-000588,-0.108229895918
ACH-000589,0.0539621621399
ACH-000591,-0.283299604324
ACH-000593,-0.17348206627300003
ACH-000600,-0.176205407454
ACH-000601,-0.319172895601
ACH-000604,0.157095750189
ACH-000605,-0.034860976272699996
ACH-000606,-0.253791253266
ACH-000608,-0.387924602345
ACH-000614,-0.0801153912111
ACH-000616,0.001565553679
ACH-000618,-0.29839305663000004
ACH-000619,-0.17129697574
ACH-000620,-0.270532984545
ACH-000621,-0.165815948194
ACH-000622,-0.27128856443000005
ACH-000623,-0.303748132892
ACH-000624,-0.123415083605
ACH-000627,-0.124468773581
ACH-000630,-0.12603575124299998
ACH-000632,-0.18782158344500002
ACH-000633,-0.423251210616
ACH-000637,0.0467655461231
ACH-000638,-0.342836031872
ACH-000646,-0.17302254908300002
ACH-000647,-0.08370721964889999
ACH-000648,-0.408393451735
ACH-000649,-0.177594425735
ACH-000651,-0.15143817789
ACH-000652,-0.379457182015
ACH-000653,-0.179489094767
ACH-000657,-0.371790046581
ACH-000658,-0.242437214068
ACH-000661,-0.25512653543200003
ACH-000662,-0.010655614645200002
ACH-000663,-0.25991622965
ACH-000665,-0.312848133491
ACH-000671,-0.144506727482
ACH-000673,-0.143824653944
ACH-000676,-0.018848415264
ACH-000677,-0.23201037803000002
ACH-000681,-0.49170469630099994
ACH-000682,-0.213571463915
ACH-000683,-0.332229151864
ACH-000684,-0.228919595962
ACH-000688,-0.155517961895
ACH-000693,-0.135213502099
ACH-000694,-0.154726528891
ACH-000695,-0.44170725901999996
ACH-000696,-0.16062229726900001
ACH-000697,-0.203913069185
ACH-000699,-0.18071669890900002
ACH-000701,0.046802599672600004
ACH-000706,-0.27140119573800003
ACH-000711,-0.215172047632
ACH-000713,-0.33606331238399995
ACH-000714,-0.228918900251
ACH-000718,-0.263216982258
ACH-000720,-0.0942086949992
ACH-000721,-0.20658942887899998
ACH-000724,-0.040925573289999996
ACH-000725,-0.155739722519
ACH-000732,0.0505335830504
ACH-000734,-0.332927414947
ACH-000735,-0.20234494940099998
ACH-000736,-0.0252606296434
ACH-000738,-0.271202760024
ACH-000746,-0.052471120460400006
ACH-000747,-0.158338510062
ACH-000748,-0.176315188946
ACH-000753,-0.0697153644837
ACH-000756,0.0253057785615
ACH-000757,-0.08622970929839999
ACH-000758,0.10282467921599998
ACH-000760,-0.0108697653363
ACH-000763,0.0189797062967
ACH-000764,-0.303911492831
ACH-000765,-0.134713128957
ACH-000766,-0.0015278507833699998
ACH-000767,-0.173760824917
ACH-000768,-0.10778104972899999
ACH-000769,-0.11984935279000002
ACH-000770,-0.23187622437
ACH-000771,-0.13736377154100002
ACH-000773,-0.0632583274829
ACH-000776,-0.17067391748
ACH-000777,-0.0593549379347
ACH-000778,-0.144099724008
ACH-000781,-0.249862162313
ACH-000782,-0.264706420005
ACH-000783,-0.28604639354899997
ACH-000784,-0.131735885025
ACH-000785,-0.32594460957
ACH-000787,-0.139192365677
ACH-000788,-0.313579733874
ACH-000791,-0.387925094858
ACH-000792,-0.183842455937
ACH-000794,-0.103871890448
ACH-000796,-0.288047762847
ACH-000799,-0.13101608442399998
ACH-000800,-0.130003560343
ACH-000802,-0.20209429464200002
ACH-000804,-0.347069405476
ACH-000805,-0.0062227062271200005
ACH-000809,-0.107754725836
ACH-000810,-0.0322571085058
ACH-000811,-0.11247740142000001
ACH-000817,-0.211782574041
ACH-000819,-0.14640985031
ACH-000820,-0.620471311214
ACH-000821,-0.145307152403
ACH-000822,-0.138958907248
ACH-000823,-0.153680543047
ACH-000824,-0.13226912321599998
ACH-000827,-0.233688515792
ACH-000829,-0.161082828452
ACH-000831,-0.214269133577
ACH-000832,-0.290081697192
ACH-000833,0.0149390528554
ACH-000834,-0.20920628424600002
ACH-000835,-0.09703130987309999
ACH-000836,-0.26114093433
ACH-000837,-0.17983872673300003
ACH-000838,-0.292308415784
ACH-000839,-0.13565185839299998
ACH-000840,-0.00622452406263
ACH-000841,-0.17142395028299998
ACH-000843,-0.34290767397699995
ACH-000846,-0.216651259779
ACH-000847,0.026670981416199998
ACH-000848,-0.136324116695
ACH-000849,-0.067179168065
ACH-000851,-0.124274890231
ACH-000855,0.276097945631
ACH-000856,-0.314924688415
ACH-000858,-0.357332117143
ACH-000859,-0.10952414686899999
ACH-000861,-0.307324668044
ACH-000862,-0.280979582675
ACH-000865,-0.12117320987600001
ACH-000866,0.0316531392685
ACH-000867,-0.22928786446199997
ACH-000869,-0.24945576954
ACH-000872,-0.0178634768765
ACH-000873,-0.34921245046300003
ACH-000876,-0.18124240152100002
ACH-000878,-0.155508636409
ACH-000880,-0.149054998182
ACH-000881,-0.270242101621
ACH-000882,-0.043550973858799996
ACH-000884,-0.230592236656
ACH-000885,-0.15892092856599999
ACH-000887,-0.181943544211
ACH-000888,-0.0100462339015
ACH-000889,-0.257516181641
ACH-000890,-0.13141874068
ACH-000896,-0.23779120901200002
ACH-000898,-0.130724231295
ACH-000900,-0.390788264828
ACH-000901,-0.251707650383
ACH-000905,-0.278943776549
ACH-000906,-0.188826805326
ACH-000907,-0.327185125326
ACH-000910,-0.00894052128002
ACH-000911,-0.046224235289099996
ACH-000912,-0.230868478605
ACH-000913,-0.235794093561
ACH-000915,-0.19324744912900002
ACH-000916,-0.205350132764
ACH-000917,-0.175521696464
ACH-000921,-0.0972110660063
ACH-000924,-0.11629160619000001
ACH-000926,-0.22141815899
ACH-000928,-0.294736203316
ACH-000929,0.0914312591631
ACH-000932,-0.167997162808
ACH-000935,-0.27976094103300003
ACH-000936,-0.17219353421300002
ACH-000937,-0.10589616893300001
ACH-000938,-0.0710364900583
ACH-000939,-0.27327671841999995
ACH-000941,-0.187190787461
ACH-000943,-0.0642772722522
ACH-000946,-0.255150551311
ACH-000947,-0.16860653530699998
ACH-000948,-0.024153184922099998
ACH-000950,-0.190824701897
ACH-000953,-0.125027003402
ACH-000957,-0.019308967372400003
ACH-000958,-0.14189837594000002
ACH-000960,-0.103142859616
ACH-000963,-0.0126032545857
ACH-000968,0.005247527371
ACH-000969,-0.15833587237
ACH-000973,-0.244633033266
ACH-000974,-0.151006884492
ACH-000975,-0.34894732549400004
ACH-000976,-0.238093632804
ACH-000978,0.1822659773
ACH-000980,-0.0200105349652
ACH-000984,-0.230165806236
ACH-000986,-0.190760901835
ACH-000988,-0.0749876714386
ACH-000993,-0.249036326087
ACH-000994,0.050013761480199995
ACH-000996,-0.102564375034
ACH-001001,0.00531707883337
ACH-001020,-0.40953568342299995
ACH-001028,-0.224803678147
ACH-001031,-0.161897215187
ACH-001038,-0.017352477581
ACH-001048,-0.141650698312
ACH-001050,-0.246248746522
ACH-001053,-0.178801617497
ACH-001054,-0.204832287491
ACH-001061,-0.14128990818
ACH-001067,-0.237403916889
ACH-001075,-0.018118820431099997
ACH-001096,-0.24764818070099998
ACH-001128,0.14828422004300001
ACH-001134,-0.144014429999
ACH-001151,-0.182999762499
ACH-001163,-0.17669353201299998
ACH-001164,-0.104131588198
ACH-001173,-0.272703487767
ACH-001183,-0.23759521315200002
ACH-001184,-0.18822448342300002
ACH-001190,-0.22278736031
ACH-001192,-0.0986837797077
ACH-001193,-0.010190524457799999
ACH-001196,-0.238172109136
ACH-001197,-0.055475882281
ACH-001205,0.023561313073999997
ACH-001211,-0.53170284827
ACH-001212,-0.374030208321
ACH-001228,-0.09068707017000001
ACH-001232,-0.174722262031
ACH-001239,-0.133050939648
ACH-001274,-0.310551271862
ACH-001275,-0.410214668306
ACH-001277,0.018287596492400002
ACH-001278,-0.412802634644
ACH-001280,-0.08357047183360002
ACH-001283,-0.118212881035
ACH-001289,-0.0660080017535
ACH-001295,-0.0915690451368
ACH-001300,-0.231886209547
ACH-001301,-0.239387635085
ACH-001302,0.41934713069799995
ACH-001303,0.281280158081
ACH-001306,-0.186997746801
ACH-001318,-0.21965150730900002
ACH-001322,-0.217686833358
ACH-001328,-0.22036222604699998
ACH-001332,-0.132967254448
ACH-001333,-0.21568582536800002
ACH-001336,-0.18689268533599998
ACH-001340,-0.22159032312899998
ACH-001346,-0.24103304310899998
ACH-001353,-0.061617894409600006
ACH-001354,-0.34816371225500004
ACH-001367,-0.17201100542300002
ACH-001368,-0.167902446657
ACH-001374,-0.26882529254799997
ACH-001375,-0.19184763161200002
ACH-001377,-0.162350552572
ACH-001380,-0.17552583546199998
ACH-001391,-0.232386220125
ACH-001407,-0.175420798893
ACH-001408,-0.140045782227
ACH-001413,-0.222343409331
ACH-001430,-0.440634365128
ACH-001431,-0.1815390586
ACH-001450,-0.061922943616199995
ACH-001496,-0.208269089364
ACH-001500,-0.028990525924900003
ACH-001521,-0.255534110051
ACH-001523,-0.145761665502
ACH-001532,-0.160088208462
ACH-001536,-0.381970619732
ACH-001550,-0.028445926524
ACH-001552,-0.276406075913
ACH-001554,-0.15607804627900002
ACH-001645,-0.219887207211
ACH-001654,-0.17944028533599998
ACH-001715,-0.25610216189
ACH-001735,-0.140945889839
ACH-001736,-0.11895761331299999
ACH-001737,0.0225479148968
ACH-001740,-0.0458356213228
ACH-001745,-0.134465724845
ACH-001750,-0.44660846715
ACH-001765,-0.25883585105900003
ACH-001956,-0.262528314921
ACH-001957,-0.276236187686
