,ALX4 (60529)
ACH-000004,-0.161653308454
ACH-000007,-0.248894100966
ACH-000009,-0.026095120508699998
ACH-000011,-0.195707766309
ACH-000012,-0.0458966002689
ACH-000013,-0.16773281905600002
ACH-000014,-0.164847897426
ACH-000015,-0.0889661432015
ACH-000017,-0.105210845465
ACH-000018,-0.260428785336
ACH-000019,-0.344171212612
ACH-000021,-0.25417800546700003
ACH-000022,-0.223733346531
ACH-000025,-0.33119962081099996
ACH-000028,-0.25598717570999996
ACH-000030,-0.246554877681
ACH-000035,-0.143276589913
ACH-000036,-0.0293380375055
ACH-000037,-0.0783821854719
ACH-000039,-0.0530354891682
ACH-000040,-0.159889740666
ACH-000041,-0.11048803369799999
ACH-000042,-0.41300842154899997
ACH-000045,-0.141291662846
ACH-000047,0.0208720228884
ACH-000052,-0.20440214735800002
ACH-000053,-0.0647899424424
ACH-000054,-0.12208460917099999
ACH-000055,-0.267144251256
ACH-000060,-0.11185391517999999
ACH-000067,-0.09379558221090001
ACH-000070,-0.148976754868
ACH-000075,0.00705067764463
ACH-000078,-0.23122438638599999
ACH-000082,-0.09893365315310002
ACH-000085,-0.213534361318
ACH-000086,-0.067264323316
ACH-000087,-0.146370125309
ACH-000092,0.0196526014433
ACH-000095,-0.0290704532101
ACH-000097,-0.340132246526
ACH-000098,-0.11220571153799999
ACH-000099,-0.0689871534253
ACH-000108,-0.0381849821898
ACH-000113,-0.257127081741
ACH-000115,-0.150758047643
ACH-000116,-0.050843893295200004
ACH-000118,-0.27618562444
ACH-000120,-0.253371300165
ACH-000123,-0.0314242970466
ACH-000127,-0.148831101958
ACH-000128,0.00908841862422
ACH-000132,-0.216163459552
ACH-000133,-0.06764279315909999
ACH-000137,0.00594321575007
ACH-000138,-0.161415405301
ACH-000142,-0.013796798401200001
ACH-000143,-0.203173925709
ACH-000146,-0.101203228124
ACH-000148,-0.109537393091
ACH-000150,-0.0300481724302
ACH-000152,-0.125393404311
ACH-000153,-0.08005098822869999
ACH-000159,-0.202872006351
ACH-000160,-0.41571145030900003
ACH-000163,0.116183625621
ACH-000167,-0.071209329906
ACH-000168,-0.0668500036261
ACH-000169,-0.122480476252
ACH-000178,-0.153848274547
ACH-000182,-0.278307524704
ACH-000183,-0.048183794840199995
ACH-000188,-0.238668024925
ACH-000189,-0.502590457012
ACH-000190,-0.14606442155
ACH-000198,-0.0625497569818
ACH-000204,-0.0164658987399
ACH-000206,-0.271432375288
ACH-000207,0.00426300850517
ACH-000211,-0.0112124486405
ACH-000215,-0.208388926767
ACH-000221,-0.392433163433
ACH-000222,-0.0753002906709
ACH-000223,-0.273027161638
ACH-000226,-0.242861120449
ACH-000227,-0.304547114522
ACH-000228,0.0107682078528
ACH-000231,-0.031792291419
ACH-000232,-0.26135046771299997
ACH-000233,-0.135488725274
ACH-000234,-0.0963701774042
ACH-000235,-0.137370458449
ACH-000237,-0.263580718567
ACH-000238,0.014246386407299999
ACH-000243,-0.19189992271200002
ACH-000244,0.149492249256
ACH-000246,-0.225422621883
ACH-000248,-0.066184249357
ACH-000250,-0.139686344563
ACH-000251,-0.322167719413
ACH-000253,-0.07157404534060001
ACH-000255,-0.347382328557
ACH-000256,-0.283192963649
ACH-000257,0.168207039009
ACH-000258,0.04226309997819999
ACH-000259,-0.16713821185
ACH-000260,-0.270448708079
ACH-000261,-0.131300018605
ACH-000262,0.179265958369
ACH-000263,-0.407142372984
ACH-000264,-0.127613824999
ACH-000265,-0.336617854314
ACH-000266,-0.100010412648
ACH-000272,0.00010928154779700001
ACH-000273,-0.25354843998000004
ACH-000274,-0.46780438886500003
ACH-000277,-0.265291643423
ACH-000278,-0.418566807636
ACH-000279,-0.164117051944
ACH-000280,-0.242581441421
ACH-000281,0.005579784238979999
ACH-000288,-0.157061571235
ACH-000291,-0.18901580089499997
ACH-000293,-0.308325065704
ACH-000294,-0.0753288450481
ACH-000295,-0.142921333739
ACH-000296,-0.0296974495719
ACH-000302,0.16853676253
ACH-000304,-0.012840568665
ACH-000307,-0.347292992742
ACH-000308,-0.20631181942200003
ACH-000310,-0.38983340130599997
ACH-000311,0.0160318876444
ACH-000312,-0.145992647267
ACH-000315,0.218626517443
ACH-000316,-0.308060346611
ACH-000317,-0.12522964292000002
ACH-000318,-0.290495207501
ACH-000319,-0.192963985756
ACH-000320,-0.34921859515500003
ACH-000322,-0.175842676456
ACH-000323,-0.05955475112959999
ACH-000324,0.0103062366623
ACH-000329,-0.0277018594135
ACH-000330,-0.138907253225
ACH-000331,-0.056010768231499995
ACH-000332,-0.1665116843
ACH-000334,-0.011098919904
ACH-000335,-0.252954439004
ACH-000336,0.42396958671999996
ACH-000337,-0.0686576746414
ACH-000339,-0.15924252757500001
ACH-000341,0.00125440588832
ACH-000348,-0.190206233513
ACH-000350,-0.264518127007
ACH-000352,-0.28869906809900003
ACH-000356,-0.12318443595
ACH-000361,-0.271782779571
ACH-000362,-0.07401932120730001
ACH-000363,-0.142429637437
ACH-000364,-0.140921157602
ACH-000365,-0.127883337936
ACH-000366,-0.11733968024800001
ACH-000368,-0.330131620393
ACH-000374,-0.264033838955
ACH-000375,-0.15336595687899998
ACH-000376,-0.1748591906
ACH-000381,-0.182384620975
ACH-000383,-0.0883039620792
ACH-000387,-0.0824912881976
ACH-000389,-0.038372599688400004
ACH-000390,-0.131593883914
ACH-000393,-0.215558848622
ACH-000395,-0.0657738025523
ACH-000397,-0.11809231626700001
ACH-000401,-0.167108515595
ACH-000402,-0.0596473717167
ACH-000403,-0.025902546579700002
ACH-000404,-0.49207045742399996
ACH-000406,-0.183331029372
ACH-000407,-0.104271404463
ACH-000408,-0.145467799928
ACH-000410,-0.140818348257
ACH-000411,-0.168244833485
ACH-000414,-0.0980940770194
ACH-000415,-0.278742474676
ACH-000416,-0.09318869911810002
ACH-000420,-0.0668876350992
ACH-000421,-0.317852907072
ACH-000424,-0.5077837627189999
ACH-000425,-0.07955014276769999
ACH-000426,-0.330007096127
ACH-000427,0.030767935851500002
ACH-000433,-0.11201160941800001
ACH-000436,-0.264028721085
ACH-000444,-0.200896184525
ACH-000445,-0.00389786989112
ACH-000448,-0.12435808347100001
ACH-000450,-0.290588792675
ACH-000452,-0.229899494467
ACH-000454,-0.306661120284
ACH-000458,-0.341258514446
ACH-000459,-0.195919767526
ACH-000460,-0.09630757247209999
ACH-000461,-0.07000496404460001
ACH-000463,-0.0157770652201
ACH-000464,-0.132735916386
ACH-000466,0.199523492439
ACH-000467,-0.04579621379649999
ACH-000468,-0.157918027748
ACH-000469,-0.16538532858
ACH-000470,-0.19163809909600002
ACH-000471,-0.255194411627
ACH-000472,-0.10016549331800001
ACH-000473,-0.276861433478
ACH-000475,-0.13514434119000002
ACH-000476,-0.14122979530899998
ACH-000477,-0.33204523902800004
ACH-000480,-0.0134154490909
ACH-000481,0.109309304599
ACH-000483,-0.469755209926
ACH-000484,-0.214812043019
ACH-000485,-0.08943859586719999
ACH-000486,-0.15623041003799998
ACH-000487,-0.09434327028249999
ACH-000488,-0.21886066568000004
ACH-000490,-0.155453343598
ACH-000491,-0.0276675449542
ACH-000495,-0.214004963853
ACH-000496,-0.08059549178
ACH-000499,-0.443023545243
ACH-000500,-0.281459822058
ACH-000502,-0.09627472901239999
ACH-000503,-0.07320982506019999
ACH-000505,-0.0429743989597
ACH-000507,0.013478708740100001
ACH-000510,-0.21014044136100002
ACH-000511,-0.17147048993
ACH-000512,-0.17525469391800003
ACH-000516,-0.145390165017
ACH-000517,-0.0935459017245
ACH-000518,-0.228608951467
ACH-000520,-0.027061006708400004
ACH-000521,-0.113570673086
ACH-000522,-0.24580000229
ACH-000524,-0.0672496438484
ACH-000527,-0.200614003061
ACH-000528,-0.0500029258748
ACH-000537,-0.20987376905299998
