,YIPF3 (25844)
ACH-000004,0.11593404245200001
ACH-000007,-0.21803710800099999
ACH-000009,-0.048133542326
ACH-000011,0.18531739851
ACH-000012,-0.120789011939
ACH-000013,-0.17798468235599998
ACH-000014,0.103035214561
ACH-000015,0.0404131290169
ACH-000017,-0.0286616206336
ACH-000018,0.017576687049400002
ACH-000019,0.137058057888
ACH-000021,-0.09597251953119999
ACH-000022,0.100370933201
ACH-000025,-0.0720715891967
ACH-000028,-0.0336483361189
ACH-000030,0.0174638804083
ACH-000035,-0.132235399597
ACH-000036,-0.171081286507
ACH-000037,0.205960110322
ACH-000039,-0.148785057477
ACH-000040,-0.0842811341712
ACH-000041,0.0192242848159
ACH-000042,-0.047816388866999994
ACH-000045,-0.000616894900179
ACH-000047,-0.149850289298
ACH-000052,-0.303244277547
ACH-000053,-0.039391916336400004
ACH-000054,0.0389062779141
ACH-000055,-0.0129560307009
ACH-000060,-0.005896524928359999
ACH-000067,0.0851364474176
ACH-000070,-0.191260034227
ACH-000075,-0.078259029339
ACH-000078,-0.105196351764
ACH-000082,-0.174869785234
ACH-000085,-0.017447375477900002
ACH-000086,-0.08420619815670001
ACH-000087,-0.0267246270795
ACH-000092,-0.026611130087099998
ACH-000095,-0.012342263322
ACH-000097,-0.0893290367038
ACH-000098,-0.0521042515996
ACH-000099,-0.11583040955999999
ACH-000108,0.005976574918919999
ACH-000113,-0.105727238582
ACH-000115,-0.0642726386333
ACH-000116,0.014177948374700001
ACH-000118,-0.0397303849565
ACH-000120,0.0265856175628
ACH-000123,-0.0781362402178
ACH-000127,0.0115767233374
ACH-000128,0.0539032081673
ACH-000132,-0.10474590222300001
ACH-000133,-0.08334224703410001
ACH-000137,-0.0315291717306
ACH-000138,-0.17729794051800002
ACH-000142,0.10978881341600001
ACH-000143,-0.0488303408036
ACH-000146,0.0581347851745
ACH-000148,0.016719471033399998
ACH-000150,0.06410202916430001
ACH-000152,-0.156286710331
ACH-000153,-0.139338921937
ACH-000159,0.110118496581
ACH-000160,0.026657242141400004
ACH-000163,-0.0858647333615
ACH-000167,0.571770960068
ACH-000168,0.11912809597200001
ACH-000169,0.036085330621
ACH-000178,0.120211990344
ACH-000182,-0.049580466974
ACH-000183,0.0874117139655
ACH-000188,0.12714106124500002
ACH-000189,-0.036971868967400005
ACH-000190,-0.192162938787
ACH-000198,0.123163699474
ACH-000204,-0.33029383149700003
ACH-000206,0.17572157136799998
ACH-000207,-0.344268866231
ACH-000211,0.0009334162631000001
ACH-000215,-0.105744522195
ACH-000221,0.106698431487
ACH-000222,-0.139906783037
