,CTDNEP1 (23399)
ACH-000222,-0.022534852917299997
ACH-000223,-0.23833201767200002
ACH-000226,-0.49271883385
ACH-000227,-0.0835133217237
ACH-000228,-0.66083275723
ACH-000231,-0.93364825921
ACH-000232,-0.29848360417500003
ACH-000233,-0.381475290301
ACH-000234,-0.566162621363
ACH-000235,-0.553382806629
ACH-000237,-0.806300622902
ACH-000238,-0.39053070265900003
ACH-000243,-0.359395689997
ACH-000244,-1.05021092822
ACH-000246,-0.410960621349
ACH-000248,-0.533553067631
ACH-000250,-0.150667343566
ACH-000251,-0.46201316184299995
ACH-000253,0.111448103521
ACH-000255,-0.228554952809
ACH-000256,-0.725007656389
ACH-000257,-0.499671740823
ACH-000258,-0.545569837782
ACH-000259,0.16205052752000002
ACH-000260,-0.25846747784
ACH-000261,-0.78572847224
ACH-000262,-0.576348378064
ACH-000263,-0.943584880038
ACH-000264,-0.368740103917
ACH-000265,-0.47920783598899996
ACH-000266,-0.359108340672
ACH-000272,-0.199127041394
ACH-000273,-0.563165265949
ACH-000274,-0.420200333897
ACH-000277,-0.589925310481
ACH-000278,-0.326035955361
ACH-000279,-0.310495841695
ACH-000280,-0.722066917898
ACH-000281,-0.578082832988
ACH-000288,-0.782230332095
ACH-000291,-0.306792417948
ACH-000293,-0.80250927493
ACH-000294,-0.662048413152
ACH-000295,-0.590894714393
ACH-000296,-0.262116453618
ACH-000302,-0.24265283939399998
ACH-000304,-0.678846186247
ACH-000307,-0.329524508569
ACH-000308,-0.431904781473
ACH-000310,0.11941818584200001
ACH-000311,-0.5560301739469999
ACH-000312,-0.11377555501900001
ACH-000315,-0.6444604832399999
ACH-000316,-0.7757882031029999
ACH-000317,-0.0436226174478
ACH-000318,-0.758374972931
ACH-000319,-0.819136979256
ACH-000320,-0.31619655155799997
ACH-000322,-0.576140142289
ACH-000323,-0.972526737294
ACH-000324,-0.469195978838
ACH-000329,-0.782028188201
ACH-000330,-0.0858705168728
ACH-000331,-0.599169278538
ACH-000332,-0.259804241131
ACH-000334,-0.0303084378407
ACH-000335,-0.260625074968
ACH-000336,-0.671830376373
ACH-000337,-0.34840014946500003
ACH-000339,-0.767927972654
ACH-000341,-0.361299598002
ACH-000348,-0.589529673509
ACH-000350,-0.204583792172
ACH-000352,-0.25503490199400003
ACH-000356,-0.358266482214
ACH-000361,-0.7220964047990001
ACH-000362,-0.8783768496690001
ACH-000363,-0.17860804232299998
ACH-000364,-0.574463247024
ACH-000365,-0.324993145277
ACH-000366,-0.09992944985419999
ACH-000368,-1.22063094794
ACH-000374,-0.48243850533200006
ACH-000375,-0.773913664906
ACH-000376,-0.911677934742
ACH-000381,-0.009971284577709998
ACH-000383,-0.313439120879
ACH-000387,-0.257081855463
ACH-000389,-0.907229364175
ACH-000390,-0.244920455905
ACH-000393,-0.8229030381479999
ACH-000395,-0.46641337630699997
ACH-000397,-0.737776001532
ACH-000401,-0.633807451184
ACH-000402,-0.6997695025399999
ACH-000403,-0.22849523031999996
ACH-000404,-0.6997876253030001
ACH-000406,-0.240709771331
ACH-000407,-0.564557200985
ACH-000408,-0.478883781689
ACH-000410,-0.760596613364
ACH-000411,-0.290563560368
ACH-000414,-0.31504800242
ACH-000415,-0.486495817145
ACH-000416,-0.8275924836570001
ACH-000420,-0.621905579883
ACH-000421,-0.8224505447050001
ACH-000424,-0.637475870489
ACH-000425,-0.55527795533
ACH-000426,-0.606567658432
ACH-000427,-0.419208971396
ACH-000433,-0.576909509062
ACH-000436,-0.631730487687
ACH-000444,-0.251856561093
ACH-000445,-1.02440163421
ACH-000448,-0.43453850018299994
ACH-000450,-0.20039973530000002
ACH-000452,-0.531298536444
ACH-000454,-0.563232235113
ACH-000458,-0.7216415876060001
ACH-000459,-0.463164210601
ACH-000460,-0.724363647975
ACH-000461,-0.160599169589
ACH-000463,-0.15356409734999998
ACH-000464,-1.16811753302
ACH-000466,-0.213251164307
ACH-000467,-0.29029952000500003
ACH-000468,-0.568289798741
ACH-000469,-0.922160766075
ACH-000470,0.5399277432840001
ACH-000471,-0.694112296204
ACH-000472,-0.066768235016
ACH-000473,-0.63163238632
ACH-000475,-0.336428263122
ACH-000476,-0.594135137189
ACH-000477,-0.271426221305
ACH-000480,-0.5985806163790001
ACH-000481,-0.49133000341899996
ACH-000483,-0.709635822178
ACH-000484,0.014198274623700002
ACH-000485,-0.554845243866
ACH-000486,-0.624349934575
ACH-000487,-0.509274255221
ACH-000488,-0.508332066179
ACH-000490,-0.694355784558
ACH-000491,-0.177392750647
ACH-000495,0.09844701180839999
ACH-000496,-0.763739482536
ACH-000499,-0.30489339848
ACH-000500,-0.251918042421
ACH-000502,-0.137164301873
ACH-000503,-0.9431589128650001
ACH-000505,0.0031850190089099998
ACH-000507,-0.45224862635799995
ACH-000510,-0.356727409257
ACH-000511,-0.8962478862350001
ACH-000512,-0.340803447767
ACH-000516,-0.8196645603980001
ACH-000517,-0.0414483339816
ACH-000518,-0.306195750136
ACH-000520,-0.590467124771
ACH-000521,-0.599665621274
ACH-000522,-0.20939952922400001
ACH-000524,-0.481889199811
ACH-000527,-0.0741479439641
ACH-000528,-0.23439784270199998
ACH-000537,-0.876514295064
ACH-000541,-0.4746507103
ACH-000542,-0.17131303280299998
ACH-000544,-0.6946150320460001
ACH-000545,-0.399618625946
ACH-000547,-0.254480892669
ACH-000548,-0.575605931444
ACH-000549,-0.7328651853620001
ACH-000550,-0.729491283222
ACH-000552,-0.15851775088700001
ACH-000556,-0.7408198547
ACH-000557,-0.23609941421
ACH-000570,-0.837357283336
ACH-000571,-0.7022457299320001
ACH-000573,-0.115444969034
ACH-000576,-0.73403623515
ACH-000580,-0.285499704731
ACH-000584,-0.695295050703
ACH-000585,-0.672261690917
ACH-000588,-0.8734878921870001
ACH-000589,-0.405908519547
ACH-000591,-0.766153670264
ACH-000593,-0.12640367283099999
ACH-000600,-0.253392678694
ACH-000601,-0.500867651906
ACH-000604,-0.7592891959579999
ACH-000605,-0.181228770145
ACH-000606,-0.260429199476
ACH-000608,-0.118408437556
ACH-000614,-0.332732055289
ACH-000616,-0.460303510095
ACH-000618,-0.315768036889
ACH-000619,-0.427597972206
ACH-000620,-0.909984958077
ACH-000621,-0.701067162836
ACH-000622,-0.318703512462
ACH-000623,-1.06324914073
ACH-000624,-0.232427030582
ACH-000627,-0.444125012808
ACH-000630,-0.845646320469
ACH-000632,-0.705608664492
ACH-000633,-0.7536374457639999
ACH-000637,-0.0936143919029
ACH-000638,-0.49608687176399996
ACH-000646,-0.602372557166
ACH-000647,-0.171680097028
ACH-000648,-0.29941371633200003
ACH-000649,-0.128545746764
ACH-000651,-0.253744276668
ACH-000652,-0.510582117913
ACH-000653,-0.46457571528
ACH-000657,-0.567896600153
ACH-000658,-0.59232822772
ACH-000661,-0.538827353617
ACH-000662,-0.1350272577
ACH-000663,-0.358232177518
ACH-000665,-0.9849939763590001
ACH-000671,-0.588138656403
ACH-000673,-0.494202281288
ACH-000676,-0.251380391349
ACH-000677,-0.541727657934
ACH-000681,-0.28596839308899996
ACH-000682,-0.46855060686399996
ACH-000683,-0.606921323573
ACH-000684,-0.640654136753
ACH-000688,-1.10707786255
ACH-000693,-0.35260007836999996
ACH-000694,-0.273078428904
ACH-000695,-0.902729253791
ACH-000696,-0.781479429367
ACH-000697,-0.354570830909
ACH-000699,-0.44789452697300003
ACH-000701,0.00023219149775400002
ACH-000706,-0.776534850265
ACH-000711,-0.235934886967
ACH-000713,-1.09968466996
ACH-000714,-0.742495279728
ACH-000718,-0.195516638341
ACH-000720,-0.9106864796240001
ACH-000721,-0.555900173832
ACH-000724,-0.371346178132
ACH-000725,-0.0226865454816
ACH-000732,-0.487543029613
ACH-000734,-0.433834276039
ACH-000735,-0.501850864987
ACH-000736,-0.451432399961
ACH-000738,-0.6765457808319999
ACH-000746,0.022319591211799997
ACH-000747,-0.524637542554
ACH-000748,-0.265639053261
ACH-000753,-0.619872021381
ACH-000756,-1.15675736452
ACH-000757,-0.437738785491
ACH-000758,-0.24688033542399998
ACH-000760,-0.837591280387
ACH-000763,-0.09118018710449999
ACH-000764,-0.417506673261
ACH-000765,-0.0594612428775
ACH-000766,-0.511874068103
ACH-000767,-0.41359858428199997
ACH-000768,-0.552402551754
ACH-000769,0.290699293094
ACH-000770,-0.377016326725
ACH-000771,-0.404649354191
ACH-000773,-0.179085571063
ACH-000776,-0.8689470150599999
ACH-000777,-0.37084307552
ACH-000778,-0.324237200802
ACH-000781,-0.613880801861
ACH-000782,-0.622780121866
ACH-000783,-0.8648743383319999
ACH-000784,-0.456817168512
ACH-000785,-0.010645547540200001
ACH-000787,-0.592447322043
ACH-000788,-0.543694388151
ACH-000791,-0.588816771029
ACH-000792,-0.190255947876
ACH-000794,-0.427093089137
ACH-000796,-0.345911772465
ACH-000799,-0.7428889972730001
ACH-000800,-0.521239669726
ACH-000802,-0.30734573236900004
ACH-000804,-0.21740157929099999
ACH-000805,-0.8160530322220001
ACH-000809,-0.537778265569
ACH-000810,-0.00638426503113
ACH-000811,-0.670473442314
ACH-000817,-0.14122870214400002
ACH-000819,-0.645127114855
ACH-000820,-0.0932412899496
ACH-000821,0.024127226719800002
ACH-000822,-0.9280874268829999
ACH-000823,-0.35858133355599997
ACH-000824,-0.580347629638
ACH-000827,-0.7242887867479999
ACH-000829,-0.590931108547
ACH-000831,-0.413440955295
ACH-000832,-0.702892372684
ACH-000833,-0.409351262324
ACH-000834,-0.738546214667
ACH-000835,0.145053604791
ACH-000836,-0.386383669188
ACH-000837,-0.325956191819
ACH-000838,-0.159330787488
ACH-000839,-0.6001997163189999
ACH-000840,-0.63990266709
ACH-000841,-0.042424362709800004
ACH-000843,-0.45477965049900004
ACH-000846,-0.480713881854
ACH-000847,-0.533797324299
ACH-000848,-0.408506154162
ACH-000849,-0.32482764685
ACH-000851,-0.708057843426
ACH-000855,-0.26837675938
ACH-000856,-0.466811454252
ACH-000858,-0.314699809969
ACH-000859,-0.544306822293
ACH-000861,-0.353494837447
ACH-000862,-0.514316377443
ACH-000865,-0.265078524654
ACH-000866,-0.360433784829
ACH-000867,-0.21671696352800002
ACH-000869,-0.452833616822
ACH-000872,-0.854993968791
ACH-000873,-0.325015344507
ACH-000876,-0.488867959068
ACH-000878,-0.267052056195
ACH-000880,-0.431064822791
ACH-000881,-0.7184898960070001
ACH-000882,-0.488888566619
ACH-000884,-0.345494713772
ACH-000885,-0.479264373552
ACH-000887,-0.262246756919
ACH-000888,-0.651261043816
ACH-000889,-0.448535283352
ACH-000890,-0.217390294027
ACH-000896,-0.690941921162
ACH-000898,-0.211861474357
ACH-000900,-0.5856329349530001
ACH-000901,-0.140342854204
ACH-000905,-0.967593497107
ACH-000906,-0.244229644251
ACH-000907,-0.659322400752
ACH-000910,-0.457327904622
ACH-000911,-0.6460286330699999
ACH-000912,-0.4442457236899999
ACH-000913,-0.427559567555
ACH-000915,-0.527774785876
ACH-000916,-0.656833121055
ACH-000917,-0.5217546535809999
ACH-000921,-0.5264624655269999
ACH-000924,-0.483395704887
ACH-000926,-0.263378377244
ACH-000928,-0.602710058406
ACH-000929,-0.7955155769939999
ACH-000932,-0.15543218201099998
ACH-000935,-0.415143889383
ACH-000936,-0.32545499961
ACH-000937,-0.424128545661
ACH-000938,-0.429570357738
ACH-000939,-0.593049971368
ACH-000941,-0.124523927928
ACH-000943,-0.19564228213799997
ACH-000946,-0.5245227330359999
ACH-000947,-0.334948873195
ACH-000948,-0.374195587602
ACH-000950,-0.6616986051820001
ACH-000953,-0.899766288303
ACH-000957,-0.47160303647299995
ACH-000958,-0.444692487037
ACH-000960,-0.642168604951
ACH-000963,-0.514386413964
ACH-000968,-0.48762992086400003
ACH-000969,-0.337477771043
ACH-000973,-0.19875705518
ACH-000974,0.053170073043800004
ACH-000975,-0.42049297104
ACH-000976,-0.67710081653
ACH-000978,-0.314362696345
ACH-000980,-0.125468867776
ACH-000984,-0.36982146720200004
ACH-000986,-0.23454978827300002
ACH-000988,-0.280609460432
ACH-000993,-0.543743064799
ACH-000994,-0.44827138281
ACH-000996,-0.655309465738
ACH-001001,-0.40816727375600004
ACH-001020,-0.6115883994479999
ACH-001028,-0.671032762051
ACH-001031,-0.39726574248
ACH-001038,-0.275663754895
ACH-001048,-0.230244306648
ACH-001050,-0.6492489264819999
ACH-001053,-0.521266972771
ACH-001054,-0.00982485480089
ACH-001061,-0.360639823294
ACH-001067,-0.46381217316100004
ACH-001075,-0.74289160395
ACH-001096,-0.247568958814
ACH-001128,-0.805082531504
ACH-001134,-0.721389583459
ACH-001151,0.030524687067900003
ACH-001163,-0.0582753108336
ACH-001164,-0.539583952021
ACH-001173,-0.42263774317
ACH-001183,-0.519150547383
ACH-001184,-0.2907291803
ACH-001190,-0.718044276979
ACH-001192,-0.379103224965
ACH-001193,-0.336970687565
ACH-001196,-0.6313187828469999
ACH-001197,-0.6377895440160001
ACH-001205,-0.567198770295
ACH-001211,-0.708239412576
ACH-001212,-0.563275676415
ACH-001228,-0.5997360858240001
ACH-001232,-1.31105832242
ACH-001239,-0.6240273055259999
ACH-001274,-0.8505518225049999
ACH-001275,-0.416474393859
ACH-001277,-0.586706642431
ACH-001278,-0.41511572537600006
ACH-001280,-0.486331302179
ACH-001283,-0.5843348349
ACH-001289,-0.32892878164
ACH-001295,-0.37497861736500004
ACH-001300,-0.442252638171
ACH-001301,-0.0449512931716
ACH-001302,0.10080948616900001
ACH-001303,-0.16117721544500002
ACH-001306,-0.96632662085
ACH-001318,-0.234294071992
ACH-001322,-0.426290281212
ACH-001328,-0.13880268484000002
ACH-001332,-0.743799096441
ACH-001333,-0.393322452621
ACH-001336,-0.43032834161300004
ACH-001340,-0.660994245603
ACH-001346,-0.506512301213
ACH-001353,-0.45591227702200005
ACH-001354,0.096776048067
ACH-001367,-0.18021902348700003
ACH-001368,-0.318516716493
ACH-001374,-0.5384718168879999
ACH-001375,-0.292249600277
ACH-001377,-0.49622005910800004
ACH-001380,-0.330777051035
ACH-001391,-0.562315109235
ACH-001407,-0.673964920623
ACH-001408,-0.49492991481299997
ACH-001413,-0.392996304794
ACH-001430,-0.471277324776
ACH-001431,-0.5691602751389999
ACH-001450,-0.522686112958
ACH-001496,-0.209569569528
ACH-001500,-0.650573653986
ACH-001521,-0.9665919429850001
ACH-001523,-0.327570467945
ACH-001532,-0.846180710493
ACH-001536,-0.788657260184
ACH-001550,-0.28846512473499997
ACH-001552,-0.6474318544950001
ACH-001554,-0.578766119918
ACH-001645,-0.22259601960099998
ACH-001654,-0.540029287581
ACH-001715,-0.530105876439
ACH-001735,-0.500686218169
ACH-001736,-0.535279981313
ACH-001737,-0.615793086909
ACH-001740,-0.14855905594399998
ACH-001745,-0.247096046089
ACH-001750,-0.706944329626
ACH-001765,-0.234988159516
ACH-001956,-0.334262311881
ACH-001957,-0.48531333454
