,CYYR1 (116159)
ACH-000004,0.218995951514
ACH-000007,0.273188737947
ACH-000009,0.170675061988
ACH-000011,0.166457605681
ACH-000012,0.128642481073
ACH-000013,0.203805609403
ACH-000014,0.293304384764
ACH-000015,0.23927306086800001
ACH-000017,0.21849998364300002
ACH-000018,0.121132396725
ACH-000019,-0.019652333157400004
ACH-000021,0.277588279015
ACH-000022,0.11460740525699999
ACH-000025,0.33582444407
ACH-000028,0.22271360788300001
ACH-000030,0.14326353872199998
ACH-000035,0.16820310266
ACH-000036,0.206281832412
ACH-000037,0.118155776581
ACH-000039,0.190965549748
ACH-000040,0.20859512331500002
ACH-000041,0.198069108252
ACH-000042,0.127307053393
ACH-000045,0.308302531798
ACH-000047,0.236199087489
ACH-000052,0.012040474003600001
ACH-000053,0.27525291514
ACH-000054,0.284106206925
ACH-000055,0.10449008879499999
ACH-000060,-0.118414005776
ACH-000067,0.10099407997500001
ACH-000070,0.08759547190369998
ACH-000075,-0.04993269057580001
ACH-000078,0.106478473057
ACH-000082,0.201612471326
ACH-000085,0.190671341384
ACH-000086,0.177962808448
ACH-000087,0.135586872077
ACH-000092,0.253414248436
ACH-000095,0.241668526483
ACH-000097,0.166716278473
ACH-000098,0.267549911388
ACH-000099,0.18276422162
ACH-000108,0.313628540836
ACH-000113,0.260615890811
ACH-000115,0.36173535185
ACH-000116,0.0774462827277
ACH-000118,0.275469779795
ACH-000120,0.042282041947099995
ACH-000123,0.198589376679
ACH-000127,0.207657919577
ACH-000128,0.229266922507
ACH-000132,0.194575188816
ACH-000133,0.055501299737400006
ACH-000137,0.31766069262200003
ACH-000138,0.259502232293
ACH-000142,0.201259514157
ACH-000143,0.130983498295
ACH-000146,0.353643976473
ACH-000148,0.141820324763
ACH-000150,0.0384449974905
ACH-000152,0.12129166143799999
ACH-000153,-0.08355004652110001
ACH-000159,0.23300358067200003
ACH-000160,0.159628958011
ACH-000163,0.3018784482
ACH-000167,0.33670545988899997
ACH-000168,0.06710217450559999
ACH-000169,0.0734987692583
ACH-000178,0.0615289023709
ACH-000182,0.0422426483053
ACH-000183,0.00288003670368
ACH-000188,0.00794514640252
ACH-000189,0.155856206961
ACH-000190,0.342055858673
ACH-000198,0.0557448250531
ACH-000204,0.41265401733999996
ACH-000206,0.0224996686802
ACH-000207,0.111700594646
ACH-000211,0.409523463249
ACH-000215,0.15343343273600002
ACH-000221,0.0949919525111
ACH-000222,0.280390115649
ACH-000223,0.177877527474
ACH-000226,0.0218218346737
ACH-000227,-0.113064181303
ACH-000228,0.174529101322
ACH-000231,0.178980322573
ACH-000232,0.170156278048
ACH-000233,0.27349188916
ACH-000234,0.21730784079399998
ACH-000235,0.140518447784
