,PAN3 (255967)
ACH-000004,0.155428655926
ACH-000007,0.20125716948199998
ACH-000009,0.057059209457099996
ACH-000011,-0.268566740528
ACH-000012,0.112889058152
ACH-000013,0.07336611161039999
ACH-000014,0.15937067717199999
ACH-000015,-0.19497546471000002
ACH-000017,0.0153495056516
ACH-000018,0.127492400545
ACH-000019,0.0690509590998
ACH-000021,0.0590478908529
ACH-000022,0.222223415041
ACH-000025,0.164429681194
ACH-000028,0.0975382434973
ACH-000030,0.0076425232019300005
ACH-000035,-0.066156729089
ACH-000036,-0.07425658524010001
ACH-000037,0.19479204988600002
ACH-000039,0.0456610879359
ACH-000040,-0.0301114671724
ACH-000041,0.0703223792501
ACH-000042,0.228036939074
ACH-000045,-0.29423502606400004
ACH-000047,0.108532800757
ACH-000052,0.24007955504200001
ACH-000053,0.0212117593994
ACH-000054,0.115837008957
ACH-000055,0.38789936750299997
ACH-000060,0.027767738588200003
ACH-000067,0.0534855707215
ACH-000070,0.186238179454
ACH-000075,0.270677783132
ACH-000078,0.0279342941683
ACH-000082,0.0773539130695
ACH-000085,0.137668681876
ACH-000086,0.024278099764200003
ACH-000087,0.39911294949000004
ACH-000092,-0.045761035694900004
ACH-000095,-0.0716754975497
ACH-000097,-0.051831058515499996
ACH-000098,0.058247867386600004
ACH-000099,-0.049875808335
ACH-000108,0.15023860653899998
ACH-000113,-0.14200209942199998
ACH-000115,-0.24584398411
ACH-000116,-0.046917652920599996
ACH-000118,-0.014498117738000001
ACH-000120,0.19704919505399998
ACH-000123,0.127969987714
ACH-000127,-0.20377170352
ACH-000128,-0.135579318275
ACH-000132,0.17831640944899999
ACH-000133,-0.011172851019700001
ACH-000137,0.0407965523907
ACH-000138,0.118390130159
ACH-000142,-0.253735098457
ACH-000143,0.16779944149999998
ACH-000146,0.032806921828400004
ACH-000148,0.14594084163499998
ACH-000150,-0.0850282863317
ACH-000152,0.137012382804
ACH-000153,-0.33721266439400005
ACH-000159,-0.00482790753546
ACH-000160,0.0568736003306
ACH-000163,0.11544466382600001
ACH-000167,0.49473887586599996
ACH-000168,0.335477940346
ACH-000169,0.141767374163
