,ZMYM6NB (100506144)
ACH-000004,0.0982243748769
ACH-000007,0.0699195844648
ACH-000009,0.0771869723332
ACH-000011,0.136791770342
ACH-000012,0.06809099703049999
ACH-000013,0.116803980834
ACH-000014,0.166179024243
ACH-000015,0.055305194356199995
ACH-000017,0.175005463449
ACH-000018,0.06955655555660001
ACH-000019,0.052076561631199995
ACH-000021,0.188633425641
ACH-000022,0.121245453879
ACH-000025,0.030148079830099997
ACH-000028,-0.030994627303
ACH-000030,0.017961696505
ACH-000035,-0.05050561396790001
ACH-000036,0.143507705974
ACH-000037,0.0991294009729
ACH-000039,0.271730471831
ACH-000040,0.09888779147320001
ACH-000041,0.060235839712899995
ACH-000042,0.08874741750189999
ACH-000045,0.0658235816435
ACH-000047,0.144177453853
ACH-000052,0.19224125795400002
ACH-000053,0.0168729393677
ACH-000054,0.151300004435
ACH-000055,0.054959877897699995
ACH-000060,0.0783919943909
ACH-000067,0.041364653629
ACH-000070,0.243516072272
ACH-000075,0.013425620923899999
ACH-000078,0.08284292921980001
ACH-000082,0.0018464765522000002
ACH-000085,-0.128483444827
ACH-000086,0.005295448350420001
ACH-000087,0.11210061514
ACH-000092,0.12052135104
ACH-000095,0.0440946268196
ACH-000097,0.09734323104180001
ACH-000098,-0.036993558815500004
ACH-000099,0.140956760208
ACH-000108,-0.016668700242299998
ACH-000113,0.15482456677200002
ACH-000115,-0.0570076597792
ACH-000116,0.0334203032118
ACH-000118,0.14383015104900002
ACH-000120,0.0550962782795
ACH-000123,0.0533167436233
ACH-000127,0.0923094906229
ACH-000128,0.128623352137
ACH-000132,0.0017620534571600001
ACH-000133,0.0693222886572
ACH-000137,-0.0604326729792
ACH-000138,0.12048600691299999
ACH-000142,0.0143288496199
ACH-000143,-0.059101617324599995
ACH-000146,0.020768144213599998
ACH-000148,0.117490022874
ACH-000150,-0.055154541640499995
ACH-000152,-0.026974487117099998
ACH-000153,0.24470872620099998
ACH-000159,0.0203322915945
ACH-000160,-0.06666394499419999
ACH-000163,0.0736773020238
ACH-000167,-0.129038706801
ACH-000168,-0.045700739441
ACH-000169,0.0340220559351
ACH-000178,0.117573584935
ACH-000182,0.125730485419
ACH-000183,-0.0489372828768
ACH-000188,0.037872987371699994
ACH-000189,0.102441561547
ACH-000190,-0.009754421618649999
ACH-000198,0.151625156474
ACH-000204,0.133285098773
ACH-000206,0.158990678095
ACH-000207,0.0581312115479
ACH-000211,0.135609606359
ACH-000215,0.0735300776537
ACH-000221,0.029294182491200003
ACH-000222,0.317249541164
ACH-000223,0.126621531248
ACH-000226,0.198673285777
ACH-000227,0.0422716499572
ACH-000228,0.0234211792342
ACH-000231,0.16675443359099998
ACH-000232,0.100958610706
ACH-000233,0.157088695808
ACH-000234,0.191902447554
ACH-000235,0.120463327161
ACH-000237,0.11343180687799999
ACH-000238,0.00990038834241
ACH-000243,0.19778655341499998
ACH-000244,0.227021577176
ACH-000246,0.023317658550100002
ACH-000248,0.0163146450234
ACH-000250,0.133450627668
ACH-000251,-0.07261137985110001
ACH-000253,0.161808713283
ACH-000255,0.137445046574
ACH-000256,-0.0706350950192
ACH-000257,0.0163886285555
ACH-000258,0.168353792285
ACH-000259,0.08895558892830001
ACH-000260,0.138852090824
ACH-000261,0.00825277311874
ACH-000262,0.052375392719800004
ACH-000263,-0.352263686
ACH-000264,0.0304440521828
ACH-000265,0.136713595877
ACH-000266,0.139930265824
ACH-000272,0.0188335765585
ACH-000273,-0.053343997298
ACH-000274,0.0588035719506
ACH-000277,0.16897450745499998
ACH-000278,0.266505506085
ACH-000279,0.032724385621199996
ACH-000280,0.0493642066516
ACH-000281,0.239802900137
ACH-000288,0.04684735035680001
ACH-000291,0.006900795581369999
ACH-000293,-0.0773518279731
ACH-000294,0.014101391406700001
ACH-000295,0.149074796737
ACH-000296,0.0949890731915
ACH-000302,0.0589485356426
ACH-000304,-0.0019430679004600001
ACH-000307,0.19927502734900002
ACH-000308,0.0736411551645
ACH-000310,-0.0673677839157
ACH-000311,-0.405615912253
ACH-000312,0.201325325447
ACH-000315,-0.21020202544
ACH-000316,0.00785536540816
ACH-000317,-0.00715009832711
ACH-000318,0.092241619204
ACH-000319,0.253144909156
ACH-000320,0.08615207537030001
ACH-000322,0.228772927456
ACH-000323,0.0505826028721
ACH-000324,0.114257459273
ACH-000329,0.0740318478153
ACH-000330,0.005622143883560001
ACH-000331,0.030162236702799997
ACH-000332,0.0733719663084
ACH-000334,0.07672201742380001
ACH-000335,0.294861824159
ACH-000336,0.132980703552
ACH-000337,0.0979819846843
ACH-000339,0.05550056815880001
ACH-000341,0.14887989749299999
ACH-000348,-0.00778453831184
ACH-000350,0.128542394456
ACH-000352,0.034348226603
ACH-000356,0.0297661818489
ACH-000361,0.20966000112999997
ACH-000362,0.0973998666504
ACH-000363,0.0773108933954
ACH-000364,0.0251199562832
ACH-000365,0.0550831126952
ACH-000366,0.127495622907
ACH-000368,0.0365251193523
ACH-000374,0.00747320817966
ACH-000375,0.04617644201280001
ACH-000376,-0.04500874257950001
ACH-000381,-0.037445532527300006
ACH-000383,0.0624965378957
ACH-000387,0.112267793238
ACH-000389,0.195161859629
ACH-000390,0.153912143517
