,GUCA2A (2980)
ACH-000279,-0.254027839579
ACH-000280,-0.22804199773400002
ACH-000281,0.09218238545520001
ACH-000288,-0.223168319363
ACH-000291,-0.324197569169
ACH-000293,-0.410585368877
ACH-000294,-0.20430597789000002
ACH-000295,-0.113501972107
ACH-000296,-0.349689633268
ACH-000302,-0.40502915074900003
ACH-000304,-0.38566754577
ACH-000307,-0.230887285212
ACH-000308,-0.228800512268
ACH-000310,-0.304968398624
ACH-000311,-0.45248940560900003
ACH-000312,-0.44500049245300005
ACH-000315,-0.262184770417
ACH-000316,-0.51728045838
ACH-000317,-0.352709893165
ACH-000318,-0.43806711057
ACH-000319,-0.180195438801
ACH-000320,-0.570955513213
ACH-000322,-0.48750668002400005
ACH-000323,-0.277734384472
ACH-000324,-0.18290624688499998
ACH-000329,-0.204150153623
ACH-000330,-0.41184202992700003
ACH-000331,-0.569409847097
ACH-000332,-0.36013740929399995
ACH-000334,-0.10967022765699999
ACH-000335,-0.306818132362
ACH-000336,-0.0453083824242
ACH-000337,-0.342821010405
ACH-000339,-0.24449546315200002
ACH-000341,-0.531516921048
ACH-000348,-0.45360777589400003
ACH-000350,-0.175896139827
ACH-000352,-0.124408937666
ACH-000356,-0.670708295573
ACH-000361,-0.11093560215800001
ACH-000362,-0.08816676925400001
ACH-000363,-0.225915990078
ACH-000364,-0.537750565129
ACH-000365,-0.277927620128
ACH-000366,-0.5326699206409999
ACH-000368,-0.555306477904
ACH-000374,-0.326105149416
ACH-000375,-0.231628253262
ACH-000376,-0.16243267878599998
ACH-000381,-0.40313991770999996
ACH-000383,-0.228086386032
ACH-000387,-0.327570217875
ACH-000389,-0.456754295773
ACH-000390,-0.490842848477
ACH-000393,-0.276870893733
ACH-000395,-0.331977733403
ACH-000397,-0.355501515928
ACH-000401,-0.787473822243
ACH-000402,-0.5553400138310001
ACH-000403,-0.356730439084
ACH-000404,-0.417744649485
ACH-000406,-0.202058297178
ACH-000407,-0.42633107926700003
ACH-000408,-0.06646025604669999
ACH-000410,-0.180926146978
ACH-000411,-0.379630231773
ACH-000414,-0.335754140511
ACH-000415,-0.396718911478
ACH-000416,-0.117981959494
ACH-000420,-0.125200250884
ACH-000421,-0.27496680656
ACH-000424,-0.616524346682
ACH-000425,-0.245073699337
ACH-000426,-0.0788776135727
ACH-000427,-0.480360274548
ACH-000433,-0.18933818046
ACH-000436,-0.25798833418
ACH-000444,-0.402650533826
ACH-000445,-0.470008282118
ACH-000448,-0.18224112276299997
ACH-000450,-0.386024886615
ACH-000452,-0.435801504796
ACH-000454,-0.537130259613
ACH-000458,-0.284971885483
ACH-000459,-0.35113219816
ACH-000460,-0.177616509392
ACH-000461,-0.12518407688799998
ACH-000463,-0.360436837982
ACH-000464,-0.29067445891
ACH-000466,-0.32639217093199996
ACH-000467,-0.474668956772
ACH-000468,-0.153140649183
ACH-000469,-0.46670228350299997
ACH-000470,-0.193125453524
ACH-000471,-0.178995169121
ACH-000472,-0.28276817469
ACH-000473,-0.625008712988
ACH-000475,-0.296594039776
ACH-000476,-0.381264756156
ACH-000477,-0.46206674975900003
ACH-000480,-0.530313740486
ACH-000481,-0.398941507475
ACH-000483,-0.291888339397
ACH-000484,-0.64370890103
ACH-000485,-0.485336441812
ACH-000486,-0.36581552159100006
ACH-000487,-0.257375070673
ACH-000488,-0.513222093673
ACH-000490,-0.49034331276299997
ACH-000491,-0.464340702923
ACH-000495,-0.344534581169
ACH-000496,-0.41596279215599996
ACH-000499,-0.278280643275
ACH-000500,-0.908993008265
ACH-000502,-0.23940349609499997
ACH-000503,-0.39808998480999996
ACH-000505,-0.149233531749
ACH-000507,-0.322993279147
ACH-000510,-0.29592214582299997
ACH-000511,-0.487459558095
ACH-000512,-0.21299827718800002
ACH-000516,-0.32188601023200003
ACH-000517,-0.492199410702
ACH-000518,-0.237225498733
ACH-000520,-0.324653016201
ACH-000521,-0.571990846621
ACH-000522,-0.41163587614200003
ACH-000524,-0.25177498671
ACH-000527,-0.279569631001
ACH-000528,-0.328767261872
ACH-000537,-0.333757707678
ACH-000541,-0.288426084347
ACH-000542,-0.34907657094899996
ACH-000544,-0.397389573186
ACH-000545,-0.227714890755
ACH-000547,-0.12212098098400001
ACH-000548,-0.303751911769
ACH-000549,-0.6309906806960001
ACH-000550,-0.5140196960710001
ACH-000552,-0.404950148899
ACH-000556,-0.27839696390999996
ACH-000557,-0.46587676688600005
ACH-000570,-0.49554994386600004
ACH-000571,-0.5174062327319999
ACH-000573,-0.292528316591
ACH-000576,-0.380337947457
ACH-000580,-0.31014358949799997
ACH-000584,-0.258721950187
ACH-000585,-0.536259890183
ACH-000588,-0.593269768917
ACH-000589,-0.279885037287
ACH-000591,-0.38775668928400003
ACH-000593,-0.41387875250399997
ACH-000600,-0.7705746759559999
ACH-000601,-0.209266719122
ACH-000604,-0.0653803666615
ACH-000605,-0.477398316346
ACH-000606,-0.333591925775
ACH-000608,-0.268799550132
ACH-000614,-0.445818173511
ACH-000616,-0.343091335426
ACH-000618,-0.347106563916
ACH-000619,-0.381183749562
ACH-000620,-0.25107773997
ACH-000621,-0.436119425826
ACH-000622,-0.502730740968
ACH-000623,-0.410777636175
ACH-000624,-0.391037388579
ACH-000627,-0.231779525126
ACH-000630,-0.43911637682
ACH-000632,-0.307272383659
ACH-000633,-0.209296185178
ACH-000637,-0.41882593622500003
ACH-000638,-0.479116478994
ACH-000646,-0.228335732791
ACH-000647,-0.113206776759
ACH-000648,-0.591481237702
ACH-000649,-0.209334162667
ACH-000651,-0.219893406777
ACH-000652,-0.383436641751
ACH-000653,-0.18927206462299997
ACH-000657,-0.466124126844
ACH-000658,-0.336291148137
ACH-000661,-0.357786463412
ACH-000662,-0.04463875672730001
ACH-000663,-0.400349194603
ACH-000665,-0.279731280467
ACH-000671,-0.38949491402900005
ACH-000673,-0.481552498466
ACH-000676,-0.229463675824
ACH-000677,-0.136791787982
ACH-000681,-0.0348330642684
ACH-000682,-0.331109718968
ACH-000683,-0.38936562141099995
ACH-000684,-0.487232568465
ACH-000688,-0.2444213407
ACH-000693,-0.42660286367399997
ACH-000694,-0.329697487885
ACH-000695,-0.5602905883120001
ACH-000696,-0.383845737334
ACH-000697,-0.273109051789
ACH-000699,-0.42248262227300004
ACH-000701,-0.224018200489
ACH-000706,-0.423120840698
ACH-000711,-0.5911103205229999
ACH-000713,-0.470556627068
ACH-000714,-0.636840178569
ACH-000718,-0.45256480403399996
ACH-000720,-0.340491440044
ACH-000721,-0.366671516734
ACH-000724,-0.692333294813
ACH-000725,-0.410829943147
ACH-000732,-0.627869903885
ACH-000734,-0.403731179294
ACH-000735,-0.582935752449
ACH-000736,-0.6494985289840001
ACH-000738,-0.399312173178
ACH-000746,-0.052439140527599994
ACH-000747,-0.302773803422
ACH-000748,-0.261989331604
ACH-000753,-0.274034687709
ACH-000756,-0.558785532234
ACH-000757,-0.12321624317299999
ACH-000758,-0.407721727713
ACH-000760,-0.260522135737
ACH-000763,-0.15533113896
ACH-000764,-0.5064843818020001
ACH-000765,-0.23799393372699998
ACH-000766,-0.209703907227
ACH-000767,-0.366924444234
ACH-000768,-0.26788541319200004
ACH-000769,-0.116250394157
ACH-000770,-0.42035018053900003
ACH-000771,-0.379272307077
ACH-000773,-0.548997692474
ACH-000776,-0.375120779834
ACH-000777,-0.309394846697
ACH-000778,-0.272988015997
ACH-000781,-0.23487561418699998
ACH-000782,-0.229250277746
ACH-000783,-0.5052312451259999
ACH-000784,-0.320866503837
ACH-000785,-0.340085713476
ACH-000787,-0.29675036209000005
ACH-000788,-0.31861289265799997
ACH-000791,-0.384330648772
ACH-000792,-0.224186452754
ACH-000794,-0.443203150428
ACH-000796,-0.22496361017900002
ACH-000799,-0.403869463085
ACH-000800,-0.416623598812
ACH-000802,-0.321765441285
ACH-000804,-0.234278304879
ACH-000805,-0.238363108367
ACH-000809,-0.279549988864
ACH-000810,-0.308087782402
ACH-000811,-0.28226161798
ACH-000817,-0.521377766708
ACH-000819,-0.26833149108800003
ACH-000820,-0.132566818287
ACH-000821,-0.416894256853
ACH-000822,-0.15032244791
ACH-000823,-0.386874848293
ACH-000824,-0.379631251104
ACH-000827,-0.44566407833800004
ACH-000829,-0.540507447754
ACH-000831,-0.280200216045
ACH-000832,-0.440777566269
ACH-000833,-0.38132235076800003
ACH-000834,-0.529185031222
ACH-000835,-0.161243507341
ACH-000836,-0.307526800123
ACH-000837,-0.25433125178300003
ACH-000838,-0.233364388061
ACH-000839,-0.532540203594
ACH-000840,-0.554858705261
ACH-000841,-0.204236771693
ACH-000843,-0.332866935299
ACH-000846,-0.608710356867
ACH-000847,-0.43252490662
ACH-000848,-0.279834203404
ACH-000849,-0.331826278275
ACH-000851,-0.0922556507945
ACH-000855,-0.566503011857
ACH-000856,-0.372687686796
ACH-000858,-0.216562454694
ACH-000859,-0.416035185495
ACH-000861,-0.267720780732
ACH-000862,-0.251402685652
ACH-000865,-0.263859467252
ACH-000866,-0.42815311789800004
ACH-000867,-0.41495694787199994
ACH-000869,-0.035501485870300005
ACH-000872,-0.311130503666
ACH-000873,-0.602893242667
ACH-000876,-0.14835279603499998
ACH-000878,0.0320752353561
ACH-000880,-0.522815930188
ACH-000881,-0.205331358296
ACH-000882,-0.26783792022
ACH-000884,-0.38852316306
ACH-000885,-0.34734529808799997
ACH-000887,-0.34507588611199996
ACH-000888,-0.381564106944
ACH-000889,-0.37069607127400006
ACH-000890,-0.216124889977
ACH-000896,-0.319412979502
ACH-000898,-0.41704136999200003
ACH-000900,-0.37405255363000006
ACH-000901,-0.33906158945500003
ACH-000905,-0.214329212
ACH-000906,-0.280387712161
ACH-000907,-0.620277397389
ACH-000910,-0.256127470428
ACH-000911,-0.372043550248
ACH-000912,-0.460029986874
ACH-000913,-0.28473559018800004
ACH-000915,-0.33403005936
ACH-000916,-0.8117185671680001
ACH-000917,-0.12664740771299998
ACH-000921,-0.48740486427699997
ACH-000924,-0.44562022207699997
ACH-000926,-0.374286629036
ACH-000928,-0.49794827822400006
ACH-000929,-0.19379221669399999
ACH-000932,-0.46275736874300005
ACH-000935,-0.491945479167
ACH-000936,-0.208615816663
ACH-000937,-0.509990309186
ACH-000938,-0.136429955618
ACH-000939,-0.203221131857
ACH-000941,-0.35740650163099996
ACH-000943,-0.306861567496
ACH-000946,-0.252125147903
ACH-000947,-0.131731716053
ACH-000948,-0.48080953233900003
ACH-000950,-0.591973097162
ACH-000953,-0.614490743606
ACH-000957,-0.360418989242
ACH-000958,-0.265028003953
ACH-000960,-0.39561607534599996
ACH-000963,-0.181846409434
ACH-000968,-0.11482672564799999
ACH-000969,-0.30060934886
ACH-000973,-0.420226903125
ACH-000974,-0.330601409233
ACH-000975,-0.41499307259
ACH-000976,-0.329610280033
ACH-000978,-0.269932719529
ACH-000980,-0.312775586673
ACH-000984,-0.141271854417
ACH-000986,-0.31659922593199996
ACH-000988,-0.465387691559
ACH-000993,-0.44724692967699997
ACH-000994,-0.41006349650300006
ACH-000996,-0.775384084176
ACH-001001,-0.41569481383100004
ACH-001020,-0.0471741957977
ACH-001028,-0.155785188267
ACH-001031,-0.144287358441
ACH-001038,-0.497700625814
ACH-001048,-0.327262519539
ACH-001050,-0.409873944299
ACH-001053,-0.358329883358
ACH-001054,-0.042078855048000005
ACH-001061,-0.437852585851
ACH-001067,-0.506498116329
ACH-001075,-0.221151423929
ACH-001096,-0.297893517921
ACH-001128,-0.497940342093
ACH-001134,-0.407852324253
ACH-001151,-0.35214981152099994
ACH-001163,-0.292781763774
ACH-001164,-0.520039688853
ACH-001173,-0.397683392762
ACH-001183,-0.29827374600900003
ACH-001184,-0.58083952098
ACH-001190,-0.5043687341950001
ACH-001192,-0.0012944257837100002
ACH-001193,-0.537266391853
ACH-001196,-0.326932651028
ACH-001197,-0.187002133506
ACH-001205,-0.41848701173600006
ACH-001211,-0.14293270519999998
ACH-001212,-0.049822700079800004
ACH-001228,-0.798527865467
ACH-001232,-0.354293743847
ACH-001239,-0.586160103796
ACH-001274,-0.302837664406
ACH-001275,-0.0124989699915
ACH-001277,-0.470011969526
ACH-001278,-0.421789047871
ACH-001280,-0.201756546067
ACH-001283,-0.34847358198600004
ACH-001289,-0.167169557765
ACH-001295,-0.476708587754
ACH-001300,-0.310072136201
ACH-001301,-0.20214505996399998
ACH-001302,-0.44147313739699995
ACH-001303,-0.313712532619
ACH-001306,-0.19179059826900002
ACH-001318,-0.315535010313
ACH-001322,-0.16899847720400002
ACH-001328,-0.402019520705
ACH-001332,-0.175446289767
ACH-001333,-0.23893573544500002
ACH-001336,-0.29057650218000003
ACH-001340,-0.500470382686
ACH-001346,-0.342371191985
ACH-001353,-0.170519686877
ACH-001354,-0.11226116779
ACH-001367,-0.182776657093
ACH-001368,-0.36916126511
ACH-001374,-0.48686260241499996
ACH-001375,-0.302091066425
ACH-001377,-0.32473384728599997
ACH-001380,-0.317260534105
ACH-001391,-0.180746434059
ACH-001407,-0.315779986932
ACH-001408,-0.274081243873
ACH-001413,-0.7587369257269999
ACH-001430,-0.357835384059
ACH-001431,-0.470261268887
ACH-001450,-0.41470390514899996
ACH-001496,-0.34374581671800003
ACH-001500,-0.358554682558
ACH-001521,-0.35549303232699997
ACH-001523,-0.516865965889
ACH-001532,-0.471043492949
ACH-001536,-0.193401286463
ACH-001550,-0.47231019785499995
ACH-001552,-0.384109695316
ACH-001554,-0.212984596122
ACH-001645,-0.171015273961
ACH-001654,-0.271647362651
ACH-001715,-0.5968264362910001
ACH-001735,-0.35829116401100003
ACH-001736,-0.461666817218
ACH-001737,-0.41497362886100003
ACH-001740,-0.371917580502
ACH-001745,-0.40090803961099997
ACH-001750,-0.372968239665
ACH-001765,-0.431092115764
ACH-001956,-0.290587269853
ACH-001957,-0.36860955794
