,POLR1B (84172)
ACH-000004,-0.731995331555
ACH-000007,-1.07428275434
ACH-000009,-1.03523243358
ACH-000011,-1.05426073932
ACH-000012,-1.29111867749
ACH-000013,-1.00225767159
ACH-000014,-1.09903475887
ACH-000015,-0.850971178347
ACH-000017,-1.0206476581000001
ACH-000018,-1.14606182751
ACH-000019,-0.988057733003
ACH-000021,-0.839577062643
ACH-000022,-0.8764939433779999
ACH-000025,-1.1744619013600002
ACH-000028,-1.26331573743
ACH-000030,-1.0334052148100001
ACH-000035,-1.00562620709
ACH-000036,-1.0780064367
ACH-000037,-1.8206348542700002
ACH-000039,-1.0734379379999999
ACH-000040,-1.2780957585600001
ACH-000041,-1.0387183192799998
ACH-000042,-1.00881957511
ACH-000045,-1.0602461996299999
ACH-000047,-1.0
ACH-000052,-0.769159776117
ACH-000053,-1.1154531676100001
ACH-000054,-1.3765461199200002
ACH-000055,-1.12305824293
ACH-000060,-1.00828851157
ACH-000067,-1.12875510168
ACH-000070,-1.19262292421
ACH-000075,-1.23170957421
ACH-000078,-1.06839293945
ACH-000082,-1.25108210237
ACH-000085,-1.3728662081799998
ACH-000086,-1.28582155655
ACH-000087,-1.07636310262
ACH-000092,-1.20138624412
ACH-000095,-1.22494308345
ACH-000097,-1.04100131387
ACH-000098,-1.3961876528100001
ACH-000099,-1.04810372328
ACH-000108,-0.8081936555329999
ACH-000113,-1.0604183603
ACH-000115,-0.873425345643
ACH-000116,-1.08691217808
ACH-000118,-1.00054060717
ACH-000120,-1.0750048968400001
ACH-000123,-1.16010436782
ACH-000127,-0.9530979172380001
ACH-000128,-1.20251289087
ACH-000132,-1.1191710310299998
ACH-000133,-1.0313427460299998
ACH-000137,-1.43427018326
ACH-000138,-0.9260869080159999
ACH-000142,-0.981681317956
ACH-000143,-1.057870672
ACH-000146,-0.910433494671
ACH-000148,-1.0083838201200002
ACH-000150,-1.2267311993
ACH-000152,-1.2698744747
ACH-000153,-1.24010274692
ACH-000159,-1.22921353907
ACH-000160,-0.6215293319430001
ACH-000163,-1.20980750646
ACH-000167,-0.957336495659
ACH-000168,-1.1027962490899998
ACH-000169,-0.872206861647
ACH-000178,-1.05676811894
ACH-000182,-1.09267347158
ACH-000183,-0.969347290134
