,MFAP4 (4239)
ACH-000004,-0.00644408323674
ACH-000007,-0.0103926864342
ACH-000009,-0.38115371623899996
ACH-000011,0.103446011496
ACH-000012,-0.143784160975
ACH-000013,-0.201966814591
ACH-000014,0.0369727488716
ACH-000015,-0.18556434097199997
ACH-000017,-0.031742734687
ACH-000018,-0.0357924692941
ACH-000019,0.226385667598
ACH-000021,-0.108731137864
ACH-000022,-0.102996964923
ACH-000025,-0.134422340295
ACH-000028,0.022206773010299996
ACH-000030,-0.0660296200964
ACH-000035,-0.226616822836
ACH-000036,0.09101833465810001
ACH-000037,-0.00207928055506
ACH-000039,-0.12495584050599999
ACH-000040,-0.117165662718
ACH-000041,-0.10415919793199999
ACH-000042,-0.193745510415
ACH-000045,0.043064541862599996
ACH-000047,0.0279164585553
ACH-000052,0.0865364711091
ACH-000053,-0.0517409513316
ACH-000054,-0.0103069322252
ACH-000055,0.135696389315
ACH-000060,0.0658618089218
ACH-000067,-0.291197015971
ACH-000070,0.00694790100216
ACH-000075,-0.0658452827227
ACH-000078,-0.104700693718
ACH-000082,-0.0363498977552
ACH-000085,0.047333475363800004
ACH-000086,0.0896856794609
ACH-000087,0.00829100673412
ACH-000092,0.0844532733082
ACH-000095,-0.137945129685
ACH-000097,0.035025932607900004
ACH-000098,-0.049383785132
ACH-000099,-0.177477730641
ACH-000108,-0.118440912182
ACH-000113,-0.056312733174800005
ACH-000115,-0.114061232896
ACH-000116,0.0466479172738
ACH-000118,0.050343263676699994
ACH-000120,-0.04647823832069999
ACH-000123,-0.0721753873033
ACH-000127,-0.113721328114
ACH-000128,-0.0168307085755
ACH-000132,-0.16493529824699998
ACH-000133,0.083054830461
ACH-000137,0.10506503964
ACH-000138,-0.022683658962500002
ACH-000142,-0.103957610486
ACH-000143,-0.003801396946
ACH-000146,0.0100331276582
ACH-000148,0.026048053594
ACH-000150,-0.326892113931
ACH-000152,-0.21903154184300003
ACH-000153,-0.48628207432899995
ACH-000159,0.0973087685939
ACH-000160,0.0788293149873
ACH-000163,-0.062682788606
ACH-000167,0.08215711805169999
ACH-000168,0.0343834546382
ACH-000169,0.17130942686
ACH-000178,0.0244224634962
ACH-000182,-0.0227113658588
ACH-000183,-0.161888186177
ACH-000188,-0.237234572366
ACH-000189,0.1434275495
ACH-000190,-0.0497373628987
ACH-000198,-0.0433336267851
ACH-000204,-0.219082334005
ACH-000206,-0.310422332475
ACH-000207,-0.0537277373622
ACH-000211,-0.038261394287600003
ACH-000215,-0.0460526412072
ACH-000221,0.102076501162
ACH-000222,0.0447313234101
ACH-000223,-0.060784707687800005
ACH-000226,-0.248159810557
ACH-000227,-0.104040848
ACH-000228,-0.0593437997301
ACH-000231,-0.042881969822300005
ACH-000232,-0.174798235277
ACH-000233,0.0781333844134
ACH-000234,0.109492400916
ACH-000235,-0.14949430473300002
ACH-000237,-0.038537846929900005
ACH-000238,0.041317588193
ACH-000243,-0.005372639117439999
ACH-000244,0.0448327800079
ACH-000246,0.0307161674028
ACH-000248,-0.167245886185
ACH-000250,-0.20431300166299998
ACH-000251,0.056944519660800004
ACH-000253,0.043841900396099996
ACH-000255,-0.139811496062
ACH-000256,-0.0199532631323
ACH-000257,-0.07091030388899999
ACH-000258,-0.214460546154
ACH-000259,0.000196033697306
ACH-000260,0.0409367183854
ACH-000261,0.0035358119997100004
ACH-000262,-0.0504371335851
ACH-000263,0.11296299442800001
ACH-000264,-0.021210712546099998
ACH-000265,-0.043819758597
ACH-000266,-0.0748503504341
ACH-000272,-0.0420388728942
ACH-000273,0.09947812265010002
ACH-000274,-0.153951441214
