,NKG7 (4818)
ACH-000004,0.27167270648499997
ACH-000007,0.0502401070266
ACH-000009,0.166759599776
ACH-000011,0.19613589441799997
ACH-000012,0.13805644806700001
ACH-000013,-0.0500930692248
ACH-000014,0.144623332352
ACH-000015,-0.0159172305641
ACH-000017,0.189518802716
ACH-000018,0.221396447009
ACH-000019,-0.18684730702100003
ACH-000021,0.08397520572239998
ACH-000022,0.0400012528596
ACH-000025,0.24893721287300002
ACH-000028,0.0787750006455
ACH-000030,0.0700728466582
ACH-000035,0.102892641111
ACH-000036,0.153386548821
ACH-000037,-0.00880462191088
ACH-000039,0.272182145407
ACH-000040,0.148643279835
ACH-000041,-0.0490664406647
ACH-000042,0.283987625383
ACH-000045,0.182816160061
ACH-000047,-0.07699497352519999
ACH-000052,0.19095489666700002
ACH-000053,0.147435804594
ACH-000054,0.08894643436139998
ACH-000055,-0.138295219612
ACH-000060,0.171075868341
ACH-000067,0.237756225594
ACH-000070,-0.0409782343599
ACH-000075,-0.0527075584755
ACH-000078,0.320827830749
ACH-000082,-0.0361813625505
ACH-000085,-0.17588772142200002
ACH-000086,0.08778351807
ACH-000087,0.02180267616
ACH-000092,-0.020328468319000002
ACH-000095,0.05974653444019999
ACH-000097,-0.0246290675305
ACH-000098,0.0820848242677
ACH-000099,0.06681334554019999
ACH-000108,0.13378862852700002
ACH-000113,0.0793842247045
ACH-000115,0.114859217725
ACH-000116,0.0649536858372
ACH-000118,0.17101825722300001
ACH-000120,0.19867501966499998
ACH-000123,0.104334173248
ACH-000127,0.221905248608
ACH-000128,0.0373491411111
ACH-000132,0.16918520168900003
ACH-000133,-0.0533462676931
ACH-000137,-0.023969867110599997
ACH-000138,0.111982868741
ACH-000142,-0.0698226294906
ACH-000143,-0.113079689238
ACH-000146,0.26194067891600004
ACH-000148,0.141859391373
ACH-000150,0.0971467314406
ACH-000152,0.0997454229381
ACH-000153,-0.0968793324516
ACH-000159,0.100063406522
ACH-000160,-0.069299642443
ACH-000163,0.00518278463458
ACH-000167,-0.185369245898
ACH-000168,0.0503533502559
ACH-000169,0.12039827546599999
ACH-000178,0.0993736610823
ACH-000182,-0.0474095248379
ACH-000183,0.118036591785
ACH-000188,-0.055433100386300005
ACH-000189,0.180463592805
ACH-000190,0.00395268706916
ACH-000198,0.024320840083400002
ACH-000204,0.0674428587196
ACH-000206,0.209450672368
ACH-000207,0.059766826725099996
ACH-000211,0.0564250309982
ACH-000215,0.130056292934
ACH-000221,0.106604005295
ACH-000222,0.31152315515900003
ACH-000223,0.138359746433
ACH-000226,-0.013277607863100001
ACH-000227,0.153245286541
ACH-000228,0.13485072081
ACH-000231,0.11463156125299999
ACH-000232,0.032414345817
ACH-000233,-0.113835842092
ACH-000234,0.0034599695086500004
ACH-000235,0.12322693928600001
ACH-000237,0.113075931623
ACH-000238,0.148648510733
ACH-000243,0.19686724604800002
ACH-000244,0.196374326351
ACH-000246,0.061873139929
ACH-000248,0.28010146083500004
ACH-000250,0.0947570859616
ACH-000251,0.507814404887
ACH-000253,0.112874869223
ACH-000255,-0.08127196407989999
ACH-000256,0.00850878820278
ACH-000257,0.24621143721500002
ACH-000258,-0.0351664526006
ACH-000259,0.127716459502
ACH-000260,0.09957120928009999
ACH-000261,0.039754024038
ACH-000262,0.114213417665
ACH-000263,0.0113272126935
ACH-000264,0.18100677095800002
ACH-000265,0.0580698525483
ACH-000266,0.144745458947
ACH-000272,0.146502613865
ACH-000273,0.218381882724
ACH-000274,0.0980598190237
ACH-000277,0.106275299768
ACH-000278,0.0037283236463699996
ACH-000279,0.145215178756
ACH-000280,-0.0409626621658
ACH-000281,0.225845920948
ACH-000288,0.268203463268
ACH-000291,-0.0044401597613900005
ACH-000293,0.0840924794845
ACH-000294,-0.07078607316289999
ACH-000295,-0.0367804100258
ACH-000296,0.369538294643
ACH-000302,-0.061791757792999995
ACH-000304,0.0400036013146
ACH-000307,0.09085594257980001
ACH-000308,0.0374056318969
ACH-000310,0.262180752796
ACH-000311,0.0589840045391
ACH-000312,0.25964397851
ACH-000315,-0.011941749495600002
ACH-000316,0.0009472412860119999
ACH-000317,-0.017333090667799998
ACH-000318,-0.12423219182800001
ACH-000319,0.193235672689
ACH-000320,0.277296057041
ACH-000322,0.390651672399
ACH-000323,0.0686657615272
ACH-000324,0.00407112252306
ACH-000329,0.19400520499
ACH-000330,0.109347358519
ACH-000331,0.0536618618776
ACH-000332,0.0761724220489
ACH-000334,0.00368901325511
ACH-000335,-0.154782647482
ACH-000336,0.00403839785935
ACH-000337,0.11753126528300001
ACH-000339,0.0610073479083
ACH-000341,-0.391960374605
ACH-000348,0.0589124946703
ACH-000350,0.010764192209600001
ACH-000352,0.0603210047373
ACH-000356,-0.0308950871403
ACH-000361,0.275842186902
ACH-000362,-0.0613274115541
ACH-000363,-0.04876102201
ACH-000364,-0.10919270685799999
ACH-000365,0.100681299845
ACH-000366,-0.00330826466827
ACH-000368,0.0795540267248
ACH-000374,0.177240070413
ACH-000375,0.026124335423099998
ACH-000376,0.115854910551
ACH-000381,0.12760957136700002
ACH-000383,0.13406072168400002
