,AMBN (258)
ACH-000004,-0.109787174966
ACH-000007,-0.210450092381
ACH-000009,-0.0525366107215
ACH-000011,-0.130943984343
ACH-000012,-0.138796541279
ACH-000013,0.008421162895010001
ACH-000014,-0.0906333235368
ACH-000015,-0.0008327037523189999
ACH-000017,-0.0712922952267
ACH-000018,0.07125040062089999
ACH-000019,-0.133147979547
ACH-000021,-0.138050248071
ACH-000022,-0.06265138681219999
ACH-000025,-0.0525049348703
ACH-000028,-0.250892644273
ACH-000030,-0.08761418349030001
ACH-000035,0.021744103911799997
ACH-000036,-0.0323915416576
ACH-000037,-0.19842818652199998
ACH-000039,-0.0474062338868
ACH-000040,-0.0821367244152
ACH-000041,-0.0940788638734
ACH-000042,-0.0641205770879
ACH-000045,0.06723479539459999
ACH-000047,-0.0813431712045
ACH-000052,-0.020473279190499998
ACH-000053,0.0110029447622
ACH-000054,-0.0640913424435
ACH-000055,-0.133596252133
ACH-000060,-0.197036970307
ACH-000067,-0.151222517472
ACH-000070,-0.137911123015
ACH-000075,-0.034205503991799995
ACH-000078,-0.026908590277200002
ACH-000082,0.0467737129396
ACH-000085,-0.183120238979
ACH-000086,-0.0254404979575
ACH-000087,-0.109698832792
ACH-000092,-0.027447070910400002
ACH-000095,-0.0796038297022
ACH-000097,-0.151821600301
ACH-000098,-0.0196348829696
ACH-000099,-0.117336133727
ACH-000108,-0.09005244777869999
ACH-000113,-0.11575615306199999
ACH-000115,-0.0811781019217
ACH-000116,-0.254801031394
ACH-000118,-0.15618641289899998
ACH-000120,-0.082532716663
ACH-000123,-0.16929521622699997
ACH-000127,-0.0118015100998
ACH-000128,0.04695244699019999
ACH-000132,-0.0644056753203
ACH-000133,-0.144763656097
ACH-000137,0.0335069194162
ACH-000138,0.011155169207600001
ACH-000142,-0.22425103322700002
ACH-000143,0.023186157806099998
ACH-000146,-0.0721516567325
ACH-000148,-0.0011098346450599999
ACH-000150,-0.137608576964
ACH-000152,0.0584868624943
ACH-000153,-0.631998735996
ACH-000159,-0.2533864171
ACH-000160,-0.042889644155199996
ACH-000163,-0.08945819523029999
ACH-000167,-0.30871421259
ACH-000168,-0.115406817207
ACH-000169,-0.07334345552930001
ACH-000178,-0.177305019963
ACH-000182,-0.1116254226
ACH-000183,0.040388595312199994
ACH-000188,-0.227212663954
ACH-000189,-0.159340057427
ACH-000190,-0.036181309539400006
ACH-000198,-0.08900530191810001
ACH-000204,-0.15768150503699999
ACH-000206,0.029427795122000003
ACH-000207,0.0233582254038
ACH-000211,-0.166764071101
ACH-000215,-0.020875951492900002
ACH-000221,-0.249098824348
ACH-000222,0.0378585260378
ACH-000223,-0.00412350579821
ACH-000226,-0.12892540298
ACH-000227,-0.145762163005
ACH-000228,-0.0703431842996
ACH-000231,-0.0505119866412
ACH-000232,-0.10651293647299999
ACH-000233,0.177307190039
ACH-000234,-0.14966412325200001
ACH-000235,-0.0817928878476
ACH-000237,-0.20278945350900002
ACH-000238,-0.0202188163281
ACH-000243,-0.22465533390099998
ACH-000244,-0.101720891845
ACH-000246,0.0260391359748
ACH-000248,-0.13515281423699999
ACH-000250,-0.109958777966
ACH-000251,0.065644332405
ACH-000253,-0.11466243837099999
ACH-000255,-0.11542331617000001
ACH-000256,0.0347653142745
ACH-000257,0.0603965666035
ACH-000258,-0.155534936437
ACH-000259,-0.06952359578049999
ACH-000260,-0.0838339369925
ACH-000261,-0.0875378210592
ACH-000262,-0.0116200312474
ACH-000263,-0.0702251813267
ACH-000264,-0.09937152461370001
ACH-000265,-0.264088715969
ACH-000266,-0.08098263839889999
ACH-000272,-0.10707998784299999
ACH-000273,-0.240401209913
ACH-000274,0.0241103162031
ACH-000277,0.0222062957141
ACH-000278,-0.115624305362
ACH-000279,-0.0194849179489
ACH-000280,0.0358061621412
ACH-000281,-0.0895661588397
ACH-000288,0.00375280475817
ACH-000291,-0.09268455685930001
ACH-000293,-0.0919053953692
ACH-000294,0.0460997867779
ACH-000295,-0.208021281265
ACH-000296,-0.210389340133
ACH-000302,-0.160298090054
ACH-000304,0.224850764643
ACH-000307,0.0124130265675
ACH-000308,-0.10971352098500001
ACH-000310,-0.0530448716355
ACH-000311,-0.359354108814
ACH-000312,-0.049286484576900005
ACH-000315,-0.09852975242529999
ACH-000316,-0.0557108193989
ACH-000317,-0.381926748252
ACH-000318,-0.179293044538
ACH-000319,-0.081058631697
ACH-000320,-0.45408716423
ACH-000322,-0.388745252955
ACH-000323,-0.345907063257
ACH-000324,-0.0288630027913
ACH-000329,-0.0834806327228
ACH-000330,-0.32550508
ACH-000331,-0.034507317419599996
ACH-000332,-0.0159969048345
ACH-000334,-0.0735335308615
ACH-000335,-0.25271818291700004
ACH-000336,-0.172265220277
ACH-000337,-0.0734457049843
ACH-000339,-0.13962328444900002
ACH-000341,0.039586431128800004
ACH-000348,-0.120789190995
ACH-000350,0.0763444936272
ACH-000352,-0.021533854552899998
ACH-000356,0.0361171867411
ACH-000361,0.0986282408442
ACH-000362,-0.0147749050479
ACH-000363,-0.055827757130399995
ACH-000364,-0.06630745703150001
ACH-000365,-0.137141920823
ACH-000366,0.11504708629799999
ACH-000368,-0.0821401008859
ACH-000374,-0.249782683794
ACH-000375,-0.121427177078
ACH-000376,0.006148050426910001
ACH-000381,-0.08653466878089999
ACH-000383,-0.0625571026994
ACH-000387,-0.011308272955200002
ACH-000389,0.041167556309699996
ACH-000390,-0.0166884374627
ACH-000393,-0.023918553401500002
ACH-000395,-0.0851983146993
ACH-000397,-0.135318067496
ACH-000401,0.06431470126109999
ACH-000402,0.162031903069
ACH-000403,-0.126040503565
ACH-000404,-0.115536941252
ACH-000406,-0.0761611039894
ACH-000407,0.0628924915078
ACH-000408,-0.22535017863499998
ACH-000410,-0.08992232291069999
ACH-000411,-0.22853678501400002
ACH-000414,-0.23365554422200002
ACH-000415,-0.13828131726
ACH-000416,-0.14383867891
ACH-000420,-0.09434930862060001
ACH-000421,-0.08413939435750001
ACH-000424,-0.0827969640013
ACH-000425,-0.16140869245300002
ACH-000426,0.04349351800480001
ACH-000427,-0.24105606195
ACH-000433,-0.216820803481
ACH-000436,-0.18745183568100002
ACH-000444,0.025008346629300002
ACH-000445,-0.199687090172
ACH-000448,-0.0129689394609
ACH-000450,-0.0592020912446
ACH-000452,-0.0496536376516
ACH-000454,-0.196779237687
ACH-000458,0.0689798708724
ACH-000459,-0.261880393838
ACH-000460,-0.0971310816079
ACH-000461,0.0340901018044
ACH-000463,-0.0178065182869
ACH-000464,0.0342415085882
ACH-000466,-0.0073949511112299995
ACH-000467,-0.386558235346
ACH-000468,-0.10559513174799999
ACH-000469,-0.175568058158
ACH-000470,-0.205213993517
ACH-000471,0.0080387650203
ACH-000472,-0.04934342858969999
ACH-000473,0.0916251129113
ACH-000475,-0.034154947442200004
ACH-000476,0.033651307702099995
ACH-000477,0.0943215888414
ACH-000480,-0.332896380973
ACH-000481,-0.0430718164523
ACH-000483,0.0872511999742
ACH-000484,0.21663707259
ACH-000485,-0.22673446114999998
ACH-000486,-0.148169998251
ACH-000487,-0.012609943717100001
ACH-000488,-0.010652714931299998
ACH-000490,-0.17558845027699999
ACH-000491,-0.0458269011031
ACH-000495,-0.032508833196700004
ACH-000496,-0.38343231657899995
ACH-000499,-0.135417628372
ACH-000500,0.0365372587567
ACH-000502,-0.17789690158
ACH-000503,0.19146690469
ACH-000505,-0.08649231504
ACH-000507,-0.141387019437
ACH-000510,-0.221396235513
ACH-000511,-0.162881356291
ACH-000512,-0.232002887787
ACH-000516,0.015310706715799998
ACH-000517,-0.0059662348424
ACH-000518,-0.0587935032483
ACH-000520,-0.235801939285
ACH-000521,0.0502436493828
ACH-000522,-0.130560198525
ACH-000524,-0.0128523745475
ACH-000527,-0.0799331258679
ACH-000528,-0.061606753523800004
ACH-000537,0.00080194821394
ACH-000541,-0.00491049681545
ACH-000542,-0.0966820113337
ACH-000544,-0.030730909121400002
ACH-000545,-0.180571600437
ACH-000547,-0.129482123645
ACH-000548,-0.200032743045
ACH-000549,-0.059372657694800005
ACH-000550,-0.013959726153200002
ACH-000552,-0.150527742832
ACH-000556,-0.203698951208
ACH-000557,0.0595760127524
ACH-000570,-0.15815299143300002
ACH-000571,0.023317838459099998
ACH-000573,-0.034116047209
ACH-000576,-0.025106679035200002
ACH-000580,-0.0374893888292
ACH-000584,-0.150588980185
ACH-000585,-0.08463332708650001
ACH-000588,0.0389204946031
ACH-000589,-0.0021785379781
ACH-000591,-0.021201856589900005
ACH-000593,0.0204867801918
ACH-000600,-0.212577528435
ACH-000601,-0.19115527835700002
ACH-000604,0.281868521281
ACH-000605,-0.15515976003499998
ACH-000606,-0.174597197852
ACH-000608,-0.0732267568413
ACH-000614,-0.129482393597
ACH-000616,-0.207378370825
ACH-000618,-0.105103333189
